"LONGITUDE","LATITUDE","p_avg","SOC","MAT","MAP","SAND","CLAY","PH","BEDROCK","SOIL.TYPE","DEPTH","NPP","SLOPE","ELEVATION","GEO3major"
21.672188,67.283098,1110,25,-1.091666698,529,63,4,44,1,11,2306,3567,2,370,"Europe"
22.693843,67.266655,3300,26,0.137500137,511,60,7,45,1,3,2817,3717,3,180,"Europe"
22.30533,67.239417,2720,25,-0.087500036,532,53,5,47,1,11,2930,3763,0,203,"Europe"
23.334491,67.237042,3240,19,-0.408333391,538,61,5,47,10,11,2243,3749,6,183,"Europe"
20.972712,67.181863,1100,29,-0.666666567,546,57,5,46,2,11,1659,3530,7,367,"Europe"
21.657943,67.155455,2710,25,-0.500000119,510,49,6,48,1,11,2711,3772,1,232,"Europe"
22.350772,67.144217,3890,23,0.004166777,550,56,6,47,1,3,2514,2567,0,242,"Europe"
21.415953,67.134918,2210,31,-0.537499964,506,58,4,46,1,11,1641,3713,3,320,"Europe"
20.745032,67.086178,1450,27,-0.329166621,531,52,8,44,1,11,2546,3494,1,351,"Europe"
22.7815,67.07609,7260,57,0.266666621,517,55,9,45,1,3,2607,3927,0,175,"Europe"
20.369322,67.072517,2880,24,-1.091666698,559,58,7,48,10,11,1809,3420,5,455,"Europe"
23.337313,67.070812,3210,22,-0.329166621,540,60,7,47,10,11,2098,3821,6,244,"Europe"
22.261452,67.05862,2260,71,0.116666622,557,48,9,48,1,11,2550,3755,1,224,"Europe"
21.51775,67.054775,1800,24,-0.587500036,510,55,7,47,2,11,1628,3738,2,332,"Europe"
23.085381,67.034875,5810,18,-0.162499905,537,56,6,46,10,11,2530,4446,2,228,"Europe"
20.991353,67.015725,2700,23,-0.624999881,553,54,7,49,2,11,1461,3644,10,458,"Europe"
23.58601,67.014527,2430,21,-0.295833349,527,59,7,47,11,11,2151,3931,5,169,"Europe"
22.888107,67.012903,6240,23,0.149999961,524,59,6,44,1,11,2617,4450,1,188,"Europe"
23.611022,66.975588,3970,22,-0.170833364,518,56,7,45,11,11,2660,4610,1,172,"Europe"
21.342065,66.974692,8310,27,-0.087500028,496,58,6,47,10,11,2641,3917,1,257,"Europe"
20.690955,66.961325,1890,60,-0.604166627,549,52,6,43,10,11,1814,3684,1,420,"Europe"
21.40707,66.915363,1960,35,-0.016666749,504,56,5,48,3,11,2644,2810,0,267,"Europe"
22.00411,66.911395,5080,22,0.291666657,582,59,7,48,1,11,2201,3772,9,220,"Europe"
22.324855,66.907023,2270,35,0.74999994,582,61,7,48,1,11,2664,4568,2,256,"Europe"
22.547628,66.890855,1030,21,0.816666663,547,62,5,47,13,11,2486,4466,3,186,"Europe"
22.725528,66.877777,4070,24,0.699999988,529,66,3,46,13,11,2140,4084,7,198,"Europe"
23.001258,66.875458,6650,20,0.162500024,525,62,5,45,10,3,2568,3987,3,179,"Europe"
21.248813,66.87077,1890,35,-0.158333406,525,56,5,46,3,11,2378,3781,1,349,"Europe"
21.84485,66.86737,1420,30,0.320833325,578,60,3,44,1,11,2860,3923,3,207,"Europe"
19.230325,66.862962,8000,36,-1.162500024,491,56,5,46,1,11,2423,3347,1,358,"Europe"
22.209545,66.860133,7050,16,0.691666603,581,36,7,49,1,11,2493,4729,2,188,"Europe"
171.5,66.85,570,11,-12.27916718,318,57,9,52,9,1,386,839,10,662,"Europe"
23.587393,66.84831,9920,18,-0.149999946,519,57,6,47,1,11,2616,4655,6,207,"Europe"
20.503783,66.844657,6060,32,-0.574999988,564,59,4,45,1,3,2756,2446,1,396,"Europe"
21.419012,66.841222,2830,36,0.050000008,522,59,4,48,1,11,1987,3685,4,299,"Europe"
21.269293,66.814432,2600,22,-0.308333278,552,61,2,45,1,11,1637,4447,6,450,"Europe"
22.910723,66.79031,5420,20,0.354166746,532,49,11,49,2,11,2640,4023,3,141,"Europe"
22.449722,66.787675,8670,21,0.841666698,583,57,6,44,1,11,2520,4004,9,243,"Europe"
22.219085,66.785917,1870,25,1.029166579,573,46,9,50,1,11,2586,4002,1,111,"Europe"
22.033063,66.780773,7300,41,0.68750006,607,55,9,48,1,3,2069,3984,18,180,"Europe"
23.166832,66.752257,5020,27,0.008333221,536,57,6,46,1,11,2803,4034,1,169,"Europe"
19.96232,66.74891,1530,14,-0.708333313,571,59,6,47,10,11,2194,4002,5,365,"Europe"
21.007402,66.739838,1080,25,0.04999999,523,72,3,47,1,11,2465,3752,0,321,"Europe"
23.617735,66.735272,7750,18,-0.183333337,529,53,11,48,11,11,1882,4046,10,187,"Europe"
19.636582,66.731058,2930,23,-1.112499952,550,44,7,49,1,11,1971,3885,8,349,"Europe"
22.829962,66.722678,2100,20,0.479166627,536,58,11,47,2,11,2664,4100,5,186,"Europe"
23.104013,66.72031,17210,28,0.204166681,538,64,5,48,1,3,2625,4104,3,175,"Europe"
22.405493,66.698963,4640,27,1.054166675,591,59,4,42,1,11,2159,4212,2,198,"Europe"
20.258982,66.694808,3080,25,-0.133333385,541,63,4,48,1,11,2415,3803,5,270,"Europe"
21.716745,66.69265,2310,30,0.454166621,601,62,4,41,1,11,2603,4024,1,248,"Europe"
23.227112,66.692262,4960,27,0.091666631,535,62,5,47,1,11,2360,4858,3,178,"Europe"
21.973622,66.65648,5770,25,0.662499964,625,59,5,47,1,11,1957,4240,6,185,"Europe"
16.17347,66.65406,2830,21,-1.149999976,680,50,10,52,10,11,1643,2534,4,536,"Europe"
20.104257,66.649163,4070,67,-0.445833325,563,52,8,46,1,11,2266,3601,2,302,"Europe"
20.739305,66.646955,4810,30,-0.020833377,557,57,5,45,1,11,1539,4521,2,369,"Europe"
22.925959,66.641825,1810,19,0.316666692,548,66,5,47,1,11,2433,4975,2,190,"Europe"
18.917008,66.62406,1020,26,-1.012499928,558,58,4,45,1,11,2932,2421,4,414,"Europe"
20.451442,66.610032,7090,83,0.362500012,535,50,7,45,1,11,2128,4210,15,147,"Europe"
19.176805,66.592062,1040,19,-1.166666746,537,53,5,48,10,11,2654,3948,4,386,"Europe"
22.027748,66.579085,2290,19,0.75,642,75,4,45,1,11,2402,4215,4,210,"Europe"
21.025784,66.573764,3730,39,0.224999875,540,59,5,48,1,11,2534,4040,1,301,"Europe"
23.80418,66.5726,3750,43,0.550000131,532,41,16,49,1,11,3128,5231,0,63,"Europe"
23.16206,66.56846,3040,27,0.258333325,548,60,6,45,1,11,3047,4163,0,129,"Europe"
23.750647,66.558466,5280,31,0.49999994,529,61,6,48,1,11,1869,4441,12,171,"Europe"
19.385073,66.54417,8930,56,-0.983333349,524,57,5,46,1,11,1815,4433,10,378,"Europe"
23.415637,66.530057,5950,21,0.099999934,542,62,5,46,10,11,1493,4271,7,250,"Europe"
19.694387,66.526877,3800,37,-0.770833313,532,61,4,49,1,11,2174,4054,5,326,"Europe"
20.906652,66.508187,3460,34,0.429166734,537,55,6,48,1,11,2785,4169,2,291,"Europe"
19.82004,66.501442,1970,26,-0.666666627,554,61,5,47,1,11,2133,4314,1,346,"Europe"
20.767027,66.498875,5170,26,0.487500012,544,58,4,45,1,11,2363,4070,1,239,"Europe"
21.897937,66.496552,2970,24,0.412499964,668,57,4,45,1,11,1756,4062,7,314,"Europe"
20.576187,66.47428,11210,22,0.8125,518,55,7,53,1,11,2238,4329,1,119,"Europe"
22.747817,66.47129,5970,23,0.787500024,542,58,5,45,1,11,2336,4581,2,85,"Europe"
19.711309,66.452872,6310,53,-0.883333385,557,56,5,45,1,11,2332,4333,1,364,"Europe"
23.509133,66.4488,2310,47,0.354166657,551,61,7,44,10,3,1648,4430,4,163,"Europe"
23.141169,66.441125,3840,26,0.491666675,557,53,6,46,11,11,2509,5232,1,109,"Europe"
20.107333,66.429712,6090,31,-0.070833437,576,58,4,45,1,11,2493,3842,1,271,"Europe"
23.630242,66.420692,2360,17,0.741666734,544,43,12,51,1,11,2543,3040,0,50,"Europe"
21.6731,66.402093,2080,37,0.620833278,632,59,3,44,1,11,1978,4247,4,217,"Europe"
23.11374,66.388015,5060,19,0.654166639,561,67,6,47,10,11,2175,4434,3,104,"Europe"
21.350638,66.387432,7450,33,0.554166675,578,62,4,45,1,11,1501,4297,4,256,"Europe"
20.66321,66.358987,6380,23,0.737499952,548,62,5,47,1,11,2115,4217,4,180,"Europe"
22.188923,66.34723,2680,22,0.270833224,712,57,6,44,11,11,2132,5118,4,295,"Europe"
19.758395,66.340602,1730,18,-0.729166627,577,75,3,49,1,11,1954,3952,3,379,"Europe"
23.539432,66.33585,3290,29,0.762499988,559,57,12,44,1,11,2161,3461,7,60,"Europe"
57.3,66.33,665,18,-3.387500048,501,53,16,49,14,1,11997,2490,1,81,"Europe"
21.093103,66.31294,2380,18,0.662500024,551,60,5,44,1,11,2517,4457,13,210,"Europe"
20.997942,66.300872,2700,37,0.854166567,535,59,4,43,1,11,2627,4416,2,175,"Europe"
21.624369,66.295407,5270,25,0.675000012,649,59,6,45,1,11,1491,5094,8,238,"Europe"
17.909838,66.291372,1660,43,-1.379166722,606,60,5,48,1,3,1182,4139,9,589,"Europe"
23.241762,66.28594,1620,25,0.516666651,584,64,8,47,10,3,2027,4497,3,154,"Europe"
22.60705,66.2796,3340,19,0.670833349,592,60,5,47,3,11,2332,5145,4,120,"Europe"
22.771993,66.24875,1230,37,0.733333409,563,63,7,46,4,11,2204,4543,2,80,"Europe"
21.78234,66.24772,7460,33,0.941666722,585,54,5,45,1,11,2608,4176,2,59,"Europe"
23.310138,66.24367,2230,19,0.520833373,591,63,5,46,10,3,1505,4473,5,206,"Europe"
17.049783,66.238518,2070,45,-1.162499905,580,47,15,41,10,11,2134,2273,3,447,"Europe"
20.96745,66.229645,4420,23,0.954166591,547,71,3,46,1,3,2269,5064,11,145,"Europe"
17.356807,66.225418,2710,22,-1.020833254,574,56,8,48,1,3,1993,3730,0,434,"Europe"
20.829258,66.22028,2520,20,1.283333421,515,39,8,45,1,11,3143,4534,2,73,"Europe"
23.161908,66.218537,1460,35,0.754166603,583,59,7,45,1,11,1755,4537,8,109,"Europe"
17.838662,66.20372,2230,34,-0.925000012,579,49,13,47,13,11,1695,3943,3,488,"Europe"
20.632907,66.177955,1410,52,0.808333278,575,60,6,47,1,11,2195,4248,2,202,"Europe"
20.052894,66.1772,4500,30,-0.35833329,634,59,7,48,1,11,1528,4365,1,398,"Europe"
23.80986,66.16622,2420,24,0.962499976,569,61,8,46,10,3,1357,4571,4,99,"Europe"
20.270502,66.16395,3720,23,0.183333367,653,56,5,45,1,11,2168,4132,2,312,"Europe"
22.684628,66.163468,3810,26,0.766666591,579,58,5,46,10,11,2050,5418,0,75,"Europe"
22.502913,66.15878,4390,20,0.458333373,628,66,6,45,10,3,1806,4479,5,157,"Europe"
19.865007,66.151758,1720,22,-0.391666651,584,57,6,47,10,11,1492,4054,9,387,"Europe"
19.951987,66.146593,2870,32,-0.158333361,591,60,4,45,1,11,1631,3983,2,345,"Europe"
18.03517,66.121665,1560,34,-0.683333337,584,52,5,45,1,11,2345,3715,1,429,"Europe"
17.457253,66.111912,3500,20,-0.720833302,579,53,13,46,1,3,1778,2818,5,430,"Europe"
20.646973,66.103897,2800,25,1.012500048,569,64,5,47,1,11,2130,4170,7,242,"Europe"
19.223075,66.09703,2140,32,-0.745833397,532,54,7,47,1,11,1576,4045,2,366,"Europe"
21.087825,66.093555,1020,25,1.333333254,542,54,9,46,1,11,2599,4479,11,93,"Europe"
22.917237,66.09044,1080,13,1.033333421,557,73,5,49,11,11,2240,4416,6,57,"Europe"
20.28558,66.089915,1700,15,0.245833278,633,60,4,48,1,11,1613,4796,3,346,"Europe"
19.61405,66.075035,1420,26,-0.770833373,598,51,9,47,10,11,924,4076,15,483,"Europe"
17.577722,66.070172,7930,22,-0.741666675,571,59,4,46,1,3,1453,4036,4,431,"Europe"
20.899527,66.069345,2650,19,1.362500072,517,62,5,45,1,11,2427,4582,1,58,"Europe"
19.210312,66.061253,1530,12,-0.845833361,542,79,1,43,1,11,2557,3854,4,387,"Europe"
21.830765,66.060903,3810,15,1.058333397,558,48,8,46,4,11,2505,4590,3,39,"Europe"
22.098002,66.060167,1410,38,0.479166687,623,60,6,46,1,3,1807,4500,6,145,"Europe"
18.633265,66.055535,1440,20,-0.845833361,598,58,5,45,1,11,1214,3779,11,480,"Europe"
23.614865,66.053242,8020,50,1.133333325,562,59,10,46,1,11,2000,4461,1,44,"Europe"
21.73644,66.049173,4720,38,1.233333349,541,51,9,45,1,11,2545,5066,0,27,"Europe"
18.496985,66.044278,1330,18,-1.012500048,625,59,5,47,1,11,1302,4428,8,490,"Europe"
15.06088,66.03777,1770,29,-0.383333325,753,48,10,56,8,3,1706,2673,4,546,"Europe"
23.691337,66.02851,3340,63,1.166666627,563,62,6,47,1,11,2023,4519,2,51,"Europe"
17.388098,66.024062,1780,23,-0.808333397,592,53,5,46,1,11,2667,605,5,425,"Europe"
18.132302,66.007773,1760,31,-0.670833409,582,41,9,50,4,11,2181,3899,1,441,"Europe"
22.872987,66.00191,5190,27,1.166666627,552,50,16,50,1,11,2082,4763,2,28,"Europe"
20.955955,65.99244,1510,26,1.270833373,550,58,4,46,1,11,2591,4561,2,152,"Europe"
23.49191,65.989577,2080,22,1.20416677,563,69,5,49,11,11,2180,5099,1,40,"Europe"
20.365748,65.957018,2710,21,0.620833278,604,62,4,47,1,11,1808,4177,7,322,"Europe"
19.920223,65.947617,14100,43,0.541666627,528,56,4,45,2,11,2326,4279,2,265,"Europe"
18.288883,65.94547,2120,17,-0.82916671,602,49,4,49,2,11,1506,3881,4,524,"Europe"
149.712784,65.940834,286,20,-11.55416679,245,30,10,52,13,11,2148,2475,4,236,"Europe"
149.712778,65.940833,391,20,-11.55416679,245,30,10,52,13,11,2148,2475,4,236,"Europe"
23.644647,65.940248,4350,47,1.275000095,563,62,5,43,10,11,2151,4541,2,48,"Europe"
22.083107,65.932697,2050,27,0.674999952,556,63,5,48,1,11,2294,5180,6,61,"Europe"
21.664383,65.889287,6680,22,1.566666603,500,46,13,46,1,11,2852,5375,0,17,"Europe"
21.219435,65.883323,3850,27,1.304166675,582,59,8,47,4,3,2052,4517,8,123,"Europe"
18.09343,65.882285,1120,17,-0.570833385,566,54,6,50,2,11,1619,3639,4,471,"Europe"
20.46656,65.87762,2940,30,1.100000024,555,61,4,45,1,11,2626,4303,2,166,"Europe"
17.169633,65.870012,2660,32,-1.162500024,649,48,10,51,1,3,2446,4085,3,478,"Europe"
23.470348,65.862412,3050,59,1.425000072,548,59,8,45,3,3,1921,5187,2,24,"Europe"
21.913752,65.853208,6440,25,1.291666746,523,59,8,45,10,11,2098,5258,2,21,"Europe"
23.76875,65.837773,1780,57,1.395833254,555,63,10,45,1,11,1784,4610,1,18,"Europe"
17.947455,65.834728,2000,41,-0.470833361,561,53,6,46,2,11,1079,3834,16,525,"Europe"
22.563445,65.823503,1070,34,1.137500048,519,62,9,45,1,3,1763,4614,3,41,"Europe"
20.531033,65.818678,2290,13,1.529166698,523,23,15,50,1,11,2096,4550,3,68,"Europe"
17.548528,65.816932,1390,16,-0.570833266,584,55,7,49,1,11,1887,4189,4,435,"Europe"
18.8582,65.806897,6910,35,-0.400000066,562,55,6,48,1,11,1677,4220,4,394,"Europe"
21.181305,65.79436,2970,40,1.570833325,554,62,5,46,10,11,1956,4517,7,141,"Europe"
18.895178,65.78674,7030,38,-0.562500119,570,54,7,48,1,11,1759,4184,6,396,"Europe"
20.688022,65.772052,3810,22,1.5625,541,65,4,48,1,11,2001,4561,7,85,"Europe"
23.066407,65.76607,2590,37,1.679166555,510,62,7,46,10,3,1965,4533,1,15,"Europe"
20.902112,65.758088,1120,16,1.779166698,518,41,9,49,10,11,2179,5542,4,67,"Europe"
31.35,65.75,926,13,0.141666785,536,87,1,50,1,11,1857,4279,4,156,"Europe"
15.00575,65.7495,1130,26,-0.254166663,719,36,14,56,10,3,1052,2562,30,638,"Europe"
19.011947,65.743982,3200,33,-0.633333325,580,59,4,49,1,11,1531,4195,2,433,"Europe"
15.56688,65.73166,2000,18,-0.625,740,44,11,50,10,3,988,2583,11,649,"Europe"
17.044705,65.730017,2550,17,-0.575000048,613,62,5,49,1,11,2023,4215,11,367,"Europe"
19.299625,65.691587,1420,23,-0.291666597,566,51,8,48,2,11,1015,4106,8,453,"Europe"
17.684493,65.683432,5030,35,-0.51666671,590,54,6,48,1,11,1610,4350,3,447,"Europe"
21.035805,65.65772,2990,26,1.9375,508,43,11,46,1,11,2445,4824,2,50,"Europe"
21.604557,65.655235,2910,28,1.8125,561,66,5,46,1,11,1843,4542,3,93,"Europe"
20.552332,65.652823,2660,24,1.320833325,581,56,7,47,2,11,1601,5190,8,238,"Europe"
17.154418,65.65265,1030,54,-0.450000048,612,54,8,47,1,11,2764,3838,1,371,"Europe"
18.804325,65.645823,1150,28,-0.450000048,604,54,7,42,1,11,1149,4230,6,531,"Europe"
19.586208,65.638722,6100,41,0.275000006,554,53,4,45,2,11,1881,4098,2,386,"Europe"
19.934353,65.636408,1350,30,0.491666704,561,58,5,44,1,11,1687,4191,8,372,"Europe"
20.23976,65.635972,4910,65,0.895833313,582,52,8,43,2,11,1024,4372,12,340,"Europe"
17.492432,65.619518,1390,19,-0.058333315,580,69,6,48,1,11,2040,3800,1,350,"Europe"
15.153925,65.618122,1610,28,0.083333351,651,42,13,45,10,11,903,3659,12,459,"Europe"
17.706502,65.609678,3170,15,-0.220833272,579,50,5,50,2,11,2175,4495,2,387,"Europe"
21.80129,65.604582,3040,40,1.9375,529,59,8,44,1,3,2207,4632,3,38,"Europe"
19.438972,65.592528,5190,19,0.066666715,560,57,5,47,2,11,1444,4244,14,432,"Europe"
19.134122,65.591472,2830,45,-0.137499928,571,53,6,43,1,11,1432,4086,18,414,"Europe"
20.389313,65.571792,4880,38,1,600,60,4,46,1,11,1008,4236,13,307,"Europe"
21.083647,65.563015,2370,28,2.016666651,541,52,5,44,1,11,1968,4643,9,106,"Europe"
15.40081,65.55591,2540,22,0.258333355,717,51,8,47,10,3,1176,1581,12,434,"Europe"
16.132767,65.548485,1210,14,-0.487500042,674,54,6,50,10,11,1188,3752,10,497,"Europe"
17.600447,65.541885,1680,18,-0.245833278,602,51,6,49,1,11,1617,4707,3,391,"Europe"
19.547545,65.531518,2090,20,0.487499982,546,57,5,48,2,11,1930,3951,5,338,"Europe"
20.587662,65.522595,1600,29,1.200000048,610,59,4,45,1,11,1708,4025,2,239,"Europe"
19.413645,65.52101,3520,19,0.124999978,579,56,5,46,1,3,1208,4146,5,459,"Europe"
21.711602,65.501063,1760,48,2.266666889,525,52,10,48,1,11,2298,4604,0,18,"Europe"
19.796165,65.49867,8370,18,0.616666615,562,54,6,46,2,11,1660,4185,9,416,"Europe"
17.111187,65.491058,1170,33,-0.591666639,631,50,8,47,1,11,1722,3972,2,471,"Europe"
17.931255,65.489952,1650,24,-0.133333489,586,59,5,46,1,11,1528,4583,11,473,"Europe"
20.093257,65.48067,1320,56,0.649999976,597,57,4,47,2,11,1572,4003,1,377,"Europe"
17.49488,65.474035,2510,19,-0.095833264,600,56,5,49,1,11,1638,3816,7,447,"Europe"
17.707823,65.464198,5150,24,0.058333341,585,51,8,46,1,11,2405,2537,1,352,"Europe"
20.9546,65.46192,1070,22,1.512499928,629,56,5,47,10,3,1535,5303,7,236,"Europe"
17.44728,65.458027,4140,30,0.120833345,582,54,6,49,1,11,2227,3951,9,348,"Europe"
20.474685,65.456742,1090,41,0.800000012,638,51,6,46,10,11,1119,4282,2,329,"Europe"
16.959847,65.406885,1570,20,-0.720833302,640,51,6,49,11,3,974,4179,5,555,"Europe"
19.18811,65.369762,1720,59,0.154166684,581,51,8,48,2,11,1793,4179,1,396,"Europe"
20.524205,65.362203,2160,52,0.883333385,640,55,7,45,10,11,1366,4665,1,310,"Europe"
21.086727,65.361538,1730,23,2.120833397,572,72,4,44,1,11,2034,5166,3,64,"Europe"
18.71034,65.359427,1280,29,0.020833438,608,54,7,48,1,11,1731,3882,2,381,"Europe"
18.92185,65.348073,2610,34,0.258333325,587,59,4,47,1,11,1877,3961,3,356,"Europe"
17.502295,65.3465,1460,24,0.154166698,590,54,5,47,1,11,2309,3968,1,399,"Europe"
16.554923,65.332668,3440,13,-0.300000012,612,49,7,55,11,3,1600,4715,9,368,"Europe"
20.03285,65.320107,1030,50,1.049999952,577,53,6,49,1,11,2319,4098,2,286,"Europe"
16.20689,65.3099,1600,20,-0.43750003,666,32,12,46,10,3,888,4587,10,571,"Europe"
19.247907,65.29357,1980,21,0.366666585,582,56,7,46,2,3,1004,4291,6,405,"Europe"
16.88512,65.28283,1670,31,-0.516666651,640,47,10,45,11,3,1033,4429,5,548,"Europe"
15.643791,65.275927,1990,24,-1.049999952,855,54,8,51,10,3,698,4621,9,640,"Europe"
16.23692,65.25438,5000,27,-0.487500042,665,48,9,48,11,3,1228,2566,4,513,"Europe"
40,65.25,1133,24,0.679166615,472,58,10,48,14,11,5080,4169,2,63,"Europe"
17.64644,65.24899,2890,23,0.258333236,603,52,8,47,1,11,1492,3980,9,426,"Europe"
18.459258,65.245233,1250,28,0.462499976,599,57,7,44,1,11,1390,4480,10,359,"Europe"
15.76326,65.235425,2100,18,0.454166651,744,48,6,49,10,11,1144,3843,3,466,"Europe"
16.317407,65.233167,3680,20,-0.42083329,661,47,9,53,11,11,999,4576,5,528,"Europe"
19.782837,65.225837,2460,33,1.037500024,569,60,4,48,1,11,1853,4237,3,342,"Europe"
19.524187,65.223,2310,41,1.037499905,553,55,6,45,4,11,1906,4221,1,319,"Europe"
18.62224,65.218493,1110,34,0.558333397,578,56,7,47,1,11,2218,3353,2,310,"Europe"
20.594515,65.211485,1850,30,1.150000095,655,55,5,48,10,3,1188,4462,3,276,"Europe"
15.970922,65.209922,4980,20,0.087500006,670,50,7,48,10,3,1095,3792,13,493,"Europe"
16.097762,65.205234,1840,20,-0.033333421,657,55,6,49,3,3,1484,3859,9,434,"Europe"
19.5598,65.20272,3540,47,1.116666675,556,54,6,47,1,11,1721,4708,1,319,"Europe"
17.07792,65.20196,3050,37,0.11249993,577,56,6,45,1,3,1997,3980,2,394,"Europe"
17.889332,65.20108,2350,21,0.358333349,617,46,4,46,1,11,2465,3800,0,323,"Europe"
20.629272,65.190895,2550,25,1.408333302,626,58,5,47,10,11,2001,4318,5,216,"Europe"
17.28414,65.17473,1560,26,0.287500054,592,52,7,47,10,11,1312,3938,3,432,"Europe"
19.163238,65.17069,1480,12,0.866666734,557,49,6,51,2,11,2107,4184,9,324,"Europe"
16.300703,65.16126,3080,52,-0.166666761,653,48,10,54,11,11,1404,4319,6,469,"Europe"
16.811043,65.158875,6230,21,-0.154166609,606,55,6,47,13,11,939,3896,6,521,"Europe"
18.515255,65.15144,1970,15,0.433333278,607,45,6,46,10,11,1906,3946,7,387,"Europe"
19.025223,65.142035,1540,22,0.766666651,572,54,6,47,4,11,1598,4364,2,334,"Europe"
17.86852,65.129379,1810,21,0.270833254,635,45,6,44,1,11,1428,4031,1,370,"Europe"
