"LONGITUDE","LATITUDE","p_avg","SOC","MAT","MAP","SAND","CLAY","PH","BEDROCK","SOIL.TYPE","DEPTH","NPP","SLOPE","ELEVATION","GEO3major"
-109.6528732,30.90076041,130,1,17.58749962,420,39,44,74,13,7,7,1116,3,1263,"Latin America and the Caribbean"
-110.1078821,30.89492373,50,2,17.05833244,502,43,38,75,13,7,667,1290,3,1336,"Latin America and the Caribbean"
-112.00096,30.89270456,50,1,20.83333397,296,34,48,82,14,7,1116,916,1,570,"Latin America and the Caribbean"
-106.6108881,30.89103642,1400,1,17.22083282,240,50,37,85,14,7,2180,1140,1,1223,"Latin America and the Caribbean"
-105.9094491,30.88048842,210,1,15.71666718,276,79,12,80,14,7,2824,1381,1,1441,"Latin America and the Caribbean"
-112.2937457,30.87269817,10,0,21.97916603,238,31,51,82,13,7,208,804,3,371,"Latin America and the Caribbean"
-116.0990945,30.87186775,80,1,16.67916679,250,34,42,75,13,12,735,2816,4,138,"Latin America and the Caribbean"
-110.7990011,30.86659555,430,2,18.49583244,473,52,27,74,13,7,324,1148,13,1064,"Latin America and the Caribbean"
-112.6365091,30.86600139,2280,0,22.45416641,168,84,7,80,14,7,3700,593,1,134,"Latin America and the Caribbean"
-109.1798719,30.86594794,1170,1,19.23333359,335,53,26,82,13,7,3828,1322,3,946,"Latin America and the Caribbean"
-112.8995878,30.8638128,1700,0,22.68333244,135,33,57,83,14,12,1089,589,0,48,"Latin America and the Caribbean"
-108.1531918,30.86378191,1850,2,16.48749924,325,46,27,80,14,7,4658,1743,0,1356,"Latin America and the Caribbean"
-108.0853857,30.86263314,3730,2,16.66666603,319,32,31,77,14,7,4415,1333,0,1361,"Latin America and the Caribbean"
-116.0023621,30.86231005,60,2,16.97916603,242,41,45,79,9,12,18,3781,2,120,"Latin America and the Caribbean"
-107.0847685,30.8586134,1050,1,17.69583321,252,38,45,88,14,7,2506,1066,1,1200,"Latin America and the Caribbean"
-105.753378,30.84937358,680,0,15.42500019,289,21,64,80,14,7,1495,1558,1,1498,"Latin America and the Caribbean"
-105.3934864,30.84794344,1060,1,17.40833282,216,35,31,81,13,7,1292,1226,0,1018,"Latin America and the Caribbean"
-110.9699398,30.84156026,237,2,16.92083359,558,62,19,71,11,9,48,1203,27,1413,"Latin America and the Caribbean"
-110.3682715,30.84104317,237,2,17.28333282,526,56,22,68,13,7,547,1106,2,1263,"Latin America and the Caribbean"
-109.1489975,30.8404154,1750,2,18.58333397,370,55,21,73,4,12,3364,1727,12,1215,"Latin America and the Caribbean"
-106.3455715,30.83471733,1240,1,16.77083397,246,29,61,84,14,7,2562,1277,1,1255,"Latin America and the Caribbean"
-109.5770401,30.83437015,60,1,17.94166756,388,24,62,76,14,12,16924,1412,1,1149,"Latin America and the Caribbean"
-111.097993,30.83411327,742,1,19.90416718,418,46,31,76,14,12,2102,599,3,811,"Latin America and the Caribbean"
-105.3611465,30.83325124,10,1,17.54583359,222,48,26,82,13,7,1201,1098,3,1049,"Latin America and the Caribbean"
-110.837456,30.83112866,1680,5,19.40416718,434,57,15,76,14,7,1183,1495,2,879,"Latin America and the Caribbean"
-106.0126433,30.81789465,410,1,15.91249943,262,25,66,84,14,7,3048,1336,1,1360,"Latin America and the Caribbean"
-107.2540901,30.81536162,2340,0,17.39583397,263,37,43,80,4,7,2,1104,7,1295,"Latin America and the Caribbean"
-112.9941285,30.81402005,4550,0,22.64583397,122,81,11,82,14,12,702,603,0,22,"Latin America and the Caribbean"
-112.5702572,30.81044524,2900,2,22.33749962,176,66,10,80,14,7,5246,491,1,150,"Latin America and the Caribbean"
-108.877345,30.80229271,266,4,14.35833359,483,53,24,63,12,9,90,2296,15,1692,"Latin America and the Caribbean"
-111.2253994,30.8015976,870,1,19.96666718,413,25,54,80,13,7,2245,800,1,817,"Latin America and the Caribbean"
-108.7643106,30.78658338,580,1,16.21666718,428,67,21,73,13,7,2701,1548,1,1448,"Latin America and the Caribbean"
-112.4271962,30.78601982,5450,1,22.06666756,198,66,17,80,14,12,831,478,1,209,"Latin America and the Caribbean"
-110.4529401,30.78227236,305,2,16.04999924,592,52,28,68,9,9,54,712,9,1565,"Latin America and the Caribbean"
-112.5609705,30.78187437,20,0,22.45416641,172,35,50,83,14,7,1083,525,1,139,"Latin America and the Caribbean"
-110.3307764,30.77553763,960,1,17.625,510,73,15,77,14,7,1793,1137,1,1172,"Latin America and the Caribbean"
-106.0822102,30.75310285,480,1,15.92916679,265,51,28,79,14,7,3994,1290,1,1352,"Latin America and the Caribbean"
-112.3729121,30.73659346,30,0,22.35416603,200,47,36,82,14,7,469,568,1,207,"Latin America and the Caribbean"
-107.8650716,30.73603919,2594,1,16.58333397,300,44,39,80,13,7,936,1466,2,1416,"Latin America and the Caribbean"
-105.9158053,30.73231531,150,1,15.75833321,263,77,11,81,14,7,3704,1329,1,1384,"Latin America and the Caribbean"
-112.5834733,30.73047989,30,0,22.25,178,25,59,83,14,12,224,556,3,200,"Latin America and the Caribbean"
-112.6318084,30.72576194,32,0,22.51666641,173,38,40,80,14,7,306,566,2,198,"Latin America and the Caribbean"
-109.9817726,30.72298633,266,1,18.16250038,469,19,74,70,13,7,308,1291,2,1149,"Latin America and the Caribbean"
-107.6561504,30.71794461,420,1,15.60416698,300,63,17,79,5,9,430,1377,9,1637,"Latin America and the Caribbean"
-110.8912424,30.708022,80,2,19.64999962,447,44,35,76,13,7,366,798,15,888,"Latin America and the Caribbean"
-105.5211814,30.70661302,210,1,15.29166698,307,66,13,81,13,7,454,1438,3,1557,"Latin America and the Caribbean"
-108.3105073,30.70548337,1869,1,15.92500019,379,61,22,72,14,7,4139,1366,2,1478,"Latin America and the Caribbean"
-110.2152381,30.7050051,200,2,17.01250076,554,58,22,74,9,9,128,926,13,1343,"Latin America and the Caribbean"
-112.1073592,30.70048535,60,1,21.98749924,243,43,26,84,14,7,519,822,0,290,"Latin America and the Caribbean"
-112.9174254,30.69889501,660,0,22.50416565,128,78,9,83,14,12,784,613,0,39,"Latin America and the Caribbean"
-105.8725754,30.69462578,130,1,15.66250038,262,47,38,83,14,7,3641,1299,1,1384,"Latin America and the Caribbean"
-105.5642144,30.69187825,960,2,15.10833359,312,48,29,79,13,7,762,1543,2,1585,"Latin America and the Caribbean"
-112.9471336,30.681295,910,0,22.44166756,124,69,15,81,14,12,903,663,0,30,"Latin America and the Caribbean"
-112.4901415,30.67298074,20,0,22.34583282,180,30,37,81,14,7,312,594,1,182,"Latin America and the Caribbean"
-115.8068534,30.67076258,2016,0,16.72916603,204,22,57,70,1,12,586,3794,9,441,"Latin America and the Caribbean"
-105.0666974,30.66969704,180,1,18.15833282,258,36,39,82,14,7,2256,1095,0,972,"Latin America and the Caribbean"
-105.0686548,30.66548454,860,1,18.20000076,259,41,35,82,14,7,1889,1043,0,974,"Latin America and the Caribbean"
-107.7883344,30.66034305,190,1,16.31666756,301,18,75,77,13,7,487,1425,2,1488,"Latin America and the Caribbean"
-105.4745569,30.64564162,30,1,15.47916698,300,49,23,77,13,7,1045,1418,2,1531,"Latin America and the Caribbean"
-107.2433206,30.64462208,950,1,17.20416641,271,58,24,80,2,7,0,1190,6,1295,"Latin America and the Caribbean"
-106.4566355,30.64379873,432,1,17.0625,259,17,67,83,14,7,2761,1220,1,1220,"Latin America and the Caribbean"
-109.6031584,30.62299237,1731,2,17.21249962,494,50,31,71,12,7,45,786,13,1361,"Latin America and the Caribbean"
-106.3415429,30.62148935,950,1,16.56666756,282,47,38,82,13,7,368,1122,3,1341,"Latin America and the Caribbean"
-112.9706952,30.619654,90,1,21.98749924,120,40,39,82,14,12,1258,998,0,20,"Latin America and the Caribbean"
-109.6066365,30.61090037,80,2,17.29166603,493,32,53,70,13,7,495,1483,4,1301,"Latin America and the Caribbean"
-112.9615383,30.61076531,2060,0,21.98749924,120,49,25,82,14,12,1869,778,0,18,"Latin America and the Caribbean"
-107.60178,30.6055266,188,2,15.22916698,306,49,21,72,12,9,7,1524,13,1706,"Latin America and the Caribbean"
-106.8742045,30.60123427,40,0,17.24166679,261,41,40,89,14,7,3116,895,0,1212,"Latin America and the Caribbean"
-112.0526586,30.60099083,1530,1,21.92916679,245,56,21,81,14,7,36,643,2,337,"Latin America and the Caribbean"
-112.4201357,30.59353916,3350,1,21.95833397,185,36,30,81,14,7,670,549,0,187,"Latin America and the Caribbean"
-112.4342361,30.5881838,5090,0,21.96666718,185,63,21,82,14,12,837,598,1,191,"Latin America and the Caribbean"
-105.8281682,30.57579728,130,2,15.39583302,290,57,19,81,13,7,0,1396,29,1405,"Latin America and the Caribbean"
-106.8636754,30.57351854,780,1,17.09583282,265,33,43,85,14,7,1249,1348,0,1227,"Latin America and the Caribbean"
-111.2933002,30.57163115,1410,1,20.57916641,361,54,17,76,14,7,2339,778,1,684,"Latin America and the Caribbean"
-110.6006184,30.57090571,140,1,18.25,528,22,64,77,13,7,161,704,6,1142,"Latin America and the Caribbean"
-107.964394,30.57063005,1100,1,16.5,314,43,33,87,14,7,5931,1187,0,1417,"Latin America and the Caribbean"
-105.8341625,30.56806845,130,1,15.77499962,256,65,12,79,13,7,40,1319,4,1361,"Latin America and the Caribbean"
-107.9937788,30.55695725,3280,1,16.49583435,316,40,27,81,14,7,1385,1437,0,1416,"Latin America and the Caribbean"
-112.4301397,30.55576438,70,0,21.89583397,189,23,64,82,14,7,75,590,1,224,"Latin America and the Caribbean"
-111.1615129,30.55521245,1940,1,20.42916679,353,41,38,76,13,7,983,758,1,712,"Latin America and the Caribbean"
-105.8541723,30.54564296,130,2,15.875,246,28,46,83,14,7,1404,1493,0,1321,"Latin America and the Caribbean"
-112.4384678,30.54049218,40,1,21.83333397,191,37,51,82,14,7,62,679,3,259,"Latin America and the Caribbean"
-105.4546258,30.53749297,10,2,16.03750038,282,32,42,79,14,7,1217,1469,1,1399,"Latin America and the Caribbean"
-112.5098548,30.53660313,100,0,22.31666756,174,43,37,81,14,7,337,540,2,204,"Latin America and the Caribbean"
-112.0535982,30.53379445,310,0,21.87916565,234,58,20,82,14,7,550,679,1,312,"Latin America and the Caribbean"
-110.4734584,30.53367772,212,3,17.08749962,589,52,26,71,11,7,77,1409,12,1340,"Latin America and the Caribbean"
-105.0401453,30.53294991,700,1,17.71666718,285,29,49,81,13,7,819,1215,3,1124,"Latin America and the Caribbean"
-108.9165763,30.52644257,380,1,18.79166603,434,58,24,75,13,7,945,1261,3,1060,"Latin America and the Caribbean"
-105.7543916,30.52147907,350,1,16.10000038,246,45,40,83,14,7,1014,1360,0,1277,"Latin America and the Caribbean"
-112.5192336,30.51295472,370,0,22.42083359,169,79,10,82,14,7,212,640,1,172,"Latin America and the Caribbean"
-112.2738284,30.5041872,6140,0,21.81666565,202,61,12,81,14,12,1233,700,0,232,"Latin America and the Caribbean"
-109.6281429,30.50186401,1230,3,16.625,557,48,31,74,12,9,8,1196,2,1421,"Latin America and the Caribbean"
-105.2125549,30.49966732,780,1,17.39583397,276,64,23,81,14,7,447,1216,2,1190,"Latin America and the Caribbean"
-105.922276,30.48910395,3780,1,15.375,290,23,55,80,5,7,51,1613,7,1440,"Latin America and the Caribbean"
-115.7867406,30.48498572,60,1,16.79166603,181,29,54,76,13,9,137,3673,8,183,"Latin America and the Caribbean"
-112.3069192,30.48259635,1730,1,21.68333244,200,31,42,84,14,12,4578,583,1,239,"Latin America and the Caribbean"
-111.4227702,30.47611947,750,1,20.62916756,347,59,22,76,11,12,0,910,3,703,"Latin America and the Caribbean"
-112.4480379,30.47380897,2500,0,21.89999962,189,68,14,83,14,7,992,681,2,268,"Latin America and the Caribbean"
-112.3396563,30.45851888,1690,1,21.72916603,199,70,12,84,14,7,902,655,2,276,"Latin America and the Caribbean"
-105.5896582,30.45845721,130,1,16.30416679,267,57,21,78,14,7,1422,1284,2,1317,"Latin America and the Caribbean"
-110.3966767,30.45320362,750,5,15.35833359,687,47,28,68,12,9,157,1209,14,1740,"Latin America and the Caribbean"
-105.610818,30.45039592,410,2,16.34583282,264,29,47,78,14,7,2165,1340,1,1302,"Latin America and the Caribbean"
-112.6727722,30.44616823,2840,0,22.41250038,140,67,15,82,14,12,3259,612,1,59,"Latin America and the Caribbean"
-110.7805317,30.43918009,100,2,18.78750038,524,56,26,71,13,7,33,605,9,1102,"Latin America and the Caribbean"
-106.7056578,30.43832272,180,1,16.95000076,287,42,35,85,14,7,3507,1141,0,1247,"Latin America and the Caribbean"
-112.175031,30.43787639,2420,1,21.6875,213,31,36,81,14,12,1393,710,0,283,"Latin America and the Caribbean"
-106.8729978,30.41974018,480,1,16.96249962,282,35,36,81,14,7,1391,1243,2,1323,"Latin America and the Caribbean"
-108.8997062,30.41420227,680,1,18.52083397,472,53,24,78,13,7,0,1525,4,1083,"Latin America and the Caribbean"
-111.0695606,30.41327975,850,1,20.45833397,375,44,33,76,13,7,710,749,0,736,"Latin America and the Caribbean"
-105.1901675,30.40576896,10,1,17.57083321,284,39,40,82,14,7,2400,1189,0,1174,"Latin America and the Caribbean"
-111.9427864,30.40402504,10,2,20.88333321,282,55,24,79,5,12,260,699,20,559,"Latin America and the Caribbean"
-112.2538465,30.4012022,1030,0,21.79999924,199,38,43,83,14,7,583,658,0,264,"Latin America and the Caribbean"
-111.5773424,30.39771931,1250,1,20.95000076,287,23,55,80,14,7,1907,741,1,500,"Latin America and the Caribbean"
-105.2994112,30.39156631,10,1,17.04583359,284,55,17,81,14,7,482,1210,2,1255,"Latin America and the Caribbean"
-105.3964379,30.39151189,10,2,16.57916641,288,33,36,79,14,7,161,1396,1,1321,"Latin America and the Caribbean"
-112.1076809,30.39061404,134,0,21.47500038,223,53,18,69,14,7,1694,565,1,332,"Latin America and the Caribbean"
-112.0267999,30.38354764,20,1,21.60833359,233,38,44,82,14,7,613,674,2,385,"Latin America and the Caribbean"
-112.5095653,30.38242758,790,0,22.05833244,160,58,16,84,14,7,581,606,1,179,"Latin America and the Caribbean"
-107.0702713,30.37977146,680,1,16.92083359,277,43,40,84,13,7,0,1621,1,1326,"Latin America and the Caribbean"
-106.5313636,30.37805618,740,1,16.84583282,310,61,14,86,14,7,2385,1181,1,1252,"Latin America and the Caribbean"
-105.5580977,30.37716934,1325,1,16.55833435,271,42,33,83,14,7,2606,1205,1,1281,"Latin America and the Caribbean"
-112.7365253,30.37443487,1850,0,22.21249962,131,59,17,82,14,7,514,576,1,66,"Latin America and the Caribbean"
-108.22244,30.37273746,66,2,14.4333334,378,63,17,59,12,9,77,1825,14,1773,"Latin America and the Caribbean"
-107.0819038,30.36867392,380,1,16.93333244,277,48,37,84,13,7,40,1721,1,1327,"Latin America and the Caribbean"
-111.2561698,30.36738904,210,1,20.62083435,333,48,28,82,13,7,1343,770,1,610,"Latin America and the Caribbean"
-110.191662,30.3616655,1810,2,19.60416603,482,38,33,76,13,7,14,549,4,919,"Latin America and the Caribbean"
-105.4420237,30.35946719,130,2,15.91666698,310,54,20,81,5,7,0,1433,5,1439,"Latin America and the Caribbean"
-109.8301024,30.35939101,790,2,19.08333397,513,36,49,75,13,7,301,752,3,1058,"Latin America and the Caribbean"
-109.6803735,30.35938484,982,2,18.47083282,522,45,33,73,9,7,59,976,16,1142,"Latin America and the Caribbean"
-109.6803839,30.35938436,1270,2,18.47083282,522,45,33,73,9,7,59,976,16,1144,"Latin America and the Caribbean"
-109.8301018,30.35938202,50,2,19.08333397,513,36,49,75,13,7,301,752,3,1059,"Latin America and the Caribbean"
-112.6314728,30.35261759,5650,0,22.125,143,71,13,82,14,12,1429,619,1,105,"Latin America and the Caribbean"
-105.8888718,30.33888549,1870,2,14.65416718,349,39,33,86,5,9,264,1715,18,1664,"Latin America and the Caribbean"
-111.6793015,30.3311789,2240,1,20.76250076,296,58,22,81,14,7,531,748,3,613,"Latin America and the Caribbean"
-112.5620499,30.32720322,2450,0,21.91666603,160,74,10,83,14,12,1284,614,1,200,"Latin America and the Caribbean"
-108.3978887,30.32564641,65,2,11.9416666,427,44,25,65,4,9,1028,2293,2,2176,"Latin America and the Caribbean"
-105.2158777,30.32560239,1660,1,17.53750038,287,35,45,80,13,7,1025,1250,1,1192,"Latin America and the Caribbean"
-111.5063599,30.3193408,760,0,20.42083359,315,73,14,76,14,7,832,776,1,619,"Latin America and the Caribbean"
-109.5898736,30.31530187,85,3,16.57083321,638,35,35,67,9,9,50,1406,13,1478,"Latin America and the Caribbean"
-108.746172,30.31033906,859,5,15.36250019,577,56,22,66,12,9,5,1831,6,1660,"Latin America and the Caribbean"
-109.6567165,30.3058941,190,2,18.83749962,525,46,35,73,9,12,0,900,8,1131,"Latin America and the Caribbean"
-108.9345316,30.30285374,210,0,18.44583321,534,61,13,80,13,7,0,1851,6,1134,"Latin America and the Caribbean"
-107.8978583,30.30188738,680,1,16.23333359,306,35,42,80,14,7,3962,1319,1,1531,"Latin America and the Caribbean"
-111.7947866,30.29505579,870,1,20.75416756,281,57,26,77,14,7,1145,694,2,583,"Latin America and the Caribbean"
-112.0979097,30.29493955,40,1,21.16666603,227,41,32,81,14,7,345,614,2,419,"Latin America and the Caribbean"
-109.0834235,30.29189074,173,2,15.35000038,651,41,38,74,12,9,415,1631,9,1628,"Latin America and the Caribbean"
-107.6314447,30.27431898,280,1,16.84583282,292,56,22,87,14,7,4555,1412,0,1389,"Latin America and the Caribbean"
-112.6305162,30.27212418,2027,0,21.56666756,157,81,10,80,14,12,289,594,3,226,"Latin America and the Caribbean"
-112.8118088,30.26688702,20,0,21.625,118,25,59,86,14,12,763,594,3,42,"Latin America and the Caribbean"
-112.5481584,30.26377446,4127,0,21.18333244,178,76,10,82,14,12,178,708,3,346,"Latin America and the Caribbean"
-110.641532,30.26067813,668,2,19.67499924,525,51,29,74,13,7,29,513,3,901,"Latin America and the Caribbean"
-112.2581665,30.26041961,1900,1,21.0625,203,42,25,80,14,12,114,644,1,345,"Latin America and the Caribbean"
-107.3233857,30.25946988,1290,0,17.27916718,282,51,27,93,14,7,16148,1511,0,1311,"Latin America and the Caribbean"
-108.9652491,30.23940334,1480,2,18.40416718,570,64,21,74,13,7,5,1332,3,1117,"Latin America and the Caribbean"
-112.1392621,30.2369801,5040,1,21.375,216,70,11,83,14,12,0,585,1,382,"Latin America and the Caribbean"
-111.0260692,30.23341029,217,2,19.37916756,476,59,21,71,1,7,383,995,6,1011,"Latin America and the Caribbean"
-105.0632419,30.22964819,380,1,18.01250076,298,31,47,82,14,7,2358,1385,0,1124,"Latin America and the Caribbean"
-105.7086574,30.22578456,1070,1,16.44166756,285,47,32,82,14,7,1894,1266,1,1293,"Latin America and the Caribbean"
-112.3704146,30.22355167,50,1,20.82083321,203,50,38,82,14,7,108,601,4,434,"Latin America and the Caribbean"
-108.9567554,30.22272601,418,2,18.40416718,567,29,58,77,13,7,306,1730,4,1078,"Latin America and the Caribbean"
-107.7221379,30.21922345,1430,1,16.49166679,298,26,58,80,13,7,2675,1369,2,1468,"Latin America and the Caribbean"
-112.1082645,30.21707528,2650,1,21.18333244,222,65,14,82,14,7,613,499,1,416,"Latin America and the Caribbean"
-111.2127749,30.19957265,130,1,20.03750038,358,56,22,82,13,7,250,711,1,681,"Latin America and the Caribbean"
-110.513162,30.18689545,2120,2,17.80416679,588,31,46,74,13,7,463,457,3,1177,"Latin America and the Caribbean"
-106.1334337,30.18552429,370,1,15.40833282,347,36,39,79,13,7,1706,1320,1,1454,"Latin America and the Caribbean"
-105.5492445,30.18163805,130,1,16.79999924,293,80,10,82,14,7,2120,1462,1,1282,"Latin America and the Caribbean"
-106.9869424,30.18146195,1320,4,15.8791666,295,47,21,83,5,9,181,1464,18,1637,"Latin America and the Caribbean"
-106.1489822,30.1783027,2350,2,15.4416666,351,45,35,80,13,7,987,1311,1,1449,"Latin America and the Caribbean"
-107.511578,30.17220836,320,1,16.76666641,296,24,69,78,14,7,13318,1365,2,1475,"Latin America and the Caribbean"
-112.3566183,30.16729193,1710,0,20.77916718,205,61,13,82,14,7,830,606,1,466,"Latin America and the Caribbean"
-112.1207223,30.16508728,890,0,20.82083321,223,64,15,82,14,7,696,543,1,459,"Latin America and the Caribbean"
-112.3227649,30.15605729,1620,0,20.89583397,203,52,28,79,14,7,604,595,1,435,"Latin America and the Caribbean"
-106.5233772,30.15023904,530,0,15.79166698,371,69,18,82,13,7,37,1585,2,1445,"Latin America and the Caribbean"
-108.9899205,30.1475734,290,1,17.88750076,609,69,14,77,13,7,324,1671,2,1152,"Latin America and the Caribbean"
-106.842561,30.14226867,1880,1,16.73749924,291,68,12,82,14,7,2183,2146,0,1333,"Latin America and the Caribbean"
-112.2727216,30.13003701,2810,0,20.67499924,209,67,14,82,14,7,1517,643,1,454,"Latin America and the Caribbean"
-108.1800014,30.12795902,2594,4,12.07083321,374,48,20,62,12,9,113,1928,9,2248,"Latin America and the Caribbean"
-110.4439399,30.127218,149,1,18.47500038,567,65,20,63,13,7,369,1150,6,1030,"Latin America and the Caribbean"
-111.1878946,30.12398271,1640,1,19.86249924,370,29,57,79,14,7,1605,696,1,704,"Latin America and the Caribbean"
-109.7687086,30.11855824,1246,1,20.72083282,471,46,32,78,14,12,241,1378,2,819,"Latin America and the Caribbean"
-109.7394648,30.11579249,810,3,20.20833397,511,56,23,77,13,12,0,1392,8,919,"Latin America and the Caribbean"
-109.7716104,30.11416246,50,1,20.6875,473,47,31,76,14,7,314,1010,4,825,"Latin America and the Caribbean"
-115.7451825,30.10911222,1300,1,16.35833359,186,34,36,80,13,12,464,2976,7,180,"Latin America and the Caribbean"
-109.0325445,30.08890283,1050,2,17.32500076,646,54,27,74,13,9,0,1363,9,1298,"Latin America and the Caribbean"
-106.014198,30.08379801,160,1,16.02499962,328,46,27,81,14,7,708,1321,1,1377,"Latin America and the Caribbean"
-112.4443016,30.0824491,110,1,20.75416756,192,48,30,81,9,12,10,636,3,446,"Latin America and the Caribbean"
-105.9406206,30.08196737,2103,1,16.20416641,316,44,33,81,14,7,1188,1587,1,1333,"Latin America and the Caribbean"
-108.4558163,30.07769506,1230,4,12.79166698,475,49,20,62,4,10,205,1876,6,2041,"Latin America and the Caribbean"
-106.3573412,30.07439152,1320,1,15.46249962,376,46,29,81,14,7,1564,1359,1,1462,"Latin America and the Caribbean"
-110.3176941,30.07210258,10,1,20.375,511,70,16,74,13,12,549,340,6,899,"Latin America and the Caribbean"
-109.0959944,30.07108035,411,3,16.56666756,696,47,27,71,4,9,0,1420,5,1424,"Latin America and the Caribbean"
-104.9877289,30.06919832,10,1,17.98749924,317,34,33,79,14,12,2653,1383,2,1198,"Latin America and the Caribbean"
-115.416844,30.06327975,2720,1,17.72083282,159,46,29,78,13,12,369,3149,3,508,"Latin America and the Caribbean"
-112.278701,30.0607557,3870,0,20.52916718,211,65,17,80,14,7,1066,626,1,491,"Latin America and the Caribbean"
-105.9018961,30.0590638,530,1,16.35833359,313,43,39,80,14,7,644,1523,0,1315,"Latin America and the Caribbean"
-111.9120141,30.0580691,10,1,19.84166718,265,43,27,78,14,7,999,692,1,628,"Latin America and the Caribbean"
-112.4683881,30.0576812,5790,0,20.79999924,188,67,14,82,14,7,96,624,2,459,"Latin America and the Caribbean"
-107.4194079,30.05557744,10,2,16.64166641,306,44,35,81,12,9,101,1403,6,1617,"Latin America and the Caribbean"
-108.8571767,30.05269391,1006,4,13.80000019,752,59,18,63,12,10,161,815,17,1953,"Latin America and the Caribbean"
-107.6498427,30.04249866,200,2,16.83333397,315,31,37,88,14,9,6102,1371,0,1448,"Latin America and the Caribbean"
-107.2410575,30.03745917,530,2,17.05833244,294,45,30,78,14,7,1905,1913,1,1432,"Latin America and the Caribbean"
-111.765811,30.02674907,2000,1,19.44166565,311,65,17,77,14,7,762,808,1,779,"Latin America and the Caribbean"
-110.8232939,30.02671136,271,1,19.53750038,503,69,19,73,1,7,0,579,3,889,"Latin America and the Caribbean"
-111.3848423,30.02606422,1520,1,19.4375,381,50,31,75,13,7,0,870,2,875,"Latin America and the Caribbean"
-110.9578065,30.02591106,173,1,20.45833397,414,54,27,77,14,7,100,797,2,685,"Latin America and the Caribbean"
-115.7575884,30.02176715,90,2,16.64583397,183,35,50,80,13,12,308,3058,6,100,"Latin America and the Caribbean"
-105.0761087,30.01501501,10,1,17.82083321,318,36,34,78,14,7,1926,1377,2,1212,"Latin America and the Caribbean"
-112.4688516,30.01203972,4880,0,21.13750076,173,81,9,83,14,7,20,679,3,379,"Latin America and the Caribbean"
-109.1121815,30.00500439,261,2,18.32916641,645,45,38,68,4,7,0,1286,11,1265,"Latin America and the Caribbean"
-105.865377,29.9951784,260,1,16.3125,317,42,38,82,14,7,2323,1289,0,1316,"Latin America and the Caribbean"
-111.8899257,29.99225358,1470,0,19.67499924,270,70,15,76,14,7,666,754,1,652,"Latin America and the Caribbean"
-112.6398826,29.98636184,7110,1,21.55833244,126,73,12,83,14,12,949,513,2,129,"Latin America and the Caribbean"
-110.9304145,29.98480655,923,1,20.47916603,425,45,39,67,14,7,119,801,2,693,"Latin America and the Caribbean"
-112.2042894,29.98433579,1700,1,20.00833321,220,65,17,80,14,7,1090,673,1,549,"Latin America and the Caribbean"
-105.6617129,29.96912455,1420,1,16.85833359,318,30,54,86,14,7,2059,1300,0,1269,"Latin America and the Caribbean"
-107.4529175,29.96704582,1100,1,16.47500038,318,66,15,78,14,7,2732,1644,1,1533,"Latin America and the Caribbean"
-104.9698463,29.95700929,54,2,17.54999924,339,33,31,78,14,7,497,1573,1,1289,"Latin America and the Caribbean"
-109.7267706,29.95579424,1530,1,21.00416756,465,37,45,78,13,7,0,1004,2,742,"Latin America and the Caribbean"
-111.7490494,29.95261267,207,0,19.25,312,73,14,71,14,7,0,702,1,783,"Latin America and the Caribbean"
-112.0363795,29.94923029,320,1,19.87916756,236,71,16,80,14,12,778,771,0,558,"Latin America and the Caribbean"
-105.8697048,29.94300844,260,1,16.22916603,320,47,33,81,14,7,66,1335,0,1324,"Latin America and the Caribbean"
-115.7085673,29.94226047,5670,1,17.32500076,167,64,19,79,14,7,529,2681,3,59,"Latin America and the Caribbean"
-112.4601353,29.93690199,50,0,21.41250038,155,41,48,80,14,7,490,818,1,266,"Latin America and the Caribbean"
-110.7523673,29.93601392,506,2,19.42083359,529,75,16,64,1,7,356,415,4,946,"Latin America and the Caribbean"
-112.6868078,29.930789,20,0,21.13750076,111,19,66,83,14,12,849,468,2,42,"Latin America and the Caribbean"
-112.6953288,29.92923141,10,1,21.01666641,111,47,32,81,14,12,551,537,3,50,"Latin America and the Caribbean"
-109.3329196,29.92492675,955,1,21.85416603,442,57,15,79,13,7,0,1176,2,620,"Latin America and the Caribbean"
-104.9265903,29.92157813,300,2,17.49583244,347,53,26,79,14,7,602,1361,1,1351,"Latin America and the Caribbean"
-115.1092452,29.92062112,350,2,17.92083359,138,49,26,80,13,7,954,2434,4,580,"Latin America and the Caribbean"
-105.3999522,29.91499714,440,2,16.16250038,367,39,33,79,13,7,473,1629,2,1505,"Latin America and the Caribbean"
-112.2954066,29.91078295,1870,1,20.41250038,193,72,13,82,14,7,1014,654,1,461,"Latin America and the Caribbean"
-114.9246093,29.9069027,1330,1,18.00833321,125,37,40,81,13,7,14608,1375,1,618,"Latin America and the Caribbean"
-105.8039615,29.89913109,10,1,16.36666679,323,48,36,80,13,7,60,1440,4,1339,"Latin America and the Caribbean"
-114.4809773,29.89013365,1460,1,21.50416756,90,75,12,82,14,12,761,1076,3,67,"Latin America and the Caribbean"
-108.2896,29.88953508,2863,6,10.70416641,501,39,20,59,4,9,248,2663,8,2401,"Latin America and the Caribbean"
-115.5463151,29.88436177,50,1,18.27916718,154,33,40,81,14,12,279,2041,0,140,"Latin America and the Caribbean"
-114.8734831,29.8841295,80,1,18.07083321,131,48,35,82,13,12,2553,1460,5,674,"Latin America and the Caribbean"
