LONGITUDE,LATITUDE,p_avg,ID,SOC,MAT,MAP,SAND,CLAY,PH,BEDROCK,SOIL.TYPE,DEPTH,NPP,SLOPE,ELEVATION,BIOMES,GEO3major
-138.9969482,64.0530548,1,191,8.492000103,-5.534570694,363.8411255,430.7614746,146.9927216,5.430351257,13,1,65,3700,8.263747698,973.8498535,2,North America
-138.9969482,64.0530548,5,192,8.492000103,-5.534570694,363.8411255,430.7614746,146.9927216,5.430351257,13,1,65,3700,8.263747698,973.8498535,2,North America
-138.9969482,64.0530548,82,193,8.492000103,-5.534570694,363.8411255,430.7614746,146.9927216,5.430351257,13,1,65,3700,8.263747698,973.8498535,2,North America
-124.2805557,48.0200005,2,198,26.28548384,8.641379356,2764.602783,430.123291,148.1637878,4.861449718,3,13,65,65535,7.722554082,276.4171448,6,North America
-124.2805557,48.0200005,5,199,26.28548384,8.641379356,2764.602783,430.123291,148.1637878,4.861449718,3,13,65,65535,7.722554082,276.4171448,6,North America
-124.2805557,48.0200005,18,200,26.28548384,8.641379356,2764.602783,430.123291,148.1637878,4.861449718,3,13,65,65535,7.722554082,276.4171448,6,North America
-124.2805557,48.0200005,125,201,26.28548384,8.641379356,2764.602783,430.123291,148.1637878,4.861449718,3,13,65,65535,7.722554082,276.4171448,6,North America
-124.1472222,40.7064722,1.9,202,17.30000019,11.65117741,1317.964722,389.4427795,230.0538177,5.791324615,1,13,65,65535,6.112996198,223.0551605,0,North America
-124.1205521,48.0800018,1,203,26.28548384,8.641379356,2764.602783,430.123291,148.1637878,4.861449718,3,13,65,65535,7.722554082,276.4171448,6,North America
-124.1205521,48.0800018,3,204,26.28548384,8.641379356,2764.602783,430.123291,148.1637878,4.861449718,3,13,65,65535,7.722554082,276.4171448,6,North America
-124.1055527,48.0091667,5,205,26.28548384,8.641379356,2764.602783,430.123291,148.1637878,4.861449718,3,13,65,65535,7.722554082,276.4171448,6,North America
-124.1055527,48.0091667,8,206,26.28548384,8.641379356,2764.602783,430.123291,148.1637878,4.861449718,3,13,65,65535,7.722554082,276.4171448,6,North America
-124.1055527,48.0091667,95,207,26.28548384,8.641379356,2764.602783,430.123291,148.1637878,4.861449718,3,13,65,65535,7.722554082,276.4171448,6,North America
-123.9836121,47.9769707,5,208,31.15200043,6.235812664,2832.814941,454.6181335,141.8188629,4.972542286,3,11,65,65535,14.65943741,793.8347778,4,North America
-123.9680833,41.3271944,2.3,209,17.15399981,10.98761654,1517.135498,385.2750549,227.8265381,5.142006874,8,8,65,8923,12.46937165,702.0739136,7,North America
-123.9680833,41.3271944,2.5,210,17.15399981,10.98761654,1517.135498,385.2750549,227.8265381,5.142006874,8,8,65,8923,12.46937165,702.0739136,7,North America
-123.9536133,40.1614151,8.2,211,16.5410006,11.73433685,1618.43335,377.9258423,235.9444427,5.561191082,3,8,65,11370,9.991397946,622.1911011,7,North America
-123.9536133,40.1614151,13.2,212,16.5410006,11.73433685,1618.43335,377.9258423,235.9444427,5.561191082,3,8,65,11370,9.991397946,622.1911011,7,North America
-123.9500556,41.3275556,3.7,213,17.15399981,10.98761654,1517.135498,385.2750549,227.8265381,5.142006874,8,8,65,8923,12.46937165,702.0739136,7,North America
-123.9188919,46.1402779,1.7,214,27.20000029,9.7237463,2282.757568,390.6436157,178.0276031,5.05113554,11,13,65,65535,4.225739355,179.8734436,0,North America
-123.9152778,40.38,53.2,215,16.5410006,11.73433685,1618.43335,377.9258423,235.9444427,5.561191082,3,8,65,11370,9.991397946,622.1911011,7,North America
-123.9039688,47.5164452,1,216,31.15200043,6.235812664,2832.814941,454.6181335,141.8188629,4.972542286,3,11,65,65535,14.65943741,793.8347778,4,North America
-123.9039688,47.5164452,5,217,31.15200043,6.235812664,2832.814941,454.6181335,141.8188629,4.972542286,3,11,65,65535,14.65943741,793.8347778,4,North America
-123.8991699,47.351387,1,218,27.20000029,9.346465111,2724.718262,406.7125549,162.257309,4.902308941,2,11,65,65535,5.901315052,226.4161377,6,North America
-123.8991699,47.351387,2,219,27.20000029,9.346465111,2724.718262,406.7125549,162.257309,4.902308941,2,11,65,65535,5.901315052,226.4161377,6,North America
-123.8927765,45.189415,1.7,220,27.20000029,9.647639275,2412.384033,368.8776855,202.3660736,5.066931248,3,13,65,65535,7.056223199,261.0108032,6,North America
-123.8927765,45.189415,4.8,221,27.20000029,9.647639275,2412.384033,368.8776855,202.3660736,5.066931248,3,13,65,65535,7.056223199,261.0108032,6,North America
-123.8611679,47.5873604,1,222,31.15200043,6.235812664,2832.814941,454.6181335,141.8188629,4.972542286,3,11,65,65535,14.65943741,793.8347778,4,North America
-123.8611679,47.5873604,3,223,31.15200043,6.235812664,2832.814941,454.6181335,141.8188629,4.972542286,3,11,65,65535,14.65943741,793.8347778,4,North America
-123.8399963,45.7825012,0.8,224,27.20000029,9.244665146,2364.54834,368.0859985,192.1825409,5.04960537,2,13,65,65535,6.965682872,304.5638123,6,North America
-123.8349991,47.3655548,3,225,27.20000029,9.346465111,2724.718262,406.7125549,162.257309,4.902308941,2,11,65,65535,5.901315052,226.4161377,6,North America
-123.8319473,40.3163872,31.5,226,16.5410006,11.73433685,1618.43335,377.9258423,235.9444427,5.561191082,3,8,65,11370,9.991397946,622.1911011,7,North America
-123.8319473,40.3163872,37.3,227,16.5410006,11.73433685,1618.43335,377.9258423,235.9444427,5.561191082,3,8,65,11370,9.991397946,622.1911011,7,North America
