"p_avg","LONGITUDE","LATITUDE","GEO3major","BEDROCK","BIOME","CLAY","DENSITY","DEPTH","ELEVATION","MANPP","MAPRECIP","MATEMP","PH","SAND","SLOPE","SOC","SOIL.USDA","SOIL.WRB"
1,-123.3186111,47.3919449,"North America",2,6,176,87,1653,356,8084,2140,9,51,910,7,910,24,24
4.1,-123.3122787,45.1461945,"North America",1,9,352,120,2197,89,8633,1306,11,56,693,1,693,3,3
0.7,-123.3051147,45.1528053,"North America",1,9,352,120,2197,89,8633,1306,11,56,693,1,693,3,3
22.6,-123.3051147,45.1528053,"North America",1,9,352,120,2197,89,8633,1306,11,56,693,1,693,3,3
0.1,-123.3000031,45.1608582,"North America",1,9,352,120,2197,89,8633,1306,11,56,693,1,693,3,3
1.3,-123.3000031,45.1608582,"North America",1,9,352,120,2197,89,8633,1306,11,56,693,1,693,3,3
0.2,-123.2893295,45.1554184,"North America",1,9,352,120,2197,89,8633,1306,11,56,693,1,693,16,3
0.6,-123.2893295,45.1554184,"North America",1,9,352,120,2197,89,8633,1306,11,56,693,1,693,16,3
30,-123.2836075,47.4388885,"North America",2,6,152,88,1653,640,7744,2343,8,50,1129,16,1129,7,24
52,-123.2836075,47.4388885,"North America",2,6,152,88,1653,640,7744,2343,8,50,1129,16,1129,7,24
6.5,-123.2705612,40.56512451,"North America",1,6,205,120,1105,926,9162,1157,11,60,683,6,683,19,19
11.4,-123.2705612,40.56512451,"North America",1,6,205,120,1105,926,9162,1157,11,60,683,6,683,19,19
12.8,-123.2705612,40.56512451,"North America",1,6,205,120,1105,926,9162,1157,11,60,683,6,683,19,19
1.3,-123.2549973,40.5652771,"North America",1,6,205,120,1105,926,9162,1157,11,60,683,6,683,19,19
2.8,-123.2549973,40.5652771,"North America",1,6,205,120,1105,926,9162,1157,11,60,683,6,683,19,19
7.6,-123.2549973,40.5652771,"North America",1,6,205,120,1105,926,9162,1157,11,60,683,6,683,19,19
61.5,-123.25,40.2561111,"North America",8,6,165,113,1126,1142,10329,1341,10,59,862,12,862,19,19
95,-123.25,40.2561111,"North America",8,6,165,113,1126,1142,10329,1341,10,59,862,12,862,19,19
1,-123.2396393,45.3838615,"North America",3,9,323,117,1889,139,6981,1373,11,54,869,3,869,19,19
4,-123.2396393,45.3838615,"North America",3,9,323,117,1889,139,6981,1373,11,54,869,3,869,19,19
2.9,-123.2373581,45.3791122,"North America",3,9,323,117,1889,139,6981,1373,11,54,869,3,869,19,19
4.3,-123.2373581,45.3791122,"North America",3,9,323,117,1889,139,6981,1373,11,54,869,3,869,19,19
2.1,-123.2345276,45.3814163,"North America",3,9,323,117,1889,139,6981,1373,11,54,869,3,869,19,19
7,-123.2345276,45.3814163,"North America",3,9,323,117,1889,139,6981,1373,11,54,869,3,869,19,19
79.4,-123.217303,44.625984,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
90.7,-123.217303,44.625984,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
91.7,-123.21684,44.62616,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
96,-123.21684,44.62616,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
89.6,-123.21682,44.62605,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
96.9,-123.21682,44.62605,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
9,-123.2168198,44.3606796,"North America",1,9,378,123,2281,87,6572,1238,12,57,405,0,405,16,16
38.7,-123.2168198,44.3606796,"North America",1,9,378,123,2281,87,6572,1238,12,57,405,0,405,16,16
84.5,-123.21681,44.62585,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
88,-123.21681,44.62585,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
89.2,-123.21681,44.62595,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
95.6,-123.21681,44.62595,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
76.4,-123.21671,44.62585,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
77.4,-123.21671,44.62585,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
89.6,-123.21671,44.62604,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
91.2,-123.21671,44.62604,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
84.6,-123.21671,44.62615,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
88.8,-123.21671,44.62615,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
82,-123.21669,44.62596,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
86,-123.21669,44.62596,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
78.9,-123.2166,44.62605,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
82,-123.2166,44.62605,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
71,-123.21659,44.62585,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
75.4,-123.21659,44.62585,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
76.3,-123.21658,44.62615,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
79.2,-123.21658,44.62615,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
80.9,-123.21656,44.62596,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
84.5,-123.21656,44.62596,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
66.2,-123.21649,44.62605,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
70.6,-123.21649,44.62605,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
66.5,-123.21648,44.62585,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
70.9,-123.21648,44.62585,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
76,-123.21646,44.62596,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
76.1,-123.21646,44.62596,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
74.7,-123.21646,44.62615,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
77.2,-123.21646,44.62615,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
83.8,-123.21637,44.62605,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
85,-123.21637,44.62605,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
69.2,-123.21635,44.62584,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
70.1,-123.21635,44.62584,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
100.5,-123.21635,44.62616,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
105.7,-123.21635,44.62616,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
80.8,-123.21632,44.62595,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
84.3,-123.21632,44.62595,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
85.8,-123.21625,44.62605,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
86,-123.21625,44.62605,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
97.3,-123.21625,44.62616,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
108.5,-123.21625,44.62616,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
70.4,-123.21624,44.62586,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
70.9,-123.21624,44.62586,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
76.8,-123.21623,44.62596,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
81.2,-123.21623,44.62596,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
76.2,-123.21614,44.62586,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
77.7,-123.21614,44.62586,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
78.1,-123.21614,44.62606,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
80.2,-123.21614,44.62606,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
77.7,-123.21611,44.62617,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
80.9,-123.21611,44.62617,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
81.9,-123.2161,44.62596,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
84.4,-123.2161,44.62596,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
75,-123.21603,44.62605,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
75.9,-123.21603,44.62605,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
68.5,-123.21601,44.62617,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
73.7,-123.21601,44.62617,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
75.4,-123.21599,44.62597,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
83.2,-123.21599,44.62597,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
70,-123.21598,44.62586,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
73.3,-123.21598,44.62586,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
70.7,-123.2159,44.62605,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
74.1,-123.2159,44.62605,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
67.9,-123.21588,44.62616,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
69.6,-123.21588,44.62616,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
65.8,-123.21587,44.62586,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
67.6,-123.21587,44.62586,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
75.9,-123.21587,44.62596,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
80.7,-123.21587,44.62596,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
73.4,-123.2158,44.62605,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
73.7,-123.2158,44.62605,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
70.1,-123.21578,44.62616,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
71.5,-123.21578,44.62616,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
74.9,-123.21576,44.62595,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
75.8,-123.21576,44.62595,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
68.8,-123.21575,44.62585,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
70.4,-123.21575,44.62585,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
65.5,-123.215629,44.625984,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
76.6,-123.215629,44.625984,"North America",1,9,355,124,1954,87,6687,1213,11,56,491,1,491,19,19
18.5,-123.1998367,45.4193611,"North America",3,9,323,117,1889,139,6981,1373,11,54,869,3,869,19,19
1,-123.1963882,47.5311127,"North America",2,6,149,85,1633,1016,5347,2491,6,50,945,22,945,24,24
8.3,-123.1817627,45.5522995,"North America",1,9,317,115,1865,231,8934,1642,10,56,683,5,683,19,19
32.8,-123.1817627,45.5522995,"North America",1,9,317,115,1865,231,8934,1642,10,56,683,5,683,19,19
4.7,-123.1694717,45.1418343,"North America",2,9,326,134,2157,61,7859,1115,11,58,397,2,397,16,16
13.1,-123.1493912,45.3265572,"North America",3,9,361,129,1855,84,6954,1150,11,56,519,2,519,19,19
42.7,-123.1493912,45.3265572,"North America",3,9,361,129,1855,84,6954,1150,11,56,519,2,519,19,19
44.4,-123.1471405,45.327137,"North America",3,9,361,129,1855,84,6954,1150,11,56,519,2,519,19,19
65.3,-123.1471405,45.327137,"North America",3,9,361,129,1855,84,6954,1150,11,56,519,2,519,19,19
5.7,-123.1389694,45.0411911,"North America",2,9,361,127,1733,111,7294,1202,11,58,536,3,536,16,16
6.7,-123.1389694,45.0411911,"North America",2,9,361,127,1733,111,7294,1202,11,58,536,3,536,16,16
24.2,-123.1389694,45.0411911,"North America",2,9,361,127,1733,111,7294,1202,11,58,536,3,536,16,16
6.8,-123.1372223,40.6466675,"North America",3,6,189,116,1103,1160,9145,1185,10,60,804,12,804,19,19
8.8,-123.1372223,40.6466675,"North America",3,6,189,116,1103,1160,9145,1185,10,60,804,12,804,19,19
12.1,-123.1372223,40.6466675,"North America",3,6,189,116,1103,1160,9145,1185,10,60,804,12,804,19,19
2,-123.1344452,47.8372231,"North America",3,6,148,84,1588,1432,4718,2549,4,53,982,20,982,24,24
85,-123.1344452,47.8372231,"North America",3,6,148,84,1588,1432,4718,2549,4,53,982,20,982,24,24
5.3,-123.1333084,45.3560829,"North America",3,9,361,129,1855,84,6954,1150,11,56,519,2,519,19,19
31.6,-123.1209183,45.2913895,"North America",3,9,361,129,1855,84,6954,1150,11,56,519,2,519,16,19
42.4,-123.1209183,45.2913895,"North America",3,9,361,129,1855,84,6954,1150,11,56,519,2,519,16,19
1,-123.1180573,45.6105537,"North America",1,9,352,121,2651,78,6341,1299,11,56,497,2,497,19,19
3,-123.1180573,45.6105537,"North America",1,9,352,121,2651,78,6341,1299,11,56,497,2,497,19,19
4,-123.1180573,45.6105537,"North America",1,9,352,121,2651,78,6341,1299,11,56,497,2,497,19,19
50,-123.1175003,45.6005554,"North America",1,9,352,121,2651,78,6341,1299,11,56,497,2,497,19,19
87,-123.1175003,45.6005554,"North America",1,9,352,121,2651,78,6341,1299,11,56,497,2,497,19,19
90,-123.1175003,45.6005554,"North America",1,9,352,121,2651,78,6341,1299,11,56,497,2,497,19,19
96,-123.1175003,45.6005554,"North America",1,9,352,121,2651,78,6341,1299,11,56,497,2,497,19,19
109,-123.1175003,45.6005554,"North America",1,9,352,121,2651,78,6341,1299,11,56,497,2,497,19,19
44,-123.1140823,45.2104721,"North America",1,9,269,136,2050,53,6839,1063,11,58,453,0,453,16,16
52,-123.1140823,45.2104721,"North America",1,9,269,136,2050,53,6839,1063,11,58,453,0,453,16,16
57,-123.1140823,45.2104721,"North America",1,9,269,136,2050,53,6839,1063,11,58,453,0,453,16,16
84,-123.0986099,45.5347214,"North America",3,9,336,125,2154,77,7686,1241,11,56,564,2,564,16,19
90,-123.0986099,45.5347214,"North America",3,9,336,125,2154,77,7686,1241,11,56,564,2,564,16,19
96,-123.0986099,45.5347214,"North America",3,9,336,125,2154,77,7686,1241,11,56,564,2,564,16,19
5,-123.096138,45.3621407,"North America",3,9,361,129,1855,84,6954,1150,11,56,519,2,519,19,19
8,-123.096138,45.3621407,"North America",3,9,361,129,1855,84,6954,1150,11,56,519,2,519,19,19
8.4,-123.096138,45.3621407,"North America",3,9,361,129,1855,84,6954,1150,11,56,519,2,519,19,19
10,-123.0950851,45.3320236,"North America",3,9,361,129,1855,84,6954,1150,11,56,519,2,519,19,19
11.9,-123.0950851,45.3320236,"North America",3,9,361,129,1855,84,6954,1150,11,56,519,2,519,19,19
7.8,-123.0945358,45.3317451,"North America",3,9,361,129,1855,84,6954,1150,11,56,519,2,519,19,19
4,-123.0933304,45.7625008,"North America",3,6,249,99,1452,391,8171,1921,9,54,967,6,967,7,19
5,-123.0933304,45.7625008,"North America",3,6,249,99,1452,391,8171,1921,9,54,967,6,967,7,19
7,-123.0933304,45.7625008,"North America",3,6,249,99,1452,391,8171,1921,9,54,967,6,967,7,19
96,-123.0933304,45.7625008,"North America",3,6,249,99,1452,391,8171,1921,9,54,967,6,967,7,19
5,-123.0891647,45.7027779,"North America",2,9,269,99,1738,243,12536,1624,10,55,824,6,824,7,19
6,-123.0891647,45.7027779,"North America",2,9,269,99,1738,243,12536,1624,10,55,824,6,824,7,19
90,-123.0891647,45.7027779,"North America",2,9,269,99,1738,243,12536,1624,10,55,824,6,824,7,19
25.2,-123.0875931,45.3970261,"North America",2,9,323,121,1959,163,8401,1304,11,55,633,4,633,19,19
4.2,-123.0856476,45.3484154,"North America",3,9,259,125,1855,130,7983,1219,11,55,604,3,604,19,19
10.3,-123.0856476,45.3484154,"North America",3,9,259,125,1855,130,7983,1219,11,55,604,3,604,19,19
11.9,-123.0830841,45.3673897,"North America",2,9,323,121,1740,163,8401,1304,11,55,633,4,633,19,19
15.2,-123.0830841,45.3673897,"North America",2,9,323,121,1740,163,8401,1304,11,55,633,4,633,19,19
47.8,-123.0737,45.3978577,"North America",2,9,323,121,1320,163,8401,1304,11,55,633,4,633,19,19
66.2,-123.0737,45.3978577,"North America",2,9,323,121,1320,163,8401,1304,11,55,633,4,633,19,19
122.2,-123.0703659,45.2506371,"North America",1,9,250,136,1849,54,7038,1047,11,59,397,1,397,19,19
62,-123.0694427,45.6380539,"North America",2,9,261,102,1646,232,10073,1553,10,54,869,5,869,19,19
80,-123.0694427,45.6380539,"North America",2,9,261,102,1646,232,10073,1553,10,54,869,5,869,19,19
12,-123.0669479,47.9402771,"North America",2,6,166,92,1475,919,7220,1969,6,53,839,10,839,7,7
85,-123.0669479,47.9402771,"North America",2,6,166,92,1475,919,7220,1969,6,53,839,10,839,7,7
8.9,-123.0508041,45.277195,"North America",3,9,259,125,1849,130,7983,1219,11,55,604,3,604,19,19
16.3,-123.0508041,45.277195,"North America",3,9,259,125,1849,130,7983,1219,11,55,604,3,604,19,19
0.4,-123.0414734,45.3750801,"North America",2,9,323,121,1320,163,8401,1304,11,55,633,4,633,19,19
36.1,-123.0384216,45.3686905,"North America",2,9,323,121,1740,163,8401,1304,11,55,633,4,633,19,19
37.6,-123.0384216,45.3686905,"North America",2,9,323,121,1740,163,8401,1304,11,55,633,4,633,19,19
13.8,-123.0329971,45.2910538,"North America",3,9,259,125,1740,130,7983,1219,11,55,604,3,604,19,19
21.1,-123.0329971,45.2910538,"North America",3,9,259,125,1740,130,7983,1219,11,55,604,3,604,19,19
8,-123.027916,45.2808876,"North America",3,9,259,125,1849,130,7983,1219,11,55,604,3,604,19,19
12.6,-123.027916,45.2808876,"North America",3,9,259,125,1849,130,7983,1219,11,55,604,3,604,19,19
27.7,-123.0109177,45.3503571,"North America",3,9,259,125,1740,130,7983,1219,11,55,604,3,604,19,19
52.2,-123.0109177,45.3503571,"North America",3,9,259,125,1740,130,7983,1219,11,55,604,3,604,19,19
28.7,-123.0098114,45.2873039,"North America",3,9,259,125,1740,130,7983,1219,11,55,604,3,604,19,19
40.9,-123.0098114,45.2873039,"North America",3,9,259,125,1740,130,7983,1219,11,55,604,3,604,19,19
52.3,-122.97258,45.1664696,"North America",1,9,237,135,2169,54,5831,1020,11,60,525,0,525,16,16
64.8,-122.97258,45.1664696,"North America",1,9,237,135,2169,54,5831,1020,11,60,525,0,525,16,16
30.6,-122.9570084,41.30567169,"North America",12,6,106,99,1213,1921,6192,1384,6,59,1176,17,1176,19,4
109.5,-122.9570084,41.30567169,"North America",12,6,106,99,1213,1921,6192,1384,6,59,1176,17,1176,19,4
2,-122.9536133,47.8872223,"North America",3,6,130,98,1294,476,7332,1452,8,53,843,7,843,24,7
62,-122.9536133,47.8872223,"North America",3,6,130,98,1294,476,7332,1452,8,53,843,7,843,24,7
52.8,-122.9414749,45.33675,"North America",1,9,279,129,1528,90,30713,1114,11,56,525,1,525,19,19
72.1,-122.9414749,45.33675,"North America",1,9,279,129,1528,90,30713,1114,11,56,525,1,525,19,19
24.5,-122.917305,45.317028,"North America",1,9,279,129,1528,90,30713,1114,11,56,525,1,525,19,19
73.9,-122.917305,45.317028,"North America",1,9,279,129,1528,90,30713,1114,11,56,525,1,525,19,19
16.7,-122.9161911,45.3123055,"North America",1,9,279,129,1356,90,30713,1114,11,56,525,1,525,19,19
40.2,-122.9161911,45.3123055,"North America",1,9,279,129,1356,90,30713,1114,11,56,525,1,525,19,19
13.6,-122.9161911,45.3200836,"North America",1,9,279,129,1356,90,30713,1114,11,56,525,1,525,19,19
30.8,-122.9161911,45.3200836,"North America",1,9,279,129,1356,90,30713,1114,11,56,525,1,525,19,19
58.9,-122.9153595,45.31147,"North America",1,9,279,129,1356,90,30713,1114,11,56,525,1,525,19,19
106.9,-122.9153595,45.31147,"North America",1,9,279,129,1356,90,30713,1114,11,56,525,1,525,19,19
1,-122.9038925,47.7891655,"North America",3,6,169,102,1376,125,47645,1209,10,54,827,6,827,7,7
22,-122.9038925,47.7891655,"North America",3,6,169,102,1376,125,47645,1209,10,54,827,6,827,7,7
85,-122.9038925,47.7891655,"North America",3,6,169,102,1376,125,47645,1209,10,54,827,6,827,7,7
9.8,-122.8948059,45.2767487,"North America",2,9,326,132,1722,116,7705,1151,11,57,552,4,552,19,16
23.3,-122.8948059,45.2767487,"North America",2,9,326,132,1722,116,7705,1151,11,57,552,4,552,19,16
4.6,-122.8829803,41.23973083,"North America",4,6,142,111,1045,1432,7842,1005,8,59,624,12,624,19,19
