"p_avg","LONGITUDE","LATITUDE","GEO3major","BEDROCK","BIOME","CLAY","DENSITY","DEPTH","ELEVATION","MANPP","MAPRECIP","MATEMP","PH","SAND","SLOPE","SOC","SOIL.USDA","SOIL.WRB"
632.4,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
582.8,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
740.9,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
477.4,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
399.9,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
415.4,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
709.9,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
554.9,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
505.3,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
744,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
387.5,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
322.4,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
372,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
744,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
465,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
483.6,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
455.7,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
554.9,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
542.5,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
334.8,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
527,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
418.5,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
449.5,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
399.9,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
458.8,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
551.8,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
331.7,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
375.1,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
576.6,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
539.4,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
313.1,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
734.7,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
430.9,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
319.3,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
539.4,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
325.5,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
657.2,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
561.1,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
548.7,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
598.3,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
362.7,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
539.4,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
368.9,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
576.6,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
527,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
415.4,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
592.1,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
248,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
796.7,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
427.8,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
465,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
418.5,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
387.5,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
421.6,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
542.5,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
424.7,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
378.2,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
527,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
427.8,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
412.3,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
520.8,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
536.3,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
390.6,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
502.2,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
489.8,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
353.4,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
446.4,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
567.3,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
607.6,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
322.4,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
933.1,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
381.3,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
480.5,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
554.9,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
564.2,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
517.7,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
641.7,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
406.1,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
378.2,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
412.3,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
759.5,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
297.6,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
437.1,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
465,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
381.3,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
585.9,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
378.2,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
508.4,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
678.9,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
530.1,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
384.4,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
446.4,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
502.2,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
372,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
610.7,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
449.5,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
412.3,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
375.1,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
542.5,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
582.8,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
344.1,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
341,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
548.7,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
362.7,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
585.9,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
465,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
582.8,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
564.2,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
781.2,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
437.1,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
356.5,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
365.8,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
585.9,111.5166,29.25,"Asia and the Pacific",1,2,276,123,1440,92,5154,1282,17,60,334,1,334,1,1
54.9,121.1,29.25,"Asia and the Pacific",7,2,274,105,1325,613,7933,1527,14,56,597,14,597,3,3
52.2,121.1,29.25,"Asia and the Pacific",7,2,274,105,1325,613,7933,1527,14,56,597,14,597,3,3
92.8,121.1,29.25,"Asia and the Pacific",7,2,274,105,1325,613,7933,1527,14,56,597,14,597,3,3
101.6,121.1,29.25,"Asia and the Pacific",7,2,274,105,1325,613,7933,1527,14,56,597,14,597,3,3
62.8,121.1,29.25,"Asia and the Pacific",7,2,274,105,1325,613,7933,1527,14,56,597,14,597,3,3
567,121.1,29.25,"Asia and the Pacific",7,2,274,105,1325,613,7933,1527,14,56,597,14,597,3,3
100.1,121.1,29.25,"Asia and the Pacific",7,2,274,105,1325,613,7933,1527,14,56,597,14,597,3,3
380,119.5237,29.21,"Asia and the Pacific",3,2,272,116,1211,153,6999,1491,17,59,206,8,206,1,1
400,119.5237,29.21,"Asia and the Pacific",3,2,272,116,1211,153,6999,1491,17,59,206,8,206,1,1
278.13,107,29.07,"Asia and the Pacific",6,2,297,119,670,671,5228,1143,16,59,428,6,428,3,3
251.49,107,29.07,"Asia and the Pacific",6,2,297,119,670,671,5228,1143,16,59,428,6,428,3,3
229.23,107,29.07,"Asia and the Pacific",6,2,297,119,670,671,5228,1143,16,59,428,6,428,3,3
3680,112.86,29.06,"Asia and the Pacific",1,5,325,126,3467,28,5703,1308,17,61,359,0,359,12,12
322,119.1723,29.02832,"Asia and the Pacific",3,2,257,118,1459,56,65535,1519,18,59,163,1,163,1,1
376,119.1723,29.02832,"Asia and the Pacific",3,2,257,118,1459,56,65535,1519,18,59,163,1,163,1,1
280,119.1723,29.02832,"Asia and the Pacific",3,2,257,118,1459,56,65535,1519,18,59,163,1,163,1,1
274,119.1723,29.02832,"Asia and the Pacific",3,2,257,118,1459,56,65535,1519,18,59,163,1,163,1,1
244,119.1723,29.02832,"Asia and the Pacific",3,2,257,118,1459,56,65535,1519,18,59,163,1,163,1,1
338,119.1723,29.02832,"Asia and the Pacific",3,2,257,118,1459,56,65535,1519,18,59,163,1,163,1,1
180,-81.8,29,"North America",1,9,45,130,791,28,9472,1282,21,52,398,1,398,1,1
80,-81.8,29,"North America",1,9,45,130,791,28,9472,1282,21,52,398,1,398,1,1
140,116,29,"Asia and the Pacific",0,5,326,122,3299,17,4318,1523,18,58,201,1,201,13,13
440,119.1458,29,"Asia and the Pacific",1,2,272,115,1586,103,5147,1533,17,57,193,4,193,1,1
408.94,115.9664,28.96092,"Asia and the Pacific",0,5,326,122,2541,17,4318,1523,18,58,201,1,201,13,13
339.52,115.9657,28.957,"Asia and the Pacific",0,5,326,122,2541,17,4318,1523,18,58,201,1,201,13,13
362.48,115.9675,28.95475,"Asia and the Pacific",0,5,326,122,2541,17,4318,1523,18,58,201,1,201,13,13
326.76,115.9158,28.92318,"Asia and the Pacific",3,5,281,126,1791,33,5303,1535,18,59,188,1,188,13,1
3200,112.49,28.92,"Asia and the Pacific",1,5,288,124,2469,30,17637,1300,17,64,262,0,262,3,3
281.43,115.8829,28.86613,"Asia and the Pacific",3,5,281,126,1846,33,5303,1535,18,59,188,1,188,1,1
398.06,115.8403,28.86114,"Asia and the Pacific",3,5,258,130,1846,42,5714,1538,17,58,171,1,171,1,1
320.01,115.8186,28.86019,"Asia and the Pacific",3,5,258,130,1301,42,5714,1538,17,58,171,1,171,1,1
299.19,115.8172,28.85894,"Asia and the Pacific",3,5,258,130,1301,42,5714,1538,17,58,171,1,171,1,1
310,115.8,28.75,"Asia and the Pacific",9,5,264,121,1584,158,6557,1574,17,56,376,10,376,1,1
379.5,108.204,28.706,"Asia and the Pacific",6,2,250,116,495,899,5047,1289,15,58,492,13,492,3,3
404.5,109.314,28.67,"Asia and the Pacific",3,2,302,123,570,602,5368,1387,16,59,453,13,453,3,3
542.1,110.07,28.664,"Asia and the Pacific",3,2,317,114,933,500,5612,1426,16,58,515,14,515,3,3
260,115.8,28.65,"Asia and the Pacific",1,5,254,123,1984,26,2374,1571,18,59,132,1,132,1,1
200,115.8,28.65,"Asia and the Pacific",1,5,254,123,1984,26,2374,1571,18,59,132,1,132,1,1
530,115.8,28.65,"Asia and the Pacific",1,5,254,123,1984,26,2374,1571,18,59,132,1,132,1,1
2550,115.8,28.65,"Asia and the Pacific",1,5,254,123,1984,26,2374,1571,18,59,132,1,132,1,1
314.881,117.25,28.5,"Asia and the Pacific",11,5,287,118,1292,103,6132,1777,18,51,358,4,358,1,1
250,113.3,28.4,"Asia and the Pacific",9,5,341,127,1439,78,6118,1394,17,60,280,1,280,1,1
230,113.3,28.4,"Asia and the Pacific",9,5,341,127,1439,78,6118,1394,17,60,280,1,280,1,1
280,113.3,28.4,"Asia and the Pacific",9,5,341,127,1439,78,6118,1394,17,60,280,1,280,1,1
210,113.3,28.4,"Asia and the Pacific",9,5,341,127,1439,78,6118,1394,17,60,280,1,280,1,1
260,113.3,28.4,"Asia and the Pacific",9,5,341,127,1439,78,6118,1394,17,60,280,1,280,1,1
200,113.3,28.4,"Asia and the Pacific",9,5,341,127,1439,78,6118,1394,17,60,280,1,280,1,1
310,113.3,28.4,"Asia and the Pacific",9,5,341,127,1439,78,6118,1394,17,60,280,1,280,1,1
320,113.3,28.4,"Asia and the Pacific",9,5,341,127,1439,78,6118,1394,17,60,280,1,280,1,1
106.67,117.07,28.26,"Asia and the Pacific",3,5,276,124,1477,41,4363,1792,19,53,286,1,286,1,1
130,117.07,28.26,"Asia and the Pacific",3,5,276,124,1477,41,4363,1792,19,53,286,1,286,1,1
1580,116.925,28.2583,"Asia and the Pacific",3,5,280,131,1662,38,4981,1761,18,51,125,0,125,1,1
1510,116.925,28.2583,"Asia and the Pacific",3,5,280,131,1662,38,4981,1761,18,51,125,0,125,1,1
1590,116.925,28.2583,"Asia and the Pacific",3,5,280,131,1662,38,4981,1761,18,51,125,0,125,1,1
1660,116.925,28.2583,"Asia and the Pacific",3,5,280,131,1662,38,4981,1761,18,51,125,0,125,1,1
540,113.0333,28.1,"Asia and the Pacific",5,5,315,126,1673,70,6491,1418,18,59,275,2,275,1,1
520,113.0333,28.1,"Asia and the Pacific",5,5,315,126,1673,70,6491,1418,18,59,275,2,275,1,1
650,113.0333,28.1,"Asia and the Pacific",5,5,315,126,1673,70,6491,1418,18,59,275,2,275,1,1
900,113.0333,28.1,"Asia and the Pacific",5,5,315,126,1673,70,6491,1418,18,59,275,2,275,1,1
340,113.0333,28.1,"Asia and the Pacific",5,5,315,126,1673,70,6491,1418,18,59,275,2,275,1,1
910,113.0333,28.1,"Asia and the Pacific",5,5,315,126,1673,70,6491,1418,18,59,275,2,275,1,1
1090,113.0333,28.1,"Asia and the Pacific",5,5,315,126,1673,70,6491,1418,18,59,275,2,275,1,1
560,113.0333,28.1,"Asia and the Pacific",5,5,315,126,1673,70,6491,1418,18,59,275,2,275,1,1
870,113.0333,28.1,"Asia and the Pacific",5,5,315,126,1673,70,6491,1418,18,59,275,2,275,1,1
870,113.0333,28.1,"Asia and the Pacific",5,5,315,126,1673,70,6491,1418,18,59,275,2,275,1,1
680,113.0333,28.1,"Asia and the Pacific",5,5,315,126,1673,70,6491,1418,18,59,275,2,275,1,1
690,113.0333,28.1,"Asia and the Pacific",5,5,315,126,1673,70,6491,1418,18,59,275,2,275,1,1
671.74,86.36667,27.9,"Asia and the Pacific",8,11,131,101,699,4229,2764,694,1,64,902,29,902,9,19
786.58,86.36667,27.9,"Asia and the Pacific",8,11,131,101,699,4229,2764,694,1,64,902,29,902,9,19
594.64,86.36667,27.9,"Asia and the Pacific",8,11,131,101,699,4229,2764,694,1,64,902,29,902,9,19
617,86.36667,27.9,"Asia and the Pacific",8,11,131,101,699,4229,2764,694,1,64,902,29,902,9,19
617,86.36667,27.9,"Asia and the Pacific",8,11,131,101,699,4229,2764,694,1,64,902,29,902,9,19
671.7,86.36667,27.9,"Asia and the Pacific",8,11,131,101,699,4229,2764,694,1,64,902,29,902,9,19
786.6,86.36667,27.9,"Asia and the Pacific",8,11,131,101,699,4229,2764,694,1,64,902,29,902,9,19
594.6,86.36667,27.9,"Asia and the Pacific",8,11,131,101,699,4229,2764,694,1,64,902,29,902,9,19
645.6,108.735,27.875,"Asia and the Pacific",9,2,220,91,728,1535,6666,1345,12,55,834,23,834,3,3
650.65,117.7843,27.8611,"Asia and the Pacific",9,2,293,108,911,1167,7056,2054,13,48,723,21,723,3,7
630.15,117.7843,27.8611,"Asia and the Pacific",9,2,293,108,911,1167,7056,2054,13,48,723,21,723,3,7
613.55,117.7843,27.8611,"Asia and the Pacific",9,2,293,108,911,1167,7056,2054,13,48,723,21,723,3,7
672.9,117.7838,27.86057,"Asia and the Pacific",9,2,293,108,911,1167,7056,2054,13,48,723,21,723,3,7
665.65,117.7838,27.86057,"Asia and the Pacific",9,2,293,108,911,1167,7056,2054,13,48,723,21,723,3,7
636.4,117.7838,27.86057,"Asia and the Pacific",9,2,293,108,911,1167,7056,2054,13,48,723,21,723,3,7
655.9,117.774,27.8473,"Asia and the Pacific",9,2,308,100,911,1058,5809,2021,14,48,808,22,808,3,7
648.65,117.774,27.8473,"Asia and the Pacific",9,2,308,100,911,1058,5809,2021,14,48,808,22,808,3,7
634.05,117.774,27.8473,"Asia and the Pacific",9,2,308,100,911,1058,5809,2021,14,48,808,22,808,3,7
616.65,117.7761,27.84703,"Asia and the Pacific",9,2,308,100,911,1058,5809,2021,14,48,808,22,808,3,7
600,117.7761,27.84703,"Asia and the Pacific",9,2,308,100,911,1058,5809,2021,14,48,808,22,808,3,7
541.75,117.7761,27.84703,"Asia and the Pacific",9,2,308,100,911,1058,5809,2021,14,48,808,22,808,3,7
619.4,117.7669,27.83952,"Asia and the Pacific",7,2,269,101,911,1356,5930,2108,13,48,760,19,760,3,3
563.65,117.7669,27.83952,"Asia and the Pacific",7,2,269,101,911,1356,5930,2108,13,48,760,19,760,3,3
522.3,117.7669,27.83952,"Asia and the Pacific",7,2,269,101,911,1356,5930,2108,13,48,760,19,760,3,3
589.9,117.7643,27.83917,"Asia and the Pacific",7,2,269,101,911,1356,5930,2108,13,48,760,19,760,3,3
565.5,117.7643,27.83917,"Asia and the Pacific",7,2,269,101,911,1356,5930,2108,13,48,760,19,760,3,3
534,117.7643,27.83917,"Asia and the Pacific",7,2,269,101,911,1356,5930,2108,13,48,760,19,760,3,3
532,117.6689,27.76097,"Asia and the Pacific",7,2,285,105,820,1180,5512,2053,13,48,737,19,737,3,3
413,117.6689,27.76097,"Asia and the Pacific",7,2,285,105,820,1180,5512,2053,13,48,737,19,737,3,3
396.05,117.6689,27.76097,"Asia and the Pacific",7,2,285,105,820,1180,5512,2053,13,48,737,19,737,3,3
423.15,117.6712,27.76097,"Asia and the Pacific",7,2,285,105,820,1180,5512,2053,13,48,737,19,737,3,3
325.9,117.6712,27.76097,"Asia and the Pacific",7,2,285,105,820,1180,5512,2053,13,48,737,19,737,3,3
260.4,117.6712,27.76097,"Asia and the Pacific",7,2,285,105,820,1180,5512,2053,13,48,737,19,737,3,3
325.15,117.6712,27.75667,"Asia and the Pacific",7,2,285,105,820,1180,5512,2053,13,48,737,19,737,3,3
227.9,117.6712,27.75667,"Asia and the Pacific",7,2,285,105,820,1180,5512,2053,13,48,737,19,737,3,3
162.4,117.6712,27.75667,"Asia and the Pacific",7,2,285,105,820,1180,5512,2053,13,48,737,19,737,3,3
425.15,117.6721,27.75302,"Asia and the Pacific",7,2,285,105,820,1180,5512,2053,13,48,737,19,737,3,3
327.9,117.6721,27.75302,"Asia and the Pacific",7,2,285,105,820,1180,5512,2053,13,48,737,19,737,3,3
262.4,117.6721,27.75302,"Asia and the Pacific",7,2,285,105,820,1180,5512,2053,13,48,737,19,737,3,3
582.65,117.6421,27.74478,"Asia and the Pacific",7,2,285,105,870,1180,5512,2053,13,48,737,19,737,3,3
553.4,117.6421,27.74478,"Asia and the Pacific",7,2,285,105,870,1180,5512,2053,13,48,737,19,737,3,3
534,117.6421,27.74478,"Asia and the Pacific",7,2,285,105,870,1180,5512,2053,13,48,737,19,737,3,3
541.8,117.6421,27.74472,"Asia and the Pacific",7,2,285,105,870,1180,5512,2053,13,48,737,19,737,3,3
490.8,117.6421,27.74472,"Asia and the Pacific",7,2,285,105,870,1180,5512,2053,13,48,737,19,737,3,3
476,117.6421,27.74472,"Asia and the Pacific",7,2,285,105,870,1180,5512,2053,13,48,737,19,737,3,3
534,117.6371,27.744,"Asia and the Pacific",7,2,285,105,870,1180,5512,2053,13,48,737,19,737,3,3
519.4,117.6371,27.744,"Asia and the Pacific",7,2,285,105,870,1180,5512,2053,13,48,737,19,737,3,3
485.4,117.6371,27.744,"Asia and the Pacific",7,2,285,105,870,1180,5512,2053,13,48,737,19,737,3,3
536.9,117.6388,27.74368,"Asia and the Pacific",7,2,285,105,870,1180,5512,2053,13,48,737,19,737,3,3
522.3,117.6388,27.74368,"Asia and the Pacific",7,2,285,105,870,1180,5512,2053,13,48,737,19,737,3,3
512.5,117.6388,27.74368,"Asia and the Pacific",7,2,285,105,870,1180,5512,2053,13,48,737,19,737,3,3
509.75,117.6353,27.74317,"Asia and the Pacific",7,2,285,105,870,1180,5512,2053,13,48,737,19,737,3,3
505.8,117.6353,27.74317,"Asia and the Pacific",7,2,285,105,870,1180,5512,2053,13,48,737,19,737,3,3
463.9,117.6353,27.74317,"Asia and the Pacific",7,2,285,105,870,1180,5512,2053,13,48,737,19,737,3,3
497.9,117.6389,27.74162,"Asia and the Pacific",7,2,285,105,870,1180,5512,2053,13,48,737,19,737,3,3
476,117.6389,27.74162,"Asia and the Pacific",7,2,285,105,870,1180,5512,2053,13,48,737,19,737,3,3
447,117.6389,27.74162,"Asia and the Pacific",7,2,285,105,870,1180,5512,2053,13,48,737,19,737,3,3
210,117.63,27.74,"Asia and the Pacific",7,2,285,105,870,1180,5512,2053,13,48,737,19,737,3,3
660,117.63,27.74,"Asia and the Pacific",7,2,285,105,870,1180,5512,2053,13,48,737,19,737,3,3
630,117.63,27.74,"Asia and the Pacific",7,2,285,105,870,1180,5512,2053,13,48,737,19,737,3,3
440,117.63,27.74,"Asia and the Pacific",7,2,285,105,870,1180,5512,2053,13,48,737,19,737,3,3
240,117.63,27.74,"Asia and the Pacific",7,2,285,105,870,1180,5512,2053,13,48,737,19,737,3,3
330,117.63,27.74,"Asia and the Pacific",7,2,285,105,870,1180,5512,2053,13,48,737,19,737,3,3
465.9,117.6371,27.73777,"Asia and the Pacific",7,2,285,105,870,1180,5512,2053,13,48,737,19,737,3,3
422.15,117.6371,27.73777,"Asia and the Pacific",7,2,285,105,870,1180,5512,2053,13,48,737,19,737,3,3
407.65,117.6371,27.73777,"Asia and the Pacific",7,2,285,105,870,1180,5512,2053,13,48,737,19,737,3,3
