"p_avg","LONGITUDE","LATITUDE","GEO3major","BEDROCK","BIOME","CLAY","DENSITY","DEPTH","ELEVATION","MANPP","MAPRECIP","MATEMP","PH","SAND","SLOPE","SOC","SOIL.USDA","SOIL.WRB"
340.56,117.3417,34.8,"Asia and the Pacific",6,5,262,131,2860,84,3357,698,14,72,105,2,105,12,12
799.1027,101.5653,34.77549,"Asia and the Pacific",3,11,213,116,3768,3584,3391,584,0,73,458,1,458,21,21
400.636,92.89833,34.72889,"Asia and the Pacific",3,11,256,109,937,4898,409,315,-6,76,361,7,361,17,17
373.169,92.89833,34.72889,"Asia and the Pacific",3,11,256,109,937,4898,409,315,-6,76,361,7,361,17,17
593.798,92.89583,34.72667,"Asia and the Pacific",3,11,256,109,937,4898,409,315,-6,76,361,7,361,17,17
512.139,92.89583,34.72667,"Asia and the Pacific",3,11,256,109,937,4898,409,315,-6,76,361,7,361,17,17
692.9197,100.6882,34.68807,"Asia and the Pacific",5,6,184,113,650,3582,2503,526,0,73,705,12,705,17,17
983.33,98.9,34.65,"Asia and the Pacific",3,11,158,106,2552,4391,950,433,-5,74,415,2,415,17,17
724,-102.6,34.6,"North America",1,9,325,145,4671,1225,2872,438,13,74,183,0,183,16,16
299.4683,92.74907,34.59098,"Asia and the Pacific",3,11,226,105,1758,4888,365,309,-6,75,373,8,373,17,17
788.1695,99.14317,34.56561,"Asia and the Pacific",3,11,160,107,3039,4458,1527,464,-5,72,415,4,415,17,17
667.3483,99.96843,34.53625,"Asia and the Pacific",6,11,169,105,1074,4017,2390,497,-2,73,692,9,692,17,17
725.3214,100.2199,34.51991,"Asia and the Pacific",5,11,173,106,1381,4016,2098,525,-2,73,726,16,726,17,17
1043.889,100.0809,34.51582,"Asia and the Pacific",3,11,175,102,888,4270,2146,533,-3,72,706,13,706,17,17
107.3,-82,34.5,"North America",8,5,207,136,1103,209,8325,1220,16,54,391,1,391,1,1
128.9,-82,34.5,"North America",8,5,207,136,1103,209,8325,1220,16,54,391,1,391,1,1
189.7,-82,34.5,"North America",8,5,207,136,1103,209,8325,1220,16,54,391,1,391,1,1
106.7,-82,34.5,"North America",8,5,207,136,1103,209,8325,1220,16,54,391,1,391,1,1
224.5,-81.735,34.45,"North America",8,5,187,136,968,159,7295,1201,16,53,503,1,503,1,1
1000,100.3798,34.43588,"Asia and the Pacific",3,11,170,104,2645,4151,1941,565,-2,72,761,12,761,17,17
800,100.3754,34.4337,"Asia and the Pacific",3,11,170,104,2645,4151,1941,565,-2,72,761,12,761,17,17
600,100.3642,34.42245,"Asia and the Pacific",3,11,170,104,2645,4151,1941,565,-2,72,761,12,761,17,17
468,111.934,34.417,"Asia and the Pacific",7,5,235,132,1503,344,3768,631,14,78,157,2,157,12,12
480.57,100.366,34.4165,"Asia and the Pacific",3,11,170,104,2645,4151,1941,565,-2,72,761,12,761,17,17
600,100.3662,34.4138,"Asia and the Pacific",3,11,170,104,2645,4151,1941,565,-2,72,761,12,761,17,17
700,100.3634,34.4103,"Asia and the Pacific",3,11,170,104,2645,4151,1941,565,-2,72,761,12,761,17,17
1013.3,100.341,34.40811,"Asia and the Pacific",3,11,201,105,2645,3882,2320,535,-1,72,626,4,626,17,17
253.7712,92.67763,34.38437,"Asia and the Pacific",0,11,168,110,2773,4613,347,287,-4,78,233,4,233,17,17
191.5,-106.07,34.37,"North America",6,9,252,145,1340,1996,1583,378,11,75,131,1,131,6,6
337.5,-106.07,34.37,"North America",6,9,252,145,1340,1996,1583,378,11,75,131,1,131,6,6
384.2246,92.59174,34.32482,"Asia and the Pacific",0,11,173,108,4066,4694,271,291,-4,78,257,4,257,17,17
428.57,107.0167,34.30833,"Asia and the Pacific",8,5,222,124,1493,1263,4343,696,10,68,327,14,327,7,7
288.46,107.0167,34.30833,"Asia and the Pacific",8,5,222,124,1493,1263,4343,696,10,68,327,14,327,7,7
151.1,107.0167,34.30833,"Asia and the Pacific",8,5,222,124,1493,1263,4343,696,10,68,327,14,327,7,7
296.7,107.0167,34.30833,"Asia and the Pacific",8,5,222,124,1493,1263,4343,696,10,68,327,14,327,7,7
750,107.0167,34.30833,"Asia and the Pacific",8,5,222,124,1493,1263,4343,696,10,68,327,14,327,7,7
348.9,107.0167,34.30833,"Asia and the Pacific",8,5,222,124,1493,1263,4343,696,10,68,327,14,327,7,7
436.81,107.0167,34.30833,"Asia and the Pacific",8,5,222,124,1493,1263,4343,696,10,68,327,14,327,7,7
197.8,107.0167,34.30833,"Asia and the Pacific",8,5,222,124,1493,1263,4343,696,10,68,327,14,327,7,7
258.24,107.0167,34.30833,"Asia and the Pacific",8,5,222,124,1493,1263,4343,696,10,68,327,14,327,7,7
618.13,107.0167,34.30833,"Asia and the Pacific",8,5,222,124,1493,1263,4343,696,10,68,327,14,327,7,7
148.35,107.0167,34.30833,"Asia and the Pacific",8,5,222,124,1493,1263,4343,696,10,68,327,14,327,7,7
758.24,107.0167,34.30833,"Asia and the Pacific",8,5,222,124,1493,1263,4343,696,10,68,327,14,327,7,7
538.46,107.0167,34.30833,"Asia and the Pacific",8,5,222,124,1493,1263,4343,696,10,68,327,14,327,7,7
609.89,107.0167,34.30833,"Asia and the Pacific",8,5,222,124,1493,1263,4343,696,10,68,327,14,327,7,7
428.57,107.0167,34.30833,"Asia and the Pacific",8,5,222,124,1493,1263,4343,696,10,68,327,14,327,7,7
318.68,107.0167,34.30833,"Asia and the Pacific",8,5,222,124,1493,1263,4343,696,10,68,327,14,327,7,7
189.56,107.0167,34.30833,"Asia and the Pacific",8,5,222,124,1493,1263,4343,696,10,68,327,14,327,7,7
129.12,107.0167,34.30833,"Asia and the Pacific",8,5,222,124,1493,1263,4343,696,10,68,327,14,327,7,7
848.9,107.0167,34.30833,"Asia and the Pacific",8,5,222,124,1493,1263,4343,696,10,68,327,14,327,7,7
747.25,107.0167,34.30833,"Asia and the Pacific",8,5,222,124,1493,1263,4343,696,10,68,327,14,327,7,7
519.23,107.0167,34.30833,"Asia and the Pacific",8,5,222,124,1493,1263,4343,696,10,68,327,14,327,7,7
447.8,107.0167,34.30833,"Asia and the Pacific",8,5,222,124,1493,1263,4343,696,10,68,327,14,327,7,7
409.34,107.0167,34.30833,"Asia and the Pacific",8,5,222,124,1493,1263,4343,696,10,68,327,14,327,7,7
296.7,107.0167,34.30833,"Asia and the Pacific",8,5,222,124,1493,1263,4343,696,10,68,327,14,327,7,7
690,95.88333,34.30667,"Asia and the Pacific",3,11,177,107,964,4704,920,453,-5,74,449,7,449,17,17
114.6667,-6.47522,34.28505,"Africa",1,13,333,149,1307,28,6771,564,18,71,431,1,431,19,19
289.8171,92.48591,34.26915,"Asia and the Pacific",3,11,180,121,2990,4588,201,281,-4,79,218,1,218,7,7
1019.079,100.2124,34.19744,"Asia and the Pacific",3,11,183,103,1796,4311,2410,587,-3,70,697,11,697,17,17
440.5242,95.90533,34.1523,"Asia and the Pacific",3,11,169,106,839,4696,761,464,-5,72,458,12,458,17,17
1074.753,99.30181,34.14406,"Asia and the Pacific",3,11,190,106,2836,4390,1740,503,-4,71,491,5,491,17,17
315.3502,95.82871,34.13008,"Asia and the Pacific",1,11,184,112,1522,4332,945,434,-2,74,421,4,421,17,17
2910,95.84,34.128,"Asia and the Pacific",1,11,184,112,839,4332,945,434,-2,74,421,4,421,17,17
2620,95.84,34.128,"Asia and the Pacific",1,11,184,112,839,4332,945,434,-2,74,421,4,421,17,17
3020,95.84,34.128,"Asia and the Pacific",1,11,184,112,839,4332,945,434,-2,74,421,4,421,17,17
1810,95.84,34.128,"Asia and the Pacific",1,11,184,112,839,4332,945,434,-2,74,421,4,421,17,17
2020,95.84,34.127,"Asia and the Pacific",1,11,184,112,839,4332,945,434,-2,74,421,4,421,17,17
2350,95.84,34.127,"Asia and the Pacific",1,11,184,112,839,4332,945,434,-2,74,421,4,421,17,17
2320,95.84,34.127,"Asia and the Pacific",1,11,184,112,839,4332,945,434,-2,74,421,4,421,17,17
2040,95.84,34.127,"Asia and the Pacific",1,11,184,112,839,4332,945,434,-2,74,421,4,421,17,17
962.5971,100.0973,34.07924,"Asia and the Pacific",3,11,186,105,1686,4277,2338,585,-3,72,641,10,641,17,17
540.7965,92.33469,34.07771,"Asia and the Pacific",5,11,203,107,1269,4754,382,310,-5,77,281,5,281,17,17
507.6768,95.83193,34.03864,"Asia and the Pacific",1,11,174,109,1462,4356,752,446,-2,75,522,12,522,17,17
1039.417,99.40831,34.03436,"Asia and the Pacific",3,11,189,105,2282,4384,1565,526,-4,69,680,7,680,7,17
697.008,100.08,34.01754,"Asia and the Pacific",3,11,188,104,1762,4336,2199,596,-3,69,655,8,655,17,17
812.3904,71.51306,34.01222,"Asia and the Pacific",5,14,296,142,1705,372,65535,526,23,76,212,0,212,7,19
623.4985,71.51306,34.01222,"Asia and the Pacific",5,14,296,142,1705,372,65535,526,23,76,212,0,212,7,19
785.9694,71.51306,34.01222,"Asia and the Pacific",5,14,296,142,1705,372,65535,526,23,76,212,0,212,7,19
1070.841,71.51306,34.01222,"Asia and the Pacific",5,14,296,142,1705,372,65535,526,23,76,212,0,212,7,19
64,-84,34,"North America",9,5,184,133,1503,321,65535,1365,16,53,412,2,412,1,1
992.1526,96.371,33.97067,"Asia and the Pacific",3,11,164,111,776,4480,963,475,-4,72,472,13,472,17,17
668.1066,95.70367,33.94667,"Asia and the Pacific",3,11,181,104,757,4478,1037,467,-3,74,564,10,564,17,17
503.53,73.43333,33.93472,"Asia and the Pacific",8,4,324,120,966,1602,5220,1049,15,64,513,15,513,7,7
418.5737,73.43333,33.93472,"Asia and the Pacific",8,4,324,120,966,1602,5220,1049,15,64,513,15,513,7,7
540.2727,73.43333,33.93472,"Asia and the Pacific",8,4,324,120,966,1602,5220,1049,15,64,513,15,513,7,7
432.6051,73.43333,33.93472,"Asia and the Pacific",8,4,324,120,966,1602,5220,1049,15,64,513,15,513,7,7
836.9543,99.8126,33.9159,"Asia and the Pacific",3,11,209,106,2400,4210,2658,561,-2,70,634,8,634,17,17
651,72.483,33.9,"Asia and the Pacific",1,14,239,143,1459,324,61999,637,22,74,189,0,189,19,19
1061.443,99.60022,33.89836,"Asia and the Pacific",3,11,197,104,1691,4185,1952,532,-2,70,636,8,636,17,17
583.3141,97.14,33.81995,"Asia and the Pacific",1,11,174,112,3656,4463,1283,513,-5,72,511,2,511,17,17
271.2283,92.31862,33.8177,"Asia and the Pacific",1,11,184,118,4172,4612,294,312,-4,79,247,0,247,7,17
276.3,101.6229,33.80625,"Asia and the Pacific",5,11,236,109,2736,3698,3542,718,0,68,749,8,749,21,17
220.6,101.6229,33.80625,"Asia and the Pacific",5,11,236,109,2736,3698,3542,718,0,68,749,8,749,21,17
217,101.6229,33.80625,"Asia and the Pacific",5,11,236,109,2736,3698,3542,718,0,68,749,8,749,21,17
790.6585,96.7286,33.80499,"Asia and the Pacific",3,11,158,109,967,4476,1128,502,-4,72,618,16,618,17,17
791.3417,97.02017,33.75717,"Asia and the Pacific",3,11,155,107,3005,4646,1241,535,-5,70,557,7,557,17,17
228.897,92.11933,33.73663,"Asia and the Pacific",1,11,170,116,4045,4700,286,324,-4,78,291,0,291,17,17
620,100.1331,33.72944,"Asia and the Pacific",3,11,194,106,1204,4205,2138,610,-2,71,739,9,739,17,17
489.6667,-6.902017,33.68607,"Africa",6,13,348,143,614,308,5886,460,17,68,393,3,393,19,19
210.2,111.806,33.669,"Asia and the Pacific",9,5,177,116,853,1333,1546,854,10,60,500,16,500,19,19
418,-101.62,33.59,"North America",1,9,239,150,4801,947,1766,515,16,76,132,0,132,16,16
627.5,107.8333,33.58333,"Asia and the Pacific",5,5,210,115,774,1607,4410,823,9,61,560,16,560,19,19
460.881,72.64278,33.56111,"Asia and the Pacific",6,14,212,139,1259,484,3427,665,21,74,184,1,184,19,19
321.565,72.64278,33.56111,"Asia and the Pacific",6,14,212,139,1259,484,3427,665,21,74,184,1,184,19,19
406.8231,72.64278,33.56111,"Asia and the Pacific",6,14,212,139,1259,484,3427,665,21,74,184,1,184,19,19
394.7531,72.64278,33.56111,"Asia and the Pacific",6,14,212,139,1259,484,3427,665,21,74,184,1,184,19,19
238.8,111.964,33.516,"Asia and the Pacific",3,5,183,120,826,879,2386,835,12,62,411,18,411,7,7
387.21,91.96682,33.50829,"Asia and the Pacific",6,11,172,105,367,4990,182,377,-6,74,315,8,315,17,17
548,-89,33.5,"North America",1,9,280,138,1242,115,6144,1428,17,54,457,1,457,19,3
438,-89,33.5,"North America",1,9,280,138,1242,115,6144,1428,17,54,457,1,457,19,3
393,-89,33.5,"North America",1,9,280,138,1242,115,6144,1428,17,54,457,1,457,19,3
365,-89,33.5,"North America",1,9,280,138,1242,115,6144,1428,17,54,457,1,457,19,3
301,-89,33.5,"North America",1,9,280,138,1242,115,6144,1428,17,54,457,1,457,19,3
219,-89,33.5,"North America",1,9,280,138,1242,115,6144,1428,17,54,457,1,457,19,3
147,10.66667,33.5,"Africa",80,13,244,151,6299,18,65535,191,21,80,116,0,116,5,5
202.1,111.946,33.49,"Asia and the Pacific",9,5,198,119,826,1061,1665,872,12,61,422,16,422,19,19
30.57,108.4583,33.45,"Asia and the Pacific",9,5,212,111,1007,1824,4418,849,8,61,739,15,739,19,19
662.42,108.4583,33.45,"Asia and the Pacific",9,5,212,111,1007,1824,4418,849,8,61,739,15,739,19,19
662.42,108.4583,33.45,"Asia and the Pacific",9,5,212,111,1007,1824,4418,849,8,61,739,15,739,19,19
499.36,108.4583,33.45,"Asia and the Pacific",9,5,212,111,1007,1824,4418,849,8,61,739,15,739,19,19
264.97,108.4583,33.45,"Asia and the Pacific",9,5,212,111,1007,1824,4418,849,8,61,739,15,739,19,19
295.54,108.4583,33.45,"Asia and the Pacific",9,5,212,111,1007,1824,4418,849,8,61,739,15,739,19,19
428.03,108.4583,33.45,"Asia and the Pacific",9,5,212,111,1007,1824,4418,849,8,61,739,15,739,19,19
743.95,108.4583,33.45,"Asia and the Pacific",9,5,212,111,1007,1824,4418,849,8,61,739,15,739,19,19
377.07,108.4583,33.45,"Asia and the Pacific",9,5,212,111,1007,1824,4418,849,8,61,739,15,739,19,19
856.05,108.4583,33.45,"Asia and the Pacific",9,5,212,111,1007,1824,4418,849,8,61,739,15,739,19,19
428.03,108.4583,33.45,"Asia and the Pacific",9,5,212,111,1007,1824,4418,849,8,61,739,15,739,19,19
601.27,108.4583,33.45,"Asia and the Pacific",9,5,212,111,1007,1824,4418,849,8,61,739,15,739,19,19
468.79,108.4583,33.45,"Asia and the Pacific",9,5,212,111,1007,1824,4418,849,8,61,739,15,739,19,19
81.53,108.4583,33.45,"Asia and the Pacific",9,5,212,111,1007,1824,4418,849,8,61,739,15,739,19,19
81.53,108.4583,33.45,"Asia and the Pacific",9,5,212,111,1007,1824,4418,849,8,61,739,15,739,19,19
723.57,108.4583,33.45,"Asia and the Pacific",9,5,212,111,1007,1824,4418,849,8,61,739,15,739,19,19
1100.64,108.4583,33.45,"Asia and the Pacific",9,5,212,111,1007,1824,4418,849,8,61,739,15,739,19,19
366.88,108.4583,33.45,"Asia and the Pacific",9,5,212,111,1007,1824,4418,849,8,61,739,15,739,19,19
876.43,108.4583,33.45,"Asia and the Pacific",9,5,212,111,1007,1824,4418,849,8,61,739,15,739,19,19
254.78,108.4583,33.45,"Asia and the Pacific",9,5,212,111,1007,1824,4418,849,8,61,739,15,739,19,19
397.45,108.4583,33.45,"Asia and the Pacific",9,5,212,111,1007,1824,4418,849,8,61,739,15,739,19,19
988.54,108.4583,33.45,"Asia and the Pacific",9,5,212,111,1007,1824,4418,849,8,61,739,15,739,19,19
489.17,108.4583,33.45,"Asia and the Pacific",9,5,212,111,1007,1824,4418,849,8,61,739,15,739,19,19
519.75,108.4583,33.45,"Asia and the Pacific",9,5,212,111,1007,1824,4418,849,8,61,739,15,739,19,19
1426.75,108.4583,33.45,"Asia and the Pacific",9,5,212,111,1007,1824,4418,849,8,61,739,15,739,19,19
1192.36,108.4583,33.45,"Asia and the Pacific",9,5,212,111,1007,1824,4418,849,8,61,739,15,739,19,19
652.23,108.4583,33.45,"Asia and the Pacific",9,5,212,111,1007,1824,4418,849,8,61,739,15,739,19,19
356.69,108.4583,33.45,"Asia and the Pacific",9,5,212,111,1007,1824,4418,849,8,61,739,15,739,19,19
886.62,108.4583,33.45,"Asia and the Pacific",9,5,212,111,1007,1824,4418,849,8,61,739,15,739,19,19
428.03,108.4583,33.45,"Asia and the Pacific",9,5,212,111,1007,1824,4418,849,8,61,739,15,739,19,19
50.96,108.4583,33.45,"Asia and the Pacific",9,5,212,111,1007,1824,4418,849,8,61,739,15,739,19,19
489.17,108.4583,33.45,"Asia and the Pacific",9,5,212,111,1007,1824,4418,849,8,61,739,15,739,19,19
927.39,108.4583,33.45,"Asia and the Pacific",9,5,212,111,1007,1824,4418,849,8,61,739,15,739,19,19
886.62,108.4583,33.45,"Asia and the Pacific",9,5,212,111,1007,1824,4418,849,8,61,739,15,739,19,19
377.07,108.4583,33.45,"Asia and the Pacific",9,5,212,111,1007,1824,4418,849,8,61,739,15,739,19,19
285.35,108.4583,33.45,"Asia and the Pacific",9,5,212,111,1007,1824,4418,849,8,61,739,15,739,19,19
468.79,108.4583,33.45,"Asia and the Pacific",9,5,212,111,1007,1824,4418,849,8,61,739,15,739,19,19
591.08,108.4583,33.45,"Asia and the Pacific",9,5,212,111,1007,1824,4418,849,8,61,739,15,739,19,19
448.41,108.4583,33.45,"Asia and the Pacific",9,5,212,111,1007,1824,4418,849,8,61,739,15,739,19,19
896.82,108.4583,33.45,"Asia and the Pacific",9,5,212,111,1007,1824,4418,849,8,61,739,15,739,19,19
642.04,108.4583,33.45,"Asia and the Pacific",9,5,212,111,1007,1824,4418,849,8,61,739,15,739,19,19
733.76,108.4583,33.45,"Asia and the Pacific",9,5,212,111,1007,1824,4418,849,8,61,739,15,739,19,19
40.76,108.4583,33.45,"Asia and the Pacific",9,5,212,111,1007,1824,4418,849,8,61,739,15,739,19,19
438.22,108.4583,33.45,"Asia and the Pacific",9,5,212,111,1007,1824,4418,849,8,61,739,15,739,19,19
224.2,108.4583,33.45,"Asia and the Pacific",9,5,212,111,1007,1824,4418,849,8,61,739,15,739,19,19
774.52,108.4583,33.45,"Asia and the Pacific",9,5,212,111,1007,1824,4418,849,8,61,739,15,739,19,19
876.43,108.4583,33.45,"Asia and the Pacific",9,5,212,111,1007,1824,4418,849,8,61,739,15,739,19,19
305.73,108.4583,33.45,"Asia and the Pacific",9,5,212,111,1007,1824,4418,849,8,61,739,15,739,19,19
91.72,108.4583,33.45,"Asia and the Pacific",9,5,212,111,1007,1824,4418,849,8,61,739,15,739,19,19
845.86,108.4583,33.45,"Asia and the Pacific",9,5,212,111,1007,1824,4418,849,8,61,739,15,739,19,19
1508.28,108.4583,33.45,"Asia and the Pacific",9,5,212,111,1007,1824,4418,849,8,61,739,15,739,19,19
890.3881,97.20731,33.34155,"Asia and the Pacific",3,11,151,104,1435,4403,1245,533,-2,70,682,12,682,17,17
585.0042,96.36189,33.27971,"Asia and the Pacific",5,11,159,103,719,4487,1027,542,-2,72,678,9,678,17,17
676.4882,91.85886,33.25856,"Asia and the Pacific",6,11,174,101,4693,5014,25761,391,-6,72,314,10,314,17,17
1000,102.6,33.05,"Asia and the Pacific",1,11,163,109,2630,3532,4066,706,2,65,798,5,798,8,19
586.2388,96.91874,33.02357,"Asia and the Pacific",5,11,148,112,932,4305,1075,548,-1,70,729,14,729,17,17
339.6165,91.96357,33.0198,"Asia and the Pacific",6,11,167,103,520,5220,341,435,-7,72,465,8,465,17,17
500,35.44164,32.98523,"Europe",6,13,445,134,491,673,4758,757,17,73,339,5,339,19,16
942.01,103.67,32.983,"Asia and the Pacific",6,11,202,99,1305,3686,5539,746,1,62,907,12,907,19,17
801.92,103.67,32.983,"Asia and the Pacific",6,11,202,99,1305,3686,5539,746,1,62,907,12,907,19,17
828.03,103.67,32.983,"Asia and the Pacific",6,11,202,99,1305,3686,5539,746,1,62,907,12,907,19,17
457.978,84.04596,32.93359,"Asia and the Pacific",6,11,181,123,988,4747,34219,67,-2,83,100,2,100,26,26
1270,104.05,32.91,"Asia and the Pacific",3,11,179,101,536,3514,4775,774,1,60,962,24,962,19,19
1250,104.05,32.91,"Asia and the Pacific",3,11,179,101,536,3514,4775,774,1,60,962,24,962,19,19
1240,104.05,32.91,"Asia and the Pacific",3,11,179,101,536,3514,4775,774,1,60,962,24,962,19,19
78,-92.746,32.907,"North America",0,6,127,136,1790,63,2724,1323,17,51,382,1,382,19,19
731.1645,96.74,32.89,"Asia and the Pacific",5,11,150,105,1712,4473,1236,566,-2,70,828,12,828,17,17
1370.68,102.6111,32.87956,"Asia and the Pacific",1,11,161,113,1586,3570,4178,709,2,62,853,7,853,15,19
741.5292,97.09728,32.81293,"Asia and the Pacific",1,11,178,112,2373,4262,1298,548,0,72,721,11,721,17,17
336.2925,84.20081,32.80022,"Asia and the Pacific",6,11,208,129,2443,4676,15051,69,-1,84,129,2,129,26,26
2783,35.0778,32.6414,"Europe",6,13,456,140,715,164,8968,598,19,73,463,3,463,7,7
405.1249,84.25145,32.63351,"Asia and the Pacific",3,11,227,131,3798,4662,21,75,-1,85,112,0,112,26,26
674.5762,96.56,32.6,"Asia and the Pacific",0,11,166,110,863,4161,1244,548,1,74,703,14,703,17,17
366.3918,91.86038,32.58934,"Asia and the Pacific",6,11,181,109,1555,5054,390,438,-5,73,402,4,402,17,17
1087,35.43935,32.55087,"Europe",2,13,441,146,2386,-6,4357,420,20,78,212,2,212,30,30
344.1347,84.25937,32.55015,"Asia and the Pacific",3,11,226,132,3644,4691,26316,76,-1,85,163,2,163,26,26
630.6667,51.92265,32.54559,"Asia and the Pacific",1,5,309,146,9136,1534,1427,137,16,77,78,0,78,12,25
695,35.375,32.53611,"Europe",2,13,437,143,512,78,7038,480,19,77,255,3,255,30,30
507.9323,96.3985,32.51767,"Asia and the Pacific",0,11,164,114,795,4125,1252,542,1,72,724,13,724,17,17
559.752,80.75057,32.51681,"Asia and the Pacific",9,11,156,124,1143,4846,168,89,-3,79,141,12,141,17,6
436.6981,82.56269,32.51681,"Asia and the Pacific",4,11,172,125,1805,4655,55,74,-1,82,139,10,139,26,26
1002.833,51.93937,32.51229,"Asia and the Pacific",1,5,289,144,8079,1533,65535,136,16,78,80,0,80,12,6
525.9,-106.8,32.5,"North America",3,14,170,149,6216,1345,1894,277,16,81,84,2,84,6,6
477,-104.5,32.5,"North America",0,14,212,140,1418,1155,1701,348,16,79,130,1,130,14,6
459,-104.5,32.5,"North America",0,14,212,140,1418,1155,1701,348,16,79,130,1,130,14,6
450,-104.5,32.5,"North America",0,14,212,140,1418,1155,1701,348,16,79,130,1,130,14,6
404,-104.5,32.5,"North America",0,14,212,140,1418,1155,1701,348,16,79,130,1,130,14,6
358,-104.5,32.5,"North America",0,14,212,140,1418,1155,1701,348,16,79,130,1,130,14,6
340,-104.5,32.5,"North America",0,14,212,140,1418,1155,1701,348,16,79,130,1,130,14,6
716,-107.75,32.47,"North America",1,14,215,138,3139,1591,1191,316,15,75,203,3,203,6,6
470,84.1,32.46667,"Asia and the Pacific",5,11,252,125,2769,4738,37,76,-1,84,173,2,173,26,26
210,84.1,32.46667,"Asia and the Pacific",5,11,252,125,2769,4738,37,76,-1,84,173,2,173,26,26
245.1,110.741,32.431,"Asia and the Pacific",8,5,272,112,969,1066,3019,1033,13,61,509,12,509,19,19
220,82.41667,32.41667,"Asia and the Pacific",5,11,195,115,921,5060,1510,80,-3,80,173,10,173,17,17
560,82.41667,32.41667,"Asia and the Pacific",5,11,195,115,921,5060,1510,80,-3,80,173,10,173,17,17
643.2249,83.30126,32.40011,"Asia and the Pacific",5,11,196,124,2500,4671,34085,77,-1,83,123,6,123,17,26
278.9987,84.1793,32.40011,"Asia and the Pacific",1,11,226,133,3617,4573,46,79,0,85,102,1,102,26,26
390.9041,84.16707,32.38344,"Asia and the Pacific",1,11,226,133,3617,4573,46,79,0,85,102,1,102,26,26
587.8913,83.46194,32.36677,"Asia and the Pacific",5,11,222,122,843,4726,56767,75,-1,82,120,7,120,17,17
517.6512,81.18388,32.3501,"Asia and the Pacific",1,11,146,129,5499,4626,12055,91,-1,82,141,0,141,26,26
1200,100.7333,32.35,"Asia and the Pacific",5,11,174,99,491,4027,2194,720,0,65,802,21,802,17,17
800,100.7333,32.35,"Asia and the Pacific",5,11,174,99,491,4027,2194,720,0,65,802,21,802,17,17
800,100.7333,32.35,"Asia and the Pacific",5,11,174,99,491,4027,2194,720,0,65,802,21,802,17,17
600,100.7333,32.35,"Asia and the Pacific",5,11,174,99,491,4027,2194,720,0,65,802,21,802,17,17
1200,100.7333,32.35,"Asia and the Pacific",5,11,174,99,491,4027,2194,720,0,65,802,21,802,17,17
197.3278,91.71721,32.34079,"Asia and the Pacific",6,11,147,106,628,4808,565,431,-3,72,396,6,396,17,17
373.6377,84.10255,32.31675,"Asia and the Pacific",1,11,210,133,7485,4448,15014,80,1,85,113,1,113,26,17
422.6274,82.41412,32.30008,"Asia and the Pacific",5,11,174,124,1074,4752,123,83,-1,82,152,9,152,17,17
300.4116,84.12061,32.28341,"Asia and the Pacific",1,11,206,134,2389,4483,58,81,0,85,105,1,105,26,26
701.1667,50.95428,32.27146,"Asia and the Pacific",6,5,309,140,1734,2144,65535,272,12,78,70,2,70,6,6
67.8,-106.9,32.26667,"North America",3,14,161,152,6612,1297,1336,261,16,81,90,1,90,6,6
58.97,-106.9,32.26667,"North America",3,14,161,152,6612,1297,1336,261,16,81,90,1,90,6,6
77.99,-106.9,32.26667,"North America",3,14,161,152,6612,1297,1336,261,16,81,90,1,90,6,6
