"LONGITUDE","LATITUDE","p_avg","ID","SOC","MAT","MAP","SAND","CLAY","PH","BEDROCK","SOIL.TYPE","DEPTH","NPP","SLOPE","ELEVATION","BIOMES","GEO3major"
-76.5,3.0833333,11,6858,39.31999922,17.73870659,1604.580322,391.5903931,315.3667908,5.561015129,"1","11",65,65535,10.47174357,2203.044678,"13","Latin America and the Caribbean"
-76.5,3.0833333,28,6859,39.31999922,17.73870659,1604.580322,391.5903931,315.3667908,5.561015129,"1","11",65,65535,10.47174357,2203.044678,"13","Latin America and the Caribbean"
-76.3499985,3.4833333,2,6860,39.31999922,17.73870659,1604.580322,391.5903931,315.3667908,5.561015129,"1","11",65,65535,10.47174357,2203.044678,"13","Latin America and the Caribbean"
-76.3499985,3.4833333,21,6861,39.31999922,17.73870659,1604.580322,391.5903931,315.3667908,5.561015129,"1","11",65,65535,10.47174357,2203.044678,"13","Latin America and the Caribbean"
-76.3499985,3.4833333,30,6862,39.31999922,17.73870659,1604.580322,391.5903931,315.3667908,5.561015129,"1","11",65,65535,10.47174357,2203.044678,"13","Latin America and the Caribbean"
-76.3499985,3.4833333,39,6863,39.31999922,17.73870659,1604.580322,391.5903931,315.3667908,5.561015129,"1","11",65,65535,10.47174357,2203.044678,"13","Latin America and the Caribbean"
-73.4833298,4.0500002,1,7033,18.86299968,25.82157898,3171.612305,420.9544067,296.7198181,5.386884689,"1","11",65,15116,2.8169255,481.7517395,"13","Latin America and the Caribbean"
-73.4833298,4.0500002,3,7034,18.86299968,25.82157898,3171.612305,420.9544067,296.7198181,5.386884689,"1","11",65,15116,2.8169255,481.7517395,"13","Latin America and the Caribbean"
-73.4833298,4.0500002,4,7035,18.86299968,25.82157898,3171.612305,420.9544067,296.7198181,5.386884689,"1","11",65,15116,2.8169255,481.7517395,"13","Latin America and the Caribbean"
-73.4833298,4.0500002,5,7036,18.86299968,25.82157898,3171.612305,420.9544067,296.7198181,5.386884689,"1","11",65,15116,2.8169255,481.7517395,"13","Latin America and the Caribbean"
-73.445,-4.063611111,0.6,7040,9.826999903,26.2319355,2583.265381,370.9424438,299.0978699,4.39091444,"1","5",65,65535,0.172929025,109.8482895,"13","Latin America and the Caribbean"
-73.445,-4.063611111,7.1,7041,9.826999903,26.2319355,2583.265381,370.9424438,299.0978699,4.39091444,"1","5",65,65535,0.172929025,109.8482895,"13","Latin America and the Caribbean"
-73.41972222,-3.788055556,0.8,7042,14.22999978,26.13178635,2786.338867,413.2797852,284.3387451,4.452936172,"1","5",65,65535,0.171012586,101.8019028,"13","Latin America and the Caribbean"
-73.41972222,-3.788055556,2.5,7043,14.22999978,26.13178635,2786.338867,413.2797852,284.3387451,4.452936172,"1","5",65,65535,0.171012586,101.8019028,"13","Latin America and the Caribbean"
-73.37194444,-3.910833333,3.3,7047,14.22999978,26.13178635,2786.338867,413.2797852,284.3387451,4.452936172,"1","5",65,65535,0.171012586,101.8019028,"13","Latin America and the Caribbean"
-71.336113,4.5738888,1,7209,9.275000095,26.73373413,2558.598877,425.2080688,251.3579559,5.111042023,"1","8",65,4101,0.161925328,148.8148346,"12","Latin America and the Caribbean"
-71.336113,4.5738888,2,7210,9.275000095,26.73373413,2558.598877,425.2080688,251.3579559,5.111042023,"1","8",65,4101,0.161925328,148.8148346,"12","Latin America and the Caribbean"
-66.9761111,18.1272222,0.2,7246,17.2179997,23.81753731,1834.562622,327.2474976,393.4590149,5.645191193,"9","8",65,65535,4.646960113,295.9979248,"13","Latin America and the Caribbean"
-66.9761111,18.1272222,0.4,7247,17.2179997,23.81753731,1834.562622,327.2474976,393.4590149,5.645191193,"9","8",65,65535,4.646960113,295.9979248,"13","Latin America and the Caribbean"
-66.975,18.1280556,1.1,7248,17.2179997,23.81753731,1834.562622,327.2474976,393.4590149,5.645191193,"9","8",65,65535,4.646960113,295.9979248,"13","Latin America and the Caribbean"
-66.975,18.1280556,1.9,7249,17.2179997,23.81753731,1834.562622,327.2474976,393.4590149,5.645191193,"9","8",65,65535,4.646960113,295.9979248,"13","Latin America and the Caribbean"
-66.9684753,18.3570557,7.9,7250,17.2179997,23.81753731,1834.562622,327.2474976,393.4590149,5.645191193,"9","8",65,65535,4.646960113,295.9979248,"13","Latin America and the Caribbean"
-66.9499969,1.8833333,14,7251,6.940000057,26.52254677,3297.160889,567.7235718,200.1040344,4.42389822,"1","11",65,8825,0.088571467,94.09884644,"13","Latin America and the Caribbean"
-66.9499969,1.8833333,67,7252,6.940000057,26.52254677,3297.160889,567.7235718,200.1040344,4.42389822,"1","11",65,8825,0.088571467,94.09884644,"13","Latin America and the Caribbean"
-66.9333344,1.7166667,4,7253,6.940000057,26.52254677,3297.160889,567.7235718,200.1040344,4.42389822,"1","11",65,8825,0.088571467,94.09884644,"13","Latin America and the Caribbean"
-66.9333344,1.7166667,7,7254,6.940000057,26.52254677,3297.160889,567.7235718,200.1040344,4.42389822,"1","11",65,8825,0.088571467,94.09884644,"13","Latin America and the Caribbean"
-66.9333344,1.7166667,11,7255,6.940000057,26.52254677,3297.160889,567.7235718,200.1040344,4.42389822,"1","11",65,8825,0.088571467,94.09884644,"13","Latin America and the Caribbean"
-66.9333344,1.7166667,42,7256,6.940000057,26.52254677,3297.160889,567.7235718,200.1040344,4.42389822,"1","11",65,8825,0.088571467,94.09884644,"13","Latin America and the Caribbean"
-66.8177795,18.1791668,1,7257,17.2179997,23.81753731,1834.562622,327.2474976,393.4590149,5.645191193,"9","8",65,65535,4.646960113,295.9979248,"13","Latin America and the Caribbean"
-66.8177795,18.1791668,75,7258,17.2179997,23.81753731,1834.562622,327.2474976,393.4590149,5.645191193,"9","8",65,65535,4.646960113,295.9979248,"13","Latin America and the Caribbean"
-66.3628082,18.3189449,0.5,7259,18.04545403,24.14500237,1732.320313,350.4767456,378.4478149,5.806616306,"2","8",65,65535,4.137430391,253.6418457,"13","Latin America and the Caribbean"
-66.3628082,18.3189449,1,7260,18.04545403,24.14500237,1732.320313,350.4767456,378.4478149,5.806616306,"2","8",65,65535,4.137430391,253.6418457,"13","Latin America and the Caribbean"
-65.8944473,18.1977787,21,7261,9.210344553,24.91773224,1900.178955,387.676178,354.5349731,5.833994389,"12","11",65,65535,3.630662473,149.4659882,"13","Latin America and the Caribbean"
-65.8944473,18.1977787,147,7262,9.210344553,24.91773224,1900.178955,387.676178,354.5349731,5.833994389,"12","11",65,65535,3.630662473,149.4659882,"13","Latin America and the Caribbean"
-65.8205566,18.2116661,7,7263,9.210344553,24.91773224,1900.178955,387.676178,354.5349731,5.833994389,"12","11",65,65535,3.630662473,149.4659882,"13","Latin America and the Caribbean"
-65.7991638,18.1872215,1,7264,9.210344553,24.91773224,1900.178955,387.676178,354.5349731,5.833994389,"12","11",65,65535,3.630662473,149.4659882,"13","Latin America and the Caribbean"
-58.0515823,-33.7905273,86,7284,25.49787283,17.44279861,1032.713135,395.068512,251.0994415,6.277318001,"1","9",65,65535,0.37296592,28.30919647,"6","Latin America and the Caribbean"
-58.0515823,-33.7905273,87,7285,25.49787283,17.44279861,1032.713135,395.068512,251.0994415,6.277318001,"1","9",65,65535,0.37296592,28.30919647,"6","Latin America and the Caribbean"
-58.0453339,-32.3832512,24,7286,20.40400028,18.16778755,1164.683838,317.515686,265.4372559,6.269905567,"3","6",65,65535,0.391248696,30.91864204,"6","Latin America and the Caribbean"
-58.0453339,-32.3832512,31,7287,20.40400028,18.16778755,1164.683838,317.515686,265.4372559,6.269905567,"3","6",65,65535,0.391248696,30.91864204,"6","Latin America and the Caribbean"
-58.0447235,-32.3844719,45,7288,20.40400028,18.16778755,1164.683838,317.515686,265.4372559,6.269905567,"3","6",65,65535,0.391248696,30.91864204,"6","Latin America and the Caribbean"
-57.8090286,-34.3423615,82,7289,25.20978212,17.11232185,1122.429077,388.0230103,255.9122467,6.341917038,"8","6",65,65535,0.681462154,61.38302231,"6","Latin America and the Caribbean"
-57.6523895,-33.192585,18,7290,27.14900017,17.61839104,1175.033569,369.4665833,264.9486694,6.274997234,"1","9",65,65535,0.509629945,63.70836639,"6","Latin America and the Caribbean"
-57.6523895,-33.192585,19,7291,27.14900017,17.61839104,1175.033569,369.4665833,264.9486694,6.274997234,"1","9",65,65535,0.509629945,63.70836639,"6","Latin America and the Caribbean"
-57.634861,-31.4008331,42,7292,28.28400135,18.91330338,1357.150024,403.1576843,272.8327637,6.175320148,"2","12",65,65535,0.49894888,57.23046112,"6","Latin America and the Caribbean"
-57.634861,-31.4008331,43,7293,28.28400135,18.91330338,1357.150024,403.1576843,272.8327637,6.175320148,"2","12",65,65535,0.49894888,57.23046112,"6","Latin America and the Caribbean"
-57.6211128,-31.8453617,19,7294,16.47800088,18.47942162,1299.054199,375.4464722,278.5956116,6.153376579,"3","9",65,5924,0.631216055,63.22999954,"6","Latin America and the Caribbean"
-57.6211128,-31.8453617,22,7295,16.47800088,18.47942162,1299.054199,375.4464722,278.5956116,6.153376579,"3","9",65,5924,0.631216055,63.22999954,"6","Latin America and the Caribbean"
-57.5863876,-30.4669991,39,7296,16.0010004,19.87651253,1423.107178,417.8815918,243.7001648,6.067028046,"3","10",65,65535,0.298844612,61.41589737,"6","Latin America and the Caribbean"
-57.5863876,-30.4669991,47,7297,16.0010004,19.87651253,1423.107178,417.8815918,243.7001648,6.067028046,"3","10",65,65535,0.298844612,61.41589737,"6","Latin America and the Caribbean"
-57.1443329,-31.2570839,10,7298,37.78800249,18.79642868,1375.91748,376.3323364,305.8470764,6.065842628,"2","12",65,6222,0.546229381,107.0908203,"6","Latin America and the Caribbean"
-57.1443329,-31.2570839,20,7299,37.78800249,18.79642868,1375.91748,376.3323364,305.8470764,6.065842628,"2","12",65,6222,0.546229381,107.0908203,"6","Latin America and the Caribbean"
-56.8618317,-33.6644173,17,7300,33.89199972,16.96743393,1258.974976,386.6116943,278.1500854,6.263848305,"8","6",65,7038,0.707321668,115.3325729,"6","Latin America and the Caribbean"
-56.8618317,-33.6644173,18,7301,33.89199972,16.96743393,1258.974976,386.6116943,278.1500854,6.263848305,"8","6",65,7038,0.707321668,115.3325729,"6","Latin America and the Caribbean"
-55.8230286,-31.71175,1,7302,12.40200043,18.16627312,1308.755249,431.259552,264.0793152,5.557008743,"1","10",65,6920,0.803429222,146.071106,"6","Latin America and the Caribbean"
-55.6531944,-31.2015839,17,7303,11.25100017,18.20469856,1422.511108,451.3511047,274.5208435,5.361385345,"5","12",65,6788,1.413037773,201.0906372,"6","Latin America and the Caribbean"
-55.6531944,-31.2015839,22,7304,11.25100017,18.20469856,1422.511108,451.3511047,274.5208435,5.361385345,"5","12",65,6788,1.413037773,201.0906372,"6","Latin America and the Caribbean"
-55.5761108,-33.0455284,38,7305,36.36700153,16.98034096,1238.831665,405.9707642,275.7941589,6.155451775,"3","6",65,7299,0.492824053,133.082016,"6","Latin America and the Caribbean"
-55.5761108,-33.0455284,45,7306,36.36700153,16.98034096,1238.831665,405.9707642,275.7941589,6.155451775,"3","6",65,7299,0.492824053,133.082016,"6","Latin America and the Caribbean"
-54.6718063,-32.3279457,17,7307,14.90100026,17.7347641,1296.41333,367.60495,273.8959656,6.273304939,"3","9",65,7498,0.541341204,132.7824097,"6","Latin America and the Caribbean"
-54.6718063,-32.3279457,20,7308,14.90100026,17.7347641,1296.41333,367.60495,273.8959656,6.273304939,"3","9",65,7498,0.541341204,132.7824097,"6","Latin America and the Caribbean"
-54.668026,-32.8090553,66,7309,33.42000008,16.76136017,1289.998657,466.7302551,251.3032684,5.513443947,"8","9",65,7622,1.295134996,188.8468781,"6","Latin America and the Caribbean"
-54.4931946,-33.2566681,42,7310,24.66400146,16.99357033,1314.568359,406.813324,246.0429077,5.954896927,"9","9",65,65535,0.550158697,59.65642929,"6","Latin America and the Caribbean"
-54.4931946,-33.2566681,48,7311,24.66400146,16.99357033,1314.568359,406.813324,246.0429077,5.954896927,"9","9",65,65535,0.550158697,59.65642929,"6","Latin America and the Caribbean"
-53.932415,-33.2378616,80,7312,18.51800084,17.16002846,1257.051392,385.7122498,246.8478394,6.459320545,"1","10",65,65535,0.052003141,13.35937023,"6","Latin America and the Caribbean"
-53.932415,-33.2378616,99,7313,18.51800084,17.16002846,1257.051392,385.7122498,246.8478394,6.459320545,"1","10",65,65535,0.052003141,13.35937023,"6","Latin America and the Caribbean"
-8.8500004,32.3499985,11,7350,7.63899982,18.40216255,329.9322205,416.1706848,287.1423035,7.92256403,"6","11",65,65535,1.248050228,253.2241974,"7","Africa"
-8.8500004,32.3499985,74,7351,7.63899982,18.40216255,329.9322205,416.1706848,287.1423035,7.92256403,"6","11",65,65535,1.248050228,253.2241974,"7","Africa"
-7.983333,12.666667,3,7352,9.973999858,27.45525551,834.8452759,477.1861877,228.8074646,6.029399395,"1","12",65,65535,1.001960715,369.9414368,"12","Africa"
-7.983333,12.666667,4,7353,9.973999858,27.45525551,834.8452759,477.1861877,228.8074646,6.029399395,"1","12",65,65535,1.001960715,369.9414368,"12","Africa"
-7.983333,12.666667,5,7354,9.973999858,27.45525551,834.8452759,477.1861877,228.8074646,6.029399395,"1","12",65,65535,1.001960715,369.9414368,"12","Africa"
-7.983333,12.666667,6,7355,9.973999858,27.45525551,834.8452759,477.1861877,228.8074646,6.029399395,"1","12",65,65535,1.001960715,369.9414368,"12","Africa"
-7.983333,12.666667,7,7356,9.973999858,27.45525551,834.8452759,477.1861877,228.8074646,6.029399395,"1","12",65,65535,1.001960715,369.9414368,"12","Africa"
-7.983333,12.666667,8,7357,9.973999858,27.45525551,834.8452759,477.1861877,228.8074646,6.029399395,"1","12",65,65535,1.001960715,369.9414368,"12","Africa"
-7.983333,12.666667,9,7358,9.973999858,27.45525551,834.8452759,477.1861877,228.8074646,6.029399395,"1","12",65,65535,1.001960715,369.9414368,"12","Africa"
-7.983333,12.666667,18,7359,9.973999858,27.45525551,834.8452759,477.1861877,228.8074646,6.029399395,"1","12",65,65535,1.001960715,369.9414368,"12","Africa"
-7.983333,12.666667,70,7360,9.973999858,27.45525551,834.8452759,477.1861877,228.8074646,6.029399395,"1","12",65,65535,1.001960715,369.9414368,"12","Africa"
-7.5594444,5.5475001,4.3,7361,7.048000097,25.64489746,2074.518799,593.3845825,201.794632,4.916899681,"8","8",65,7290,0.78920176,199.3810425,"13","Africa"
-7.5594444,5.5475001,4.5,7362,7.048000097,25.64489746,2074.518799,593.3845825,201.794632,4.916899681,"8","8",65,7290,0.78920176,199.3810425,"13","Africa"
-7.480278,5.4444442,5.1,7363,8.889999986,25.73220444,1947.340332,613.6746216,201.6519012,5.017329216,"8","8",65,7043,1.082961339,132.1980286,"13","Africa"
-7.480278,5.4444442,81.4,7364,8.889999986,25.73220444,1947.340332,613.6746216,201.6519012,5.017329216,"8","8",65,7043,1.082961339,132.1980286,"13","Africa"
-7.3833332,33.1500015,16,7365,7.940999866,17.24575043,408.3794556,362.2201538,321.6439819,7.510129929,"4","10",65,65535,1.741107131,373.5865479,"7","Africa"
-7.3833332,33.1500015,55,7366,7.940999866,17.24575043,408.3794556,362.2201538,321.6439819,7.510129929,"4","10",65,65535,1.741107131,373.5865479,"7","Africa"
-6.7666667,23.9666667,19,7367,3.623000085,27.8508625,12.35666656,818.0304565,113.9527359,7.954755306,"3","12",65,65535,0.407549932,311.0601501,"10","Africa"
-5.45,14.9,11,7368,8.925999999,28.52537918,372.550293,698.8143311,143.4546356,6.240072727,"1","10",65,675,0.0085071,271.4445801,"12","Africa"
-2.5307221,5.0713611,4.6,7372,6.161855459,26.62705994,1862.441528,613.8972778,209.2009735,5.047273159,"8","5",65,65535,1.021648985,59.57323074,"13","Africa"
-2.5307221,5.0713611,7.5,7373,6.161855459,26.62705994,1862.441528,613.8972778,209.2009735,5.047273159,"8","5",65,65535,1.021648985,59.57323074,"13","Africa"
-1.65,6.6727777,0.4,7375,10.31999946,25.69590759,1335.501099,589.8740845,197.5510101,5.459433079,"8","8",65,65535,1.277011467,268.3270569,"13","Africa"
-1.65,6.6727777,2.7,7376,10.31999946,25.69590759,1335.501099,589.8740845,197.5510101,5.459433079,"8","8",65,65535,1.277011467,268.3270569,"13","Africa"
-1.65,6.6727777,15.8,7377,10.31999946,25.69590759,1335.501099,589.8740845,197.5510101,5.459433079,"8","8",65,65535,1.277011467,268.3270569,"13","Africa"
-1.4836389,7.3198609,3.6,7379,10.64599991,26.01048279,1223.230591,646.4248047,144.9663086,5.855854511,"8","11",65,65535,1.461152341,210.1078186,"13","Africa"
-1.4836389,7.3198609,10.1,7380,10.64599991,26.01048279,1223.230591,646.4248047,144.9663086,5.855854511,"8","11",65,65535,1.461152341,210.1078186,"13","Africa"
-1.46325,7.3324165,0.7,7381,10.64599991,26.01048279,1223.230591,646.4248047,144.9663086,5.855854511,"8","11",65,65535,1.461152341,210.1078186,"13","Africa"
-1.46325,7.3324165,2.7,7382,10.64599991,26.01048279,1223.230591,646.4248047,144.9663086,5.855854511,"8","11",65,65535,1.461152341,210.1078186,"13","Africa"
-1.4560556,7.3256388,1.5,7383,10.64599991,26.01048279,1223.230591,646.4248047,144.9663086,5.855854511,"8","11",65,65535,1.461152341,210.1078186,"13","Africa"
-1.4560556,7.3256388,2.9,7384,10.64599991,26.01048279,1223.230591,646.4248047,144.9663086,5.855854511,"8","11",65,65535,1.461152341,210.1078186,"13","Africa"
-1.3176944,7.4453335,1.1,7385,10.64599991,26.01048279,1223.230591,646.4248047,144.9663086,5.855854511,"8","11",65,65535,1.461152341,210.1078186,"13","Africa"
-1.31575,7.444972,3.1,7386,10.64599991,26.01048279,1223.230591,646.4248047,144.9663086,5.855854511,"8","11",65,65535,1.461152341,210.1078186,"13","Africa"
-1.31575,7.444972,3.2,7387,10.64599991,26.01048279,1223.230591,646.4248047,144.9663086,5.855854511,"8","11",65,65535,1.461152341,210.1078186,"13","Africa"
-1.3101944,7.327889,2,7388,10.64599991,26.01048279,1223.230591,646.4248047,144.9663086,5.855854511,"8","11",65,65535,1.461152341,210.1078186,"13","Africa"
-1.3101944,7.327889,3.2,7389,10.64599991,26.01048279,1223.230591,646.4248047,144.9663086,5.855854511,"8","11",65,65535,1.461152341,210.1078186,"13","Africa"
-0.9208333,6.1580558,0.6,7391,11.0800004,25.44150543,1534.517822,576.7716675,229.0886993,5.307106972,"8","8",65,65535,2.340839987,232.034256,"13","Africa"
-0.9208333,6.1580558,2.4,7392,11.0800004,25.44150543,1534.517822,576.7716675,229.0886993,5.307106972,"8","8",65,65535,2.340839987,232.034256,"13","Africa"
2.083333,13.533333,2,7396,3.49999994,29.30521393,424.9286194,777.8607788,114.6750031,5.669697762,"1","10",65,150,0.695930259,245.7254639,"12","Africa"
2.083333,13.533333,3,7397,3.49999994,29.30521393,424.9286194,777.8607788,114.6750031,5.669697762,"1","10",65,150,0.695930259,245.7254639,"12","Africa"
2.083333,13.533333,4,7398,3.49999994,29.30521393,424.9286194,777.8607788,114.6750031,5.669697762,"1","10",65,150,0.695930259,245.7254639,"12","Africa"
2.083333,13.533333,5,7399,3.49999994,29.30521393,424.9286194,777.8607788,114.6750031,5.669697762,"1","10",65,150,0.695930259,245.7254639,"12","Africa"
2.083333,13.533333,6,7400,3.49999994,29.30521393,424.9286194,777.8607788,114.6750031,5.669697762,"1","10",65,150,0.695930259,245.7254639,"12","Africa"
2.083333,13.533333,8,7401,3.49999994,29.30521393,424.9286194,777.8607788,114.6750031,5.669697762,"1","10",65,150,0.695930259,245.7254639,"12","Africa"
2.083333,13.533333,9,7402,3.49999994,29.30521393,424.9286194,777.8607788,114.6750031,5.669697762,"1","10",65,150,0.695930259,245.7254639,"12","Africa"
2.083333,13.533333,12,7403,3.49999994,29.30521393,424.9286194,777.8607788,114.6750031,5.669697762,"1","10",65,150,0.695930259,245.7254639,"12","Africa"
2.083333,13.533333,15,7404,3.49999994,29.30521393,424.9286194,777.8607788,114.6750031,5.669697762,"1","10",65,150,0.695930259,245.7254639,"12","Africa"
2.083333,13.533333,16,7405,3.49999994,29.30521393,424.9286194,777.8607788,114.6750031,5.669697762,"1","10",65,150,0.695930259,245.7254639,"12","Africa"
2.083333,13.533333,19,7406,3.49999994,29.30521393,424.9286194,777.8607788,114.6750031,5.669697762,"1","10",65,150,0.695930259,245.7254639,"12","Africa"
3.88333,7.48333,2,7411,11.54900074,26.42388344,1327.528564,674.9019775,160.8998108,5.898198605,"8","10",65,65535,0.993583656,136.6547699,"12","Africa"
3.88333,7.48333,7.5,7412,11.54900074,26.42388344,1327.528564,674.9019775,160.8998108,5.898198605,"8","10",65,65535,0.993583656,136.6547699,"12","Africa"
3.9027779,7.5025001,2,7413,8.378999829,26.33504868,1204.589722,719.0233765,125.2093048,6.127367496,"8","10",65,65535,0.993556408,235.8227386,"12","Africa"
3.9027779,7.5025001,6,7414,8.378999829,26.33504868,1204.589722,719.0233765,125.2093048,6.127367496,"8","10",65,65535,0.993556408,235.8227386,"12","Africa"
3.9041667,7.5027776,1,7415,8.378999829,26.33504868,1204.589722,719.0233765,125.2093048,6.127367496,"8","10",65,65535,0.993556408,235.8227386,"12","Africa"
3.9041667,7.5027776,4,7416,8.378999829,26.33504868,1204.589722,719.0233765,125.2093048,6.127367496,"8","10",65,65535,0.993556408,235.8227386,"12","Africa"
