"p_avg","LONGITUDE","LATITUDE","CACO3","BEDROCK","BIOME","CLAY","DENSITY","DEPTH","ELEVATION","MANPP","MAPRECIP","MATEMP","PH","SAND","SLOPE","SOC","SOIL.USDA","SOIL.WRB"
6.53,148.297701,-35.240674,0,3,5,130,120,2442,400,6468,928,14,58,427,4,427,19,19
5.9175,148.298573,-35.238825,0,3,5,130,120,2442,400,6468,928,14,58,427,4,427,19,19
12.41,148.298909,-34.97095,180,9,5,127,113,2554,302,5801,746,15,58,348,4,348,19,19
52.639,148.29946,-35.479014,0,7,5,139,112,2427,546,13875,1116,13,56,656,10,656,18,7
7.4855,148.299721,-32.263333,90,1,9,199,120,5121,248,4133,584,17,59,228,0,228,19,19
3.9085,148.301097,-33.531649,0,1,5,226,114,5979,266,4339,590,17,66,233,0,233,19,19
3.59,148.303802,-32.366664,90,1,9,190,118,4394,279,3738,599,17,59,230,1,230,19,19
5.06,148.304842,-35.109958,0,7,5,122,117,2456,434,6371,912,14,58,499,6,499,19,19
3.4275,148.305683,-32.397674,90,1,9,190,118,3682,279,3738,599,17,59,230,1,230,19,19
4.57,148.310868,-33.494029,0,1,5,226,114,5979,266,4339,590,17,66,233,0,233,19,19
6.53,148.31335,-34.054835,180,9,5,164,114,4025,363,4359,630,16,59,268,0,268,19,19
5.8195,148.314501,-33.413813,0,1,5,192,122,5085,272,3999,589,17,64,230,0,230,19,30
5.1825,148.316436,-35.225504,0,3,5,130,120,2442,400,6468,928,14,58,427,4,427,19,19
2.6925,148.31769,-33.560604,0,1,5,226,114,5096,266,4339,590,17,66,233,0,233,19,19
5.436,148.321332,-35.121411,0,7,5,122,117,2456,434,6371,912,14,58,499,6,499,19,19
5.06,148.3223,-34.294179,180,9,5,144,113,2718,491,5653,708,15,58,315,2,315,19,19
7.02,148.32581,-35.125528,0,9,5,137,110,2456,658,11274,1055,13,56,547,4,547,19,19
8.098,148.331766,-35.211496,0,9,5,150,109,2520,681,9804,1093,13,56,449,5,449,19,19
4.57,148.337555,-34.296899,180,9,5,147,117,2606,498,5680,705,15,58,295,2,295,19,19
3.9575,148.337636,-32.678041,0,5,5,153,110,3250,488,4739,677,16,56,529,2,529,19,18
3.59,148.344043,-33.167342,0,1,5,175,117,3022,461,4727,653,16,58,307,3,307,19,19
6.285,148.348343,-32.395872,90,9,5,154,119,3377,379,4169,644,17,59,322,3,322,19,19
5.55,148.349686,-32.85551,0,5,5,137,114,3202,518,5244,664,15,58,370,3,370,19,19
19.025,148.350031,-34.971619,180,9,5,161,110,2348,446,5992,852,15,58,542,4,542,19,19
7.51,148.350321,-32.385928,90,9,5,154,119,3377,379,4169,644,17,59,322,3,322,19,19
7.51,148.350322,-32.385928,90,9,5,154,119,3377,379,4169,644,17,59,322,3,322,19,19
4.57,148.353226,-34.291677,180,9,5,147,117,2668,498,5680,705,15,58,295,2,295,19,19
2.9375,148.355473,-34.075173,180,9,5,139,112,3223,416,4299,667,15,58,292,1,292,19,19
3.06,148.357838,-33.031751,0,10,5,144,116,3018,505,4433,660,15,59,314,3,314,19,19
4.57,148.357905,-35.298717,0,9,5,149,115,2425,618,9528,1098,13,57,518,7,518,19,19
4.57,148.357906,-35.298717,0,9,5,149,115,2425,618,9528,1098,13,57,518,7,518,19,19
3.9575,148.361266,-34.141867,180,9,5,124,111,2925,447,5303,675,15,59,304,2,304,19,19
4.08,148.369473,-33.084747,0,9,5,109,116,2929,451,5241,646,16,59,348,2,348,19,19
7.02,148.370994,-32.996206,0,10,5,144,116,3018,505,4433,660,15,59,314,3,314,19,19
6.285,148.371635,-35.191982,0,9,5,150,109,2238,681,9804,1093,13,56,449,5,449,19,19
8.98,148.372136,-35.183844,0,9,5,137,110,2238,658,11274,1055,13,56,547,4,547,19,19
4.08,148.375569,-34.028498,180,9,5,139,112,3935,416,4299,667,15,58,292,1,292,19,19
4.08,148.383069,-34.276275,180,9,5,136,107,2668,462,5478,682,15,58,328,2,328,19,19
4.815,148.389185,-33.960052,0,9,5,160,112,3371,420,4458,662,15,58,290,2,290,19,19
4.08,148.39128,-32.904291,0,5,5,137,114,3054,518,5244,664,15,58,370,3,370,19,19
6.53,148.392907,-32.038632,90,1,8,285,122,5152,253,3521,582,18,64,202,0,202,27,19
4.08,148.396635,-33.779787,0,5,5,163,114,2971,527,5381,702,15,57,467,5,467,30,30
7.51,148.398626,-35.192899,0,9,5,150,109,2238,681,9804,1093,13,56,449,5,449,19,19
5.06,148.403,-32.774,0,5,5,154,114,3191,491,5255,663,16,56,511,2,511,19,19
5.158,148.404586,-35.300348,0,9,5,149,115,2425,618,9528,1098,13,57,518,7,518,7,19
4.08,148.410724,-33.749866,0,1,5,202,110,2971,423,5057,664,16,60,366,5,366,19,30
7.804,148.412254,-33.333915,0,1,5,137,115,2742,376,5038,629,16,60,289,3,289,19,19
5.06,148.423639,-34.105026,180,5,5,148,109,2936,429,5123,676,15,58,479,2,479,19,19
4.44,148.42435,-35.27901,0,9,5,175,115,2378,817,11696,1178,11,56,470,5,470,7,7
4.864,148.424658,-35.164664,0,9,5,168,113,2202,716,6742,1102,12,56,499,3,499,7,7
15.007,148.430358,-35.431535,0,4,5,142,113,2111,816,11751,1176,11,55,563,8,563,7,7
23.958,148.432054,-35.43156,0,4,5,142,113,2111,816,11751,1176,11,55,563,8,563,7,7
7.216,148.433062,-35.425615,0,4,5,142,113,2111,816,11751,1176,11,55,563,8,563,7,7
3.835,148.434773,-34.065218,180,5,5,148,109,2936,429,5123,676,15,58,479,2,479,19,19
4.1625,148.43604,-33.231549,0,10,5,152,116,2707,518,4861,684,15,57,363,3,363,19,19
4.08,148.438742,-32.578337,0,7,5,105,119,2908,410,5149,676,16,60,333,2,333,30,30
4.08,148.438743,-32.578337,0,7,5,105,119,2908,410,5149,676,16,60,333,2,333,30,30
27.7225,148.440077,-34.975093,180,7,5,156,115,2599,546,8077,932,14,58,375,5,375,19,19
7.265,148.440274,-34.454935,180,1,5,141,112,2707,508,5493,709,14,58,297,2,297,19,19
9.764,148.443206,-32.444431,90,9,5,108,118,3081,398,4487,669,17,60,347,1,347,19,19
6.824,148.446545,-35.137626,0,9,5,168,113,2202,716,6742,1102,12,56,499,3,499,7,7
5.55,148.448493,-33.909049,0,7,5,137,113,2853,511,4401,703,15,55,464,3,464,19,19
11.43,148.448715,-32.18955,90,1,8,199,119,5313,259,4943,605,17,61,254,1,254,16,16
16.33,148.45443,-35.010536,0,9,5,138,115,2599,692,10980,1041,13,57,401,4,401,19,19
11.234,148.455028,-35.290186,0,9,5,175,115,2378,817,11696,1178,11,56,470,5,470,7,7
4.57,148.457005,-32.143902,90,1,8,199,119,5313,259,4943,605,17,61,254,1,254,16,16
5.55,148.46034,-35.014433,0,9,5,138,115,2599,692,10980,1041,13,57,401,4,401,19,19
9.96,148.460378,-34.224078,180,1,5,124,114,2797,396,5121,661,15,58,360,1,360,19,19
5.9175,148.46465,-35.018276,0,9,5,138,115,2599,692,10980,1041,13,57,401,4,401,19,19
4.57,148.467055,-34.108122,180,5,5,148,109,2936,429,5123,676,15,58,479,2,479,19,19
3.835,148.467376,-32.459035,90,9,5,108,118,3081,398,4487,669,17,60,347,1,347,19,19
5.746,148.473164,-35.256345,0,9,5,166,109,2378,796,11475,1166,12,56,676,4,676,7,7
15.84,148.474608,-35.245058,0,9,5,166,109,2378,796,11475,1166,12,56,676,4,676,7,7
7.265,148.475354,-32.458941,90,9,5,108,118,3081,398,4487,669,17,60,347,1,347,19,19
7.51,148.478532,-32.154025,90,1,8,199,119,5313,259,4943,605,17,61,254,1,254,16,16
5.305,148.479121,-34.939315,180,7,5,156,115,2528,546,8077,932,14,58,375,5,375,19,19
5.4275,148.479184,-32.879552,0,1,5,145,117,2777,488,5322,664,16,56,448,1,448,19,19
5.795,148.482641,-31.998195,0,3,8,250,120,5063,274,3860,597,18,62,212,0,212,7,7
8.1225,148.483693,-32.024072,90,3,8,250,120,5063,274,3860,597,18,62,212,0,212,19,7
3.933,148.484649,-33.63546,0,1,5,227,111,4016,275,5414,623,16,63,273,0,273,19,19
8.98,148.484759,-35.018176,0,9,5,138,115,2599,692,10980,1041,13,57,401,4,401,19,19
5.06,148.489584,-34.10942,180,5,5,148,109,2936,429,5123,676,15,58,479,2,479,19,19
7.51,148.490641,-35.009538,0,9,5,138,115,2599,692,10980,1041,13,57,401,4,401,19,19
4.325,148.491775,-32.07846,90,1,8,269,122,5819,263,3894,600,17,62,206,0,206,19,19
5.305,148.492447,-34.785599,180,7,5,130,112,2546,416,5593,733,15,58,280,3,280,19,19
6.53,148.493152,-32.515601,0,7,5,105,119,2827,410,5149,676,16,60,333,2,333,30,30
4.08,148.496753,-35.244425,0,9,5,166,109,2378,796,11475,1166,12,56,676,4,676,7,7
55.6125,148.499872,-35.238328,0,9,5,166,109,2378,796,11475,1166,12,56,676,4,676,7,7
4.521,148.500756,-32.031538,0,3,8,250,120,4337,274,3860,597,18,62,212,0,212,19,7
6.04,148.502537,-35.242812,180,9,5,166,109,2364,796,11475,1166,12,56,676,4,676,7,7
7.51,148.558546,-36.498905,0,9,5,176,98,2388,1116,7294,911,10,58,749,6,749,7,7
5.55,148.559988,-36.498435,0,9,5,176,98,2388,1116,7294,911,10,58,749,6,749,7,7
34.665,148.590084,-36.526072,0,9,5,176,98,2481,1116,7294,911,10,58,749,6,749,7,7
6.53,148.613037,-36.442698,0,9,5,123,107,2420,979,6615,716,10,59,534,3,534,7,19
12.41,148.633676,-36.408028,0,9,5,123,107,2420,979,6615,716,10,59,534,3,534,7,19
5.55,148.638343,-36.412562,0,9,5,123,107,2420,979,6615,716,10,59,534,3,534,7,19
8.49,148.643722,-36.392611,0,9,5,123,107,2420,979,6615,716,10,59,534,3,534,19,19
11.822,148.649403,-36.397626,0,9,5,123,107,2420,979,6615,716,10,59,534,3,534,19,19
6.53,148.651985,-36.414267,0,9,5,123,107,2420,979,6615,716,10,59,534,3,534,7,19
10.2295,148.658788,-36.419491,0,9,5,123,107,2420,979,6615,716,10,59,534,3,534,7,19
14.811,148.659619,-36.411366,0,9,5,123,107,2420,979,6615,716,10,59,534,3,534,7,19
19.27,148.661722,-36.530864,0,9,5,123,114,2481,1023,9271,748,10,62,474,4,474,19,7
5.06,148.663005,-36.261321,0,9,5,140,98,2182,1161,11144,849,9,57,808,6,808,7,7
16.33,148.665846,-36.400102,0,9,5,123,107,2420,979,6615,716,10,59,534,3,534,19,19
8.6125,148.675627,-36.398613,0,9,5,123,107,2240,979,6615,716,10,59,534,3,534,19,19
10.94,148.684104,-36.403902,0,9,5,123,107,2240,979,6615,716,10,59,534,3,534,7,19
4.57,148.690459,-36.516939,0,5,5,99,108,2277,934,8088,651,11,63,409,6,409,19,21
5.06,148.694858,-36.318836,0,9,5,102,105,2118,1086,7105,691,10,61,478,3,478,19,19
8.245,148.699301,-36.400262,0,5,5,112,109,2240,1039,9376,689,10,61,498,2,498,19,19
7.118,148.726267,-36.394376,0,5,5,112,109,2240,1039,9376,689,10,61,498,2,498,19,19
31.765,148.732914,-36.291879,0,9,5,102,105,2077,1086,7105,691,10,61,478,3,478,7,19
15.105,148.738198,-36.299194,0,9,5,102,105,2118,1086,7105,691,10,61,478,3,478,7,19
5.55,149.008098,-35.041296,180,7,5,113,118,2356,581,6435,753,13,56,304,2,304,19,19
8.735,149.008281,-35.956303,180,5,5,80,102,2141,1191,8251,718,10,58,537,7,537,7,7
15.35,149.009387,-36.109075,0,5,5,92,111,2433,1015,9465,593,11,62,434,4,434,19,19
5.9665,149.01604,-36.377126,0,3,5,146,111,3021,947,8570,572,11,66,402,2,402,19,19
9.47,149.016165,-35.961128,180,5,5,80,102,2141,1191,8251,718,10,58,537,7,537,7,7
4.08,149.019436,-36.453621,0,1,5,117,106,2636,904,5061,570,11,66,323,3,323,19,19
3.59,149.021238,-35.461185,180,9,5,130,107,2343,836,7844,846,12,55,603,8,603,19,7
5.4275,149.021674,-36.046671,0,3,5,93,107,2433,1067,9374,623,10,60,456,5,456,7,7
5.9175,149.025005,-36.19805,0,10,5,86,104,2931,929,6459,558,11,64,294,2,294,19,19
9.323,149.029521,-35.984791,180,5,5,80,102,2273,1191,8251,718,10,58,537,7,537,7,7
3.4275,149.038241,-35.488755,180,9,5,130,107,2313,836,7844,846,12,55,603,8,603,19,7
2.872,149.042176,-35.461283,180,9,5,130,107,2343,836,7844,846,12,55,603,8,603,19,7
3.59,149.046796,-36.03092,0,3,5,93,107,2273,1067,9374,623,10,60,456,5,456,7,7
4.08,149.047964,-36.033154,0,3,5,93,107,2273,1067,9374,623,10,60,456,5,456,7,7
5.0355,149.048137,-36.156201,0,5,5,92,111,2931,1015,9465,593,11,62,434,4,434,19,19
5.06,149.049645,-36.05521,0,3,5,93,107,2433,1067,9374,623,10,60,456,5,456,7,7
4.276,149.051053,-36.15808,0,5,5,92,111,2931,1015,9465,593,11,62,434,4,434,19,19
7.706,149.051675,-36.111963,0,5,5,92,111,2433,1015,9465,593,11,62,434,4,434,19,19
4.325,149.051983,-35.500331,180,9,5,130,107,2313,836,7844,846,12,55,603,8,603,19,7
7.8945,149.056695,-36.112779,0,8,5,76,111,2433,849,6876,559,11,63,329,4,329,19,19
5.844,149.057112,-36.08618,0,8,5,76,111,2433,849,6876,559,11,63,329,4,329,7,19
8.49,149.057228,-36.218232,0,8,5,83,98,2848,856,8026,548,11,64,419,3,419,19,19
7.51,149.059464,-36.218644,0,8,5,83,98,2848,856,8026,548,11,64,419,3,419,19,19
3.89625,149.061282,-36.075742,0,9,5,81,110,2433,867,8019,576,11,63,241,3,241,7,7
4.57,149.062338,-36.201018,0,8,5,83,98,2931,856,8026,548,11,64,419,3,419,19,19
8.735,149.063664,-36.124377,0,8,5,76,111,2433,849,6876,559,11,63,329,4,329,19,19
3.8845,149.063913,-35.899921,180,9,11,86,91,2141,928,7218,666,11,54,810,6,810,7,7
4.472,149.064408,-36.216306,0,8,5,83,98,2848,856,8026,548,11,64,419,3,419,19,19
4.766,149.065058,-35.580339,180,7,5,94,118,2197,780,5992,753,12,56,445,5,445,7,7
5.55,149.065276,-36.024654,0,9,5,81,110,2273,867,8019,576,11,63,241,3,241,7,7
6.53,149.065602,-36.155892,0,8,5,76,111,2931,849,6876,559,11,63,329,4,329,19,19
4.57,149.065891,-35.548323,180,7,5,94,118,2197,780,5992,753,12,56,445,5,445,7,7
22.7,149.066681,-35.899874,180,9,11,86,91,2141,928,7218,666,11,54,810,6,810,7,7
13.88,149.066882,-35.500978,180,7,5,112,116,2313,737,6190,777,12,56,356,5,356,7,7
10.04166667,149.069495,-36.017108,0,9,5,81,110,2273,867,8019,576,11,63,241,3,241,7,7
10.04085,149.069495,-36.017108,0,9,5,81,110,2273,867,8019,576,11,63,241,3,241,7,7
3.656,149.069547,-36.073346,0,9,5,81,110,2433,867,8019,576,11,63,241,3,241,7,7
7.02,149.070708,-36.496521,0,3,5,127,104,2845,976,11828,621,11,65,367,3,367,19,19
8,149.07127,-36.033204,0,9,5,81,110,2273,867,8019,576,11,63,241,3,241,7,7
26.13,149.071313,-35.501804,180,7,5,112,116,2313,737,6190,777,12,56,356,5,356,7,7
4.472,149.071897,-35.093413,180,5,5,127,114,2353,652,5922,734,13,56,376,2,376,19,19
7.6325,149.074378,-36.109319,0,8,5,76,111,2433,849,6876,559,11,63,329,4,329,19,19
6.285,149.076135,-36.070528,0,9,5,81,110,2433,867,8019,576,11,63,241,3,241,7,7
2.6925,149.076171,-36.177343,0,8,5,83,98,2931,856,8026,548,11,64,419,3,419,19,19
3.59,149.076171,-36.177343,0,8,5,83,98,2931,856,8026,548,11,64,419,3,419,19,19
4.57,149.07727,-36.176873,0,8,5,83,98,2931,856,8026,548,11,64,419,3,419,19,19
5.06,149.077346,-35.564803,180,7,5,94,118,2197,780,5992,753,12,56,445,5,445,7,7
4.325,149.078026,-36.01578,0,9,5,81,110,2273,867,8019,576,11,63,241,3,241,7,7
6.971,149.07977,-36.061,0,9,5,81,110,2433,867,8019,576,11,63,241,3,241,7,7
12.116,149.080464,-35.106789,180,7,5,134,116,2353,654,6481,730,13,57,242,2,242,19,19
4.1625,149.080862,-36.102446,0,8,5,76,111,2433,849,6876,559,11,63,329,4,329,19,19
3.06,149.081997,-36.166425,0,8,5,76,111,2931,849,6876,559,11,63,329,4,329,19,19
3.933,149.088476,-36.242929,0,8,5,83,98,2962,856,8026,548,11,64,419,3,419,19,19
4.864,149.090436,-35.110674,180,7,5,134,116,2382,654,6481,730,13,57,242,2,242,19,19
5.942,149.092651,-36.107198,0,8,5,76,111,2917,849,6876,559,11,63,329,4,329,19,19
4.472,149.093824,-35.731286,180,9,5,79,100,2483,923,7344,700,11,54,697,8,697,7,7
4.423,149.101416,-36.019158,0,9,5,81,110,2475,867,8019,576,11,63,241,3,241,30,7
5.134,149.104929,-36.275541,0,10,5,133,104,2962,931,7922,564,11,65,333,2,333,19,19
5.55,149.105366,-36.1881,0,8,5,83,98,3116,856,8026,548,11,64,419,3,419,19,19
4.3005,149.114905,-36.10861,0,8,5,76,111,2917,849,6876,559,11,63,329,4,329,19,19
16.33,149.116052,-36.109942,0,8,5,76,111,2917,849,6876,559,11,63,329,4,329,19,19
6.53,149.118256,-36.191928,0,8,5,83,98,3116,856,8026,548,11,64,419,3,419,19,19
5.55,149.119113,-36.182449,0,8,5,83,98,3116,856,8026,548,11,64,419,3,419,19,19
5.06,149.121929,-36.307239,0,10,5,133,104,2762,931,7922,564,11,65,333,2,333,19,19
11.43,149.122535,-36.309031,0,10,5,133,104,2762,931,7922,564,11,65,333,2,333,19,19
24.268,149.124629,-35.953848,180,9,5,83,99,2378,936,8055,625,11,59,638,4,638,19,7
22.21,149.124695,-36.121507,0,8,5,76,111,2917,849,6876,559,11,63,329,4,329,19,19
3.648,149.125269,-36.307179,0,10,5,133,104,2762,931,7922,564,11,65,333,2,333,19,19
13.39,149.126118,-36.112468,0,8,5,76,111,2917,849,6876,559,11,63,329,4,329,19,19
13.39,149.126118,-36.112467,0,8,5,76,111,2917,849,6876,559,11,63,329,4,329,19,19
15.84,149.126199,-36.094889,0,8,5,76,111,2917,849,6876,559,11,63,329,4,329,30,19
16.82,149.127596,-36.104257,0,8,5,76,111,2917,849,6876,559,11,63,329,4,329,19,19
4.08,149.137342,-35.746296,180,9,5,79,100,2483,923,7344,700,11,54,697,8,697,19,7
11.3075,149.140376,-36.126185,0,8,5,76,111,2917,849,6876,559,11,63,329,4,329,19,19
6.04,149.141354,-35.503285,180,7,5,112,116,2221,737,6190,777,12,56,356,5,356,19,7
14.86,149.141866,-35.708806,180,9,5,93,113,2436,859,7158,723,11,55,435,8,435,19,7
7.02,149.143868,-36.33569,0,10,5,143,100,2762,901,7702,568,11,65,414,2,414,19,19
4.08,149.15553,-35.744169,180,9,5,109,117,2483,821,7095,665,12,58,335,3,335,19,19
2.872,149.15743,-35.196495,180,7,5,157,117,2379,645,7683,690,13,57,343,3,343,19,19
16.575,149.157648,-35.822554,180,3,5,97,115,2485,857,7601,637,11,59,320,5,320,19,19
3.982,149.158003,-35.197387,180,7,5,157,117,2379,645,7683,690,13,57,343,3,343,19,19
11.92,149.158742,-35.822084,180,3,5,97,115,2485,857,7601,637,11,59,320,5,320,19,19
4.57,149.159798,-36.105104,0,1,5,102,109,2917,772,8100,561,12,64,276,3,276,19,19
26.13,149.163502,-36.441244,0,10,5,149,110,2730,993,8398,635,11,63,368,2,368,19,19
9.1025,149.170752,-36.180171,0,1,5,97,109,3218,825,5381,559,12,64,273,2,273,19,19
5.55,149.173855,-35.970093,180,7,5,106,113,3095,806,6570,580,12,61,243,3,243,19,19
5.06,149.177167,-35.969582,180,7,5,106,113,3095,806,6570,580,12,61,243,3,243,19,19
5.55,149.177179,-35.970032,180,7,5,106,113,3095,806,6570,580,12,61,243,3,243,19,19
4.08,149.177744,-35.70726,180,7,5,99,117,2411,822,7364,703,12,57,338,4,338,19,19
4.325,149.179795,-35.782492,180,9,5,109,117,2283,821,7095,665,12,58,335,3,335,19,19
7.265,149.180185,-36.179549,0,1,5,97,109,3218,825,5381,559,12,64,273,2,273,19,19
3.59,149.182119,-35.318655,180,1,5,119,114,2268,605,63113,676,13,56,368,2,368,19,19
3.59,149.183671,-35.315021,180,1,5,119,114,2268,605,63113,676,13,56,368,2,368,19,19
6.53,149.18653,-36.367366,0,10,5,149,110,2919,993,8398,635,11,63,368,2,368,19,19
6.285,149.187871,-35.713837,180,7,5,99,117,2283,822,7364,703,12,57,338,4,338,19,19
3.59,149.188568,-35.960811,180,7,5,106,113,2457,806,6570,580,12,61,243,3,243,19,19
20.25,149.190228,-36.160888,0,1,5,102,109,3218,772,8100,561,12,64,276,3,276,19,19
5.2645,149.190428,-36.168095,0,1,5,102,109,3218,772,8100,561,12,64,276,3,276,19,19
6.089,149.190429,-36.168095,0,1,5,102,109,3218,772,8100,561,12,64,276,3,276,19,19
4.57,149.191338,-35.960761,180,7,5,106,113,2457,806,6570,580,12,61,243,3,243,19,19
4.57,149.191339,-35.960761,180,7,5,106,113,2457,806,6570,580,12,61,243,3,243,19,19
3.9575,149.191985,-35.621817,180,7,5,90,113,2217,844,7669,743,12,55,404,5,404,19,19
7.51,149.192456,-36.200958,0,1,5,97,109,3218,825,5381,559,12,64,273,2,273,19,19
5.55,149.194571,-35.615459,180,7,5,90,113,2217,844,7669,743,12,55,404,5,404,19,19
3.9575,149.196275,-36.158523,0,1,5,102,109,3218,772,8100,561,12,64,276,3,276,19,19
3.9575,149.196276,-36.158523,0,1,5,102,109,3218,772,8100,561,12,64,276,3,276,19,19
4.43525,149.197361,-35.857891,180,3,5,97,115,2484,857,7601,637,11,59,320,5,320,19,19
4.325,149.200656,-35.856929,180,3,5,97,115,2484,857,7601,637,11,59,320,5,320,19,19
4.962,149.202907,-35.85824,180,3,5,97,115,2484,857,7601,637,11,59,320,5,320,19,19
4.08,149.203841,-36.091232,0,1,5,102,109,3284,772,8100,561,12,64,276,3,276,19,19
4.325,149.205075,-36.175037,0,1,5,102,109,3218,772,8100,561,12,64,276,3,276,19,19
4.57,149.205855,-35.584154,180,7,5,90,113,2217,844,7669,743,12,55,404,5,404,19,19
3.795,149.206198,-36.175467,0,1,5,102,109,3218,772,8100,561,12,64,276,3,276,19,19
4.08,149.206528,-36.068198,0,3,5,106,109,3284,804,4757,570,12,63,225,3,225,19,30
3.59,149.206868,-35.941096,180,7,5,106,113,2457,806,6570,580,12,61,243,3,243,19,19
4.6925,149.207951,-35.940175,180,7,5,106,113,2457,806,6570,580,12,61,243,3,243,19,19
4.521,149.210389,-35.72875,180,9,5,109,117,2283,821,7095,665,12,58,335,3,335,19,19
4.4475,149.216283,-35.582159,180,7,5,90,113,2217,844,7669,743,12,55,404,5,404,19,19
2.6925,149.218434,-35.459974,180,7,5,89,114,1956,799,7828,756,12,55,347,4,347,19,19
3.59,149.222381,-35.322879,180,1,5,119,114,2268,605,63113,676,13,56,368,2,368,19,19
4.57,149.223218,-36.305397,0,10,5,143,100,2919,901,7702,568,11,65,414,2,414,19,19
3.9575,149.225254,-35.786166,180,9,5,109,117,2283,821,7095,665,12,58,335,3,335,19,19
4.57,149.226452,-35.550872,180,7,5,90,113,2217,844,7669,743,12,55,404,5,404,19,19
7.118,149.22719,-35.557619,180,7,5,90,113,2217,844,7669,743,12,55,404,5,404,19,19
11.675,149.22719,-35.557619,180,7,5,90,113,2217,844,7669,743,12,55,404,5,404,19,19
4.08,149.232318,-36.077184,0,3,5,106,109,3284,804,4757,570,12,63,225,3,225,19,30
3.8105,149.234037,-35.386668,180,7,5,112,114,1956,689,6412,721,13,56,361,2,361,19,19
5.55,149.235151,-36.137974,0,5,5,77,107,3218,828,7140,615,11,61,332,4,332,19,19
5.1825,149.235151,-36.137974,0,5,5,77,107,3218,828,7140,615,11,61,332,4,332,19,19
5.06,149.239014,-36.254176,0,7,5,99,102,2916,883,7941,622,11,63,284,3,284,19,19
14.37,149.239284,-36.150452,0,5,5,77,107,3218,828,7140,615,11,61,332,4,332,19,19
7.118,149.239391,-36.072095,0,5,5,76,106,3284,916,7255,646,11,59,443,4,443,19,19
5.305,149.239805,-35.792206,180,5,5,109,95,2283,1114,12181,778,10,55,743,6,743,19,19
4.619,149.249565,-35.331391,180,5,5,132,95,2268,742,5571,702,12,53,603,3,603,19,19
3.59,149.250309,-35.987612,180,5,5,68,108,3082,895,7049,651,11,56,455,5,455,19,19
6,149.25498,-35.741894,180,5,5,109,95,2593,1114,12181,778,10,55,743,6,743,19,19
5.485,149.260365,-35.736835,180,5,5,109,95,2593,1114,12181,778,10,55,743,6,743,19,19
5.06,149.262339,-35.01897,180,5,5,125,119,2504,629,5969,699,13,57,315,2,315,19,19
4.08,149.262366,-35.019961,180,5,5,125,119,2504,629,5969,699,13,57,315,2,315,19,19
4.08,149.262367,-35.019961,180,5,5,125,119,2504,629,5969,699,13,57,315,2,315,19,19
3.835,149.263024,-35.261727,180,5,5,127,115,2234,727,4528,700,13,56,381,3,381,19,19
4.4475,149.264913,-35.741257,180,5,5,109,95,2593,1114,12181,778,10,55,743,6,743,19,19
3.835,149.266375,-35.204421,180,5,5,127,115,2127,727,4528,700,13,56,381,3,381,19,19
3.795,149.266519,-35.739424,180,5,5,109,95,2593,1114,12181,778,10,55,743,6,743,19,19
4.08,149.267848,-35.020039,180,5,5,125,119,2504,629,5969,699,13,57,315,2,315,19,19
3.982,149.271731,-35.021769,180,5,5,125,119,2504,629,5969,699,13,57,315,2,315,19,19
4.08,149.274956,-36.20798,0,7,5,99,102,3182,883,7941,622,11,63,284,3,284,19,19
4.08,149.278975,-36.058729,0,5,5,76,106,3207,916,7255,646,11,59,443,4,443,19,19
5.55,149.279899,-36.186704,0,7,5,99,102,3182,883,7941,622,11,63,284,3,284,19,19
8.98,149.286663,-36.146267,0,5,5,77,107,3182,828,7140,615,11,61,332,4,332,19,19
3.656,149.299933,-36.301241,0,3,5,132,101,3055,900,8039,622,11,63,302,4,302,19,19
8.964,149.302821,-36.285863,0,3,5,132,101,2927,900,8039,622,11,63,302,4,302,19,19
11.76,149.30319,-28.60074,0,1,8,363,133,4382,186,2469,522,20,74,146,0,146,19,19
14.615,149.303721,-35.706717,180,9,5,79,92,2241,1099,14079,799,10,53,901,8,901,7,19
4.6925,149.313222,-35.72952,180,5,5,109,95,2593,1114,12181,778,10,55,743,6,743,7,19
4.57,149.31584,-36.009799,0,5,5,76,106,3082,916,7255,646,11,59,443,4,443,7,19
5.06,149.321665,-36.451791,0,10,5,129,108,2798,1042,9625,786,10,61,536,4,536,7,19
6.285,149.322996,-36.29043,0,3,5,132,101,2927,900,8039,622,11,63,302,4,302,19,19
4.815,149.324756,-35.191144,180,5,5,127,115,2127,727,4528,700,13,56,381,3,381,19,19
4.08,149.326431,-35.613435,180,5,5,88,102,2568,905,7378,778,11,53,589,5,589,7,19
6.04,149.332846,-35.757986,180,5,5,105,106,2593,1057,8462,795,10,55,526,4,526,7,7
3.59,149.333548,-36.457418,0,9,5,144,109,2599,1093,13742,918,10,57,582,3,582,7,7
10.45,149.335744,-36.007611,0,3,5,60,108,2482,1008,7845,733,10,55,473,3,473,7,7
4.007,149.338153,-36.406404,0,9,5,98,99,2599,1065,11135,850,10,57,631,4,631,7,7
5.55,149.345923,-36.014172,0,3,5,60,108,2482,1008,7845,733,10,55,473,3,473,7,7
4.57,149.347503,-36.402165,0,9,5,98,99,2599,1065,11135,850,10,57,631,4,631,7,7
30.246,149.34814,-35.976722,180,9,5,78,98,2482,1022,8082,750,10,53,579,5,579,19,19
4.374,149.350403,-36.220492,0,5,5,85,113,3208,844,8442,699,11,59,312,4,312,19,19
8.98,149.354023,-36.196148,0,5,5,85,113,2973,844,8442,699,11,59,312,4,312,19,19
