LONGITUDE,LATITUDE,p_avg,SOC,MAT,MAP,SAND,CLAY,PH,BEDROCK,SOIL.TYPE,DEPTH,NPP,SLOPE,ELEVATION,BIOMES,GEO3major
-92.033608,17.583334,4.08,40.17499924,26.6590538,2544.442871,424.3980408,316.355835,5.816353798,3,11,65,65535,2.324112516,130.8438263,13,Latin America and the Caribbean
-92.033608,17.583334,3.9085,40.17499924,26.6590538,2544.442871,424.3980408,316.355835,5.816353798,3,11,65,65535,2.324112516,130.8438263,13,Latin America and the Caribbean
-91.819725,17.754444,16.82,54.82699871,26.89131546,2038.123901,443.2512817,321.2936096,6.021409035,1,12,65,65535,0.919894475,79.95753479,13,Latin America and the Caribbean
-91.819725,17.754444,13.145,54.82699871,26.89131546,2038.123901,443.2512817,321.2936096,6.021409035,1,12,65,65535,0.919894475,79.95753479,13,Latin America and the Caribbean
-91.819722,17.754444,13.145,54.82699871,26.89131546,2038.123901,443.2512817,321.2936096,6.021409035,1,12,65,65535,0.919894475,79.95753479,13,Latin America and the Caribbean
-91.536667,18.198055,4.57,42.69690514,26.79935455,1635.009033,425.9099426,341.8824768,6.322593689,1,11,65,65535,0.000412729,7.792126179,13,Latin America and the Caribbean
-91.536667,18.198056,3.5214,42.69690514,26.79935455,1635.009033,425.9099426,341.8824768,6.322593689,1,11,65,65535,0.000412729,7.792126179,13,Latin America and the Caribbean
-90.808052,18.606667,3.1,75.99999905,26.19392776,1365.368652,380.422699,426.2157288,7.256628513,6,6,65,8064,0.628184405,55.90000153,12,Latin America and the Caribbean
-90.773944,14.524639,26.13,51.56000137,18.11288834,1634.785522,401.0056152,327.2156067,5.974562645,2,4,65,65535,10.1729168,1432.445068,12,Latin America and the Caribbean
-90.773941,14.524639,26.13,51.56000137,18.11288834,1634.785522,401.0056152,327.2156067,5.974562645,2,4,65,65535,10.1729168,1432.445068,12,Latin America and the Caribbean
-90.773941,14.524639,24.17,51.56000137,18.11288834,1634.785522,401.0056152,327.2156067,5.974562645,2,4,65,65535,10.1729168,1432.445068,12,Latin America and the Caribbean
-90.136667,19.751667,4.57,75.99999905,26.185812,1198.636719,376.9404602,428.1547241,7.354407787,1,11,65,0,0.570859264,55.69847488,12,Latin America and the Caribbean
-90.136665,19.751667,5.55,75.99999905,26.185812,1198.636719,376.9404602,428.1547241,7.354407787,1,11,65,0,0.570859264,55.69847488,12,Latin America and the Caribbean
-90.136665,19.751667,3.33,75.99999905,26.185812,1198.636719,376.9404602,428.1547241,7.354407787,1,11,65,0,0.570859264,55.69847488,12,Latin America and the Caribbean
-89.7575,20.411667,6.089,75.99999905,25.61382294,1093.328857,358.2618103,446.9068604,7.361391544,6,10,65,0,0.489039759,54.18170166,12,Latin America and the Caribbean
-89.7575,20.411667,6.53,75.99999905,25.61382294,1093.328857,358.2618103,446.9068604,7.361391544,6,10,65,0,0.489039759,54.18170166,12,Latin America and the Caribbean
-89.375,21.091667,3.1,75.99999905,25.86278343,852.7277222,380.7702332,351.3703308,7.447766304,6,13,65,65535,0,7.285217762,9,Latin America and the Caribbean
-88.826942,20.560833,3.1,75.99999905,25.7619133,1163.737183,408.9200745,359.7934875,7.483761787,6,11,65,0,0.000204523,20.79918289,12,Latin America and the Caribbean
-88.049164,20.686388,3.1,75.99999905,25.75179482,1214.365845,421.7945557,358.7229919,7.455068111,6,11,65,0,5.94E-07,21.68680763,12,Latin America and the Caribbean
-86.483333,11.85,31.1,9.450588226,25.63511658,1387.347656,395.713562,326.3980713,6.175776005,6,4,65,65535,2.352546352,168.8290253,12,Latin America and the Caribbean
-86.133333,11.966667,1.75,9.450588226,25.63511658,1387.347656,395.713562,326.3980713,6.175776005,6,4,65,65535,2.352546352,168.8290253,12,Latin America and the Caribbean
-86.116667,12.041667,9,7.73999989,26.46224976,1413.14917,390.1661377,336.8358154,6.387258053,11,13,65,65535,2.651232797,198.509201,0,Latin America and the Caribbean
-86.083333,12.1,6.7,7.73999989,26.46224976,1413.14917,390.1661377,336.8358154,6.387258053,11,13,65,65535,2.651232797,198.509201,0,Latin America and the Caribbean
-86.033333,12.25,0.3,7.73999989,26.46224976,1413.14917,390.1661377,336.8358154,6.387258053,11,13,65,65535,2.651232797,198.509201,0,Latin America and the Caribbean
-86,12.25,4.075,8.027999997,25.97867775,1465.345825,394.5404358,331.528656,6.209181786,7,11,65,6806,3.267726641,267.1926575,12,Latin America and the Caribbean
-84.377619,10.217261,13.962,53.44700336,21.4440155,3172.807129,389.2435608,318.4393005,5.321601391,10,4,65,9806,6.825326128,687.2962646,13,Latin America and the Caribbean
-84.377617,10.217261,10.834,53.44700336,21.4440155,3172.807129,389.2435608,318.4393005,5.321601391,10,4,65,9806,6.825326128,687.2962646,13,Latin America and the Caribbean
-84.274019,10.071161,2.635,53.44700336,21.4440155,3172.807129,389.2435608,318.4393005,5.321601391,10,4,65,9806,6.825326128,687.2962646,13,Latin America and the Caribbean
-84.274017,10.071161,2.941,53.44700336,21.4440155,3172.807129,389.2435608,318.4393005,5.321601391,10,4,65,9806,6.825326128,687.2962646,13,Latin America and the Caribbean
-83.963739,9.853389,66.1602,74.57300186,16.79553032,2919.601563,371.5161743,321.9486084,5.200746059,10,8,65,65535,11.94015471,1227.569824,13,Latin America and the Caribbean
-83.891014,9.8903,6.53,74.57300186,16.79553032,2919.601563,371.5161743,321.9486084,5.200746059,10,8,65,65535,11.94015471,1227.569824,13,Latin America and the Caribbean
-83.891014,9.8903,6.48,74.57300186,16.79553032,2919.601563,371.5161743,321.9486084,5.200746059,10,8,65,65535,11.94015471,1227.569824,13,Latin America and the Caribbean
-83.891014,9.8903,5.55985,74.57300186,16.79553032,2919.601563,371.5161743,321.9486084,5.200746059,10,8,65,65535,11.94015471,1227.569824,13,Latin America and the Caribbean
-83.891011,9.8903,5.2952,74.57300186,16.79553032,2919.601563,371.5161743,321.9486084,5.200746059,10,8,65,65535,11.94015471,1227.569824,13,Latin America and the Caribbean
-83.883333,10.4,13.1,45.28600216,24.19493484,3681.118652,401.0891724,313.6688843,5.436923027,3,4,65,9994,5.809181737,487.2145081,13,Latin America and the Caribbean
-83.880173,9.91577,13.143,74.57300186,16.79553032,2919.601563,371.5161743,321.9486084,5.200746059,10,8,65,65535,11.94015471,1227.569824,13,Latin America and the Caribbean
-83.880169,9.915769,13.68,74.57300186,16.79553032,2919.601563,371.5161743,321.9486084,5.200746059,10,8,65,65535,11.94015471,1227.569824,13,Latin America and the Caribbean
-83.86779,9.947661,156.47,74.57300186,16.79553032,2919.601563,371.5161743,321.9486084,5.200746059,10,8,65,65535,11.94015471,1227.569824,13,Latin America and the Caribbean
-83.86779,9.947661,131.52,74.57300186,16.79553032,2919.601563,371.5161743,321.9486084,5.200746059,10,8,65,65535,11.94015471,1227.569824,13,Latin America and the Caribbean
-83.867789,9.947661,127.0252,74.57300186,16.79553032,2919.601563,371.5161743,321.9486084,5.200746059,10,8,65,65535,11.94015471,1227.569824,13,Latin America and the Caribbean
-83.85997,9.973289,41.6314,74.57300186,16.79553032,2919.601563,371.5161743,321.9486084,5.200746059,10,8,65,65535,11.94015471,1227.569824,13,Latin America and the Caribbean
-83.859969,9.973289,42.4769,74.57300186,16.79553032,2919.601563,371.5161743,321.9486084,5.200746059,10,8,65,65535,11.94015471,1227.569824,13,Latin America and the Caribbean
-83.752222,9.963889,7.2,74.57300186,16.79553032,2919.601563,371.5161743,321.9486084,5.200746059,10,8,65,65535,11.94015471,1227.569824,13,Latin America and the Caribbean
-83.625,10.316667,7.3,45.28600216,24.19493484,3681.118652,401.0891724,313.6688843,5.436923027,3,4,65,9994,5.809181737,487.2145081,13,Latin America and the Caribbean
-83.56667,9.88333,0.698,74.57300186,16.79553032,2919.601563,371.5161743,321.9486084,5.200746059,10,8,65,65535,11.94015471,1227.569824,13,Latin America and the Caribbean
-79.85,9.15,5.28,10.63118219,26.09787369,2546.943115,383.4352722,344.3209839,5.308926105,2,13,65,65535,3.023953987,141.2278595,13,Latin America and the Caribbean
-77.63,-1.75,9.05,19.96700048,22.6098423,4005.747314,419.4877625,301.1887817,4.966220856,3,11,65,16162,3.563430862,845.6998291,13,Latin America and the Caribbean
-77.622,-1.062,8.818,24.05600071,22.50434685,4283.886719,418.9272766,310.1280823,5.033967018,3,11,65,15331,5.281633002,906.5028687,13,Latin America and the Caribbean
-77.615,-1.068,2.96,24.05600071,22.50434685,4283.886719,418.9272766,310.1280823,5.033967018,3,11,65,15331,5.281633002,906.5028687,13,Latin America and the Caribbean
-77.612,-1.074,2.728,24.05600071,22.50434685,4283.886719,418.9272766,310.1280823,5.033967018,3,11,65,15331,5.281633002,906.5028687,13,Latin America and the Caribbean
-77.61,-1.078,2.264,24.05600071,22.50434685,4283.886719,418.9272766,310.1280823,5.033967018,3,11,65,15331,5.281633002,906.5028687,13,Latin America and the Caribbean
-76.583336,2.416667,4.08,72.57900238,17.34926033,2050.763428,406.1331482,320.0740662,5.390759945,2,11,65,9490,10.77428979,2089.55249,13,Latin America and the Caribbean
-76.583336,2.416667,4.423,72.57900238,17.34926033,2050.763428,406.1331482,320.0740662,5.390759945,2,11,65,9490,10.77428979,2089.55249,13,Latin America and the Caribbean
-76.583333,2.416667,4.423,72.57900238,17.34926033,2050.763428,406.1331482,320.0740662,5.390759945,2,11,65,9490,10.77428979,2089.55249,13,Latin America and the Caribbean
-76.5,3.083333,11.0135,39.31999922,17.73870659,1604.580322,391.5903931,315.3667908,5.561015129,1,11,65,65535,10.47174357,2203.044678,13,Latin America and the Caribbean
-76.5,3.083333,16.82,39.31999922,17.73870659,1604.580322,391.5903931,315.3667908,5.561015129,1,11,65,65535,10.47174357,2203.044678,13,Latin America and the Caribbean
-76.5,3.083333,10.5485,39.31999922,17.73870659,1604.580322,391.5903931,315.3667908,5.561015129,1,11,65,65535,10.47174357,2203.044678,13,Latin America and the Caribbean
-76.482,-0.699,4.062,12.97000051,25.09873772,3280.555176,391.3627014,300.3927307,4.376583576,3,5,65,13955,0.721716189,238.9181519,13,Latin America and the Caribbean
-76.474,-0.698,4.874,12.97000051,25.09873772,3280.555176,391.3627014,300.3927307,4.376583576,3,5,65,13955,0.721716189,238.9181519,13,Latin America and the Caribbean
-76.35,3.483333,17.6775,39.31999922,17.73870659,1604.580322,391.5903931,315.3667908,5.561015129,1,11,65,65535,10.47174357,2203.044678,13,Latin America and the Caribbean
-76.349998,3.483333,17.8,39.31999922,17.73870659,1604.580322,391.5903931,315.3667908,5.561015129,1,11,65,65535,10.47174357,2203.044678,13,Latin America and the Caribbean
-76.349998,3.483333,22.21,39.31999922,17.73870659,1604.580322,391.5903931,315.3667908,5.561015129,1,11,65,65535,10.47174357,2203.044678,13,Latin America and the Caribbean
-76.349998,3.483333,17.6775,39.31999922,17.73870659,1604.580322,391.5903931,315.3667908,5.561015129,1,11,65,65535,10.47174357,2203.044678,13,Latin America and the Caribbean
-76.349998,3.483333,16.036,39.31999922,17.73870659,1604.580322,391.5903931,315.3667908,5.561015129,1,11,65,65535,10.47174357,2203.044678,13,Latin America and the Caribbean
-76.155,-0.639,7.774,12.97000051,25.09873772,3280.555176,391.3627014,300.3927307,4.376583576,3,5,65,13955,0.721716189,238.9181519,13,Latin America and the Caribbean
-76.144,-0.638,4.468,12.97000051,25.09873772,3280.555176,391.3627014,300.3927307,4.376583576,3,5,65,13955,0.721716189,238.9181519,13,Latin America and the Caribbean
-76.1,-5.75,1.22,18.01499963,26.91688919,2111.314453,407.3535461,286.8243713,4.752152443,5,5,65,18604,0.73287216,228.579422,13,Latin America and the Caribbean
-76.08333,-5.76667,0.698,18.01499963,26.91688919,2111.314453,407.3535461,286.8243713,4.752152443,5,5,65,18604,0.73287216,228.579422,13,Latin America and the Caribbean
-73.483333,4.05,4.619,18.86299968,25.82157898,3171.612305,420.9544067,296.7198181,5.386884689,1,11,65,15116,2.8169255,481.7517395,13,Latin America and the Caribbean
-73.48333,4.05,5.55,18.86299968,25.82157898,3171.612305,420.9544067,296.7198181,5.386884689,1,11,65,15116,2.8169255,481.7517395,13,Latin America and the Caribbean
-73.48333,4.05,5.06,18.86299968,25.82157898,3171.612305,420.9544067,296.7198181,5.386884689,1,11,65,15116,2.8169255,481.7517395,13,Latin America and the Caribbean
-73.48333,4.05,4.619,18.86299968,25.82157898,3171.612305,420.9544067,296.7198181,5.386884689,1,11,65,15116,2.8169255,481.7517395,13,Latin America and the Caribbean
-73.445,-4.063611,4.19025,9.826999903,26.2319355,2583.265381,370.9424438,299.0978699,4.39091444,1,5,65,65535,0.172929025,109.8482895,13,Latin America and the Caribbean
-73.439,-3.951,1.8,14.22999978,26.13178635,2786.338867,413.2797852,284.3387451,4.452936172,1,5,65,65535,0.171012586,101.8019028,13,Latin America and the Caribbean
-73.437,-3.953,4.642,14.22999978,26.13178635,2786.338867,413.2797852,284.3387451,4.452936172,1,5,65,65535,0.171012586,101.8019028,13,Latin America and the Caribbean
-73.436,-3.948,2.96,14.22999978,26.13178635,2786.338867,413.2797852,284.3387451,4.452936172,1,5,65,65535,0.171012586,101.8019028,13,Latin America and the Caribbean
-73.434,-3.949,2.438,14.22999978,26.13178635,2786.338867,413.2797852,284.3387451,4.452936172,1,5,65,65535,0.171012586,101.8019028,13,Latin America and the Caribbean
-73.426,-3.954,9.804,14.22999978,26.13178635,2786.338867,413.2797852,284.3387451,4.452936172,1,5,65,65535,0.171012586,101.8019028,13,Latin America and the Caribbean
-73.419722,-3.788056,3.9085,14.22999978,26.13178635,2786.338867,413.2797852,284.3387451,4.452936172,1,5,65,65535,0.171012586,101.8019028,13,Latin America and the Caribbean
-73.371944,-3.910833,3.53775,14.22999978,26.13178635,2786.338867,413.2797852,284.3387451,4.452936172,1,5,65,65535,0.171012586,101.8019028,13,Latin America and the Caribbean
-72.907,-3.252,2.554,18.51199985,26.19582939,3143.072021,427.2024536,282.7872925,4.315518379,1,5,65,65535,0.24946007,111.463829,0,Latin America and the Caribbean
-72.904,-3.251,2.554,18.51199985,26.19582939,3143.072021,427.2024536,282.7872925,4.315518379,1,5,65,65535,0.24946007,111.463829,0,Latin America and the Caribbean
-72.846,-3.44,2.786,18.51199985,26.19582939,3143.072021,427.2024536,282.7872925,4.315518379,1,5,65,65535,0.24946007,111.463829,0,Latin America and the Caribbean
-72.843,-3.434,1.8,18.51199985,26.19582939,3143.072021,427.2024536,282.7872925,4.315518379,1,5,65,65535,0.24946007,111.463829,0,Latin America and the Caribbean
-72.79,-8.884,6.208,8.04799974,25.29074669,1865.940308,396.0279236,285.1053162,4.523628235,1,5,65,15796,0.425802475,234.9720917,13,Latin America and the Caribbean
-72.267,-9.044,4.874,11.6989994,25.02536774,1746.231934,399.320343,278.9319458,4.810177326,3,8,65,15782,0.729556389,305.5242004,13,Latin America and the Caribbean
-72.176667,18.557752,4.199999809,14.78351712,24.95526123,1393.318359,421.6834106,303.0875549,6.470627308,5,11,65,65535,8.301600001,518.4169312,12,Latin America and the Caribbean
-72.175827,18.559273,4.699999809,14.78351712,24.95526123,1393.318359,421.6834106,303.0875549,6.470627308,5,11,65,65535,8.301600001,518.4169312,12,Latin America and the Caribbean
-72.174325,18.524682,6.400000095,14.78351712,24.95526123,1393.318359,421.6834106,303.0875549,6.470627308,5,11,65,65535,8.301600001,518.4169312,12,Latin America and the Caribbean
-72.152664,18.568915,61.70000076,14.78351712,24.95526123,1393.318359,421.6834106,303.0875549,6.470627308,5,11,65,65535,8.301600001,518.4169312,12,Latin America and the Caribbean
-72.144162,18.511077,6.099999905,14.78351712,24.95526123,1393.318359,421.6834106,303.0875549,6.470627308,5,11,65,65535,8.301600001,518.4169312,12,Latin America and the Caribbean
-72.09167,-39.56667,12.994,41.71500206,9.511454582,2194.716064,468.0239868,226.7694855,5.15389967,13,4,65,65535,10.55342211,599.3910522,6,Latin America and the Caribbean
-72.09167,-39.56667,4.99,41.71500206,9.511454582,2194.716064,468.0239868,226.7694855,5.15389967,13,4,65,65535,10.55342211,599.3910522,6,Latin America and the Caribbean
-72.03,-39.5,9.7895,41.71500206,9.511454582,2194.716064,468.0239868,226.7694855,5.15389967,13,4,65,65535,10.55342211,599.3910522,6,Latin America and the Caribbean
-71.336113,4.573889,3.59,9.275000095,26.73373413,2558.598877,425.2080688,251.3579559,5.111042023,1,8,65,4101,0.161925328,148.8148346,12,Latin America and the Caribbean
-71.336113,4.573889,4.08,9.275000095,26.73373413,2558.598877,425.2080688,251.3579559,5.111042023,1,8,65,4101,0.161925328,148.8148346,12,Latin America and the Caribbean
-71.336113,4.573889,3.835,9.275000095,26.73373413,2558.598877,425.2080688,251.3579559,5.111042023,1,8,65,4101,0.161925328,148.8148346,12,Latin America and the Caribbean
-71.336111,4.573889,3.835,9.275000095,26.73373413,2558.598877,425.2080688,251.3579559,5.111042023,1,8,65,4101,0.161925328,148.8148346,12,Latin America and the Caribbean
-71.31667,4.5,1.568,16.29999995,26.71565056,2536.203125,483.5781555,241.9902039,5.180383205,3,5,65,4254,0.405918297,169.2436523,12,Latin America and the Caribbean
-70.306,-3.741,1.626,12.70399928,26.6010952,2940.30249,383.0196838,296.5694885,4.274035931,3,5,65,65535,0.350063384,99.23202515,13,Latin America and the Caribbean
-70.303,-3.741,1.974,12.70399928,26.6010952,2940.30249,383.0196838,296.5694885,4.274035931,3,5,65,65535,0.350063384,99.23202515,13,Latin America and the Caribbean
-69.993,-3.058,2.902,13.54699969,26.59247971,2810.255615,479.1384583,281.7306213,4.25412941,3,5,65,9716,0.478630212,100.6873856,13,Latin America and the Caribbean
-69.991,-3.056,2.148,13.54699969,26.59247971,2810.255615,479.1384583,281.7306213,4.25412941,3,5,65,9716,0.478630212,100.6873856,13,Latin America and the Caribbean
-69.906,-4.007,6.498,11.29700065,26.53695107,2662.865723,352.9376221,309.6637573,4.32364893,1,5,65,65535,0.222633569,92.28412628,13,Latin America and the Caribbean
-69.904,-4.002,3.598,11.29700065,26.53695107,2662.865723,352.9376221,309.6637573,4.32364893,1,5,65,65535,0.222633569,92.28412628,13,Latin America and the Caribbean
-69.901,-4.007,3.076,11.29700065,26.53695107,2662.865723,352.9376221,309.6637573,4.32364893,1,5,65,65535,0.222633569,92.28412628,13,Latin America and the Caribbean
-69.9,-3.995,3.482,12.57300019,26.74496269,2703.701904,419.1899414,295.1223755,4.242648602,3,5,65,65535,0.350976811,99.31190491,13,Latin America and the Caribbean
-69.296,-12.839,2.786,13.58500004,25.22862816,2393.194336,426.2431335,256.0083618,4.513820648,1,8,65,19621,0.396019752,218.1145477,13,Latin America and the Caribbean
-69.288,-12.844,2.612,13.58500004,25.22862816,2393.194336,426.2431335,256.0083618,4.513820648,1,8,65,19621,0.396019752,218.1145477,13,Latin America and the Caribbean
-69.286,-12.835,3.308,13.58500004,25.22862816,2393.194336,426.2431335,256.0083618,4.513820648,1,8,65,19621,0.396019752,218.1145477,13,Latin America and the Caribbean
-69.278,-12.836,5.86,13.58500004,25.22862816,2393.194336,426.2431335,256.0083618,4.513820648,1,8,65,19621,0.396019752,218.1145477,13,Latin America and the Caribbean
-69.271,-12.83,3.598,13.58500004,25.22862816,2393.194336,426.2431335,256.0083618,4.513820648,1,8,65,19621,0.396019752,218.1145477,13,Latin America and the Caribbean
-69.261,-12.826,2.612,13.58500004,25.22862816,2393.194336,426.2431335,256.0083618,4.513820648,1,8,65,19621,0.396019752,218.1145477,13,Latin America and the Caribbean
-68.963,-12.5,6.73,13.78999949,25.37101364,2047.266357,453.4234009,248.9141541,4.625696659,5,8,65,18840,0.188851895,200.3993378,13,Latin America and the Caribbean
-68.776,-10.818,5.512,10.32799959,25.16504288,1705.356079,480.9230347,244.260025,4.602660179,3,8,65,11748,0.844386353,234.84552,12,Latin America and the Caribbean
-68.773,-10.8,4.004,10.32799959,25.16504288,1705.356079,480.9230347,244.260025,4.602660179,3,8,65,11748,0.844386353,234.84552,12,Latin America and the Caribbean
-68.311,-10.566,3.076,9.92200017,25.34205818,1697.38916,469.6942139,254.3996735,4.555866241,3,8,65,10145,0.828057955,208.7701416,12,Latin America and the Caribbean
-68.301,-10.556,4.352,9.92200017,25.34205818,1697.38916,469.6942139,254.3996735,4.555866241,3,8,65,10145,0.828057955,208.7701416,12,Latin America and the Caribbean
-67.038,1.93,1.336,8.797000051,26.2913208,3457.804932,561.3156738,211.7499695,4.713932991,9,5,65,8239,0.147188148,101.8230438,13,Latin America and the Caribbean
-66.976111,18.127222,2.423,17.2179997,23.81753731,1834.562622,327.2474976,393.4590149,5.645191193,9,8,65,65535,4.646960113,295.9979248,13,Latin America and the Caribbean
-66.975,18.128056,2.76845,17.2179997,23.81753731,1834.562622,327.2474976,393.4590149,5.645191193,9,8,65,65535,4.646960113,295.9979248,13,Latin America and the Caribbean
-66.968475,18.357056,6.971000047,17.2179997,23.81753731,1834.562622,327.2474976,393.4590149,5.645191193,9,8,65,65535,4.646960113,295.9979248,13,Latin America and the Caribbean
-66.968475,18.357056,6.624000092,17.2179997,23.81753731,1834.562622,327.2474976,393.4590149,5.645191193,9,8,65,65535,4.646960113,295.9979248,13,Latin America and the Caribbean
-66.968475,18.357056,14.60000038,17.2179997,23.81753731,1834.562622,327.2474976,393.4590149,5.645191193,9,8,65,65535,4.646960113,295.9979248,13,Latin America and the Caribbean
-66.968475,18.357056,7.381425,17.2179997,23.81753731,1834.562622,327.2474976,393.4590149,5.645191193,9,8,65,65535,4.646960113,295.9979248,13,Latin America and the Caribbean
-66.968472,18.357056,9.8,17.2179997,23.81753731,1834.562622,327.2474976,393.4590149,5.645191193,9,8,65,65535,4.646960113,295.9979248,13,Latin America and the Caribbean
-66.95,1.883333,22.945,6.940000057,26.52254677,3297.160889,567.7235718,200.1040344,4.42389822,1,11,65,8825,0.088571467,94.09884644,13,Latin America and the Caribbean
-66.949997,1.883333,35.93,6.940000057,26.52254677,3297.160889,567.7235718,200.1040344,4.42389822,1,11,65,8825,0.088571467,94.09884644,13,Latin America and the Caribbean
-66.949997,1.883333,20.6505,6.940000057,26.52254677,3297.160889,567.7235718,200.1040344,4.42389822,1,11,65,8825,0.088571467,94.09884644,13,Latin America and the Caribbean
-66.933334,1.716667,8.49,6.940000057,26.52254677,3297.160889,567.7235718,200.1040344,4.42389822,1,11,65,8825,0.088571467,94.09884644,13,Latin America and the Caribbean
-66.933334,1.716667,23.68,6.940000057,26.52254677,3297.160889,567.7235718,200.1040344,4.42389822,1,11,65,8825,0.088571467,94.09884644,13,Latin America and the Caribbean
-66.933334,1.716667,12.7775,6.940000057,26.52254677,3297.160889,567.7235718,200.1040344,4.42389822,1,11,65,8825,0.088571467,94.09884644,13,Latin America and the Caribbean
-66.933334,1.716667,6.4075,6.940000057,26.52254677,3297.160889,567.7235718,200.1040344,4.42389822,1,11,65,8825,0.088571467,94.09884644,13,Latin America and the Caribbean
-66.933333,1.716667,12.7775,6.940000057,26.52254677,3297.160889,567.7235718,200.1040344,4.42389822,1,11,65,8825,0.088571467,94.09884644,13,Latin America and the Caribbean
-66.933333,1.75,3.9036,6.940000057,26.52254677,3297.160889,567.7235718,200.1040344,4.42389822,1,11,65,8825,0.088571467,94.09884644,13,Latin America and the Caribbean
-66.81778,18.179167,34.411,17.2179997,23.81753731,1834.562622,327.2474976,393.4590149,5.645191193,9,8,65,65535,4.646960113,295.9979248,13,Latin America and the Caribbean
-66.817778,18.179167,34.411,17.2179997,23.81753731,1834.562622,327.2474976,393.4590149,5.645191193,9,8,65,65535,4.646960113,295.9979248,13,Latin America and the Caribbean
-66.362808,18.318945,3.59,18.04545403,24.14500237,1732.320313,350.4767456,378.4478149,5.806616306,2,8,65,65535,4.137430391,253.6418457,13,Latin America and the Caribbean
-66.362808,18.318945,3.696000023,18.04545403,24.14500237,1732.320313,350.4767456,378.4478149,5.806616306,2,8,65,65535,4.137430391,253.6418457,13,Latin America and the Caribbean
-66.362808,18.318945,11,18.04545403,24.14500237,1732.320313,350.4767456,378.4478149,5.806616306,2,8,65,65535,4.137430391,253.6418457,13,Latin America and the Caribbean
-66.362808,18.318945,4.412333333,18.04545403,24.14500237,1732.320313,350.4767456,378.4478149,5.806616306,2,8,65,65535,4.137430391,253.6418457,13,Latin America and the Caribbean
-66.362806,18.318944,5.1,18.04545403,24.14500237,1732.320313,350.4767456,378.4478149,5.806616306,2,8,65,65535,4.137430391,253.6418457,13,Latin America and the Caribbean
-65.894447,18.197779,41.173,9.210344553,24.91773224,1900.178955,387.676178,354.5349731,5.833994389,12,11,65,65535,3.630662473,149.4659882,13,Latin America and the Caribbean
-65.894444,18.197778,41.173,9.210344553,24.91773224,1900.178955,387.676178,354.5349731,5.833994389,12,11,65,65535,3.630662473,149.4659882,13,Latin America and the Caribbean
-65.820557,18.211666,6.53,9.210344553,24.91773224,1900.178955,387.676178,354.5349731,5.833994389,12,11,65,65535,3.630662473,149.4659882,13,Latin America and the Caribbean
