"p_avg","LONGITUDE","LATITUDE","GEO3major","BEDROCK","BIOME","CLAY","DENSITY","DEPTH","ELEVATION","MANPP","MAPRECIP","MATEMP","PH","SAND","SLOPE","SOC","SOIL.USDA","SOIL.WRB"
1,150.256389,-31.43536774,"Asia and the Pacific",2,8,359,121,3561,339,5579,683,17,70,260,1,260,19,19
4,150.256389,-31.43536774,"Asia and the Pacific",2,8,359,121,3561,339,5579,683,17,70,260,1,260,19,19
4,150.2570217,-31.0232546,"Asia and the Pacific",1,8,337,126,4845,275,3702,658,18,67,271,0,271,19,19
8,150.2570217,-31.0232546,"Asia and the Pacific",1,8,337,126,4845,275,3702,658,18,67,271,0,271,19,19
1,150.2607294,-31.17867261,"Asia and the Pacific",3,8,313,125,3500,329,5688,677,18,67,236,2,236,19,19
2,150.2607294,-31.17867261,"Asia and the Pacific",3,8,313,125,3500,329,5688,677,18,67,236,2,236,19,19
10,150.2624198,-31.93964436,"Asia and the Pacific",5,8,286,118,2704,583,7021,780,15,63,392,7,392,19,19
21,150.2624198,-31.93964436,"Asia and the Pacific",5,8,286,118,2704,583,7021,780,15,63,392,7,392,19,19
1,150.2624303,-33.32993588,"Asia and the Pacific",3,5,134,98,2400,973,14091,1081,12,50,701,4,701,7,7
4,150.2625244,-31.6163057,"Asia and the Pacific",1,8,350,121,3592,374,5210,690,17,68,255,0,255,30,30
5,150.2625244,-31.6163057,"Asia and the Pacific",1,8,350,121,3592,374,5210,690,17,68,255,0,255,30,30
5,150.2634783,-34.10445938,"Asia and the Pacific",3,5,93,107,2200,487,14647,923,14,51,597,7,597,7,7
7,150.2634783,-34.10445938,"Asia and the Pacific",3,5,93,107,2200,487,14647,923,14,51,597,7,597,7,7
3,150.2647718,-34.12789092,"Asia and the Pacific",5,5,96,101,2200,295,9190,884,15,52,509,5,509,7,7
4,150.2647718,-34.12789092,"Asia and the Pacific",5,5,96,101,2200,295,9190,884,15,52,509,5,509,7,7
9,150.2647718,-34.12789092,"Asia and the Pacific",5,5,96,101,2200,295,9190,884,15,52,509,5,509,7,7
4,150.2647779,-30.81359599,"Asia and the Pacific",1,8,364,122,4638,284,3790,640,18,68,213,1,213,30,30
4,150.2670914,-34.61028835,"Asia and the Pacific",3,5,189,117,3089,682,11524,1009,13,49,476,2,476,7,7
14,150.2677513,-31.86557316,"Asia and the Pacific",5,8,286,118,2626,583,7021,780,15,63,392,7,392,18,19
1,150.2681619,-34.53198621,"Asia and the Pacific",3,5,132,108,2811,669,9262,897,13,48,575,1,575,7,7
47,150.2683351,-31.17680527,"Asia and the Pacific",3,8,313,125,3500,329,5688,677,18,67,236,2,236,19,19
3,150.2686832,-30.94481656,"Asia and the Pacific",1,8,354,126,5448,270,3886,641,18,67,236,0,236,19,19
12,150.2686832,-30.94481656,"Asia and the Pacific",1,8,354,126,5448,270,3886,641,18,67,236,0,236,19,19
31,150.2686832,-30.94481656,"Asia and the Pacific",1,8,354,126,5448,270,3886,641,18,67,236,0,236,19,19
35,150.268991,-31.53194787,"Asia and the Pacific",1,8,400,122,3679,348,3421,681,17,71,280,0,280,30,30
77,150.268991,-31.53194787,"Asia and the Pacific",1,8,400,122,3679,348,3421,681,17,71,280,0,280,30,30
39,150.2692606,-31.05304935,"Asia and the Pacific",1,8,337,126,4384,275,3702,658,18,67,271,0,271,19,19
17,150.2693799,-31.86516631,"Asia and the Pacific",5,8,277,107,2626,584,5747,777,15,60,554,5,554,18,18
3,150.2702056,-31.09804364,"Asia and the Pacific",1,8,343,124,4384,288,4127,665,18,68,223,1,223,19,19
18,150.2702056,-31.09804364,"Asia and the Pacific",1,8,343,124,4384,288,4127,665,18,68,223,1,223,19,19
3,150.27327,-31.05020325,"Asia and the Pacific",1,8,337,126,4384,275,3702,658,18,67,271,0,271,19,19
18,150.27327,-31.05020325,"Asia and the Pacific",1,8,337,126,4384,275,3702,658,18,67,271,0,271,19,19
33,150.2737023,-31.02586284,"Asia and the Pacific",1,8,337,126,4845,275,3702,658,18,67,271,0,271,19,19
11,150.2742109,-31.05393871,"Asia and the Pacific",1,8,337,126,4384,275,3702,658,18,67,271,0,271,19,19
41,150.2742109,-31.05393871,"Asia and the Pacific",1,8,337,126,4384,275,3702,658,18,67,271,0,271,19,19
7,150.2760874,-30.7960677,"Asia and the Pacific",1,8,364,122,3515,284,3790,640,18,68,213,1,213,30,30
11,150.2760874,-30.7960677,"Asia and the Pacific",1,8,364,122,3515,284,3790,640,18,68,213,1,213,30,30
1,150.2771259,-31.17383528,"Asia and the Pacific",3,8,313,125,3500,329,5688,677,18,67,236,2,236,19,19
8,150.2771259,-31.17383528,"Asia and the Pacific",3,8,313,125,3500,329,5688,677,18,67,236,2,236,19,19
28,150.2771259,-31.17383528,"Asia and the Pacific",3,8,313,125,3500,329,5688,677,18,67,236,2,236,19,19
9,150.2772159,-30.6055166,"Asia and the Pacific",7,5,266,119,2858,454,5703,705,17,65,266,5,266,30,19
7,150.277793,-31.24937667,"Asia and the Pacific",3,8,285,123,3324,304,6300,671,18,68,312,1,312,19,19
19,150.2782803,-31.92320411,"Asia and the Pacific",5,8,286,118,2704,583,7021,780,15,63,392,7,392,19,19
35,150.2782803,-31.92320411,"Asia and the Pacific",5,8,286,118,2704,583,7021,780,15,63,392,7,392,19,19
3,150.2791302,-31.24850319,"Asia and the Pacific",3,8,285,123,3324,304,6300,671,18,68,312,1,312,19,19
13,150.2791302,-31.24850319,"Asia and the Pacific",3,8,285,123,3324,304,6300,671,18,68,312,1,312,19,19
4,150.279841,-31.11369582,"Asia and the Pacific",1,8,343,124,4384,288,4127,665,18,68,223,1,223,19,19
16,150.279841,-31.11369582,"Asia and the Pacific",1,8,343,124,4384,288,4127,665,18,68,223,1,223,19,19
2,150.2800533,-33.51225194,"Asia and the Pacific",3,5,148,110,2602,939,12956,1162,12,51,445,7,445,19,19
2,150.2833579,-34.58654737,"Asia and the Pacific",3,5,189,117,3089,682,11524,1009,13,49,476,2,476,7,7
6,150.2837529,-34.65168512,"Asia and the Pacific",3,5,183,108,2460,510,15345,1000,14,49,590,10,590,7,7
10,150.2837529,-34.65168512,"Asia and the Pacific",3,5,183,108,2460,510,15345,1000,14,49,590,10,590,7,7
4,150.2839194,-34.1700914,"Asia and the Pacific",5,5,96,101,2494,295,9190,884,15,52,509,5,509,7,7
1,150.2849994,-33.28445058,"Asia and the Pacific",3,5,139,101,2239,889,14119,1000,13,53,663,5,663,7,7
2,150.2849994,-33.28445058,"Asia and the Pacific",3,5,139,101,2239,889,14119,1000,13,53,663,5,663,7,7
11,150.2853664,-33.28299802,"Asia and the Pacific",3,5,139,101,2239,889,14119,1000,13,53,663,5,663,7,7
63,150.2864778,-31.03695433,"Asia and the Pacific",1,8,337,126,4845,275,3702,658,18,67,271,0,271,19,19
26,150.2899513,-30.60235553,"Asia and the Pacific",7,5,266,119,2858,454,5703,705,17,65,266,5,266,30,19
20,150.2904249,-31.91287742,"Asia and the Pacific",5,8,286,118,2704,583,7021,780,15,63,392,7,392,19,19
13,150.2972196,-30.59593205,"Asia and the Pacific",7,5,266,119,2858,454,5703,705,17,65,266,5,266,19,19
3,150.2998487,-34.13512251,"Asia and the Pacific",5,5,96,101,2494,295,9190,884,15,52,509,5,509,7,7
12,150.2998487,-34.13512251,"Asia and the Pacific",5,5,96,101,2494,295,9190,884,15,52,509,5,509,7,7
24,150.2998489,-31.17070694,"Asia and the Pacific",3,8,313,125,3500,329,5688,677,18,67,236,2,236,19,19
2,150.3006371,-34.54095713,"Asia and the Pacific",3,5,132,108,2811,669,9262,897,13,48,575,1,575,7,7
4,150.3006371,-34.54095713,"Asia and the Pacific",3,5,132,108,2811,669,9262,897,13,48,575,1,575,7,7
2,150.3027525,-34.61641909,"Asia and the Pacific",3,5,189,117,3089,682,11524,1009,13,49,476,2,476,7,7
55,150.3044726,-30.89506422,"Asia and the Pacific",1,8,354,126,5448,270,3886,641,18,67,236,0,236,30,19
67,150.3044726,-30.89506422,"Asia and the Pacific",1,8,354,126,5448,270,3886,641,18,67,236,0,236,30,19
23,150.3067442,-30.94982738,"Asia and the Pacific",1,8,354,126,5448,270,3886,641,18,67,236,0,236,18,19
24,150.3067442,-30.94982738,"Asia and the Pacific",1,8,354,126,5448,270,3886,641,18,67,236,0,236,18,19
10,150.3089953,-31.44392414,"Asia and the Pacific",2,8,359,121,3561,339,5579,683,17,70,260,1,260,30,19
3,150.3120438,-34.60184057,"Asia and the Pacific",3,5,189,117,3089,682,11524,1009,13,49,476,2,476,7,7
3,150.3126297,-33.70422988,"Asia and the Pacific",3,5,168,109,2486,898,12004,1181,13,54,527,5,527,7,7
2,150.3161366,-34.50472684,"Asia and the Pacific",3,5,132,108,2811,669,9262,897,13,48,575,1,575,7,7
6,150.3161366,-34.50472684,"Asia and the Pacific",3,5,132,108,2811,669,9262,897,13,48,575,1,575,7,7
4,150.3164802,-34.56187777,"Asia and the Pacific",3,5,189,117,3089,682,11524,1009,13,49,476,2,476,7,7
63,150.3177342,-30.87065588,"Asia and the Pacific",1,8,364,122,4638,284,3790,640,18,68,213,1,213,30,30
11,150.3190079,-31.86413998,"Asia and the Pacific",5,8,277,107,2626,584,5747,777,15,60,554,5,554,19,18
13,150.3208361,-31.83126419,"Asia and the Pacific",5,8,277,107,2626,584,5747,777,15,60,554,5,554,19,18
15,150.3208361,-31.83126419,"Asia and the Pacific",5,8,277,107,2626,584,5747,777,15,60,554,5,554,19,18
4,150.322298,-33.72981868,"Asia and the Pacific",3,5,168,109,2264,898,12004,1181,13,54,527,5,527,7,7
4,150.323318,-34.17434727,"Asia and the Pacific",5,5,96,101,2494,295,9190,884,15,52,509,5,509,19,7
2,150.3239175,-34.19450887,"Asia and the Pacific",5,5,96,101,2494,295,9190,884,15,52,509,5,509,19,7
4,150.3239175,-34.19450887,"Asia and the Pacific",5,5,96,101,2494,295,9190,884,15,52,509,5,509,19,7
2,150.324073,-34.56534388,"Asia and the Pacific",3,5,189,117,3089,682,11524,1009,13,49,476,2,476,7,7
8,150.324073,-34.56534388,"Asia and the Pacific",3,5,189,117,3089,682,11524,1009,13,49,476,2,476,7,7
20,150.324966,-31.83090026,"Asia and the Pacific",5,8,277,107,2626,584,5747,777,15,60,554,5,554,19,18
38,150.3251688,-31.20234928,"Asia and the Pacific",3,8,313,125,3500,329,5688,677,18,67,236,2,236,30,19
5,150.3252548,-34.76906915,"Asia and the Pacific",3,5,122,102,2188,382,15994,978,15,48,581,8,581,7,20
7,150.3252548,-34.76906915,"Asia and the Pacific",3,5,122,102,2188,382,15994,978,15,48,581,8,581,7,20
13,150.3264061,-30.508356,"Asia and the Pacific",7,5,220,118,2711,562,5775,742,16,65,287,6,287,30,7
21,150.3264061,-30.508356,"Asia and the Pacific",7,5,220,118,2711,562,5775,742,16,65,287,6,287,30,7
35,150.3268762,-31.33269908,"Asia and the Pacific",1,8,367,125,4673,309,4535,676,18,70,212,0,212,30,30
49,150.3268762,-31.33269908,"Asia and the Pacific",1,8,367,125,4673,309,4535,676,18,70,212,0,212,30,30
22,150.3277093,-31.15415372,"Asia and the Pacific",3,8,313,125,3500,329,5688,677,18,67,236,2,236,19,19
28,150.3280425,-31.82677173,"Asia and the Pacific",5,8,277,107,2626,584,5747,777,15,60,554,5,554,19,18
33,150.3280425,-31.82677173,"Asia and the Pacific",5,8,277,107,2626,584,5747,777,15,60,554,5,554,19,18
4,150.3294343,-34.13169521,"Asia and the Pacific",3,5,96,108,2494,299,12097,897,15,52,537,7,537,19,19
1,150.331069,-33.90950599,"Asia and the Pacific",5,5,129,98,2314,226,11224,944,15,51,617,5,617,7,7
8,150.3313127,-30.75555918,"Asia and the Pacific",1,8,233,112,3515,378,5051,660,18,65,436,2,436,30,30
8,150.3323385,-30.75433569,"Asia and the Pacific",1,8,233,112,3515,378,5051,660,18,65,436,2,436,30,30
19,150.3323385,-30.75433569,"Asia and the Pacific",1,8,233,112,3515,378,5051,660,18,65,436,2,436,30,30
11,150.334563,-31.83141742,"Asia and the Pacific",5,8,321,111,2537,573,11378,784,16,64,418,6,418,19,19
35,150.334563,-31.83141742,"Asia and the Pacific",5,8,321,111,2537,573,11378,784,16,64,418,6,418,19,19
4,150.3405574,-34.39093636,"Asia and the Pacific",3,5,142,114,2845,686,10975,937,13,50,473,3,473,7,4
51,150.3408692,-30.97391983,"Asia and the Pacific",1,8,363,127,6277,273,5615,655,18,68,237,0,237,18,30
2,150.3417642,-35.46422702,"Asia and the Pacific",3,5,153,108,2059,30,16677,1186,16,54,619,2,619,7,7
3,150.3421746,-35.46481294,"Asia and the Pacific",3,5,153,108,2059,30,16677,1186,16,54,619,2,619,7,7
5,150.3432773,-34.18328249,"Asia and the Pacific",3,5,96,108,2440,299,12097,897,15,52,537,7,537,19,19
7,150.3432773,-34.18328249,"Asia and the Pacific",3,5,96,108,2440,299,12097,897,15,52,537,7,537,19,19
1,150.343722,-34.15283922,"Asia and the Pacific",3,5,96,108,2440,299,12097,897,15,52,537,7,537,19,19
5,150.343722,-34.15283922,"Asia and the Pacific",3,5,96,108,2440,299,12097,897,15,52,537,7,537,19,19
1,150.3442307,-34.50370053,"Asia and the Pacific",3,5,183,114,2889,687,9665,990,13,51,494,1,494,7,7
3,150.3442307,-34.50370053,"Asia and the Pacific",3,5,183,114,2889,687,9665,990,13,51,494,1,494,7,7
15,150.3454219,-31.11123152,"Asia and the Pacific",1,8,449,124,4828,273,3562,657,18,71,186,0,186,19,19
2,150.3467133,-34.45044146,"Asia and the Pacific",3,5,142,114,2845,686,10975,937,13,50,473,3,473,4,4
5,150.3489973,-34.19218696,"Asia and the Pacific",3,5,96,108,2440,299,12097,897,15,52,537,7,537,19,19
6,150.3489973,-34.19218696,"Asia and the Pacific",3,5,96,108,2440,299,12097,897,15,52,537,7,537,19,19
6,150.3498305,-31.54009754,"Asia and the Pacific",1,8,316,122,2922,339,4164,699,17,70,251,2,251,19,19
19,150.3498305,-31.54009754,"Asia and the Pacific",1,8,316,122,2922,339,4164,699,17,70,251,2,251,19,19
2,150.3506526,-34.44975168,"Asia and the Pacific",3,5,142,114,2845,686,10975,937,13,50,473,3,473,4,4
4,150.3506526,-34.44975168,"Asia and the Pacific",3,5,142,114,2845,686,10975,937,13,50,473,3,473,4,4
7,150.351491,-31.22273475,"Asia and the Pacific",1,8,346,123,4020,285,3776,667,18,70,237,1,237,30,19
5,150.3519068,-31.26422797,"Asia and the Pacific",1,8,324,123,4020,295,3879,665,18,69,262,0,262,30,30
27,150.3519068,-31.26422797,"Asia and the Pacific",1,8,324,123,4020,295,3879,665,18,69,262,0,262,30,30
3,150.3532464,-34.40202948,"Asia and the Pacific",3,5,142,114,2845,686,10975,937,13,50,473,3,473,4,4
1,150.3556017,-33.61486576,"Asia and the Pacific",5,5,148,95,2232,775,13697,1249,13,51,756,9,756,1,1
10,150.3558287,-33.28795309,"Asia and the Pacific",3,5,165,102,2269,768,14485,1042,13,51,597,6,597,1,1
60,150.3559303,-31.99066474,"Asia and the Pacific",5,8,364,117,2983,370,5125,697,17,65,291,3,291,19,19
69,150.3559303,-31.99066474,"Asia and the Pacific",5,8,364,117,2983,370,5125,697,17,65,291,3,291,19,19
4,150.3565722,-34.43802545,"Asia and the Pacific",3,5,142,114,2845,686,10975,937,13,50,473,3,473,4,4
7,150.3565722,-34.43802545,"Asia and the Pacific",3,5,142,114,2845,686,10975,937,13,50,473,3,473,4,4
3,150.3571588,-34.11241704,"Asia and the Pacific",3,5,96,108,2264,299,12097,897,15,52,537,7,537,19,19
1,150.3586,-31.61742852,"Asia and the Pacific",5,8,376,121,3370,365,15647,705,17,69,438,1,438,30,30
3,150.3586,-31.61742852,"Asia and the Pacific",5,8,376,121,3370,365,15647,705,17,69,438,1,438,30,30
2,150.3612849,-33.60164388,"Asia and the Pacific",5,5,148,95,2232,775,13697,1249,13,51,756,9,756,1,1
5,150.3635182,-34.77603413,"Asia and the Pacific",3,5,119,106,2166,213,16047,1066,16,50,532,7,532,7,7
7,150.3635182,-34.77603413,"Asia and the Pacific",3,5,119,106,2166,213,16047,1066,16,50,532,7,532,7,7
16,150.3635243,-31.53055103,"Asia and the Pacific",1,8,316,122,2922,339,4164,699,17,70,251,2,251,19,19
32,150.3635243,-31.53055103,"Asia and the Pacific",1,8,316,122,2922,339,4164,699,17,70,251,2,251,19,19
2,150.3647734,-33.70634571,"Asia and the Pacific",3,5,142,101,2250,807,9005,1263,13,51,617,6,617,7,7
1,150.3680317,-33.80797607,"Asia and the Pacific",5,5,138,101,2442,456,14628,1035,15,51,557,6,557,7,7
1,150.3680536,-31.61852563,"Asia and the Pacific",5,8,376,121,3370,365,15647,705,17,69,438,1,438,30,30
14,150.3680536,-31.61852563,"Asia and the Pacific",5,8,376,121,3370,365,15647,705,17,69,438,1,438,30,30
1,150.3692505,-33.65149049,"Asia and the Pacific",5,5,148,95,2250,775,13697,1249,13,51,756,9,756,1,1
1,150.3693212,-33.65270912,"Asia and the Pacific",5,5,148,95,2250,775,13697,1249,13,51,756,9,756,1,1
4,150.370043,-34.56896687,"Asia and the Pacific",3,5,204,120,2971,637,13596,1079,13,52,533,3,533,7,7
2,150.3704103,-34.47902585,"Asia and the Pacific",3,5,183,114,2889,687,9665,990,13,51,494,1,494,4,7
3,150.3704103,-34.47902585,"Asia and the Pacific",3,5,183,114,2889,687,9665,990,13,51,494,1,494,4,7
3,150.3705416,-35.45949469,"Asia and the Pacific",3,5,153,108,2066,30,16677,1186,16,54,619,2,619,7,7
4,150.3715152,-33.58761682,"Asia and the Pacific",5,5,148,95,2232,775,13697,1249,13,51,756,9,756,7,1
1,150.3721946,-33.8254649,"Asia and the Pacific",5,5,138,101,2442,456,14628,1035,15,51,557,6,557,7,7
2,150.3741149,-31.61659437,"Asia and the Pacific",5,8,376,121,3370,365,15647,705,17,69,438,1,438,30,30
3,150.3741149,-31.61659437,"Asia and the Pacific",5,8,376,121,3370,365,15647,705,17,69,438,1,438,30,30
51,150.3742238,-31.15962053,"Asia and the Pacific",1,8,346,123,4974,285,3776,667,18,70,237,1,237,19,19
17,150.3760279,-31.017839,"Asia and the Pacific",1,8,363,127,6277,273,5615,655,18,68,237,0,237,30,30
4,150.3781982,-34.53552656,"Asia and the Pacific",3,5,183,114,2889,687,9665,990,13,51,494,1,494,7,7
60,150.3791256,-31.0003154,"Asia and the Pacific",1,8,363,127,6277,273,5615,655,18,68,237,0,237,18,30
18,150.3799295,-31.23797271,"Asia and the Pacific",1,8,324,123,4020,295,3879,665,18,69,262,0,262,30,30
50,150.3799295,-31.23797271,"Asia and the Pacific",1,8,324,123,4020,295,3879,665,18,69,262,0,262,30,30
4,150.3800372,-34.44966413,"Asia and the Pacific",3,5,142,114,2845,686,10975,937,13,50,473,3,473,4,4
36,150.3802011,-34.47923626,"Asia and the Pacific",3,5,183,114,2889,687,9665,990,13,51,494,1,494,4,7
39,150.3802011,-34.47923626,"Asia and the Pacific",3,5,183,114,2889,687,9665,990,13,51,494,1,494,4,7
3,150.3807783,-33.60724248,"Asia and the Pacific",5,5,148,95,2232,775,13697,1249,13,51,756,9,756,1,1
1,150.381142,-33.74631797,"Asia and the Pacific",3,5,142,101,2274,807,9005,1263,13,51,617,6,617,7,7
7,150.3822143,-30.89828494,"Asia and the Pacific",7,8,286,126,4182,291,4656,653,18,67,251,0,251,30,18
14,150.3822808,-30.52385869,"Asia and the Pacific",5,5,204,115,2436,672,6659,758,16,64,373,5,373,30,30
24,150.3829615,-30.93268,"Asia and the Pacific",7,8,286,126,4182,291,4656,653,18,67,251,0,251,18,18
102,150.3829615,-30.93268,"Asia and the Pacific",7,8,286,126,4182,291,4656,653,18,67,251,0,251,18,18
29,150.3840586,-31.91892606,"Asia and the Pacific",5,8,272,115,2684,517,5984,766,16,63,355,8,355,19,19
39,150.3840586,-31.91892606,"Asia and the Pacific",5,8,272,115,2684,517,5984,766,16,63,355,8,355,19,19
7,150.38456,-31.58225143,"Asia and the Pacific",1,8,316,122,3370,339,4164,699,17,70,251,2,251,19,19
7,150.3850435,-30.90116511,"Asia and the Pacific",7,8,286,126,4182,291,4656,653,18,67,251,0,251,18,18
17,150.3850435,-30.90116511,"Asia and the Pacific",7,8,286,126,4182,291,4656,653,18,67,251,0,251,18,18
1,150.385344,-34.19103822,"Asia and the Pacific",3,5,96,108,2440,299,12097,897,15,52,537,7,537,19,19
6,150.385344,-34.19103822,"Asia and the Pacific",3,5,96,108,2440,299,12097,897,15,52,537,7,537,19,19
19,150.3871239,-31.98504402,"Asia and the Pacific",5,8,364,117,2983,370,5125,697,17,65,291,3,291,19,19
72,150.3871239,-31.98504402,"Asia and the Pacific",5,8,364,117,2983,370,5125,697,17,65,291,3,291,19,19
5,150.3872894,-31.23293692,"Asia and the Pacific",1,8,346,123,4020,285,3776,667,18,70,237,1,237,30,19
27,150.3879352,-30.8875058,"Asia and the Pacific",7,8,286,126,4182,291,4656,653,18,67,251,0,251,30,18
4,150.3898797,-34.48304942,"Asia and the Pacific",3,5,183,114,2889,687,9665,990,13,51,494,1,494,4,7
7,150.3905731,-31.98579137,"Asia and the Pacific",5,8,364,117,2983,370,5125,697,17,65,291,3,291,19,19
9,150.3905731,-31.98579137,"Asia and the Pacific",5,8,364,117,2983,370,5125,697,17,65,291,3,291,19,19
5,150.3914101,-34.70310389,"Asia and the Pacific",3,5,171,103,2335,389,16021,1093,14,51,579,8,579,7,7
3,150.3927599,-34.53491901,"Asia and the Pacific",3,5,183,114,2889,687,9665,990,13,51,494,1,494,7,7
5,150.3927599,-34.53491901,"Asia and the Pacific",3,5,183,114,2889,687,9665,990,13,51,494,1,494,7,7
8,150.395289,-30.86811005,"Asia and the Pacific",1,8,257,124,3488,324,4074,649,18,66,247,1,247,30,30
10,150.395289,-30.86811005,"Asia and the Pacific",1,8,257,124,3488,324,4074,649,18,66,247,1,247,30,30
16,150.3954474,-30.51417437,"Asia and the Pacific",5,5,186,114,2436,716,6122,775,16,64,463,5,463,30,21
21,150.3961663,-31.98630311,"Asia and the Pacific",5,8,364,117,2983,370,5125,697,17,65,291,3,291,19,19
42,150.3961663,-31.98630311,"Asia and the Pacific",5,8,364,117,2983,370,5125,697,17,65,291,3,291,19,19
2,150.3966398,-31.61000363,"Asia and the Pacific",5,8,376,121,3370,365,15647,705,17,69,438,1,438,30,30
4,150.3966398,-31.61000363,"Asia and the Pacific",5,8,376,121,3370,365,15647,705,17,69,438,1,438,30,30
11,150.3967003,-34.58429579,"Asia and the Pacific",3,5,204,120,2971,637,13596,1079,13,52,533,3,533,7,7
6,150.3974493,-34.13812402,"Asia and the Pacific",3,5,96,108,2440,299,12097,897,15,52,537,7,537,19,19
34,150.3974493,-34.13812402,"Asia and the Pacific",3,5,96,108,2440,299,12097,897,15,52,537,7,537,19,19
4,150.3976189,-30.53939078,"Asia and the Pacific",5,5,204,115,2436,672,6659,758,16,64,373,5,373,30,30
1,150.401701,-33.05882318,"Asia and the Pacific",3,5,209,100,2491,681,14132,910,14,53,545,5,545,7,18
2,150.4026267,-34.64071898,"Asia and the Pacific",3,5,204,120,2335,637,13596,1079,13,52,533,3,533,7,7
1,150.4027405,-35.40030498,"Asia and the Pacific",3,5,127,110,2066,75,16218,1175,16,52,588,3,588,1,7
2,150.4032502,-34.39582671,"Asia and the Pacific",3,5,142,114,2845,686,10975,937,13,50,473,3,473,18,4
9,150.404183,-31.61917542,"Asia and the Pacific",5,8,376,121,3370,365,15647,705,17,69,438,1,438,19,30
4,150.4046529,-34.14967189,"Asia and the Pacific",3,5,96,108,2440,299,12097,897,15,52,537,7,537,7,19
3,150.4051109,-34.48337399,"Asia and the Pacific",3,5,183,114,2889,687,9665,990,13,51,494,1,494,7,7
6,150.4051196,-34.5554026,"Asia and the Pacific",3,5,183,114,2971,687,9665,990,13,51,494,1,494,21,7
9,150.4051196,-34.5554026,"Asia and the Pacific",3,5,183,114,2971,687,9665,990,13,51,494,1,494,21,7
5,150.4055345,-34.43558603,"Asia and the Pacific",3,5,142,114,2845,686,10975,937,13,50,473,3,473,7,4
8,150.4055345,-34.43558603,"Asia and the Pacific",3,5,142,114,2845,686,10975,937,13,50,473,3,473,7,4
33,150.4055417,-30.6264951,"Asia and the Pacific",5,8,228,113,2424,527,6423,715,17,65,437,4,437,21,19
4,150.4056476,-30.62408907,"Asia and the Pacific",5,8,228,113,2424,527,6423,715,17,65,437,4,437,21,19
1,150.4060973,-34.72352919,"Asia and the Pacific",3,5,171,103,2166,389,16021,1093,14,51,579,8,579,20,7
4,150.4065299,-30.63088917,"Asia and the Pacific",5,8,228,113,2721,527,6423,715,17,65,437,4,437,21,19
4,150.4066163,-34.13617248,"Asia and the Pacific",3,5,96,108,2440,299,12097,897,15,52,537,7,537,7,19
5,150.4066163,-34.13617248,"Asia and the Pacific",3,5,96,108,2440,299,12097,897,15,52,537,7,537,7,19
4,150.4067109,-34.7664155,"Asia and the Pacific",3,5,119,106,2166,213,16047,1066,16,50,532,7,532,20,7
5,150.4067109,-34.7664155,"Asia and the Pacific",3,5,119,106,2166,213,16047,1066,16,50,532,7,532,20,7
3,150.4073683,-34.70275958,"Asia and the Pacific",3,5,171,103,2335,389,16021,1093,14,51,579,8,579,20,7
9,150.4079078,-31.4044355,"Asia and the Pacific",3,8,375,125,3735,312,5397,677,18,69,212,1,212,19,30
5,150.4084787,-34.13412028,"Asia and the Pacific",3,5,96,108,2440,299,12097,897,15,52,537,7,537,7,19
25,150.4084787,-34.13412028,"Asia and the Pacific",3,5,96,108,2440,299,12097,897,15,52,537,7,537,7,19
31,150.4091472,-30.61212716,"Asia and the Pacific",5,8,228,113,2424,527,6423,715,17,65,437,4,437,21,19
21,150.4097982,-31.58006035,"Asia and the Pacific",1,8,316,122,3370,339,4164,699,17,70,251,2,251,30,19
4,150.409954,-33.62065974,"Asia and the Pacific",5,5,148,95,2232,775,13697,1249,13,51,756,9,756,7,1
10,150.4104794,-31.58399709,"Asia and the Pacific",1,8,316,122,3370,339,4164,699,17,70,251,2,251,30,19
2,150.4105047,-34.70404329,"Asia and the Pacific",3,5,171,103,2335,389,16021,1093,14,51,579,8,579,20,7
3,150.4105047,-34.70404329,"Asia and the Pacific",3,5,171,103,2335,389,16021,1093,14,51,579,8,579,20,7
3,150.4111439,-31.972533,"Asia and the Pacific",5,8,364,117,2983,370,5125,697,17,65,291,3,291,19,19
16,150.4111439,-31.972533,"Asia and the Pacific",5,8,364,117,2983,370,5125,697,17,65,291,3,291,19,19
3,150.4113609,-34.46361077,"Asia and the Pacific",3,5,142,114,2889,686,10975,937,13,50,473,3,473,7,4
4,150.4113609,-34.46361077,"Asia and the Pacific",3,5,142,114,2889,686,10975,937,13,50,473,3,473,7,4
2,150.412934,-33.05184359,"Asia and the Pacific",3,5,209,100,2491,681,14132,910,14,53,545,5,545,7,18
2,150.4144852,-34.49709513,"Asia and the Pacific",3,5,183,114,2889,687,9665,990,13,51,494,1,494,7,7
3,150.4147767,-33.05107033,"Asia and the Pacific",3,5,209,100,2491,681,14132,910,14,53,545,5,545,7,18
111,150.4164013,-30.62756828,"Asia and the Pacific",5,8,228,113,2424,527,6423,715,17,65,437,4,437,21,19
54,150.4190631,-35.27768764,"Asia and the Pacific",3,5,123,108,1978,183,16333,1122,15,51,536,5,536,20,7
10,150.4191098,-31.50972586,"Asia and the Pacific",1,8,316,122,4164,339,4164,699,17,70,251,2,251,30,19
18,150.4191098,-31.50972586,"Asia and the Pacific",1,8,316,122,4164,339,4164,699,17,70,251,2,251,30,19
6,150.4200701,-30.91249318,"Asia and the Pacific",7,8,286,126,3753,291,4656,653,18,67,251,0,251,19,18
57,150.4200701,-30.91249318,"Asia and the Pacific",7,8,286,126,3753,291,4656,653,18,67,251,0,251,19,18
