"p_avg","LONGITUDE","LATITUDE","GEO3major","BEDROCK","BIOME","CLAY","DENSITY","DEPTH","ELEVATION","MANPP","MAPRECIP","MATEMP","PH","SAND","SLOPE","SOC","SOIL.USDA","SOIL.WRB"
7,115.8848267,-34.24880981,"Asia and the Pacific",1,13,73,105,2638,228,18994,1069,15,66,816,2,816,18,18
8.2,115.8848267,-34.24880981,"Asia and the Pacific",1,13,73,105,2638,228,18994,1069,15,66,816,2,816,18,18
8.3,115.8848267,-34.24880981,"Asia and the Pacific",1,13,73,105,2638,228,18994,1069,15,66,816,2,816,18,18
9,115.8848267,-34.24880981,"Asia and the Pacific",1,13,73,105,2638,228,18994,1069,15,66,816,2,816,18,18
5.4,115.9848328,-34.39881134,"Asia and the Pacific",1,13,71,104,2105,172,14812,1177,15,63,720,2,720,24,24
5.5,115.9848328,-34.39881134,"Asia and the Pacific",1,13,71,104,2105,172,14812,1177,15,63,720,2,720,24,24
6.2,115.9848328,-34.39881134,"Asia and the Pacific",1,13,71,104,2105,172,14812,1177,15,63,720,2,720,24,24
7.2,115.9848328,-34.39881134,"Asia and the Pacific",1,13,71,104,2105,172,14812,1177,15,63,720,2,720,24,24
8.5,115.9848328,-34.39881134,"Asia and the Pacific",1,13,71,104,2105,172,14812,1177,15,63,720,2,720,24,24
8.9,115.9848328,-34.39881134,"Asia and the Pacific",1,13,71,104,2105,172,14812,1177,15,63,720,2,720,24,24
12.3,115.9848328,-34.39881134,"Asia and the Pacific",1,13,71,104,2105,172,14812,1177,15,63,720,2,720,24,24
13.1,115.9848328,-34.39881134,"Asia and the Pacific",1,13,71,104,2105,172,14812,1177,15,63,720,2,720,24,24
4,116.0014954,-34.39881134,"Asia and the Pacific",1,13,71,104,2074,172,14812,1177,15,63,720,2,720,18,24
4.1,116.0014954,-34.39881134,"Asia and the Pacific",1,13,71,104,2074,172,14812,1177,15,63,720,2,720,18,24
5,116.0014954,-34.39881134,"Asia and the Pacific",1,13,71,104,2074,172,14812,1177,15,63,720,2,720,18,24
5.3,116.0014954,-34.39881134,"Asia and the Pacific",1,13,71,104,2074,172,14812,1177,15,63,720,2,720,18,24
2.5,116.0681381,-32.6987915,"Asia and the Pacific",1,13,88,108,2270,271,15669,1137,16,63,615,2,615,18,18
3,116.0681381,-32.6987915,"Asia and the Pacific",1,13,88,108,2270,271,15669,1137,16,63,615,2,615,18,18
3.5,116.0681381,-32.6987915,"Asia and the Pacific",1,13,88,108,2270,271,15669,1137,16,63,615,2,615,18,18
5,116.0681381,-32.6987915,"Asia and the Pacific",1,13,88,108,2270,271,15669,1137,16,63,615,2,615,18,18
6,116.0681381,-32.6987915,"Asia and the Pacific",1,13,88,108,2270,271,15669,1137,16,63,615,2,615,18,18
5.3,116.1681671,-34.43214417,"Asia and the Pacific",1,13,65,103,1940,167,18256,1043,15,65,689,2,689,18,18
5.9,116.1681671,-34.43214417,"Asia and the Pacific",1,13,65,103,1940,167,18256,1043,15,65,689,2,689,18,18
6.3,116.1681671,-34.43214417,"Asia and the Pacific",1,13,65,103,1940,167,18256,1043,15,65,689,2,689,18,18
8,116.1681671,-34.43214417,"Asia and the Pacific",1,13,65,103,1940,167,18256,1043,15,65,689,2,689,18,18
8.9,116.1681671,-34.43214417,"Asia and the Pacific",1,13,65,103,1940,167,18256,1043,15,65,689,2,689,18,18
12,116.1681671,-34.43214417,"Asia and the Pacific",1,13,65,103,1940,167,18256,1043,15,65,689,2,689,18,18
14,116.1681671,-34.43214417,"Asia and the Pacific",1,13,65,103,1940,167,18256,1043,15,65,689,2,689,18,18
16,116.1681671,-34.43214417,"Asia and the Pacific",1,13,65,103,1940,167,18256,1043,15,65,689,2,689,18,18
23,116.1681671,-34.43214417,"Asia and the Pacific",1,13,65,103,1940,167,18256,1043,15,65,689,2,689,18,18
27,116.1681671,-34.43214417,"Asia and the Pacific",1,13,65,103,1940,167,18256,1043,15,65,689,2,689,18,18
1.2,116.1847992,-32.31545258,"Asia and the Pacific",1,13,121,108,2203,297,9940,1074,16,63,690,2,690,18,18
1.3,116.1847992,-32.31545258,"Asia and the Pacific",1,13,121,108,2203,297,9940,1074,16,63,690,2,690,18,18
1.5,116.1847992,-32.31545258,"Asia and the Pacific",1,13,121,108,2203,297,9940,1074,16,63,690,2,690,18,18
1.6,116.1847992,-32.31545258,"Asia and the Pacific",1,13,121,108,2203,297,9940,1074,16,63,690,2,690,18,18
2,116.1847992,-32.31545258,"Asia and the Pacific",1,13,121,108,2203,297,9940,1074,16,63,690,2,690,18,18
2.1,116.1847992,-32.31545258,"Asia and the Pacific",1,13,121,108,2203,297,9940,1074,16,63,690,2,690,18,18
3.6,116.1847992,-32.31545258,"Asia and the Pacific",1,13,121,108,2203,297,9940,1074,16,63,690,2,690,18,18
4.5,116.1847992,-32.31545258,"Asia and the Pacific",1,13,121,108,2203,297,9940,1074,16,63,690,2,690,18,18
5.1,116.1847992,-32.31545258,"Asia and the Pacific",1,13,121,108,2203,297,9940,1074,16,63,690,2,690,18,18
1.5,116.2014618,-32.33211899,"Asia and the Pacific",1,13,121,108,2203,297,9940,1074,16,63,690,2,690,18,18
1.6,116.2014618,-32.33211899,"Asia and the Pacific",1,13,121,108,2203,297,9940,1074,16,63,690,2,690,18,18
1.7,116.2014618,-32.33211899,"Asia and the Pacific",1,13,121,108,2203,297,9940,1074,16,63,690,2,690,18,18
2.3,116.2014618,-32.33211899,"Asia and the Pacific",1,13,121,108,2203,297,9940,1074,16,63,690,2,690,18,18
2.5,116.2014618,-32.33211899,"Asia and the Pacific",1,13,121,108,2203,297,9940,1074,16,63,690,2,690,18,18
2.8,116.2014618,-32.33211899,"Asia and the Pacific",1,13,121,108,2203,297,9940,1074,16,63,690,2,690,18,18
3.9,116.2014618,-32.33211899,"Asia and the Pacific",1,13,121,108,2203,297,9940,1074,16,63,690,2,690,18,18
4.3,116.2014618,-32.33211899,"Asia and the Pacific",1,13,121,108,2203,297,9940,1074,16,63,690,2,690,18,18
4.6,116.2014618,-32.33211899,"Asia and the Pacific",1,13,121,108,2203,297,9940,1074,16,63,690,2,690,18,18
5.3,116.2014618,-32.33211899,"Asia and the Pacific",1,13,121,108,2203,297,9940,1074,16,63,690,2,690,18,18
7.3,116.2014618,-32.33211899,"Asia and the Pacific",1,13,121,108,2203,297,9940,1074,16,63,690,2,690,18,18
15.7,116.2014618,-32.33211899,"Asia and the Pacific",1,13,121,108,2203,297,9940,1074,16,63,690,2,690,18,18
1.7,116.2014618,-32.31545258,"Asia and the Pacific",1,13,121,108,2203,297,9940,1074,16,63,690,2,690,18,18
2.5,116.2014618,-32.31545258,"Asia and the Pacific",1,13,121,108,2203,297,9940,1074,16,63,690,2,690,18,18
3.4,116.2014618,-32.31545258,"Asia and the Pacific",1,13,121,108,2203,297,9940,1074,16,63,690,2,690,18,18
4.7,116.2014618,-32.31545258,"Asia and the Pacific",1,13,121,108,2203,297,9940,1074,16,63,690,2,690,18,18
6.6,116.2014618,-32.31545258,"Asia and the Pacific",1,13,121,108,2203,297,9940,1074,16,63,690,2,690,18,18
21.1,116.2014618,-32.31545258,"Asia and the Pacific",1,13,121,108,2203,297,9940,1074,16,63,690,2,690,18,18
1,116.2666667,28.48333333,"Asia and the Pacific",3,5,296,124,2481,18,4532,1613,18,55,173,0,173,1,12
2.4,116.2666667,28.48333333,"Asia and the Pacific",3,5,296,124,2481,18,4532,1613,18,55,173,0,173,1,12
2.3,116.2681351,-32.66545486,"Asia and the Pacific",1,13,102,103,2382,317,8987,946,16,62,571,2,571,18,18
2.5,116.2681351,-32.66545486,"Asia and the Pacific",1,13,102,103,2382,317,8987,946,16,62,571,2,571,18,18
2.8,116.2681351,-32.66545486,"Asia and the Pacific",1,13,102,103,2382,317,8987,946,16,62,571,2,571,18,18
3.3,116.2681351,-32.66545486,"Asia and the Pacific",1,13,102,103,2382,317,8987,946,16,62,571,2,571,18,18
4,116.2681351,-32.66545486,"Asia and the Pacific",1,13,102,103,2382,317,8987,946,16,62,571,2,571,18,18
4.8,116.2681351,-32.66545486,"Asia and the Pacific",1,13,102,103,2382,317,8987,946,16,62,571,2,571,18,18
5,116.2681351,-32.66545486,"Asia and the Pacific",1,13,102,103,2382,317,8987,946,16,62,571,2,571,18,18
5.1,116.2681351,-32.66545486,"Asia and the Pacific",1,13,102,103,2382,317,8987,946,16,62,571,2,571,18,18
6,116.2681351,-32.66545486,"Asia and the Pacific",1,13,102,103,2382,317,8987,946,16,62,571,2,571,18,18
6.6,116.2681351,-32.66545486,"Asia and the Pacific",1,13,102,103,2382,317,8987,946,16,62,571,2,571,18,18
6.9,116.2681351,-32.66545486,"Asia and the Pacific",1,13,102,103,2382,317,8987,946,16,62,571,2,571,18,18
7,116.2681351,-32.66545486,"Asia and the Pacific",1,13,102,103,2382,317,8987,946,16,62,571,2,571,18,18
8,116.2681351,-32.66545486,"Asia and the Pacific",1,13,102,103,2382,317,8987,946,16,62,571,2,571,18,18
8.1,116.2681351,-32.66545486,"Asia and the Pacific",1,13,102,103,2382,317,8987,946,16,62,571,2,571,18,18
8.6,116.2681351,-32.66545486,"Asia and the Pacific",1,13,102,103,2382,317,8987,946,16,62,571,2,571,18,18
9,116.2681351,-32.66545486,"Asia and the Pacific",1,13,102,103,2382,317,8987,946,16,62,571,2,571,18,18
11,116.2681351,-32.66545486,"Asia and the Pacific",1,13,102,103,2382,317,8987,946,16,62,571,2,571,18,18
18,116.2681351,-32.66545486,"Asia and the Pacific",1,13,102,103,2382,317,8987,946,16,62,571,2,571,18,18
0.3,116.9166667,28.21666667,"Asia and the Pacific",3,5,280,131,1662,38,4981,1761,18,51,125,0,125,1,1
1.1,116.9166667,28.21666667,"Asia and the Pacific",3,5,280,131,1662,38,4981,1761,18,51,125,0,125,1,1
20.8,116.9166667,28.21666667,"Asia and the Pacific",3,5,280,131,1662,38,4981,1761,18,51,125,0,125,1,1
0.9,117.3166667,27.83333333,"Asia and the Pacific",9,2,316,114,844,570,7428,1892,16,48,495,10,495,1,1
2.3,117.3166667,27.83333333,"Asia and the Pacific",9,2,316,114,844,570,7428,1892,16,48,495,10,495,1,1
9.7,117.401474,-33.19878006,"Asia and the Pacific",9,13,95,120,2279,318,4946,418,16,62,197,1,197,26,19
21.3,117.401474,-33.19878006,"Asia and the Pacific",9,13,95,120,2279,318,4946,418,16,62,197,1,197,26,19
21.7,117.401474,-33.19878006,"Asia and the Pacific",9,13,95,120,2279,318,4946,418,16,62,197,1,197,26,19
22.2,117.8014755,-33.31544495,"Asia and the Pacific",1,13,96,123,2533,279,3717,359,16,62,139,0,139,5,5
17,117.8181458,-33.29877472,"Asia and the Pacific",1,13,105,119,2533,297,3913,359,16,60,150,1,150,27,27
14.8,117.8181534,-33.79878235,"Asia and the Pacific",1,13,162,119,2385,302,5249,401,16,62,228,0,228,27,27
18.7,117.8348083,-33.31544495,"Asia and the Pacific",1,13,96,123,2827,279,3717,359,16,62,139,0,139,5,5
17.3,118.1514435,-31.49875259,"Asia and the Pacific",1,13,146,122,3707,306,2956,321,18,68,196,1,196,5,5
28.3,118.1514435,-31.49875259,"Asia and the Pacific",1,13,146,122,3707,306,2956,321,18,68,196,1,196,5,5
16.2,118.1847763,-31.39875031,"Asia and the Pacific",9,13,141,119,2913,323,2878,311,18,66,162,1,162,5,5
12.3,118.2014465,-31.39875031,"Asia and the Pacific",9,13,141,119,2913,323,2878,311,18,66,162,1,162,7,5
17.2,118.2181091,-31.34875107,"Asia and the Pacific",9,13,141,119,3070,323,2878,311,18,66,162,1,162,7,5
7.7,118.251442,-31.39875031,"Asia and the Pacific",1,13,150,123,2763,343,2795,314,18,64,163,1,163,7,7
21.8,118.2514496,-31.54875183,"Asia and the Pacific",1,13,158,122,3069,337,2922,334,18,62,122,1,122,5,5
12.2,118.2681122,-31.53208542,"Asia and the Pacific",1,13,158,122,2525,337,2922,334,18,62,122,1,122,5,5
23,118.2681122,-31.53208542,"Asia and the Pacific",1,13,158,122,2525,337,2922,334,18,62,122,1,122,5,5
7.3,118.301445,-31.51541901,"Asia and the Pacific",1,13,158,122,2525,337,2922,334,18,62,122,1,122,5,5
32,120.1869431,23.2172222,"Asia and the Pacific",1,2,284,132,1992,3,65535,1686,24,68,204,0,204,13,13
2,120.5188904,24.0066662,"Asia and the Pacific",1,2,312,130,2075,25,65535,1625,23,59,350,0,350,12,12
11,120.5188904,24.0066662,"Asia and the Pacific",1,2,312,130,2075,25,65535,1625,23,59,350,0,350,12,12
6,120.5636139,22.6091671,"Asia and the Pacific",1,2,316,138,1728,26,50945,2824,24,58,251,0,251,1,1
14,120.5636139,22.6091671,"Asia and the Pacific",1,2,316,138,1728,26,50945,2824,24,58,251,0,251,1,1
1,120.6155548,22.6849995,"Asia and the Pacific",3,2,343,128,885,244,10827,3222,23,53,418,1,418,1,1
7,120.6155548,22.6849995,"Asia and the Pacific",3,2,343,128,885,244,10827,3222,23,53,418,1,418,1,1
3,120.9269409,24.0383339,"Asia and the Pacific",3,2,391,112,1021,558,6973,2451,20,52,722,11,722,1,1
30,120.9269409,24.0383339,"Asia and the Pacific",3,2,391,112,1021,558,6973,2451,20,52,722,11,722,1,1
7,121.1880569,24.9586105,"Asia and the Pacific",1,2,312,131,1754,158,27310,2080,21,52,412,1,412,1,1
20,121.1880569,24.9586105,"Asia and the Pacific",1,2,312,131,1754,158,27310,2080,21,52,412,1,412,1,1
1,121.5749969,24.9111118,"Asia and the Pacific",3,2,325,114,789,209,7220,3052,21,49,619,6,619,7,7
6,121.5749969,24.9111118,"Asia and the Pacific",3,2,325,114,789,209,7220,3052,21,49,619,6,619,7,7
13,121.7699966,24.8202782,"Asia and the Pacific",3,2,310,101,1418,380,11429,3160,20,49,1037,14,1037,4,4
3,147.0012505,-35.79247232,"Asia and the Pacific",3,5,159,111,3752,255,5125,690,15,56,298,2,298,19,19
7,147.0012506,-35.80135333,"Asia and the Pacific",3,5,159,111,3529,255,5125,690,15,56,298,2,298,19,19
44,147.0012512,-35.83471334,"Asia and the Pacific",1,5,142,118,3529,263,5435,716,15,54,268,3,268,19,19
2,147.0012513,-35.84102467,"Asia and the Pacific",1,5,142,118,3529,263,5435,716,15,54,268,3,268,19,19
9,147.0012513,-35.84102467,"Asia and the Pacific",1,5,142,118,3529,263,5435,716,15,54,268,3,268,19,19
13,147.0027165,-34.96321713,"Asia and the Pacific",1,5,273,112,5222,174,4479,526,16,61,274,1,274,19,19
2,147.0084044,-35.41791606,"Asia and the Pacific",1,5,197,112,4434,213,4263,589,16,59,321,0,321,19,19
2,147.0084076,-35.41792297,"Asia and the Pacific",1,5,197,112,4434,213,4263,589,16,59,321,0,321,19,19
8,147.0094316,-35.81741989,"Asia and the Pacific",1,5,142,118,3529,263,5435,716,15,54,268,3,268,19,19
6,147.0118174,-33.0751212,"Asia and the Pacific",1,5,297,122,7072,186,3362,444,18,65,215,0,215,19,19
1,147.0120028,-35.69042487,"Asia and the Pacific",1,5,159,112,4087,214,5078,641,15,58,255,0,255,19,19
4,147.0120341,-35.97119832,"Asia and the Pacific",7,5,166,116,2951,230,5539,724,15,53,253,1,253,19,19
1,147.0147515,-35.49162748,"Asia and the Pacific",1,5,182,109,4198,232,4210,613,15,57,283,0,283,19,30
2,147.0147515,-35.49162748,"Asia and the Pacific",1,5,182,109,4198,232,4210,613,15,57,283,0,283,19,30
1,147.0147552,-35.49163437,"Asia and the Pacific",1,5,182,109,4198,232,4210,613,15,57,283,0,283,19,30
2,147.0147552,-35.49163437,"Asia and the Pacific",1,5,182,109,4198,232,4210,613,15,57,283,0,283,19,30
4,147.0168756,-35.52661193,"Asia and the Pacific",1,5,182,109,4198,232,4210,613,15,57,283,0,283,30,30
2,147.0187988,-35.10300064,"Asia and the Pacific",1,5,379,113,6084,176,3849,519,16,61,272,0,272,19,19
14,147.0238198,-35.8826589,"Asia and the Pacific",1,5,142,118,3099,263,5435,716,15,54,268,3,268,19,19
2,147.0245599,-34.33899155,"Asia and the Pacific",1,5,227,110,4749,234,3253,482,16,61,260,1,260,19,19
4,147.0245599,-34.33899155,"Asia and the Pacific",1,5,227,110,4749,234,3253,482,16,61,260,1,260,19,19
37,147.0245599,-34.33899155,"Asia and the Pacific",1,5,227,110,4749,234,3253,482,16,61,260,1,260,19,19
3,147.0249226,-33.57283778,"Asia and the Pacific",9,5,179,117,5143,230,3071,475,17,60,205,0,205,19,19
7,147.0249226,-33.57283778,"Asia and the Pacific",9,5,179,117,5143,230,3071,475,17,60,205,0,205,19,19
6,147.0258237,-32.60613768,"Asia and the Pacific",5,9,169,122,3589,298,3064,451,17,63,208,1,208,19,19
30,147.0258237,-32.60613768,"Asia and the Pacific",5,9,169,122,3589,298,3064,451,17,63,208,1,208,19,19
5,147.0262811,-34.48933543,"Asia and the Pacific",1,5,207,111,4654,226,3437,442,16,63,268,0,268,19,19
4,147.0312017,-34.9771091,"Asia and the Pacific",1,5,273,112,5083,174,4479,526,16,61,274,1,274,19,19
6,147.0312017,-34.9771091,"Asia and the Pacific",1,5,273,112,5083,174,4479,526,16,61,274,1,274,19,19
21,147.0313685,-34.98351146,"Asia and the Pacific",1,5,273,112,5083,174,4479,526,16,61,274,1,274,19,19
37,147.0313685,-34.98351146,"Asia and the Pacific",1,5,273,112,5083,174,4479,526,16,61,274,1,274,19,19
1,147.0315499,-35.70694839,"Asia and the Pacific",1,5,159,112,4087,214,5078,641,15,58,255,0,255,19,19
3,147.0316155,-34.33826845,"Asia and the Pacific",1,5,227,110,4749,234,3253,482,16,61,260,1,260,19,19
6,147.0316155,-34.33826845,"Asia and the Pacific",1,5,227,110,4749,234,3253,482,16,61,260,1,260,19,19
22,147.0319552,-32.16256973,"Asia and the Pacific",1,9,212,124,5710,225,2766,431,18,66,173,0,173,19,19
5,147.0326012,-35.92633077,"Asia and the Pacific",7,5,166,116,3099,230,5539,724,15,53,253,1,253,19,19
2,147.0326364,-33.16694315,"Asia and the Pacific",1,9,320,116,7291,187,3475,450,18,64,203,0,203,30,30
59,147.0326364,-33.16694315,"Asia and the Pacific",1,9,320,116,7291,187,3475,450,18,64,203,0,203,30,30
3,147.0331618,-36.04740599,"Asia and the Pacific",1,5,145,121,2839,202,18435,739,15,55,257,2,257,19,19
5,147.0331618,-36.04740599,"Asia and the Pacific",1,5,145,121,2839,202,18435,739,15,55,257,2,257,19,19
1,147.0341039,-36.04376331,"Asia and the Pacific",1,5,145,121,2951,202,18435,739,15,55,257,2,257,19,19
10,147.0341039,-36.04376331,"Asia and the Pacific",1,5,145,121,2951,202,18435,739,15,55,257,2,257,19,19
26,147.0341039,-36.04376331,"Asia and the Pacific",1,5,145,121,2951,202,18435,739,15,55,257,2,257,19,19
15,147.0344354,-35.93822242,"Asia and the Pacific",7,5,166,116,3099,230,5539,724,15,53,253,1,253,19,19
36,147.0344354,-35.93822242,"Asia and the Pacific",7,5,166,116,3099,230,5539,724,15,53,253,1,253,19,19
11,147.0349051,-34.48431014,"Asia and the Pacific",1,5,207,111,4654,226,3437,442,16,63,268,0,268,19,19
33,147.0349051,-34.48431014,"Asia and the Pacific",1,5,207,111,4654,226,3437,442,16,63,268,0,268,19,19
3,147.0355628,-35.88087983,"Asia and the Pacific",1,5,142,118,3099,263,5435,716,15,54,268,3,268,19,19
4,147.0355628,-35.88087983,"Asia and the Pacific",1,5,142,118,3099,263,5435,716,15,54,268,3,268,19,19
7,147.0355628,-35.88087983,"Asia and the Pacific",1,5,142,118,3099,263,5435,716,15,54,268,3,268,19,19
2,147.0364649,-35.79460365,"Asia and the Pacific",3,5,159,111,3752,255,5125,690,15,56,298,2,298,19,19
12,147.0389681,-35.93465068,"Asia and the Pacific",7,5,166,116,3099,230,5539,724,15,53,253,1,253,19,19
2,147.0396191,-33.90041513,"Asia and the Pacific",3,5,158,114,4272,291,3052,496,17,59,266,0,266,19,19
4,147.0396191,-33.90041513,"Asia and the Pacific",3,5,158,114,4272,291,3052,496,17,59,266,0,266,19,19
22,147.0422533,-35.89989263,"Asia and the Pacific",1,5,142,118,3099,263,5435,716,15,54,268,3,268,19,19
6,147.0422709,-35.9329816,"Asia and the Pacific",7,5,166,116,3099,230,5539,724,15,53,253,1,253,19,19
22,147.0422709,-35.9329816,"Asia and the Pacific",7,5,166,116,3099,230,5539,724,15,53,253,1,253,19,19
8,147.0425464,-35.90909795,"Asia and the Pacific",7,5,166,116,3099,230,5539,724,15,53,253,1,253,19,19
26,147.0425464,-35.90909795,"Asia and the Pacific",7,5,166,116,3099,230,5539,724,15,53,253,1,253,19,19
2,147.0426635,-35.5267859,"Asia and the Pacific",1,5,182,109,4198,232,4210,613,15,57,283,0,283,30,30
1,147.0431747,-35.03671065,"Asia and the Pacific",1,5,350,114,5083,169,4792,519,16,62,274,0,274,19,19
4,147.0431747,-35.03671065,"Asia and the Pacific",1,5,350,114,5083,169,4792,519,16,62,274,0,274,19,19
1,147.0431824,-35.03671646,"Asia and the Pacific",1,5,350,114,5083,169,4792,519,16,62,274,0,274,19,19
4,147.0431824,-35.03671646,"Asia and the Pacific",1,5,350,114,5083,169,4792,519,16,62,274,0,274,19,19
20,147.04338,-35.93388281,"Asia and the Pacific",7,5,166,116,3099,230,5539,724,15,53,253,1,253,19,19
4,147.0439872,-35.90925071,"Asia and the Pacific",7,5,166,116,3099,230,5539,724,15,53,253,1,253,19,19
5,147.0439872,-35.90925071,"Asia and the Pacific",7,5,166,116,3099,230,5539,724,15,53,253,1,253,19,19
4,147.0449644,-35.93218721,"Asia and the Pacific",7,5,166,116,3099,230,5539,724,15,53,253,1,253,19,19
1,147.0462589,-35.15934472,"Asia and the Pacific",1,5,305,114,6103,190,3921,542,16,60,257,1,257,19,19
1,147.0462646,-35.15935135,"Asia and the Pacific",1,5,305,114,6103,190,3921,542,16,60,257,1,257,19,19
1,147.0466254,-35.32029951,"Asia and the Pacific",3,5,174,112,4649,230,5304,596,16,59,338,1,338,19,19
8,147.0466254,-35.32029951,"Asia and the Pacific",3,5,174,112,4649,230,5304,596,16,59,338,1,338,19,19
1,147.0466309,-35.32030487,"Asia and the Pacific",3,5,174,112,4649,230,5304,596,16,59,338,1,338,19,19
8,147.0466309,-35.32030487,"Asia and the Pacific",3,5,174,112,4649,230,5304,596,16,59,338,1,338,19,19
58,147.0466865,-35.90097292,"Asia and the Pacific",7,5,142,116,3099,304,6502,756,15,53,459,3,459,19,19
1,147.0491127,-35.33991039,"Asia and the Pacific",3,5,174,112,4649,230,5304,596,16,59,338,1,338,19,19
2,147.0491127,-35.33991039,"Asia and the Pacific",3,5,174,112,4649,230,5304,596,16,59,338,1,338,19,19
1,147.049118,-35.33991623,"Asia and the Pacific",3,5,174,112,4649,230,5304,596,16,59,338,1,338,19,19
2,147.049118,-35.33991623,"Asia and the Pacific",3,5,174,112,4649,230,5304,596,16,59,338,1,338,19,19
8,147.0494371,-34.58278313,"Asia and the Pacific",1,5,225,108,5660,219,3547,466,16,62,221,0,221,19,19
10,147.0494371,-34.58278313,"Asia and the Pacific",1,5,225,108,5660,219,3547,466,16,62,221,0,221,19,19
2,147.0498633,-35.78906286,"Asia and the Pacific",3,5,133,116,3752,285,5733,730,15,54,370,2,370,19,19
2,147.0502167,-35.34600067,"Asia and the Pacific",3,5,174,112,4649,230,5304,596,16,59,338,1,338,19,19
3,147.0502167,-35.34600067,"Asia and the Pacific",3,5,174,112,4649,230,5304,596,16,59,338,1,338,19,19
2,147.0502169,-35.34599637,"Asia and the Pacific",3,5,174,112,4649,230,5304,596,16,59,338,1,338,19,19
3,147.0502169,-35.34599637,"Asia and the Pacific",3,5,174,112,4649,230,5304,596,16,59,338,1,338,19,19
7,147.0503138,-32.62277388,"Asia and the Pacific",3,9,170,124,3589,304,2809,472,17,60,186,1,186,19,19
32,147.0503138,-32.62277388,"Asia and the Pacific",3,9,170,124,3589,304,2809,472,17,60,186,1,186,19,19
3,147.0506085,-35.00199074,"Asia and the Pacific",1,5,206,108,5083,201,3893,547,16,60,225,1,225,19,19
6,147.0506085,-35.00199074,"Asia and the Pacific",1,5,206,108,5083,201,3893,547,16,60,225,1,225,19,19
3,147.0506134,-35.00199509,"Asia and the Pacific",1,5,206,108,5083,201,3893,547,16,60,225,1,225,19,19
6,147.0506134,-35.00199509,"Asia and the Pacific",1,5,206,108,5083,201,3893,547,16,60,225,1,225,19,19
7,147.0511266,-33.2411722,"Asia and the Pacific",1,5,310,116,5968,190,2808,462,17,63,173,0,173,30,30
8,147.0511266,-33.2411722,"Asia and the Pacific",1,5,310,116,5968,190,2808,462,17,63,173,0,173,30,30
12,147.0517648,-35.87148815,"Asia and the Pacific",7,5,142,116,3529,304,6502,756,15,53,459,3,459,19,19
17,147.0524582,-35.61167323,"Asia and the Pacific",1,5,143,112,4324,260,4091,667,15,57,278,1,278,19,30
3,147.0527934,-32.74285821,"Asia and the Pacific",1,9,179,121,4036,262,2837,447,18,61,173,1,173,19,19
6,147.0527934,-32.74285821,"Asia and the Pacific",1,9,179,121,4036,262,2837,447,18,61,173,1,173,19,19
2,147.0528262,-36.00158912,"Asia and the Pacific",0,5,178,103,2951,195,2204,765,15,56,611,1,611,19,19
1,147.0563049,-35.39739609,"Asia and the Pacific",9,5,171,111,4434,259,4361,626,15,57,322,2,322,19,19
2,147.0563049,-35.39739609,"Asia and the Pacific",9,5,171,111,4434,259,4361,626,15,57,322,2,322,19,19
1,147.0563054,-35.39738993,"Asia and the Pacific",9,5,171,111,4434,259,4361,626,15,57,322,2,322,19,19
2,147.0563054,-35.39738993,"Asia and the Pacific",9,5,171,111,4434,259,4361,626,15,57,322,2,322,19,19
44,147.0583076,-35.88108733,"Asia and the Pacific",7,5,142,116,3099,304,6502,756,15,53,459,3,459,19,19
3,147.0646226,-35.60760988,"Asia and the Pacific",1,5,143,112,4324,260,4091,667,15,57,278,1,278,19,30
29,147.0646226,-35.60760988,"Asia and the Pacific",1,5,143,112,4324,260,4091,667,15,57,278,1,278,19,30
1,147.0666874,-35.96542819,"Asia and the Pacific",1,5,156,116,2951,233,5929,747,15,55,256,2,256,19,19
2,147.0666874,-35.96542819,"Asia and the Pacific",1,5,156,116,2951,233,5929,747,15,55,256,2,256,19,19
6,147.0698018,-34.34331197,"Asia and the Pacific",3,5,256,107,4749,248,3398,491,16,60,226,1,226,19,19
29,147.0698018,-34.34331197,"Asia and the Pacific",3,5,256,107,4749,248,3398,491,16,60,226,1,226,19,19
1,147.0702515,-35.29143906,"Asia and the Pacific",3,5,174,112,5413,230,5304,596,16,59,338,1,338,19,19
1,147.0702542,-35.29143375,"Asia and the Pacific",3,5,174,112,5413,230,5304,596,16,59,338,1,338,19,19
7,147.0709162,-35.77015418,"Asia and the Pacific",3,5,133,116,3752,285,5733,730,15,54,370,2,370,19,19
9,147.0709162,-35.77015418,"Asia and the Pacific",3,5,133,116,3752,285,5733,730,15,54,370,2,370,19,19
2,147.0728847,-35.70865259,"Asia and the Pacific",1,5,160,112,4087,240,4917,680,15,56,306,1,306,19,19
2,147.0729803,-32.99369197,"Asia and the Pacific",1,9,268,117,5986,208,2898,451,18,63,184,1,184,19,19
12,147.0729803,-32.99369197,"Asia and the Pacific",1,9,268,117,5986,208,2898,451,18,63,184,1,184,19,19
2,147.0732798,-35.2927845,"Asia and the Pacific",3,5,174,112,5413,230,5304,596,16,59,338,1,338,19,19
3,147.0732798,-35.2927845,"Asia and the Pacific",3,5,174,112,5413,230,5304,596,16,59,338,1,338,19,19
2,147.073288,-35.29278946,"Asia and the Pacific",3,5,174,112,5413,230,5304,596,16,59,338,1,338,19,19
3,147.073288,-35.29278946,"Asia and the Pacific",3,5,174,112,5413,230,5304,596,16,59,338,1,338,19,19
3,147.0733593,-34.76797214,"Asia and the Pacific",1,5,233,113,6464,201,3732,525,16,64,252,0,252,5,5
