"","LONGITUDE","LATITUDE","p_avg","GEO3major","data","BEDROCK","BIOME","CLAY","DENSITY","DEPTH","ELEVATION","MANPP","MAPRECIP","MATEMP","PH","SAND","SLOPE","SOC","SOIL.USDA","SOIL.WRB"
"PI585454.D1G0BACXX.7.250129922",-0.439999998,10.52000046,0,"NA","test",8,8,166,144,22,301,1919,1039,27,63,143,2,143,13,23
"PI585455.D1G0BACXX.7.250129934",-0.180000007,10.63000011,0,"NA","test",8,8,197,146,115,341,2614,1016,27,64,130,2,130,13,13
"PI585456.D1G0BACXX.7.250129920",-0.180000007,10.63000011,0,"NA","test",8,8,197,146,115,341,2614,1016,27,64,130,2,130,13,13
"PI585457.D1G0BACXX.7.250129932",-0.209999993,10.69999981,0,"NA","test",8,8,216,153,115,224,2477,977,28,62,111,1,111,18,19
"PI585461.D1G0BACXX.7.250129944",-0.180000007,11.06000042,0,"NA","test",8,8,233,156,145,221,2074,895,28,65,98,1,98,13,18
"PI585467.D1G0BACXX.7.250129956",-0.209999993,9.909999847,0,"NA","test",8,8,268,143,108,189,11212,1104,28,60,129,1,129,13,13
"PI585468.D1G0BACXX.7.250129885",-0.209999993,9.909999847,0,"NA","test",8,8,268,143,108,189,11212,1104,28,60,129,1,129,13,13
"PI585469.D1G0BACXX.7.250129897",-0.209999993,9.909999847,0,"NA","test",8,8,268,143,108,189,11212,1104,28,60,129,1,129,13,13
"PI585470.D1G0BACXX.7.250129909",-0.209999993,9.909999847,0,"NA","test",8,8,268,143,108,189,11212,1104,28,60,129,1,129,13,13
"PI585471.D1G0BACXX.7.250129921",-1.100000024,10.96000004,0,"NA","test",8,8,253,152,2,199,36630,953,29,65,114,1,114,23,23
"PI585472.D1G0BACXX.7.250129933",-1.100000024,10.96000004,0,"NA","test",8,8,253,152,2,199,36630,953,29,65,114,1,114,23,23
"PI585572.D1G0BACXX.7.250129946",29.79000092,-4.130000114,0,"NA","test",8,8,370,118,725,1485,8089,1286,19,55,313,5,313,11,1
"PI585573.D1EYBACXX.8.250140220",29.79000092,-4.130000114,0,"NA","test",8,8,370,118,725,1485,8089,1286,19,55,313,5,313,11,1
"PI585574.D1G0BACXX.7.250129958",29.79000092,-4.130000114,0,"NA","test",8,8,370,118,725,1485,8089,1286,19,55,313,5,313,11,1
"PI585576.D1G0BACXX.7.250129970",30.21999931,-3.769999981,0,"NA","test",8,8,321,130,777,1212,9192,1154,21,54,237,2,237,11,11
"PI585577.D1EYBACXX.8.250140221",29.38999939,-3.099999905,0,"NA","test",8,2,341,120,1096,1022,10915,1027,23,60,358,4,358,1,1
"PI585578.D1EYBACXX.8.250140222",29.37000084,-3.130000114,0,"NA","test",8,2,258,133,969,862,9105,918,24,66,253,0,253,1,1
"PI585579.D1EYBACXX.8.250140223",29.42000008,-3.25,0,"NA","test",8,2,291,126,776,1188,9378,1165,22,60,291,11,291,1,1
"PI585580.D1EYBACXX.8.250140224",29.39999962,-3.25,0,"NA","test",8,2,291,126,846,1188,9378,1165,22,60,291,11,291,22,1
"PI585581.D1EYBACXX.8.250140225",29.39999962,-3.339999914,0,"NA","test",8,2,297,117,898,1343,47753,1253,21,60,378,13,378,13,11
"PI585582.D1G0BACXX.7.250129887",29.39999962,-3.339999914,0,"NA","test",8,2,297,117,898,1343,47753,1253,21,60,378,13,378,13,11
"PI585590.D1EYBACXX.8.250140227",30.05999947,-1.950000048,0,"NA","test",8,8,407,131,460,1522,17463,1047,20,57,354,8,354,1,1
"PI585595.D1EYBACXX.8.250140228",29.62999916,-1.5,0,"NA","test",2,2,284,90,781,2034,14465,1405,17,60,661,4,661,4,4
"PI585596.D1G0BACXX.7.250129899",30.05999947,-1.580000043,0,"NA","test",8,2,410,112,814,1954,9479,1074,17,53,533,13,533,1,1
"PI585600.D1G0BACXX.7.250129911",30.14999962,-1.75999999,0,"NA","test",8,2,388,116,397,1763,9903,1028,19,54,412,13,412,1,1
"PI585602.D1EYBACXX.8.250140229",30.14999962,-1.75999999,0,"NA","test",8,2,388,116,397,1763,9903,1028,19,54,412,13,412,1,1
"PI585607.D1EYBACXX.8.250140230",30.05999947,-1.929999948,0,"NA","test",8,8,407,131,460,1522,17463,1047,20,57,354,8,354,1,1
"PI585608.D1EYBACXX.8.250140231",30.05999947,-1.929999948,0,"NA","test",8,8,407,131,460,1522,17463,1047,20,57,354,8,354,1,1
"PI585609.D1EYBACXX.8.250140232",30.54000092,-2.160000086,0,"NA","test",8,8,407,126,552,1515,10403,986,20,58,350,8,350,11,11
"PI585971.D1G0BACXX.7.250129923",1.019999981,7.559999943,0,"NA","test",8,2,324,120,326,588,5072,1419,25,57,561,8,561,1,1
"PI585981.D1G0BACXX.7.250129935",1.909999967,7.300000191,0,"NA","test",8,8,254,139,402,150,3523,1023,27,64,228,1,228,18,18
"PI585984.D1EYBACXX.8.250140233",2.180000067,7.659999847,0,"NA","test",8,8,127,138,172,146,3991,1089,27,65,182,1,182,1,1
"PI585985.D1EYBACXX.8.250140234",2.180000067,7.659999847,0,"NA","test",8,8,127,138,172,146,3991,1089,27,65,182,1,182,1,1
"PI585987.D1EYBACXX.8.250140235",2.230000019,8.010000229,0,"NA","test",8,8,199,137,55,162,3979,1041,27,61,157,1,157,18,18
"PI585989.D1EYBACXX.8.250140236",2.5833335,8.4333339,0,"NA","test",8,8,173,136,356,229,4652,1031,27,62,289,1,289,19,19
"PI585991.D1EYBACXX.8.250140237",2.430000067,8.479999542,0,"NA","test",8,8,175,137,99,214,4375,1009,27,63,264,1,264,18,18
"PI585992.D1EYBACXX.8.250140238",2.599999905,8.880000114,0,"NA","test",8,8,181,137,231,321,4678,1079,26,62,174,1,174,13,1
"PI586000.D1EYBACXX.8.250140239",3.160000086,10.21000004,0,"NA","test",8,8,164,136,12,359,2739,1050,27,62,121,1,121,13,13
"PI586008.D1EYBACXX.8.250140240",2.630000114,10.05000019,0,"NA","test",8,8,190,135,372,373,2977,1057,26,62,126,1,126,19,19
"PI586028.D1EYBACXX.8.250140241",25.75,-13.75,0,"NA","test",8,8,253,135,1077,1212,11578,1001,20,58,168,1,168,11,11
"PI586032.D1EYBACXX.8.250140242",25.25,-13,0,"NA","test",8,8,280,132,1785,1183,8044,1096,20,56,153,1,153,11,11
"PI586033.D1EYBACXX.8.250140243",24.75,-13.17000008,0,"NA","test",1,8,312,132,1905,1164,7136,1067,20,56,158,1,158,11,11
"PI586034.D1EYBACXX.8.250140244",25.5,-12.25,0,"NA","test",8,8,236,132,1095,1277,8015,1199,19,54,190,1,190,11,11
"PI586035.D1EYBACXX.8.250140245",28.75,-10.17000008,0,"NA","test",8,8,251,134,1429,1029,7038,1208,22,55,193,1,193,11,11
"PI586036.D1EYBACXX.8.250140246",30.07999992,-9.5,0,"NA","test",8,8,269,127,1186,1423,8555,1297,21,55,174,1,174,11,11
"PI586037.D1EYBACXX.8.250140247",26.39999962,-12.18000031,0,"NA","test",8,8,305,135,1429,1374,7362,1258,19,55,182,2,182,11,11
"PI586038.D1EYBACXX.8.250140248",26.39999962,-12.18000031,0,"NA","test",8,8,305,135,1429,1374,7362,1258,19,55,182,2,182,11,11
"PI586039.D1EYBACXX.8.250140249",26.39999962,-12.18000031,0,"NA","test",8,8,305,135,1429,1374,7362,1258,19,55,182,2,182,11,11
"PI586040.D1EYBACXX.8.250140250",25.75,-13.82999992,0,"NA","test",8,8,246,133,1119,1158,8008,978,20,60,200,0,200,11,11
"PI586041.D1EYBACXX.8.250140251",25.5,-13.75,0,"NA","test",8,8,221,134,1433,1191,7670,986,20,60,222,0,222,11,11
"PI586042.D1EYBACXX.8.250140252",25.5,-13.75,0,"NA","test",8,8,221,134,1433,1191,7670,986,20,60,222,0,222,11,11
"PI586052.D1EYBACXX.8.250140253",34.40000153,-15.72999954,0,"NA","test",8,8,204,132,669,615,6744,926,24,60,173,2,173,19,19
"PI586054.D1EYBACXX.8.250140254",34.99000168,-15.78999996,0,"NA","test",8,8,228,128,880,925,65535,1032,21,57,270,3,270,18,18
"PI586107.D1EYBACXX.8.250140255",-0.720000029,14.05000019,0,"NA","test",8,8,202,159,4244,309,595,449,28,65,72,0,72,5,5
"PI586108.D1G0BACXX.7.250129947",-0.720000029,14.05000019,0,"NA","test",8,8,202,159,4244,309,595,449,28,65,72,0,72,5,5
"PI586109.D1EYBACXX.8.250140256",-0.720000029,14.05000019,0,"NA","test",8,8,202,159,4244,309,595,449,28,65,72,0,72,5,5
"PI586110.D1FY1ACXX.8.250123432",-0.50999999,14.02999973,0,"NA","test",8,8,215,165,4051,294,545,437,29,67,70,0,70,5,5
"PI586111.D1FY1ACXX.8.250123433",-0.730000019,14.31000042,0,"NA","test",8,8,217,160,5370,327,542,417,29,65,59,0,59,3,3
"PI586112.D1FY1ACXX.8.250123434",-0.409999996,14.35000038,0,"NA","test",8,8,168,160,4108,285,589,399,29,64,59,0,59,19,7
"PI586113.D1FY1ACXX.8.250123435",-0.409999996,14.35000038,0,"NA","test",8,8,168,160,4108,285,589,399,29,64,59,0,59,19,7
"PI586114.D1FY1ACXX.8.250123436",-0.230000004,14.18000031,0,"NA","test",8,8,170,162,3385,282,329,422,29,66,61,0,61,7,5
"PI586115.D1FY1ACXX.8.250123437",-0.230000004,14.18000031,0,"NA","test",8,8,170,162,3385,282,329,422,29,66,61,0,61,7,5
"PI586117.D1FY1ACXX.8.250123438",0.029999999,14.02999973,0,"NA","test",8,8,187,161,1743,278,647,430,29,66,64,0,64,5,5
"PI586118.D1FY1ACXX.8.250123439",0.529999971,13.43000031,0,"NA","test",8,8,184,157,249,264,5099,530,29,64,59,0,59,1,1
"PI586119.D1FY1ACXX.8.250123440",0.649999976,13.43000031,0,"NA","test",8,8,153,155,562,260,605,521,29,63,53,0,53,5,5
"PI586120.D1FY1ACXX.8.250123441",0.649999976,13.43000031,0,"NA","test",8,8,153,155,562,260,605,521,29,63,53,0,53,5,5
"PI586123.D1FY1ACXX.8.250123442",0.029999999,14.02999973,0,"NA","test",8,8,187,161,1743,278,647,430,29,66,64,0,64,5,5
"PI586124.D1FY1ACXX.8.250123443",0.029999999,14.02999973,0,"NA","test",8,8,187,161,1743,278,647,430,29,66,64,0,64,5,5
"PI586128.D1FY1ACXX.8.250123444",-2.230000019,12.82999992,0,"NA","test",8,8,247,156,17,343,1068,671,28,64,100,1,100,1,1
"PI586137.D1FY1ACXX.8.250123445",-0.75999999,14.43000031,0,"NA","test",8,8,220,162,3808,330,511,402,29,66,59,0,59,19,19
"PI586141.D1FY1ACXX.8.250123446",-2.069999933,13.76000023,0,"NA","test",8,8,172,160,437,336,14704,510,28,64,58,0,58,30,17
"PI586142.D1FY1ACXX.8.250123447",-2.069999933,13.76000023,0,"NA","test",8,8,172,160,437,336,14704,510,28,64,58,0,58,30,17
"PI586147.D1FY1ACXX.8.250123448",-2.420000076,13.57999992,0,"NA","test",8,8,164,160,78,330,666,550,28,64,58,0,58,19,1
"PI586148.D1FY1ACXX.8.250123449",-2.069999933,13.76000023,0,"NA","test",8,8,172,160,437,336,14704,510,28,64,58,0,58,30,17
"PI586150.D1FY1ACXX.8.250123450",-1.700000048,14.01000023,0,"NA","test",8,8,155,161,2205,314,677,464,28,65,59,0,59,5,5
"PI586151.D1FY1ACXX.8.250123451",-1.629999995,13.90999985,0,"NA","test",8,8,149,160,2742,336,219,485,28,64,55,0,55,5,5
"PI586153.D1FY1ACXX.8.250123452",-1.700000048,13.59000015,0,"NA","test",8,8,182,161,326,334,339,550,28,65,62,0,62,17,1
"PI586154.D1FY1ACXX.8.250123453",-1.799999952,13.60999966,0,"NA","test",8,8,175,161,221,346,599,550,28,65,60,0,60,17,1
"PI586155.D1FY1ACXX.8.250123454",-2.420000076,13.57999992,0,"NA","test",8,8,164,160,78,330,666,550,28,64,58,0,58,19,1
"PI586156.D1FY1ACXX.8.250123455",-1.909999967,13.5,0,"NA","test",8,8,180,159,54,330,883,571,28,65,64,0,64,18,18
"PI586157.D1FY1ACXX.8.250123456",-1.960000038,13.44999981,0,"NA","test",8,8,207,161,106,329,940,592,28,64,64,0,64,1,1
"PI586158.D1FY1ACXX.8.250123457",-1.960000038,13.44999981,0,"NA","test",8,8,207,161,106,329,940,592,28,64,64,0,64,1,1
"PI586159.D1FY1ACXX.8.250123458",-1.710000038,13.27999973,0,"NA","test",8,8,254,157,18,335,745,635,28,65,92,1,92,18,18
"PI586160.D1FY1ACXX.8.250123459",-1.710000038,13.27999973,0,"NA","test",8,8,254,157,18,335,745,635,28,65,92,1,92,18,18
"PI586161.D1FY1ACXX.8.250123460",-1.529999971,13.31000042,0,"NA","test",8,8,232,157,252,328,869,615,28,66,88,0,88,1,1
"PI586162.D1FY1ACXX.8.250123461",-1.529999971,13.31000042,0,"NA","test",8,8,232,157,252,328,869,615,28,66,88,0,88,1,1
"PI586163.D1FY1ACXX.8.250123462",-0.589999974,11.07999992,0,"NA","test",8,8,243,157,161,257,1894,900,28,64,114,1,114,18,23
"PI586164.D1FY1ACXX.8.250123463",-0.589999974,11.07999992,0,"NA","test",8,8,243,157,161,257,1894,900,28,64,114,1,114,18,23
"PI586165.D1FY1ACXX.8.250123464",-1.299999952,12.57999992,0,"NA","test",8,8,162,156,206,309,1247,710,28,64,79,0,79,1,1
"PI586166.D1FY1ACXX.8.250123465",-0.600000024,12.19999981,0,"NA","test",8,8,150,160,35,302,983,764,28,62,85,0,85,1,23
"PI586167.D1EYBACXX.8.250140352",-1.330000043,11.69999981,0,"NA","test",8,8,175,156,58,303,1542,842,28,63,100,1,100,23,23
"PI586168.D1FY1ACXX.8.250123467",-1.330000043,11.69999981,0,"NA","test",8,8,175,156,58,303,1542,842,28,63,100,1,100,23,23
"PI586169.D1FY1ACXX.8.250123468",-1.330000043,11.69999981,0,"NA","test",8,8,175,156,58,303,1542,842,28,63,100,1,100,23,23
"PI586172.D1FY1ACXX.8.250123469",-0.5,12.52999973,0,"NA","test",8,8,194,164,34,298,1259,702,28,64,79,0,79,1,1
"PI586173.D1FY1ACXX.8.250123470",-0.5,12.52999973,0,"NA","test",8,8,194,164,34,298,1259,702,28,64,79,0,79,1,1
"PI586174.D1FY1ACXX.8.250123471",-0.569999993,12.64999962,0,"NA","test",8,8,160,163,198,309,1084,691,28,64,74,0,74,1,1
"PI586175.D1FY1ACXX.8.250123472",-0.569999993,12.64999962,0,"NA","test",8,8,160,163,198,309,1084,691,28,64,74,0,74,1,1
"PI586176.D1FY1ACXX.8.250123473",-0.569999993,12.64999962,0,"NA","test",8,8,160,163,198,309,1084,691,28,64,74,0,74,1,1
"PI586178.D1FY1ACXX.8.250123474",-0.029999999,12.52999973,0,"NA","test",8,8,202,165,217,287,977,671,28,66,74,1,74,5,5
"PI586179.D1FY1ACXX.8.250123475",-0.029999999,12.52999973,0,"NA","test",8,8,202,165,217,287,977,671,28,66,74,1,74,5,5
"PI586181.D1FY1ACXX.8.250123476",1.519999981,12.47999954,0,"NA","test",8,8,185,157,65,268,1443,710,28,65,82,0,82,1,1
"PI586182.D1FY1ACXX.8.250123477",1.519999981,12.47999954,0,"NA","test",8,8,185,157,65,268,1443,710,28,65,82,0,82,1,1
"PI586183.D1FY1ACXX.8.250123478",1.580000043,12.43000031,0,"NA","test",8,8,185,157,16,268,1443,710,28,65,82,0,82,1,1
"PI586184.D1FY1ACXX.8.250123479",1.779999971,12.06999969,0,"NA","test",8,8,246,155,121,266,1107,767,28,64,108,0,108,23,18
"PI586185.D1FY1ACXX.8.250123480",1.779999971,12.06999969,0,"NA","test",8,8,246,155,121,266,1107,767,28,64,108,0,108,23,18
"PI586201.D1FY1ACXX.8.250123481",-1.019999981,11.75,0,"NA","test",8,8,177,159,59,279,1825,825,28,67,127,0,127,23,23
"PI586205.D1FY1ACXX.8.250123482",-0.980000019,11.10000038,0,"NA","test",8,8,222,154,54,266,2280,930,28,65,123,1,123,1,18
"PI586239.D1FY1ACXX.8.250123483",-1.860000014,13.22999954,0,"NA","test",8,8,244,162,13,332,1037,632,28,65,80,0,80,1,1
"PI586259.D1FY1ACXX.8.250123484",-2.700000048,13.35999966,0,"NA","test",8,8,216,163,31,323,956,582,28,64,65,0,65,18,1
"PI586272.D1FY1ACXX.8.250123485",-3.160000086,13.22999954,0,"NA","test",8,8,264,163,399,270,8925,596,28,67,68,0,68,1,1
"PI586356.D1FY1ACXX.8.250123486",-3.25999999,10.27999973,0,"NA","test",8,8,162,147,202,323,2557,1009,27,64,152,1,152,18,18
"PI586357.D1FY1ACXX.8.250123487",-3.25999999,10.27999973,0,"NA","test",8,8,162,147,202,323,2557,1009,27,64,152,1,152,18,18
"PI586359.D1FY1ACXX.8.250123488",-1.460000038,11.93000031,0,"NA","test",8,8,124,158,44,318,1364,807,28,62,101,0,101,23,23
"PI586360.D1FY1ACXX.8.250123489",-1.460000038,11.93000031,0,"NA","test",8,8,124,158,44,318,1364,807,28,62,101,0,101,23,23
"PI586361.D1FY1ACXX.8.250123490",-1.460000038,11.93000031,0,"NA","test",8,8,124,158,44,318,1364,807,28,62,101,0,101,23,23
"PI586362.D1FY1ACXX.8.250123491",-1.460000038,11.93000031,0,"NA","test",8,8,124,158,44,318,1364,807,28,62,101,0,101,23,23
"PI586363.D1FY1ACXX.8.250123492",-2.160000086,12.32999992,0,"NA","test",8,8,165,157,82,307,1276,745,28,62,93,0,93,1,13
"PI586364.D1FY1ACXX.8.250123493",-2.160000086,12.32999992,0,"NA","test",8,8,165,157,82,307,1276,745,28,62,93,0,93,1,13
"PI586365.D1FY1ACXX.8.250123494",-2.210000038,12,0,"NA","test",8,8,188,157,82,319,1399,785,28,64,93,0,93,23,23
"PI586366.D1FY1ACXX.8.250123495",-2.099999905,12.69999981,0,"NA","test",8,8,210,160,3,305,960,677,28,63,82,0,82,1,5
"PI586367.D1FY1ACXX.8.250123496",-2.099999905,12.69999981,0,"NA","test",8,8,210,160,3,305,960,677,28,63,82,0,82,1,5
"PI586368.D1FY1ACXX.8.250123497",-2.180000067,11.64999962,0,"NA","test",8,8,180,157,68,331,23176,831,28,64,122,1,122,23,23
"PI586369.D1FY1ACXX.8.250123498",-2.180000067,11.64999962,0,"NA","test",8,8,180,157,68,331,23176,831,28,64,122,1,122,23,23
"PI586370.D1FY1ACXX.8.250123499",-2.099999905,12.10000038,0,"NA","test",8,8,160,158,66,329,620,779,28,63,101,0,101,23,23
"PI586371.D1FY1ACXX.8.250123500",-2.099999905,11.26000023,0,"NA","test",8,8,170,156,201,319,1867,885,28,61,108,1,108,23,19
"PI586374.D1FY1ACXX.8.250123501",-2.019999981,11.19999981,0,"NA","test",8,8,154,155,250,328,1974,908,27,62,127,1,127,23,19
"PI586377.D1FY1ACXX.8.250123503",15.02999973,12.07999992,0,"NA","test",1,10,400,153,906,295,129,501,28,65,81,0,81,18,18
"PI586378.D1FY1ACXX.8.250123504",15.02999973,12.07999992,0,"NA","test",1,10,400,153,906,295,129,501,28,65,81,0,81,18,18
"PI586387.D1FY1ACXX.8.250123505",14.44999981,12.56999969,0,"NA","test",1,8,264,149,2331,289,208,391,28,71,61,0,61,5,5
"PI586388.D1FY1ACXX.8.250123506",14.44999981,12.56999969,0,"NA","test",1,8,264,149,2331,289,208,391,28,71,61,0,61,5,5
"PI586394.D1FY1ACXX.8.250123507",14.44999981,12.47999954,0,"NA","test",1,8,315,149,2414,289,119,407,28,72,67,0,67,18,18
"PI586403.D1FY1ACXX.8.250123508",14.14000034,11.03999996,0,"NA","test",8,8,181,147,432,487,1224,760,27,64,157,1,157,1,1
"PI586404.D1FY1ACXX.8.250123509",13.81000042,10.73999977,0,"NA","test",8,8,165,139,128,777,1628,902,24,63,205,2,205,17,17
"PI586405.D1FY1ACXX.8.250123510",13.81000042,10.73999977,0,"NA","test",8,8,165,139,128,777,1628,902,24,63,205,2,205,17,17
"PI586464.D1FY1ACXX.8.250123511",31.20000076,-25.20000076,0,"NA","test",9,8,290,136,1079,629,7554,750,21,60,203,3,203,1,1
"PI586465.D1FY1ACXX.8.250123512",31.20000076,-25.20000076,0,"NA","test",9,8,290,136,1079,629,7554,750,21,60,203,3,203,1,1
"PI586466.D1FY1ACXX.8.250123513",30.37999916,-29.60000038,0,"NA","test",3,8,382,114,1652,825,37981,829,17,59,375,5,375,1,1
"PI586467.D1FY1ACXX.8.250123514",30.37999916,-29.60000038,0,"NA","test",3,8,382,114,1652,825,37981,829,17,59,375,5,375,1,1
"PI586470.D1FY1ACXX.8.250123515",31.05999947,-28.56999969,0,"NA","test",3,8,369,120,1373,1027,10258,870,17,57,268,6,268,1,1
"PI586471.D1FY1ACXX.8.250123516",31.05999947,-28.56999969,0,"NA","test",3,8,369,120,1373,1027,10258,870,17,57,268,6,268,1,1
"PI586472.D1FY1ACXX.8.250123517",29.95000076,-28.38999939,0,"NA","test",3,8,249,136,1421,1110,8481,767,18,60,187,1,187,1,1
"PI586473.D1FY1ACXX.8.250123518",29.95000076,-28.38999939,0,"NA","test",3,8,249,136,1421,1110,8481,767,18,60,187,1,187,1,1
"PI586476.D1FY1ACXX.8.250123519",30.70999908,-23.31999969,0,"NA","test",8,8,244,140,911,473,19969,611,22,70,127,1,127,19,19
"PI586477.D1FY1ACXX.8.250123520",30.70999908,-23.31999969,0,"NA","test",8,8,244,140,911,473,19969,611,22,70,127,1,127,19,19
"PI586479.D1FY1ACXX.8.250123521",30.79000092,-22.85000038,0,"NA","test",2,8,300,132,999,482,5112,660,22,65,199,1,199,19,19
"PI586480.D1FY1ACXX.8.250123522",30.79000092,-22.85000038,0,"NA","test",2,8,300,132,999,482,5112,660,22,65,199,1,199,19,19
"PI586481.D1FY1ACXX.8.250123523",30.89999962,-22.73999977,0,"NA","test",3,8,253,134,1085,501,5478,637,22,66,172,1,172,1,19
"PI586482.D1FY1ACXX.8.250123524",30.89999962,-22.73999977,0,"NA","test",3,8,253,134,1085,501,5478,637,22,66,172,1,172,1,19
"PI586483.D1FY1ACXX.8.250123525",30.89999962,-22.73999977,0,"NA","test",3,8,253,134,1085,501,5478,637,22,66,172,1,172,1,19
"PI586493.D1FY1ACXX.8.250123526",29.5,-24.19000053,0,"NA","test",9,8,182,140,382,1280,4537,684,18,64,167,7,167,1,1
"PI586498.D1FY1ACXX.8.250123527",29.09000015,-23.78000069,0,"NA","test",9,8,182,147,195,1224,3132,575,19,65,125,1,125,18,18
"PI586499.D1FY1ACXX.8.250123559",29.15999985,-23.60000038,0,"NA","test",8,8,177,146,313,1152,3480,569,19,68,113,1,113,19,19
"PI586500.D1FY1ACXX.8.250123560",29.15999985,-23.60000038,0,"NA","test",8,8,177,146,313,1152,3480,569,19,68,113,1,113,19,19
"PI586501.D1FY1ACXX.8.250123561",29.15999985,-23.60000038,0,"NA","test",8,8,177,146,313,1152,3480,569,19,68,113,1,113,19,19
"PI586503.D1FY1ACXX.8.250123562",29.76000023,-26,0,"NA","test",3,11,295,140,791,1624,3582,714,15,61,170,1,170,18,18
"PI586510.D1FY1ACXX.8.250123563",29.80999947,-23.45999908,0,"NA","test",8,8,257,139,1337,1106,3002,851,18,62,154,1,154,18,18
"PI586511.D1FY1ACXX.8.250123564",29.80999947,-23.45999908,0,"NA","test",8,8,257,139,1337,1106,3002,851,18,62,154,1,154,18,18
"PI597946.C00TDABXX.2.250020297",36.47999954,-1.169999957,0,"NA","test",10,8,397,122,688,1499,4328,766,21,68,278,1,278,20,20
"PI597952.C00TDABXX.2.250020271",29.42000008,11,0,"NA","test",8,8,488,162,422,508,1645,650,28,68,123,3,123,30,30
"PI597953.D1FY1ACXX.8.250123565",7.730000019,12.51000023,0,"NA","test",8,8,140,148,1179,542,1367,672,26,63,79,0,79,5,5
"PI597954.D1FY1ACXX.8.250123566",5.349999905,10.35999966,0,"NA","test",8,8,144,132,157,314,3088,1130,27,63,113,1,113,1,1
"PI597957.C00TDABXX.2.250020230",38.91999817,15.31999969,0,"NA","test",2,11,331,142,2,2322,65535,490,18,73,126,2,126,6,6
"PI608862.D1FY1ACXX.8.250123567",-7.590000153,12.39000034,0,"NA","test",8,8,231,153,31,357,1457,895,27,61,105,1,105,23,23
"PI608863.D1FY1ACXX.8.250123568",-7.590000153,12.39000034,0,"NA","test",8,8,231,153,31,357,1457,895,27,61,105,1,105,23,23
"PI608864.D1FY1ACXX.8.250123569",-7.590000153,12.39000034,0,"NA","test",8,8,231,153,31,357,1457,895,27,61,105,1,105,23,23
"PI608865.D1FY1ACXX.8.250123570",-7.590000153,12.39000034,0,"NA","test",8,8,231,153,31,357,1457,895,27,61,105,1,105,23,23
"PI609094.D1FY1ACXX.8.250123571",-6.210000038,13.30000019,0,"NA","test",1,8,135,155,791,294,763,675,28,58,86,1,86,18,18
"PI609200.D1FY1ACXX.8.250123572",-6.409999847,13.71000004,0,"NA","test",1,8,153,153,592,286,878,584,28,62,66,0,66,18,18
"PI609918.D1FY1ACXX.8.250123573",-11.35999966,13.43000031,0,"NA","test",8,8,220,151,15,268,620,868,28,60,189,2,189,1,1
"PI609919.D1FY1ACXX.8.250123574",-11.35999966,13.43000031,0,"NA","test",8,8,220,151,15,268,620,868,28,60,189,2,189,1,1
"PI610034.D1FY1ACXX.8.250123575",-8.270000458,12.51000023,0,"NA","test",8,8,223,146,33,554,1400,939,26,60,167,3,167,18,18
"PI612776.D1FY1ACXX.8.250123576",-10.34000015,15.06999969,0,"NA","test",2,8,218,154,48,220,776,482,29,67,55,2,55,30,30
"PI612777.D1FY1ACXX.8.250123577",-10.34000015,15.06999969,0,"NA","test",2,8,218,154,48,220,776,482,29,67,55,2,55,30,30
"PI619639.D1FY1ACXX.8.250123578",33.09000015,-5.010000229,0,"NA","test",8,8,185,141,48,1229,7227,907,23,53,113,1,113,18,11
"PI619640.D1FY1ACXX.8.250123579",30.39999962,-5.340000153,0,"NA","test",8,8,303,119,632,1412,8128,1167,21,53,326,3,326,11,11
"PI619641.D1FY1ACXX.8.250123580",32.97999954,-5.420000076,0,"NA","test",8,8,183,136,225,1203,7928,912,23,55,160,1,160,11,11
"PI619642.D1FY1ACXX.8.250123581",32.38000107,-5.070000172,0,"NA","test",8,8,184,140,350,1141,6992,1031,23,55,119,0,119,11,11
"PI619643.D1FY1ACXX.8.250123582",33.09000015,-3.589999914,0,"NA","test",8,8,217,139,430,1209,7048,822,23,62,133,0,133,5,11
"PI619688.D1FY1ACXX.8.250123583",33.95000076,1.919999957,0,"NA","test",1,8,374,129,862,1072,6778,1132,24,62,320,1,320,18,18
"PI619689.D1FY1ACXX.8.250123584",33.95000076,1.919999957,0,"NA","test",1,8,374,129,862,1072,6778,1132,24,62,320,1,320,18,18
"PI619695.D1FY1ACXX.8.250123585",33.45000076,1.450000048,0,"NA","test",8,8,370,130,1459,1045,10393,1259,24,61,407,0,407,1,1
"PI619698.D1FY1ACXX.8.250123588",33.45000076,1.5,0,"NA","test",8,8,398,129,1251,1068,6622,1273,24,61,344,1,344,7,1
"PI619701.D1FY1ACXX.8.250123589",33.29999924,1.909999967,0,"NA","test",8,8,390,128,1041,1111,6730,1325,24,61,324,1,324,7,7
"PI619702.D1FY1ACXX.8.250123590",33.29999924,1.909999967,0,"NA","test",8,8,390,128,1041,1111,6730,1325,24,61,324,1,324,7,7
"PI619716.D1FY1ACXX.8.250123592",31.72999954,0.569999993,0,"NA","test",8,8,346,127,400,1268,16586,1013,21,60,448,4,448,1,1
"PI619719.D1FY1ACXX.8.250123593",32.97999954,1.980000019,0,"NA","test",0,8,383,128,1192,1045,9824,1400,24,62,350,0,350,11,7
"PI619720.D1FY1ACXX.8.250123594",32.97999954,1.980000019,0,"NA","test",0,8,383,128,1192,1045,9824,1400,24,62,350,0,350,11,7
"PI619721.D1FY1ACXX.8.250123595",32.97999954,1.980000019,0,"NA","test",0,8,383,128,1192,1045,9824,1400,24,62,350,0,350,11,7
