"Taxa","Predictions"
"SEEDGWAS1134:MRG:4:250070144",18.8807899973009
"SEEDGWAS1135:MRG:4:250070145",14.2650837332112
"SEEDGWAS1136:MRG:4:250070147",18.3223527616438
"SEEDGWAS1138:MRG:4:250070149",11.037211540404
"SEEDGWAS114:MRG:4:250054527",46.1317856771737
"SEEDGWAS1140:MRG:4:250070150",14.8001785321696
"SEEDGWAS1141:MRG:4:250070151",18.8651402395382
"SEEDGWAS1142:MRG:4:250070152",18.8651402395382
"SEEDGWAS1143:MRG:4:250070153",33.0378072046784
"SEEDGWAS1144:MRG:4:250070154",21.622093654143
"SEEDGWAS1145:MRG:4:250070155",17.8865431845932
"SEEDGWAS1146:MRG:4:250070156",23.0583977106737
"SEEDGWAS1147:MRG:4:250070157",19.4220921619727
"SEEDGWAS1148:MRG:4:250070158",20.1225548396048
"SEEDGWAS115:MRG:4:250054528",37.9944740938032
"SEEDGWAS1150:MRG:4:250070159",20.1225548396048
"SEEDGWAS1151:MRG:4:250070160",19.4220921619727
"SEEDGWAS1152:MRG:4:250070161",19.4220921619727
"SEEDGWAS1156:MRG:4:250070164",17.1570407677469
"SEEDGWAS1157:MRG:4:250070165",21.1898116278166
"SEEDGWAS1161:MRG:4:250070169",14.8031665429308
"SEEDGWAS1166:MRG:4:250070172",16.5692028474228
"SEEDGWAS1167:MRG:4:250070173",15.6525500377955
"SEEDGWAS1168:MRG:4:250070174",12.8742341225441
"SEEDGWAS1169:MRG:4:250070175",14.2383084546955
"SEEDGWAS117:MRG:4:250054530",38.4384575088111
"SEEDGWAS1170:MRG:4:250070176",32.4639935839069
"SEEDGWAS1171:MRG:4:250070177",24.9346599529456
"SEEDGWAS1172:MRG:4:250070178",37.800900820952
"SEEDGWAS1173:MRG:4:250070179",22.9259786576864
"SEEDGWAS1174:MRG:4:250070180",22.9259786576864
"SEEDGWAS1175:MRG:4:250070181",22.9259786576864
"SEEDGWAS1176:MRG:4:250070182",13.7633831379865
"SEEDGWAS1177:MRG:4:250070183",30.3875660660856
"SEEDGWAS1178:MRG:4:250070184",25.9875175892244
"SEEDGWAS1179:MRG:4:250070185",13.8641433421432
"SEEDGWAS118:MRG:4:250054531",28.2430693962704
"SEEDGWAS1180:MRG:4:250070186",13.5631640701541
"SEEDGWAS1183:MRG:4:250070188",29.3249076479077
"SEEDGWAS1184:MRG:4:250070189",24.8479487166921
"SEEDGWAS1185:MRG:4:250070190",15.7770087904318
"SEEDGWAS1187:MRG:4:250070192",29.9543883606208
"SEEDGWAS1188:MRG:4:250070193",16.4433964060452
"SEEDGWAS1189:MRG:4:250070194",14.2578627872442
"SEEDGWAS119:MRG:4:250054532",22.3530582805841
"SEEDGWAS1191:MRG:4:250070195",17.8445071262363
"SEEDGWAS1192:MRG:4:250070196",18.8883267922126
"SEEDGWAS1195:MRG:4:250070199",31.211441936397
"SEEDGWAS1196:MRG:4:250070200",43.4494590162615
"SEEDGWAS1197:MRG:4:250070201",20.5027501502082
"SEEDGWAS1198:MRG:4:250070202",28.0721844259553
"SEEDGWAS1199:MRG:4:250070203",35.534035517413
"SEEDGWAS12:MRG:4:250054454",33.4995322771673
"SEEDGWAS120:MRG:4:250054533",23.056731303992
"SEEDGWAS1200:MRG:4:250070204",21.0164923829504
"SEEDGWAS1204:MRG:4:250070208",18.9980493538845
"SEEDGWAS1205:MRG:4:250070209",21.6111320860174
"SEEDGWAS1206:MRG:4:250070210",18.6042860869196
"SEEDGWAS1207:MRG:4:250070211",16.4758611832612
"SEEDGWAS1208:MRG:4:250070212",18.5416584564129
"SEEDGWAS1209:MRG:4:250070213",20.6303855634076
"SEEDGWAS121:MRG:4:250054534",27.8266245829726
"SEEDGWAS1210:MRG:4:250070214",20.4679260925779
"SEEDGWAS1211:MRG:4:250070215",20.4041179131161
"SEEDGWAS1212:MRG:4:250070216",18.2058800749251
"SEEDGWAS1214:MRG:4:250070218",19.8031962629248
"SEEDGWAS1215:MRG:4:250070219",24.0527162592962
"SEEDGWAS1216:MRG:4:250070220",21.503619635244
"SEEDGWAS122:MRG:4:250054535",21.6863768305018
"SEEDGWAS1220:MRG:4:250070223",31.4836180964913
"SEEDGWAS123:MRG:4:250054536",32.8181322710623
"SEEDGWAS124:MRG:4:250054537",40.003324952381
"SEEDGWAS1241:MRG:4:250070272",22.7756185940613
"SEEDGWAS1242:MRG:4:250070273",18.038062415339
"SEEDGWAS1244:MRG:4:250070274",24.7026628715729
"SEEDGWAS1246:MRG:4:250070275",12.6965985322001
"SEEDGWAS1247:MRG:4:250070276",25.045500128311
"SEEDGWAS1249:MRG:4:250070278",22.4435972816073
"SEEDGWAS125:MRG:4:250054538",40.003324952381
"SEEDGWAS1250:MRG:4:250070279",18.7051424064824
"SEEDGWAS1254:MRG:4:250070280",35.6454434819202
"SEEDGWAS1256:MRG:4:250070283",23.056731303992
"SEEDGWAS1257:MRG:4:250070284",18.1893220795101
"SEEDGWAS1258:MRG:4:250070285",18.461626956932
"SEEDGWAS1259:MRG:4:250070286",19.799605997891
"SEEDGWAS1260:MRG:4:250070287",17.0643885889955
"SEEDGWAS1261:MRG:4:250070288",20.5333885024975
"SEEDGWAS1263:MRG:4:250070290",39.4667093679654
"SEEDGWAS1264:MRG:4:250070292",21.6097006349206
"SEEDGWAS1265:MRG:4:250070293",17.0281489268277
"SEEDGWAS1266:MRG:4:250070294",38.289881690054
"SEEDGWAS1267:MRG:4:250070295",31.3368557771044
"SEEDGWAS1268:MRG:4:250070296",20.7192721365178
"SEEDGWAS1269:MRG:4:250070297",39.5806336790987
"SEEDGWAS127:MRG:4:250054539",18.4317538273948
"SEEDGWAS1270:MRG:4:250070298",43.1929517642213
"SEEDGWAS1271:MRG:4:250070299",32.7117115851095
"SEEDGWAS1272:MRG:4:250070300",27.3067627017524
"SEEDGWAS1274:MRG:4:250070301",31.4836180964913
"SEEDGWAS1277:MRG:4:250070302",39.5806336790987
"SEEDGWAS1279:MRG:4:250070304",39.5806336790987
"SEEDGWAS128:MRG:4:250054540",31.9535251785933
"SEEDGWAS1281:MRG:4:250070306",21.3761352886003
"SEEDGWAS1282:MRG:4:250070307",31.9191587054992
"SEEDGWAS1284:MRG:4:250070310",30.0064704361129
"SEEDGWAS1287:MRG:4:250070313",21.1016444835165
"SEEDGWAS129:MRG:4:250056097",25.9053115531691
"SEEDGWAS1293:MRG:4:250070317",29.3249076479077
"SEEDGWAS1295:MRG:4:250070319",27.1967724628299
"SEEDGWAS13:MRG:4:250054455",24.8479487166921
"SEEDGWAS130:MRG:4:250056098",38.5697696825397
"SEEDGWAS1302:MRG:4:250070326",18.1358293107448
"SEEDGWAS1303:MRG:4:250070327",34.761906534743
"SEEDGWAS1304:MRG:4:250070328",23.0096253169455
"SEEDGWAS1305:MRG:4:250070329",14.8400630065714
"SEEDGWAS1306:MRG:4:250070330",27.691115469688
"SEEDGWAS1307:MRG:4:250070331",19.0420971723598
"SEEDGWAS1308:MRG:4:250070332",14.5203430724539
"SEEDGWAS1309:MRG:4:250070333",14.203234919049
"SEEDGWAS131:MRG:4:250056099",47.4510786744922
"SEEDGWAS1310:MRG:4:250070334",14.8400630065714
"SEEDGWAS1311:MRG:4:250070335",28.9221356320346
"SEEDGWAS1312:MRG:4:250070336",28.9221356320346
"SEEDGWAS1313:MRG:4:250070337",28.9221356320346
"SEEDGWAS1316:MRG:4:250070338",24.804316762006
"SEEDGWAS1317:MRG:4:250070339",29.1772614946165
"SEEDGWAS132:MRG:4:250056100",32.9061641996193
"SEEDGWAS1320:MRG:4:250070340",21.5530163062084
"SEEDGWAS1321:MRG:4:250070341",26.9584456746707
"SEEDGWAS1322:MRG:4:250070342",25.5792220634921
"SEEDGWAS1323:MRG:4:250070343",27.9306632756133
"SEEDGWAS1324:MRG:4:250070344",21.0009125197472
"SEEDGWAS1325:MRG:4:250070345",35.5528469191919
"SEEDGWAS1326:MRG:4:250070346",35.5528469191919
"SEEDGWAS1327:MRG:4:250070347",35.5528469191919
"SEEDGWAS1329:MRG:4:250070348",15.4215911852475
"SEEDGWAS133:MRG:4:250056101",18.8699573368853
"SEEDGWAS1332:MRG:4:250070350",23.7570137920968
"SEEDGWAS1333:MRG:4:250070351",24.8614020704851
"SEEDGWAS1334:MRG:4:250105240",21.0009125197472
"SEEDGWAS1335:MRG:4:250105241",15.8737591802642
"SEEDGWAS1336:MRG:4:250105242",15.8737591802642
"SEEDGWAS1337:MRG:4:250105243",15.8737591802642
"SEEDGWAS1338:MRG:4:250105244",36.7898273998448
"SEEDGWAS134:MRG:4:250056102",31.9191587054992
"SEEDGWAS1340:MRG:4:250105245",29.1721379085359
"SEEDGWAS1342:MRG:4:250105246",18.3272008971225
"SEEDGWAS1344:MRG:4:250105247",20.7328376612277
"SEEDGWAS1346:MRG:4:250105248",26.606773909015
"SEEDGWAS1347:MRG:4:250105249",26.606773909015
"SEEDGWAS1348:MRG:4:250105250",22.6371679481629
"SEEDGWAS1349:MRG:4:250105251",22.6371679481629
"SEEDGWAS135:MRG:4:250056103",37.4688567682318
"SEEDGWAS1350:MRG:4:250105252",20.2777292925702
"SEEDGWAS1351:MRG:4:250105253",28.0721844259553
"SEEDGWAS1352:MRG:4:250105254",28.0721844259553
"SEEDGWAS1353:MRG:4:250105255",19.2273010894661
"SEEDGWAS1355:MRG:4:250105256",23.7016752297702
"SEEDGWAS1356:MRG:4:250105257",19.8242251481851
"SEEDGWAS1357:MRG:4:250105258",37.9307897518766
"SEEDGWAS1358:MRG:4:250105259",16.4912946427429
"SEEDGWAS1359:MRG:4:250105260",16.4912946427429
"SEEDGWAS1360:MRG:4:250105261",20.5027501502082
"SEEDGWAS1361:MRG:4:250105262",18.8390252036852
"SEEDGWAS1362:MRG:4:250105263",32.1561948556999
"SEEDGWAS1363:MRG:4:250105264",37.303069978355
"SEEDGWAS1364:MRG:4:250105265",30.9501420774991
"SEEDGWAS1365:MRG:4:250105266",20.5862587056277
"SEEDGWAS1366:MRG:4:250105267",25.3669161663435
"SEEDGWAS1368:MRG:4:250105269",27.6912071101121
"SEEDGWAS1369:MRG:4:250105270",33.1565511280876
"SEEDGWAS137:MRG:4:250056105",21.7165897530248
"SEEDGWAS1370:MRG:4:250105271",14.5525311220359
"SEEDGWAS1371:MRG:4:250105272",32.1271625473271
"SEEDGWAS1372:MRG:4:250105273",32.1271625473271
"SEEDGWAS1373:MRG:4:250105275",30.7748314485514
"SEEDGWAS1374:MRG:4:250105276",31.4836180964913
"SEEDGWAS1375:MRG:4:250105277",30.0064704361129
"SEEDGWAS1376:MRG:4:250105278",30.0064704361129
"SEEDGWAS1381:MRG:4:250105283",16.1500552151182
"SEEDGWAS1383:MRG:4:250105284",14.7009514313464
"SEEDGWAS1386:MRG:4:250105287",22.1824112159828
"SEEDGWAS1387:MRG:4:250105288",12.6965985322001
"SEEDGWAS1388:MRG:4:250105289",21.1016444835165
"SEEDGWAS1389:MRG:4:250105290",33.0280096505055
"SEEDGWAS139:MRG:4:250056107",33.7304579159729
"SEEDGWAS1390:MRG:4:250105291",13.5721387525942
"SEEDGWAS1391:MRG:4:250105292",25.9982461552921
"SEEDGWAS1392:MRG:4:250105293",21.1016444835165
"SEEDGWAS1393:MRG:4:250105294",30.8346486934177
"SEEDGWAS1394:MRG:4:250105295",30.8346486934177
"SEEDGWAS1395:MRG:4:250105296",17.535024027639
"SEEDGWAS14:MRG:4:250054456",26.4936783189859
"SEEDGWAS1401:MRG:4:250105299",28.1621307054758
"SEEDGWAS1402:MRG:4:250105300",20.5180834199069
"SEEDGWAS1403:MRG:4:250105301",20.5180834199069
"SEEDGWAS1404:MRG:4:250105302",20.5180834199069
"SEEDGWAS1407:MRG:4:250105305",13.452531959121
"SEEDGWAS1408:MRG:4:250105306",10.2952959118659
"SEEDGWAS1409:MRG:4:250105307",14.025286628339
"SEEDGWAS141:MRG:4:250056108",15.6303680335007
"SEEDGWAS1410:MRG:4:250105308",13.9038219972685
"SEEDGWAS1411:MRG:4:250105309",18.4786732885295
"SEEDGWAS1412:MRG:4:250105310",15.9990550516604
"SEEDGWAS1413:MRG:4:250105311",23.4969946195384
"SEEDGWAS1414:MRG:4:250105312",27.2714931647414
"SEEDGWAS1415:MRG:4:250105313",16.2902990879769
"SEEDGWAS1416:MRG:4:250105314",23.7132218480697
"SEEDGWAS1417:MRG:4:250105315",15.2755583581362
"SEEDGWAS1418:MRG:4:250105316",10.5198602328227
"SEEDGWAS142:MRG:4:250056109",26.8433681269841
"SEEDGWAS1421:MRG:4:250105317",13.452531959121
"SEEDGWAS1422:MRG:4:250105318",14.0509559796199
"SEEDGWAS1424:MRG:4:250105320",18.0677407939566
"SEEDGWAS1427:MRG:4:250105322",17.4498901284139
"SEEDGWAS1428:MRG:4:250105323",14.4158828715729
"SEEDGWAS1429:MRG:4:250105324",31.3502455049395
"SEEDGWAS143:MRG:4:250056110",33.2843048860029
"SEEDGWAS1430:MRG:4:250105325",23.7936942353137
"SEEDGWAS1431:MRG:4:250105326",16.9837597732202
"SEEDGWAS1432:MRG:4:250105327",20.4041179131161
"SEEDGWAS1434:MRG:4:250105328",19.340328908452
"SEEDGWAS1435:MRG:4:250105329",15.6209174430471
"SEEDGWAS1436:MRG:4:250105330",17.3838968417857
"SEEDGWAS1437:MRG:4:250105332",25.6823320235767
"SEEDGWAS1438:MRG:4:250105333",16.9837597732202
"SEEDGWAS1439:MRG:4:250105334",16.9837597732202
"SEEDGWAS144:MRG:4:250056111",12.0120378365782
"SEEDGWAS1440:MRG:4:250105335",16.9837597732202
"SEEDGWAS1441:MRG:4:250070383",25.3841578356294
"SEEDGWAS1443:MRG:4:250070385",31.4836180964913
"SEEDGWAS1457:MRG:4:250070397",23.5054595184712
"SEEDGWAS1458:MRG:4:250070398",13.9038219972685
"SEEDGWAS1460:MRG:4:250070400",16.0065216441132
"SEEDGWAS1463:MRG:4:250070403",13.1438338565803
"SEEDGWAS1464:MRG:4:250070404",15.6525500377955
"SEEDGWAS1465:MRG:4:250070405",15.6525500377955
"SEEDGWAS1466:MRG:4:250070406",12.4321675276481
"SEEDGWAS1467:MRG:4:250070407",13.5348468739594
"SEEDGWAS1469:MRG:4:250070409",13.8221181439053
"SEEDGWAS1470:MRG:4:250070410",7.77383094655345
"SEEDGWAS1472:MRG:4:250070412",23.1755626454014
"SEEDGWAS1473:MRG:4:250070413",17.2529245165051
"SEEDGWAS1477:MRG:4:250070416",21.4571856342084
"SEEDGWAS1478:MRG:4:250070417",19.6596595545957
"SEEDGWAS1479:MRG:4:250070418",19.6596595545957
"SEEDGWAS148:MRG:4:250056114",15.0011847461906
"SEEDGWAS1481:MRG:4:250070419",14.9701649028749
"SEEDGWAS1482:MRG:4:250070420",16.150365772588
"SEEDGWAS1483:MRG:4:250070421",16.150365772588
"SEEDGWAS1484:MRG:4:250070422",16.150365772588
"SEEDGWAS1485:MRG:4:250070423",19.9479908599437
"SEEDGWAS1486:MRG:4:250070424",19.8618847542893
"SEEDGWAS1487:MRG:4:250070425",18.3464902440892
"SEEDGWAS1488:MRG:4:250070426",21.3197851912281
"SEEDGWAS149:MRG:4:250056115",11.1523861946191
"SEEDGWAS1490:MRG:4:250070427",23.1257933239963
"SEEDGWAS1492:MRG:4:250070428",19.4984476433697
"SEEDGWAS1493:MRG:4:250070429",26.3982132057416
"SEEDGWAS1494:MRG:4:250070430",15.6520031685983
"SEEDGWAS1495:MRG:4:250070431",21.3735022013928
"SEEDGWAS1496:MRG:4:250070432",17.9583599249639
"SEEDGWAS1497:MRG:4:250070433",15.9537882804739
"SEEDGWAS1498:MRG:4:250070434",16.8110255201108
"SEEDGWAS15:MRG:4:250054457",22.9803520058662
"SEEDGWAS150:MRG:4:250056116",13.8860257655718
"SEEDGWAS1500:MRG:4:250070435",18.0677407939566
"SEEDGWAS1501:MRG:4:250070436",10.4659703502053
"SEEDGWAS1503:MRG:4:250070437",13.6686985286211
"SEEDGWAS1506:MRG:4:250070438",16.3440410232671
"SEEDGWAS1507:MRG:4:250070439",19.340328908452
"SEEDGWAS1508:MRG:4:250070440",22.0977664991106
"SEEDGWAS1512:MRG:4:250070441",14.9611413892233
"SEEDGWAS1513:MRG:4:250070442",14.7098793058624
"SEEDGWAS1516:MRG:4:250070444",18.005166119827
"SEEDGWAS1517:MRG:4:250070445",27.101714917633
"SEEDGWAS1518:MRG:4:250070446",16.2655092602874
"SEEDGWAS1519:MRG:4:250070447",27.101714917633
"SEEDGWAS152:MRG:4:250056118",33.2002258926284
"SEEDGWAS1543:MRG:4:250070466",19.9126065758425
"SEEDGWAS1545:MRG:4:250070467",13.0733572251474
"SEEDGWAS155:MRG:4:250056120",19.4432560206445
"SEEDGWAS1550:MRG:4:250070470",18.0973056291943
"SEEDGWAS1551:MRG:4:250070471",20.5100662901543
"SEEDGWAS1552:MRG:4:250070472",18.8883267922126
"SEEDGWAS1553:MRG:4:250070473",17.9291624805758
"SEEDGWAS1554:MRG:4:250070474",23.6909347954364
"SEEDGWAS1560:MRG:4:250070478",19.349123977492
"SEEDGWAS1564:MRG:4:250070514",9.8533955107964
"SEEDGWAS1565:MRG:4:250070515",20.9259903929404
"SEEDGWAS1566:MRG:4:250070516",14.9148231984682
"SEEDGWAS157:MRG:4:250056122",21.7599906507527
"SEEDGWAS1572:MRG:4:250070521",15.4235338144779
"SEEDGWAS1573:MRG:4:250070522",14.7544048458112
"SEEDGWAS1574:MRG:4:250070523",14.7544048458112
"SEEDGWAS1577:MRG:4:250070526",28.146857276547
"SEEDGWAS1578:MRG:4:250070527",23.0851718525918
"SEEDGWAS1579:MRG:4:250070528",15.5760918750694
"SEEDGWAS158:MRG:4:250056123",17.8236897047546
"SEEDGWAS1580:MRG:4:250070529",33.2632066898396
"SEEDGWAS1581:MRG:4:250070530",18.8340789093947
"SEEDGWAS160:MRG:4:250056124",24.3978999961442
"SEEDGWAS1605:MRG:4:250070554",18.8883267922126
"SEEDGWAS1607:MRG:4:250070555",18.8883267922126
"SEEDGWAS1608:MRG:4:250070556",32.1425527852506
"SEEDGWAS1609:MRG:4:250070557",11.9463478560329
"SEEDGWAS1610:MRG:4:250070558",17.8445071262363
"SEEDGWAS1611:MRG:4:250070559",16.0546600094067
"SEEDGWAS162:MRG:4:250056125",14.8582407122118
"SEEDGWAS163:MRG:4:250056127",15.9236696353646
"SEEDGWAS1631:MRG:4:250070569",19.4220921619727
"SEEDGWAS1632:MRG:4:250070570",30.3875660660856
"SEEDGWAS1633:MRG:4:250070571",22.9259786576864
"SEEDGWAS1634:MRG:4:250070572",38.7059964237809
"SEEDGWAS1635:MRG:4:250070573",29.9543883606208
"SEEDGWAS1636:MRG:4:250070574",18.4654466313215
"SEEDGWAS1638:MRG:4:250070575",18.1431636902104
"SEEDGWAS164:MRG:4:250056128",17.7029216095165
"SEEDGWAS1641:MRG:4:250070577",33.7304579159729
"SEEDGWAS1643:MRG:4:250070578",26.5198063009768
"SEEDGWAS1644:MRG:4:250070579",29.1888557935398
"SEEDGWAS1647:MRG:4:250070582",15.6303680335007
"SEEDGWAS1648:MRG:4:250070583",15.6303680335007
"SEEDGWAS1651:MRG:4:250070587",24.3140496728762
"SEEDGWAS1652:MRG:4:250070588",22.9259786576864
"SEEDGWAS1653:MRG:4:250070589",22.9259786576864
"SEEDGWAS1654:MRG:4:250070590",30.2420519257065
"SEEDGWAS1655:MRG:4:250070591",38.2801446554461
"SEEDGWAS1656:MRG:4:250070592",38.2801446554461
"SEEDGWAS1660:MRG:4:250070595",8.49436161244311
"SEEDGWAS1661:MRG:4:250070596",27.1152599443432
"SEEDGWAS1662:MRG:4:250070597",19.6954205249429
"SEEDGWAS1663:MRG:4:250070598",18.4953520704851
"SEEDGWAS1665:MRG:4:250070599",13.4885228941383
"SEEDGWAS1666:MRG:4:250070600",31.9895967460318
"SEEDGWAS1668:MRG:4:250070602",14.5461505891886
"SEEDGWAS1669:MRG:4:250070603",25.7939565540821
"SEEDGWAS167:MRG:4:250056129",27.9218406891997
"SEEDGWAS1670:MRG:4:250070604",25.7939565540821
"SEEDGWAS1671:MRG:4:250070605",14.5211430754391
"SEEDGWAS1673:MRG:4:250062636",25.3916368903319
"SEEDGWAS1674:MRG:4:250062637",14.2992041601732
"SEEDGWAS1676:MRG:4:250062638",21.0133246508069
"SEEDGWAS1679:MRG:4:250062639",14.6256971699803
"SEEDGWAS168:MRG:4:250056130",27.2873680722269
"SEEDGWAS1680:MRG:4:250062640",16.5692028474228
"SEEDGWAS1681:MRG:4:250062641",31.3331118932179
"SEEDGWAS1682:MRG:4:250062642",23.4253492538473
"SEEDGWAS1683:MRG:4:250062643",23.4253492538473
"SEEDGWAS1684:MRG:4:250062644",23.4253492538473
"SEEDGWAS1685:MRG:4:250062645",23.4253492538473
"SEEDGWAS1689:MRG:4:250062647",21.6863768305018
"SEEDGWAS169:MRG:4:250056131",26.1050882697303
"SEEDGWAS1690:MRG:4:250062648",18.8883267922126
"SEEDGWAS1691:MRG:4:250062649",26.4053124636475
"SEEDGWAS1693:MRG:4:250062650",15.7770087904318
"SEEDGWAS1694:MRG:4:250062651",16.9175002977071
"SEEDGWAS1695:MRG:4:250062652",15.7770087904318
"SEEDGWAS1696:MRG:4:250062653",11.542429276781
"SEEDGWAS1697:MRG:4:250062654",19.8915076283194
"SEEDGWAS1698:MRG:4:250062655",24.3706164633406
"SEEDGWAS170:MRG:4:250056132",20.7478401767875
"SEEDGWAS1701:MRG:4:250062658",30.8934811809369
"SEEDGWAS1704:MRG:4:250062661",14.7895114624918
"SEEDGWAS1705:MRG:4:250062662",16.9175002977071
"SEEDGWAS1707:MRG:4:250062663",41.2386562570598
"SEEDGWAS1708:MRG:4:250062664",13.8761845639003
"SEEDGWAS1709:MRG:4:250062665",18.1175958354608
"SEEDGWAS171:MRG:4:250056133",28.0369368829661
"SEEDGWAS1710:MRG:4:250062667",38.4402219038409
"SEEDGWAS1711:MRG:4:250062668",17.020306053946
"SEEDGWAS1712:MRG:4:250062669",13.0392550555765
"SEEDGWAS1713:MRG:4:250062670",17.7954653235196
"SEEDGWAS1714:MRG:4:250062671",17.7954653235196
"SEEDGWAS1715:MRG:4:250062672",16.4522618884266
"SEEDGWAS1716:MRG:4:250062673",16.4522618884266
"SEEDGWAS1717:MRG:4:250062674",17.7954653235196
"SEEDGWAS1719:MRG:4:250062675",17.7954653235196
"SEEDGWAS172:MRG:4:250056134",26.1050882697303
"SEEDGWAS1720:MRG:4:250062676",17.7954653235196
"SEEDGWAS1721:MRG:4:250062677",25.9875175892244
"SEEDGWAS1722:MRG:4:250062678",14.0099568841252
"SEEDGWAS1723:MRG:4:250062679",23.5480887783328
"SEEDGWAS1725:MRG:4:250062681",15.2507033890904
"SEEDGWAS1726:MRG:4:250062682",15.2507033890904
"SEEDGWAS1727:MRG:4:250062683",15.2507033890904
"SEEDGWAS1728:MRG:4:250062684",15.2507033890904
"SEEDGWAS1729:MRG:4:250062685",20.4646596199831
"SEEDGWAS173:MRG:4:250056135",34.761906534743
"SEEDGWAS1730:MRG:4:250062686",20.4646596199831
