NO.,Databases,Original.reference,Year,LONGITUDE,LATITUDE,MAT,MAP,AI,ELEVATION,VEGETATION,DEPTH,CLAY,SILT,SAND,BDENSITY,PH,CEC,SOC,TN,C_N,TOTAL_P
2784,Hou unpublished,Dai 2006,2006,105.6,25.75,16.6,1303,1.1246,1212,Forest,7.5,,,,1.13,7.56,,61.25,4.67,13.11563169,1760
57,"Augusto et al., 2017","Elpat'evskii, 1988",1988,132,43.2,5,750,0.7461,285,FOREST,2.5,90,,,0.422319336,6.55,,123,7.448045342,16.5144,1760
58,"Augusto et al., 2017","Ubugunov et al., 1998",1998,104.13,50.78,-4.2,877,1.069,1693,GRASSLAND,65,130,,,1.34,7.1,,7.3253,,,1760
60,"Augusto et al., 2017","Canellas et al., 2010",2010,-41.25,-21.25,24.5,1080,0.7493,12,,10,370,380,250,1.204644756,6.7,15,22.3,2.2,10.13636364,1746.6
4879,"Wang et al., 2021","Yang et al., 2007",2007,102.8,37.3,0.8,424.5,,,GRASSLAND,15,,,,0.87,6.42,,,5.19,,1740
2785,Hou unpublished,Stroia et al. 2007,2007,0,43,7.8,1042,1.5295,1108,GRASSLAND,12.5,236,521,243,,6.3,,35.5,3.6,9.861111111,1730
2786,Hou unpublished,Naylor et al. 1996,1996,-3.065,52.975,8.7,824,1.3427,121,GRASSLAND,10,,,,,,,88.75,,,1730
2322,"Hou et al., 2018",Zhou et al. 2016,2016,101.964,29.5454,-0.88,2557,1.383,3838,GRASSLAND,7.6,160,,,1.11,5.9,,3.6,,,1716.9
61,"Augusto et al., 2017","Schlichting et al., 2002",2002,12.6,52,8.7,500,0.7036,106.5,GRASSLAND,17.5,60,,,0.252089227,7.857142857,,199,15.8,12.59493671,1711
2787,Hou unpublished,He et al. 2009,2009,108.05,25.15,19.8,1399,1.1317,388,Forest,2.5,,,,,6.58,,62.68,4.07,15.4004914,1710
62,"Augusto et al., 2017","Ivanoff et al., 1998",1998,-80.9,25.28,23.8,1255,0.6763,4,GRASSLAND,7.5,,,,0.35,5,,442,32,13.8125,1710
2788,Hou unpublished,Luo et al. 2011,2011,106.35458,29.77653,18.1,1088,1.0086,368,SHRUBLAND,25,175.9,675.5,148.6,1.06,4.02,,7.46,0.73,10.21917808,1710
4600,"Hou et al., 2020","Dong et al., 2016",2016,90.03333,31.6,-1.2,301,0.4547,4678,GRASSLAND,5,,,,,4.55,,18.37006961,7.51,,1710
4603,"Hou et al., 2020","Campo & V¨¢zquez-Yanes, 2004",2004,-89.28333,21.1,25.8,760,0.5629,10,Forest,3.75,,,,0.5,7.3,,217.5174014,21.7,,1700
2790,Hou unpublished,Ren 2006,2006,107.9,25.4,18.2,1367,1.1632,625,,2.5,,,,,7.01,,58.5,2.95,19.83050847,1700
64,"Augusto et al., 2017","Ubugunov et al., 1998",1998,104.13,50.78,-4.2,877,1.069,1693,GRASSLAND,90,130,,,1.34,7.6,,2.6,,,1700
2789,Hou unpublished,Naylor et al. 1996,1996,-1.58,51.1,10,744,1.052,65,GRASSLAND,10,,,,,,,86.43,,,1700
2791,Hou unpublished,Didham et al. 2015,2015,175.6,-37.81667,12.8,1747,1.9653,286,Forest,5,,,,0.65,5.57,,103.62,10.51,9.859181732,1690.99
2323,"Hou et al., 2018",Zhou et al. 2016,2016,101.955,29.5415,-3.29,1036,1.6684,4235,GRASSLAND,18.25,150,,,1.3,5.5,,4,,,1687.5
4880,"Wang et al., 2021","He et al., 2020",2020,101.8666,29.8333,1.8,1947,,,FOREST,5,,,,,4.55,,91.87,3.73,,1683.8
2792,Hou unpublished,Naylor et al. 1996,1996,-3.54333,55.08167,8.6,1031,1.683,21,GRASSLAND,10,,,,,,,363.69,,,1680
2793,Hou unpublished,Zhong 2015,2015,110.4121,18.6647,,,1.2817,,SHRUBLAND,15,,,,,4.47,,19.26,0.89,21.64044944,1675
4881,"Wang et al., 2021","Liu et al., 2003",2003,116.925,28.2583,18.5,1684,,,FOREST,15,,,,,3.87,,9.82,1.08,,1660
2794,Hou unpublished,Luo et al. 2011,2011,106.35458,29.77653,18.1,1088,1.0086,368,Forest,7.5,233.5,509.2,257.3,1.21,4.01,,23.7,0.82,28.90243902,1660
65,"Augusto et al., 2017","Tolchel'nikov & Gurov, 1985",1985,30.15,61.03,3.8,632,0.8351,5,FOREST,4.5,120,,,1.57,4.1,,5.27,0.419502629,26.6823515,1656.92
1322,"Deiss et al., 2018",Turner and Engelbrecht 2011,2011,-79.586703,9.22398,27,2481,,90,FOREST,10,440,270,290,,7,,104,8.9,,1650
6116,"Yan et al., 2018",Tully et al. 2013,2013,-84,10.43,28.5,4200,,,FOREST,10,,,,,,,,,,1650
4884,"Wang et al., 2021","Huang et al., 2016",2016,127.5333,45.3833,2.8,723,,,FOREST,5,,,,,5.92,,64.12,4.93,,1650
2795,Hou unpublished,Naylor et al. 1996,1996,-2.75,54.55833,7.5,1132,1.7936,263,GRASSLAND,10,,,,,,,94.55,,,1650
66,"Augusto et al., 2017","Elpat'evskii, 1988",1988,132,43.2,5,750,0.7461,285,FOREST,22.5,90,,,0.968368905,5.28,,41,,,1640
2324,"Hou et al., 2018",Zhou et al. 2016,2016,101.955,29.5415,-3.29,1036,1.6684,4235,GRASSLAND,3.85,150,,,1.02,5.5,,4,,,1639.7
2796,Hou unpublished,Luo et al. 2011,2011,106.35458,29.77653,18.1,1088,1.0086,368,Forest,7.5,281.5,488.6,229.9,1.19,3.93,,14.23,0.69,20.62318841,1630
67,"Augusto et al., 2017","Ubugunov et al., 1998",1998,104.13,50.78,-4.2,877,1.069,1693,GRASSLAND,12,130,,,1.34,8.3,,9.1698,0.643118861,14,1625
1300,"Deiss et al., 2018",McDowell et al. 2007,2007,173.968788,-35.341526,15,1500,,73,FOREST,13,400,300,300,,5.3,,80.8,5.1,,1620
2797,Hou unpublished,Didham et al. 2015,2015,175.6,-37.81667,12.8,1747,1.9653,286,Forest,5,,,,0.68,4.93,,118.12,11.23,10.51825467,1611.26
4885,"Wang et al., 2021","Yang et al., 2007",2007,102.8,37.2666,0.8,424.5,,,GRASSLAND,15,,,,0.48,6.02,,,6.7,,1610
2,"Adams et al., 2020","Adams et al., 2020",2020,-2.32,54.25,5.7,2053,,,GRASSLAND,10,101,525,373,0.4,5.42,,138,,,1610
4604,"Hou et al., 2020","Alvarez-Clare et al., 2013",2013,-84.66667,10.18333,25.1,3464,1.9103,30,Forest,5,500,200,300,0.71,4.04,,48.3,4.9,,1601
1301,"Deiss et al., 2018",McDowell et al. 2007,2007,172.624148,-43.43772,12.5,450,,7,FOREST,8,180,230,590,,5.4,,45.2,4.1,,1600
6139,"Yan et al., 2018",Zhang et al. 2013,2013,101.02,24.53,11.3,1931,,,FOREST,10,,,,,,,,,,1600
2798,Hou unpublished,Ren 2006,2006,107.9,25.4,18.2,1367,1.1632,625,,15,,,,,7.33,,44.5,5.96,7.466442953,1600
3,"Adams et al., 2020","Adams et al., 2020",2020,-2,51.13,9.5,865,,,GRASSLAND,7.5,,,,0.56,7.24,,104,,,1600
4886,"Wang et al., 2021","Liu et al., 2003",2003,116.925,28.2583,18.5,1684,,,FOREST,15,,,,,3.74,,6.98,0.76,,1590
4,"Adams et al., 2020","Adams et al., 2020",2020,-2.32,54.14,6.8,1491,,,GRASSLAND,7.5,107,560,334,0.24,7.46,,183,,,1590
4889,"Wang et al., 2021","Chen et al., 2004",2004,174.921,-39.35,12.1,1200,,,FOREST,3.75,,,,,5.7,,93.4,8.504,,1584
2325,"Hou et al., 2018",Zhou et al. 2016,2016,101.964,29.5454,-0.88,2557,1.383,3838,GRASSLAND,1.8,160,,,0.55,6.6,,146.2,,,1580.9
4890,"Wang et al., 2021","Liu et al., 2003",2003,116.925,28.2583,18.5,1684,,,FOREST,15,,,,,3.86,,9.44,0.68,,1580
68,"Augusto et al., 2017","Kunito et al., 2012",2012,138.09,36.65,11,1201,1.3114,608,FOREST,15,150,,,0.572720743,5.4,,90,6.5,13.84615385,1578
4893,"Wang et al., 2021","Barbhuiya et al., 2004",2004,95.4833,27.2,22.5,2483,,,FOREST,22.5,,225.4,669.5,0.83,5.39,,8.725,2.5,,1575
2799,Hou unpublished,Stroia et al. 2007,2007,0,43,7.8,1042,1.5295,1108,GRASSLAND,17.5,227,502,271,,6.2,,32.1,3,10.7,1570
2800,Hou unpublished,Han 2010,2010,118.70833,44.2,-0.9,460,0.584,1568,GRASSLAND,30,50,,390,1.44,5.85,,22.79,2.89,7.885813149,1570
69,"Augusto et al., 2017","Turrion et al., 2000",2000,72.65,40.03,-0.1,900,0.548,3000,GRASSLAND,5,50,850,100,1.34,7.5,,0,,14,1566
1777,Additional search,"Turri¨®n et al., 2000",2000,72.65,40.03333333,,,,,GRASSLAND,,,,,,,,,,,1566
4894,"Wang et al., 2021","Huang et al., 2016",2016,127.5333,45.3833,2.8,723,,,FOREST,15,,,,,5.52,,47.5,4.29,,1560
70,"Augusto et al., 2017","Ubugunov et al., 1998",1998,104.13,50.78,-4.2,877,1.069,1693,GRASSLAND,30,130,,,1.34,7.5,,6.0078,,,1560
2326,"Hou et al., 2018",Zhou et al. 2016,2016,101.955,29.5415,-3.29,1036,1.6684,4235,GRASSLAND,1.1,150,,,0.57,7.13,,126.8,,,1558.8
71,"Augusto et al., 2017","Spears et al., 2001",2001,-122.2566,44.21,7.5,2500,1.4242,888,FOREST,2.5,170,,,1.57,5.2,,2.8,,21.4673105,1553
72,"Augusto et al., 2017","Canellas et al., 2010",2010,-41.25,-21.25,24.5,1080,0.7493,12,,30,380,400,220,1.223430921,6.8,14.5,21,2.1,10,1552
73,"Augusto et al., 2017","Finzi, 2009",2009,-73.33,41.94,7.3,1246,1.1848,300,FOREST,15,102,451,447,0.855,4.12,,44.07,2.658,16.58013544,1550.8
74,"Augusto et al., 2017","Redel et al., 2008",2008,-72.15,-39.63,11,4550,2.3401,637,FOREST,10,260,,,0.299307177,5.2,,169,10.49903987,16.09671,1550
4895,"Wang et al., 2021","Qin et al., 2010",2010,119.76,30.36,15.8,1420,,,FOREST,10,,,,,4.53,,13.57,2.6,,1550
75,"Augusto et al., 2017","Ubugunov et al., 1998",1998,104.13,50.78,-4.2,877,1.069,1693,GRASSLAND,35,130,,,1.34,8.2,,4.1106,,,1550
76,"Augusto et al., 2017","Yang et al., 2015",2015,127.533,45.383,1.6,700,0.5747,475,FOREST,5,160,,,0.628267967,5.8,,80.8,7.2,11.2,1549
2327,"Hou et al., 2018",Zhou et al. 2016,2016,101.964,29.5454,-0.88,2557,1.383,3838,GRASSLAND,OTHER,160,,,0.16,5.9,,3.6,,,1544.1
2801,Hou unpublished,Cui et al. 2011,2011,105.64033,25.65833,17.8,1278,0.9928,1011,Forest,15,,,,,8.04,,5.21,5.19,1.003853565,1540
2802,Hou unpublished,Naylor et al. 1996,1996,-4.115,55.81,8.4,1115,1.9053,43,GRASSLAND,10,,,,,,,93.97,,,1540
1778,Additional search,"Mapanda et al., 2013",2013,31.01333333,-17.70666667,,,,,,2.5,,,,,,21.05769231,16.22641509,1.759615385,,1531.526124
2803,Hou unpublished,Didham et al. 2015,2015,175.6,-37.81667,12.8,1747,1.9653,286,Forest,5,,,,0.69,5.74,,109.06,10.41,10.47646494,1530.42
78,"Augusto et al., 2017","Wang et al., 2012",2012,128.433,42.033,-2,850,0.8858,1280,WETLAND,2.5,200,,,0.164358819,5.8,,410,23.62689725,14.6,1522
2804,Hou unpublished,Cui et al. 2011,2011,105.64033,25.65833,17.8,1278,0.9928,1011,SHRUBLAND,5,,,,,7.62,,5.67,6.15,0.92195122,1520
4896,"Wang et al., 2021","Yang et al., 2007",2007,102.8,37.2166,0.8,424.5,,,GRASSLAND,5,,,,0.62,7.07,,,7.37,,1520
4897,"Wang et al., 2021","Huang et al., 2016",2016,127.5333,45.3833,2.8,723,,,FOREST,15,,,,,5.47,,37.28,3.15,,1520
79,"Augusto et al., 2017","Gleason et al., 2009",2009,145.7167,-17.3667,21,3500,1.662,750,FOREST,12.5,410,,,1,4.6,13.6,43,0.42,13.4919039,1515
4898,"Wang et al., 2021","Liu et al., 2003",2003,116.925,28.2583,18.5,1684,,,FOREST,15,,,,,3.84,,10.36,1.04,,1510
2805,Hou unpublished,Zhang et al. 2011,2011,108.45833,33.45,8.4,948,1.2892,1762,GRASSLAND,30,,,,,5.86,,6.65,1.73,3.843930636,1508.28
1779,Additional search,"Zhou et al., 2019",2019,-133.5836,68.0644,,,,,TUNDRA,2.5,,,,,6.57,,33.27,0.36,,1505.24
80,"Augusto et al., 2017","Wang et al., 2012",2012,128.433,42.033,-2,850,0.8858,1280,WETLAND,7.5,200,,,0.16262023,5.8,,440,25.34711033,14.6,1502
2806,Hou unpublished,Li 2013,2013,100.53666,36.21249,3,317,0.3641,2926,GRASSLAND,50,,,,1.36,,,1.76,0.14,12.57142857,1500
4902,"Wang et al., 2021","Yang et al., 2007",2007,102.7833,37.1833,0.8,424.5,,,GRASSLAND,5,,,,0.65,7,,,7.89,,1500
4901,"Wang et al., 2021","Yang et al., 2011",2011,102.8,37.27,,,,,GRASSLAND,5,,,,,6.3,,108,6.5,,1500
2807,Hou unpublished,"kos, 1976",1976,22.20337,38.76265,10.3,861,0.8771,1217,Forest,0,,,,0.4,7,,28.65,14.1,2.031914894,1500
82,"Augusto et al., 2017","Elpat'evskii, 1988",1988,132,43.2,5,750,0.7461,285,FOREST,22.5,90,,,1.013948845,5.45,,37,,,1500
4611,"Hou et al., 2020","Mao et al., 2016",2016,133.51667,47.58333,2.5,566,0.8198,56,Wetland,5,,,,,5.33,,167,6.8,,1500
81,"Augusto et al., 2017","Ubugunov et al., 1998",1998,104.13,50.78,-4.2,877,1.069,1693,GRASSLAND,2.5,130,,,1.34,7.1,,8.8536,0.624987815,14,1500
83,"Augusto et al., 2017","Ubugunov et al., 1998",1998,104.13,50.78,-4.2,877,1.069,1693,GRASSLAND,25,130,,,1.34,7.3,,8.7482,,,1500
84,"Augusto et al., 2017","Ubugunov et al., 1998",1998,104.13,50.78,-4.2,877,1.069,1693,GRASSLAND,92,130,,,1.34,7.9,,33.0956,,,1500
85,"Augusto et al., 2017","Makarov et al., 2001",2001,41.719,43.32,1.4,956,1.7847,2700,WETLAND,5,110,,,0.192903702,5.45,,273,14.6,18.69863014,1497
86,"Augusto et al., 2017","Redel et al., 2008",2008,-72.03,-39.5,11,4550,2.0738,734,FOREST,10,150,,,0.388632227,5.1,,133,8.270372789,16.0815,1490
2808,Hou unpublished,Han 2010,2010,118.70833,44.2,-0.9,460,0.584,1568,GRASSLAND,10,60,,410,1.43,5.7,,22.79,3.64,6.260989011,1490
4904,"Wang et al., 2021","Huang et al., 2016",2016,127.5333,45.3833,2.8,723,,,FOREST,15,,,,,5.7,,35.13,2.99,,1490
87,"Augusto et al., 2017","Miller et al., 2001",2001,-156.24,20.82,16,4050,1.3194,1652,FOREST,15,220,,,1.57,5.7,,2.8,,13.89594,1489
88,"Augusto et al., 2017","Makarov et al., 2001",2001,41.719,43.32,1.4,956,1.7847,2765,GRASSLAND,5,110,,,0.456846838,4.35,,114,7.8,14.61538462,1482
2809,Hou unpublished,Dai 2006,2006,105.6,25.75,16.6,1303,1.1246,1212,Forest,7.5,,,,1.15,7.82,,73.96,8.07,9.164807931,1480
1510,He Hedley_P search,"Gu etal., 2020_EST",2020,-111.4588889,35.24611111,11,352,0.2268,1941,FOREST,7.5,79,,,,7.3,,11.33,,,1478
89,"Augusto et al., 2017","Gazizullin & Sabirov, 1991",1991,50.72,55.51,3.5,561,0.6968,137,FOREST,20,130,,,1.57,6,54.69,65.2953,3.636675027,17.95467,1476.64
1511,He Hedley_P search,"Gu etal., 2020_EST",2020,-120.52946,37.48854,15.97916646,371,0.1964,56,FOREST,7.5,230,,,1.21,7.3,,36.36363636,0.771349862,47.14285714,1472
1780,Additional search,"Zhou et al., 2019",2019,-133.5836,68.0644,,,,,TUNDRA,2.5,,,,,7.2,,36.68,3.47,,1470.05
90,"Augusto et al., 2017","Boldeskul, 2002",2002,131.983,43.15,5.3,750,0.7921,285,FOREST,2.5,170,,,0.556069566,6.4,,93,5.633444488,16.50855,1470
2812,Hou unpublished,"Logathan and Sutton, 1987",1987,6.66046,5.05811,26.7,2510,1.5987,13,,45.5,400,130,470,,3.9,,4.5,,,1469
2810,Hou unpublished,Logathan and Sutton 1987,1987,6.87744,5.13471,26.3,2337,1.499,44,,45.5,400,130,470,,3.9,,4.5,,,1469
91,"Augusto et al., 2017","Wang et al., 2012",2012,128.433,42.033,-2,850,0.8858,1280,WETLAND,12.5,200,,,0.16262023,5.8,,440,25.34711033,14.6,1468
92,"Augusto et al., 2017","Agbenin & Tiessen, 1994",1994,-38.5,-7.5,25,750,0.5022,478,SAVAN,7.5,111,142,747,1.522928371,5.8,4,2.9,0.283605796,14,1460
4905,"Wang et al., 2021","Yang et al., 2007",2007,102.8,37.2666,0.8,424.5,,,GRASSLAND,5,,,,0.44,6.32,,,6.51,,1460
2813,Hou unpublished,Ding 2010,2010,114,36.55833,11.7,609,0.5219,564,Forest,0,,,,,7.36,,19.86,0.9,22.06666667,1459.34
93,"Augusto et al., 2017","Gorbachev & Popova, 1984",1984,103.6,54.8,-3.4,314,0.648,705,FOREST,103,180,,,1.57,5.8,9,3.0039,,,1456.31
1781,Additional search,"Zhou et al., 2019",2019,-133.5836,68.0644,,,,,TUNDRA,2.5,,,,,7.1,,29.76,4.72,,1450.57
94,"Augusto et al., 2017","Redel et al., 2008",2008,-72.15,-39.63,11,4550,2.3401,630,FOREST,10,260,,,0.404899115,5.4,,128,7.95193552,16.09671,1450
4907,"Wang et al., 2021","Barbhuiya et al., 2004",2004,95.4833,27.2,22.5,2483,,,FOREST,7.5,,76.4,787.7,0.88,6.13,,9.225,2.625,,1450
4906,"Wang et al., 2021","Yang et al., 2007",2007,102.7666,37.3166,0.8,424.5,,,GRASSLAND,15,,,,1.04,7.38,,,4.84,,1450
1782,Additional search,"Zhou et al., 2019",2019,-136.9522,66.5199,,,,,TUNDRA,2.5,,,,,4.16,,42.38,,,1448.14
1512,He Hedley_P search,"Negassa etal., 2020_SS",2020,13.3893,54.1576,8.2,557,0.773,0.45,WETLAND,5,180,,,,3.9,,314,18,17.44444444,1448
4908,"Wang et al., 2021","He et al., 2020",2020,101.8666,29.8333,3,1947,,,FOREST,5,,,,,4.55,,148.7,8.4,,1445.8
1783,Additional search,"Zhou et al., 2019",2019,-133.5836,68.0644,,,,,TUNDRA,2.5,,,,,5.76,,30.94,12.8,,1440.83
4910,"Wang et al., 2021","Nottingham et al., 2015",2015,-71.543,-13.047,15.8,3967,,,FOREST,5,,,,,3.9,,,15.6,,1440
4909,"Wang et al., 2021","Yang et al., 2007",2007,102.7666,37.3166,0.8,424.5,,,GRASSLAND,5,,,,0.86,7.41,,,5.34,,1440
2814,Hou unpublished,Naylor et al. 1996,1996,-2.68833,53.56167,9.2,994,1.5661,56,GRASSLAND,10,,,,,,,148.49,,,1440
1784,Additional search,"Zhou et al., 2019",2019,-136.9522,66.5199,,,,,TUNDRA,5,,,,,4.44,,34.26,4.6,,1438
4911,"Wang et al., 2021","Holland et al., 2006",2006,-105.6,40.05,-2.5,930,,,TUNDRA,5,,,,,,,261,18.4996,,1435.3
1513,He Hedley_P search,"Zhang etal., 2020_LDD",2020,153.1,-28.2,16.3,1553,1.0712,,GRASSLAND,5,770,150,86,0.51,5.4,,80,6.9,11.5942029,1430
4915,"Wang et al., 2021","Yang et al., 2007",2007,102.8,37.2166,0.8,424.5,,,GRASSLAND,15,,,,0.65,7.37,,,6.58,,1430
4914,"Wang et al., 2021","Wang et al., 2014",2014,101.3256,37.6171,-2,540,,,GRASSLAND,7.5,,,,1.01,7.05,,49.84,6.78,,1430
95,"Augusto et al., 2017","Solomon et al., 2002",2002,38.75,7.58,19,1250,0.363,2650,FOREST,5,523,347,130,0.62,7.6,52.2,103,8.2,12.6,1429
2328,"Hou et al., 2018","Yang et al., 2014",2014,127.5,45.4,2.8,700,0.5778,475,FOREST,15,140,,,0.95,6,,48.1,5,,1426.82
2815,Hou unpublished,Zhang et al. 2011,2011,108.45833,33.45,8.4,948,1.2892,1762,Forest,10,,,,,5.36,,20.07,2.85,7.042105263,1426.75
96,"Augusto et al., 2017","Alt et al., 2011",2011,10.55,51.3,7.9,638,1.0639,293,FOREST,,260,,,1.57,7.095238095,,2,,20.774519,1422
97,"Augusto et al., 2017","Alt et al., 2011",2011,10.35,51.07,7.7,666,0.8402,335,,,230,,,1.34,7.285714286,,0.8,,13.1,1421
6157,"Yan et al., 2018",Zhao et al. 2010,2010,127.5,45.35,2.8,700,,,FOREST,10,,,,,,,,,,1420
98,"Augusto et al., 2017","Pinochet et al., 2001",2001,-73.083,-40.633,11.1,1381,1.4913,120,FOREST,10,190,,,0.473613085,5.190476191,,110,6.784234992,16.214061,1414
2816,Hou unpublished,Cui et al. 2011,2011,105.64033,25.65833,17.8,1278,0.9928,1011,Forest,5,,,,,7.7,,5.93,5.72,1.036713287,1410
4916,"Wang et al., 2021","Li et al., 2012",2012,108.7166,24.7333,19.9,1389,,,FOREST,10,,,,,,,36.7356,3.759,,1404.3
2818,Hou unpublished,Cui et al. 2011,2011,105.64033,25.65833,17.8,1278,0.9928,1011,SHRUBLAND,15,,,,,7.46,,4.44,5.01,0.886227545,1400
99,"Augusto et al., 2017","Boldeskul, 2002",2002,131.983,43.15,5.3,750,0.7921,285,FOREST,10,170,,,0.884371136,5.4,,49,2.968158924,16.50855,1400
100,"Augusto et al., 2017","Ubugunov et al., 1998",1998,104.13,50.78,-4.2,877,1.069,1693,GRASSLAND,60,130,,,1.34,6.8,,2.6,,,1400
2819,Hou unpublished,Naylor et al. 1996,1996,-2.68167,51.26,8.5,977,1.5241,256,GRASSLAND,10,,,,,,,93.97,,,1400
2820,Hou unpublished,Naylor et al. 1996,1996,0.545,52.06167,9.4,542,0.7996,66,GRASSLAND,10,,,,,,,54.52,,,1400
4617,"Hou et al., 2020","Falk et al., 2010",2010,9.96667,53.25,8,811,1.0391,105,Tundra,3.75,,,,,3.3,,,1.8,,1400
2329,"Hou et al., 2018","Yang et al., 2014",2014,127.5,45.4,2.8,700,0.5778,475,FOREST,5,140,,,0.83,5.8,,80.8,7.2,,1397.54
1514,He Hedley_P search,"Zhang etal., 2020_LDD",2020,153.1,-28.2,16.3,1553,1.0712,,FOREST,5,740,170,100,0.65,4.7,,146,8.9,16.40449438,1390
4917,"Wang et al., 2021","Yang et al., 2014",2014,107.9166,24.8333,18,1380,,,FOREST,10,,,,1.04,6.13,,63.58,6.79,,1390
2821,Hou unpublished,Naylor et al. 1996,1996,-3.04,52.55167,7.7,1030,1.7105,324,GRASSLAND,10,,,,,,,71.35,,,1390
102,"Augusto et al., 2017","Andersohn, 1996",1996,-7.719,54.477,8.7,1108,1.8563,68,FOREST,10,150,,,1.57,6.3,2.2,49.011,2,24.5055,1388.41
1785,Additional search,"Zhou et al., 2019",2019,-133.5836,68.0644,,,,,TUNDRA,5,,,,,5.84,,34.95,1.22,,1388.2
1302,"Deiss et al., 2018",McDowell et al. 2007,2007,174.284831,-35.629836,14,1450,,117,FOREST,4,300,300,400,,5,,250.8,14.7,,1380
2822,Hou unpublished,Su 2008,2008,105.6,25,16.3,1374,1.1922,1389,Forest,7.5,335.6,,,1.13,7.23,,76.57,6.66,11.496997,1380
2823,Hou unpublished,Naylor et al. 1996,1996,-3.23167,50.95,8.9,1004,1.635,186,GRASSLAND,10,,,,,,,164.15,,,1380
104,"Augusto et al., 2017","Yang et al., 2015",2015,127.533,45.383,1.6,700,0.5747,475,FOREST,15,160,,,0.893367847,6,,48.1,5,9.6,1379
103,"Augusto et al., 2017","Wang et al., 2006",2006,133.62,47.78,3,575,0.7043,52,WETLAND,10,730,250,20,0.164397838,5.5,,409.45,22.05,18.569161,1379
1515,He Hedley_P search,"Lang etal., 2017_PS",2017,12.879879,48.976008,4.5,1299,1.5866,1023,FOREST,5,240,320,440,0.65,3.57,408,174,9.62,18.08731809,1375
105,"Augusto et al., 2017","Ubugunov et al., 1998",1998,104.13,50.78,-4.2,877,1.069,1693,GRASSLAND,5,130,,,1.34,7.4,,9.1171,0.64009702,14,1375
1516,He Hedley_P search,"Lei et al., 2019_APS",2019,102.6111111,32.87955556,2.416666735,704,0.726,3486,GRASSLAND,10,160,,,,6.7,,1.8,,,1370.68
2824,Hou unpublished,Piccolo and Huluka 1986,1986,40.16667,9.33333,26.4,519,0.2487,745,SAVAN,15,75,515,410,,7.6,,5.9,,,1370
4918,"Wang et al., 2021","Wang et al., 2014",2014,101.17,31.441,-3,450,,,GRASSLAND,7.5,,,,1,7.06,,49.76,7.33,,1370
2825,Hou unpublished,Han 2010,2010,118.73833,44.31917,0.9,416,0.5539,1193,GRASSLAND,70,90,,100,1.81,8.19,,1.71,0.73,2.342465753,1370
106,"Augusto et al., 2017","Spears et al., 2001",2001,-122.2566,44.21,7.5,2500,1.4242,888,FOREST,10,170,,,1.57,5.2,,2.8,,21.4673105,1369
2330,"Hou et al., 2018",de Oliveira et al. 2015,2015,-50.07813,-28.19836,13,1600,1.3231,1000,SHRUBLAND,5,513,380,107,,5.2,,43,3.4,,1367
1786,Additional search,"Zhou et al., 2019",2019,-137.4433,66.163,,,,,TUNDRA,2.5,,,,,4.91,,30.64,1.23,,1366
4919,"Wang et al., 2021","Nottingham et al., 2015",2015,-71.537,-13.049,17.4,3967,,,FOREST,5,,,,,4,,,9.1,,1360
4920,"Wang et al., 2021","Corstanje et al., 2007",2007,-80.37,26.35,,,,,WETLAND,5,,,,0.08,,,419,25.1,,1355
1454,"Deng et al., 2017","Wang et al., 2014",2014,129.17,46.95,0.3,676,,,FOREST,80,,,,0.997900598,5.936071429,,,,,1347.234968
107,"Augusto et al., 2017","Solomon et al., 2002",2002,36.12,7.32,18,1800,1.0909,1900,FOREST,5,570,327,103,0.69,6.4,37,85,7.8,10.8,1347
108,"Augusto et al., 2017","Kunito et al., 2012",2012,138.09,36.65,11,1201,1.3114,608,FOREST,15,150,,,0.477950185,4.8,,109,6.8,16.02941177,1341
4921,"Wang et al., 2021","Yang et al., 2014",2014,107.9166,24.8333,18,1380,,,FOREST,10,,,,0.98,6.59,,52.78,6.12,,1340
2826,Hou unpublished,Han 2010,2010,118.73833,44.31917,0.9,416,0.5539,1193,GRASSLAND,10,70,,350,1.4,6.5,,10.88,2.89,3.764705882,1340
109,"Augusto et al., 2017","Dormaar & Willms, 2000",2000,-113.97,50.183,2.8,550,0.4711,1272,GRASSLAND,2,230,,,0.480141119,7.7,,108.5,9.74,11.13963039,1336
1455,"Deng et al., 2017","Wang et al., 2014",2014,127.55,45.4,2.6,724,,,FOREST,80,,,,1.002081827,5.515952381,,,,,1332.400346
2827,Hou unpublished,Han 2010,2010,118.70833,44.2,-0.9,460,0.584,1568,GRASSLAND,50,60,,430,1.48,6.02,,11.94,0.74,16.13513514,1330
2331,"Hou et al., 2018","Giesler et al., 2012",2012,18.31667,68.41667,-2,1000,1.6729,668,TUNDRA,5,120,,,,6.49,,171,11,,1322.5
110,"Augusto et al., 2017","Ubugunov et al., 1998",1998,104.13,50.78,-4.2,877,1.069,1693,GRASSLAND,70,130,,,1.34,6.7,,2.6,,,1312
4922,"Wang et al., 2021","Chen et al., 2004",2004,176.822,-38.69,12,980,,,FOREST,3.75,,,,,5.1,,55.4,4.402,,1310
111,"Augusto et al., 2017","Nikonov, 1981",1981,34.67,67.64,-0.7,490,0.9494,190,FOREST,55,70,,,0.23,4.51,,435.6709,,,1310
112,"Augusto et al., 2017","Makarov et al., 2001",2001,41.657,43.39,0.1,924,1.7861,2410,FOREST,5,130,,,0.388632227,4.52,,133,11.6,11.46551724,1302
