"LONGITUDE","LATITUDE","Total_P","SOC","SAND","CLAY","DEPTH","MAT","MAP","PH","NPP","SLOPE","ELEVATION","BIOMES","BEDROCK","SOIL_TYPE","WRB_SOIL_TYPE"
7.7,10.4,190.8,11.3,356.4356,247.5248,4.5,25,1242,5.4,3053.354,2,660,12,8,10,"Acrisols"
7.7,10.4,133.6,7.3,450,170,4.5,25,1242,6.2,3053.354,2,660,12,8,10,"Acrisols"
7.7,10.4,121.3,4.4,300,410,15,25,1242,5.3,3053.354,2,660,12,8,10,"Acrisols"
7.7,10.4,129.6,2.8,220,470,21,25,1242,5.5,3053.354,2,660,12,8,10,"Acrisols"
-84.66667,10.18333,1601,48.3,300,500,5,25.1,3464,4.04,8813.514,7,1318,12,10,4,"Andosols"
9,10,642,7.83,225,255,21.5,23.9,1264,5.3,2861.314,1,890,12,8,10,"Lixisols"
9,10,427,6.38,145,305,7.5,23.9,1264,5.5,2861.314,1,890,12,8,10,"Lixisols"
9,10,791,3.13,525,255,39,23.9,1264,5.3,2861.314,1,890,12,8,10,"Lixisols"
9,10,734,1.51,275,505,80,23.9,1264,5.6,2861.314,1,890,12,8,10,"Lixisols"
-83.56667,9.88333,749.3,57,373.1034,340,8,22,2650,5.2,9504.483,24,766,12,10,8,"Andosols"
-84.16,9.79,566.42,46.376,216.4948,494.8454,2.5,23,2700,6,9214.197,24,1022,12,6,8,"Cambisols"
-84.58,9.68,1051,38.91667,420,310,5,26,5100,6,8669.07,8,577,12,15,10,"Acrisols"
-84.58,9.68,557,38.91667,260,440,5,26,5100,5.4,8669.07,8,577,12,15,10,"Acrisols"
-79.7481,9.358214,74,28.1,40,320,10,27,2141,3.55,8352.333,8,236,12,2,13,"Acrisols"
-79.72609,9.356825,283,47.2,150,520,10,27,3404,5.06,8352.333,12,280,12,2,13,"Andosols"
40.16667,9.33333,910,7.8,150,375,12.5,26.4,519,8.4,4317.604,1,747,9,2,7,"Vertisols"
40.16667,9.33333,900,7.8,50,625,57.5,26.4,519,8,4317.604,1,747,9,2,7,"Vertisols"
40.16667,9.33333,1180,7.1,190,300,100,26.4,519,8.1,4317.604,1,747,9,2,7,"Vertisols"
40.16667,9.33333,1370,5.9,410,75,15,26.4,519,7.6,4317.604,1,747,9,2,7,"Vertisols"
40.16667,9.33333,1250,3.9,190,110,65,26.4,519,8.3,4317.604,1,747,9,2,7,"Vertisols"
40.16667,9.33333,1000,3.1,200,200,100,26.4,519,8.1,4317.604,1,747,9,2,7,"Vertisols"
-79.95411,9.332529,678,72.3,330,410,10,27,2875,5.84,8352.333,3,26,12,2,13,"Acrisols"
-79.74066,9.168776,175,52,130,720,10,27,2349,4.86,8352.333,7,174,12,2,13,"Acrisols"
-79.74642,9.168299,278,40.1,230,480,10,27,2357,4.71,8352.333,4,193,12,2,13,"Ferralsols"
-79.74512,9.159939,332,40,370,350,10,27,2336,5.02,8352.333,15,64,12,2,13,"Acrisols"
-79.71576,9.151815,280,46.5,150,520,10,27,2601,4.22,8352.333,3,113,12,2,13,"Acrisols"
-79.85,9.15,276,3.52,575,275,100,27,2600,5.11,8352.333,5,132,12,2,13,"Acrisols"
-79.85,9.15,323,3.16,100,450,100,27,2600,5.08,8352.333,5,132,12,2,13,"Acrisols"
-79.85,9.15,686,12.31,100,450,38.5,27,2600,4.97,8352.333,5,132,12,2,13,"Acrisols"
-79.85,9.15,419,24.32,300,350,9,27,2600,5.02,8352.333,5,132,12,2,13,"Acrisols"
-79.85,9.15,347,6.12,100,350,71,27,2600,5.03,8352.333,5,132,12,2,13,"Acrisols"
-79.85,9.15,121,4.08,100,350,32.5,27,2600,3.48,8352.333,5,132,12,2,13,"Acrisols"
-79.85,9.15,497,31.7,300,350,2.5,27,2600,5.31,8352.333,5,132,12,2,13,"Acrisols"
-79.85,9.15,757,12.67,100,450,52.5,27,2600,5.13,8352.333,5,132,12,2,13,"Acrisols"
-79.85,9.15,363,13.02,300,350,36.5,27,2600,5.07,8352.333,5,132,12,2,13,"Acrisols"
-79.85,9.15,926,23.37,100,350,16,27,2600,5.03,8352.333,5,132,12,2,13,"Acrisols"
-79.85,9.15,45,1.82,410.3448,340,77.5,27,2600,4.57,8352.333,5,132,12,2,13,"Acrisols"
-79.85,9.15,1114,37.34,500,400,3,27,2600,5.09,8352.333,5,132,12,2,13,"Acrisols"
-79.85,9.15,332,29.81,100,350,1.5,27,2600,5.25,8352.333,5,132,12,2,13,"Acrisols"
-79.85,9.15,105,1.95,100,450,81,27,2600,4.86,8352.333,5,132,12,2,13,"Acrisols"
-79.85,9.15,817,50.5,400,200,2.5,27,2600,6.24,8352.333,5,132,12,2,13,"Acrisols"
-79.85,9.15,244,13.92,100,350,11.5,27,2600,4.42,8352.333,5,132,12,2,13,"Acrisols"
-79.85,9.15,671,21.52,100,350,22.5,27,2600,5.7,8352.333,5,132,12,2,13,"Acrisols"
-79.85,9.15,315,21.73,200,600,4.5,27,2600,5.93,8352.333,5,132,12,2,13,"Acrisols"
-79.85,9.15,172,8.96,200,600,21.5,27,2600,5.01,8352.333,5,132,12,2,13,"Acrisols"
-79.85,9.15,120,4.37,200,600,42,27,2600,4.74,8352.333,5,132,12,2,13,"Acrisols"
-79.85,9.15,402,8.03,300,350,100,27,2600,4.97,8352.333,5,132,12,2,13,"Acrisols"
-79.85,9.15,88,0.6,575,275,100,27,2600,5.1,8352.333,5,132,12,2,13,"Acrisols"
-79.85,9.15,640,44,410.3448,331.5517,7.5,26.1,2600,5.4,8352.333,5,132,12,2,13,"Acrisols"
-79.69311,9.147872,471,39.3,250,410,10,27,2269,5.35,8352.333,7,157,12,2,13,"Acrisols"
-79.88252,9.143459,574,48.6,330,400,10,27,2591,5.72,8352.333,4,35,12,2,13,"Histosols"
-79.67313,9.121703,688,66,100,590,10,27,2628,5.48,8352.333,4,66,12,2,13,"Acrisols"
-79.84361,9.10861,600,44.6066,406.6667,349.6667,15,26,2600,5.2,8352.333,7,46,12,2,13,"Acrisols"
-79.8436,9.1086,350,35.41667,139,737,2.5,26,2600,5.4,8352.333,7,46,12,2,13,"Acrisols"
-79.9,9.1,339,82,470,330,2,26,2620,5.1,8352.333,1,50,12,2,13,"Acrisols"
-79.842,9.1,484.81,1.2,406.1667,330,7.5,26.1,2600,4.8,8352.333,4,37,12,2,13,"Acrisols"
-79.842,9.1,400.49,1.2,406.1667,330,22.5,26.1,2600,4.8,8352.333,4,37,12,2,13,"Acrisols"
-79.833,9.1,709.76,1.4,200,600,7.5,26.4,2600,4.8,8352.333,6,39,12,2,13,"Acrisols"
-79.833,9.1,656.7,1.4,409.5,360,37.5,26.4,2600,4.8,8352.333,6,39,12,2,13,"Acrisols"
-79.64419,9.078761,532,36.6,310,380,10,27,2033,5.46,8352.333,7,158,12,2,13,"Acrisols"
-79.7907,9.077123,91,33.9,130,310,10,27,2159,3.59,8352.333,8,50,12,2,13,"Acrisols"
-79.54831,9.075822,505,56.6,280,410,10,27,2027,6.42,8352.333,21,126,12,2,13,"Acrisols"
37.5,9.058,1017,1,264.6552,460,10,16.8,1203,6.2,9300.673,15,2341,12,2,13,"Luvisols"
37.5,9.058,885,1,264.6552,460,10,16.8,1203,5.8,9300.673,15,2341,12,2,13,"Luvisols"
38.5,9.05,375,20,175,665,25,15.8,1135,6.1,7565.323,1,2347,12,2,11,"Vertisols"
38.5,9.05,313,6.9,150,690,80,15.8,1135,7.8,7565.323,1,2347,12,2,11,"Vertisols"
38.5,9.05,453,4.1,200,660,100,15.8,1135,7.7,7565.323,1,2347,12,2,11,"Vertisols"
38.5,9.05,412,1.6,150,690,100,15.8,1135,7.4,7565.323,1,2347,12,2,11,"Vertisols"
38.3333,9.01667,240,18.4,125,740,15,17.2,1070,5.8,7565.323,4,2161,12,2,11,"Vertisols"
38.3333,9.01667,210,13,200,685,65,17.2,1070,7.1,7565.323,4,2161,12,2,11,"Vertisols"
38.3333,9.01667,230,5.4,175,685,100,17.2,1070,7.5,7565.323,4,2161,12,2,11,"Vertisols"
38.3333,9.01667,120,1.2,175,660,100,17.2,1070,7.5,7565.323,4,2161,12,2,11,"Vertisols"
5,9,144,3.83,905,88,9,27.7,1152,6.1,3783.139,2,164,12,15,10,"Gleysols"
5,9,172,1.8,587,403,96.5,27.7,1152,5,3783.139,2,164,12,15,10,"Gleysols"
5,9,143,1.62,845,151,33,27.7,1152,5.8,3783.139,2,164,12,15,10,"Gleysols"
-79.57842,8.987148,358,26.8,200,280,10,27,1800,4.33,6579.693,3,12,12,7,8,"Acrisols"
-79.6384,8.985917,794,73.4,180,490,10,27,2153,5.43,6579.693,5,121,12,7,8,"Acrisols"
-79.56421,8.97753,376,54.6,350,420,10,27,1860,3.34,6579.693,4,41,12,7,8,"Acrisols"
38.77,8.94,260,18,34.03403,770.7708,15,16,1200,7.4,5807.696,4,2186,12,2,6,"Leptosols"
38.77,8.94,243,12,25,795,15,16,1200,7.1,5807.696,4,2186,12,2,6,"Leptosols"
-79.57332,8.929297,518,52.5,450,280,10,27,1730,5.04,6579.693,1,5,12,7,8,"Acrisols"
-79.59594,8.927556,833,58.4,340,350,10,27,1790,6.49,6579.693,3,17,12,7,8,"Acrisols"
39,8.75,639,15,50,671,15,19,850,6.4,5807.696,1,1880,12,2,6,"Vertisols"
39,8.75,532,16,190.8092,353.6464,15,19,850,6.5,5807.696,1,1880,12,2,6,"Vertisols"
39,8.75,357,12,49.95005,707.2927,15,19,850,6.7,5807.696,1,1880,12,2,6,"Vertisols"
39,8.75,1261,25,203,307,15,19,850,7.1,5807.696,1,1880,12,2,6,"Vertisols"
-83.617,8.717,926.5,67.8,349.5,340,5,25.7,4027,6,7686.819,18,117,12,15,13,"Acrisols"
-83.617,8.717,495.9,64.5,349.5,340,5,25.7,4027,5.4,7686.819,18,117,12,15,13,"Acrisols"
-83.617,8.717,1051.4,68,349.5,340,5,26,5100,6,7686.819,18,117,12,15,13,"Acrisols"
-83.617,8.717,557.1,65,349.5,340,5,26,5100,5.4,7686.819,18,117,12,15,13,"Acrisols"
-83.617,8.717,639.5,50,349.5,340,5,26,5100,5.1,7686.819,18,117,12,15,13,"Acrisols"
-83.617,8.717,1099.8,55.7,349.5,340,5,25.7,4027,5.9,7686.819,18,117,12,15,13,"Acrisols"
-83.617,8.717,620.7,49.6,349.5,340,5,25.7,4027,5.1,7686.819,18,117,12,15,13,"Acrisols"
-83.617,8.717,1228,56,349.5,340,5,26,5100,5.9,7686.819,18,117,12,15,13,"Acrisols"
-62.633,8.5,78.3,10.33333,563.1667,251.3333,90,26.1,1300,4.8,6743.298,5,66,12,1,8,"Lixisols"
39.47,8.36,414,17,203.7962,550.4496,15,18,980,6.4,5602.814,2,1648,12,2,12,"Vertisols"
39.47,8.36,417,18,200,654,15,18,980,6.4,5602.814,2,1648,12,2,12,"Vertisols"
-61.7,8.1,178.96,12.9,713.2287,94.9905,15,24.76,1225,5.43,11863.54,2,286,12,8,8,"Acrisols"
-64.75,8,290.07,13.2,547.069,260,5,27.4,1333,6,5540.693,3,95,12,1,8,"Acrisols"
-64.75,8,248.71,23.8,547.069,260,5,27.4,1333,6,5540.693,3,95,12,1,8,"Acrisols"
-64.75,8,308.38,21.4,547.069,260,5,27.4,1333,6,5540.693,3,95,12,1,8,"Acrisols"
36.83333,7.68333,550,19.9,300,390,2.5,18.9,1669,5.2,12707.84,2,1728,12,2,8,"Nitisols"
38.75,7.58,1429,103,130,523,5,19,1250,7.6,5718.021,0,1583,0,1,11,"Cambisols"
3.9,7.5,160.4,3,702.9703,207.9208,28,26.2,1250,5.8,4086.055,3,218,12,8,10,"Lixisols"
3.9,7.5,184.5,5.8,690,180,10,26.2,1250,5.7,4086.055,3,218,12,8,10,"Lixisols"
36.12,7.32,1347,85,103,570,5,18,1800,6.4,12348.67,3,1896,12,2,8,"Nitisols"
1.65,7.07,130.5,8.7,860,70,8,27.1,1061,6.9,4359.713,3,159,12,8,10,"Lixisols"
1.65,7.07,108.4,12.6,580,230,12.5,27.1,1061,6.6,4359.713,3,159,12,8,10,"Lixisols"
1.65,7.07,106.2,10.4,800,90,8,27.1,1061,6.8,4359.713,3,159,12,8,10,"Lixisols"
1.65,7.07,85.3,4.1,871.2871,69.30693,24,27.1,1061,6.7,4359.713,3,159,12,8,10,"Lixisols"
1.65,7.07,157.9,18.8,600,250,4,27.1,1061,7.1,4359.713,3,159,12,8,10,"Lixisols"
1.65,7.07,107.1,6.3,790,70,22,27.1,1061,6.5,4359.713,3,159,12,8,10,"Lixisols"
1.65,7.07,165.9,9.7,770,140,9,27.1,1061,6.4,4359.713,3,159,12,8,10,"Lixisols"
1.65,7.07,138.5,3.7,790,130,25.5,27.1,1061,6.1,4359.713,3,159,12,8,10,"Lixisols"
4,7,393,9.92,313,394,10,27.2,1470,5.6,4332.141,1,88,12,8,10,"Lixisols"
4,7,402,7.71,191,578,30,27.2,1470,5.3,4332.141,1,88,12,8,10,"Lixisols"
4,7,338,4.64,149,618,90,27.2,1470,6.3,4332.141,1,88,12,8,10,"Lixisols"
4,7,272,4.35,149,618,70,27.2,1470,6,4332.141,1,88,12,8,10,"Lixisols"
4,7,290,3.6,101,613,100,27.2,1470,6.6,4332.141,1,88,12,8,10,"Lixisols"
4,7,262,2.78,137,633,100,27.2,1470,6.6,4332.141,1,88,12,8,10,"Lixisols"
4,7,308,0.64,200,628,50,27.2,1470,5.6,4332.141,1,88,12,8,10,"Lixisols"
7,7,371,5.39,722,148,6,27.4,1378,5.1,4738.612,1,40,12,3,11,"Acrisols"
7,7,460,4.64,694,248,24,27.4,1378,5,4738.612,1,40,12,3,11,"Acrisols"
7,7,529,3.07,457,528,92,27.4,1378,5.1,4738.612,1,40,12,3,11,"Acrisols"
7,7,464,2.73,447,518,100,27.4,1378,5.2,4738.612,1,40,12,3,11,"Acrisols"
7,7,261,2.49,668,298,53,27.4,1378,5.1,4738.612,1,40,12,3,11,"Acrisols"
38.41667,6.96667,170,16.7,425,200,15,19.1,1100,6.3,8543.183,11,1815,0,2,11,"Vertisols"
38.41667,6.96667,310,7,425,200,47,19.1,1100,6.3,8543.183,11,1815,0,2,11,"Vertisols"
38.41667,6.96667,120,3.9,200,335,92,19.1,1100,8.5,8543.183,11,1815,0,2,11,"Vertisols"
38.41667,6.96667,80,1.5,300,235,100,19.1,1100,8.5,8543.183,11,1815,0,2,11,"Vertisols"
1.68,6.9,154.9,5.6,870,100,7,27,1062,6.9,4499.018,2,163,12,3,8,"Lixisols"
1.68,6.9,145.6,2.9,821.7822,138.6139,27,27,1062,7,4499.018,2,163,12,3,8,"Lixisols"
5.64697,6.5773,68,13.34,844,56,13.5,26,1829,5.67,6190.246,3,59,12,3,8,"Acrisols"
5.64697,6.5773,44,4,824,116,39,26,1829,5.72,6190.246,3,59,12,3,8,"Acrisols"
5.64697,6.5773,52,2.61,764,136,63.5,26,1829,5.79,6190.246,3,59,12,3,8,"Acrisols"
5.64697,6.5773,49,2.49,754,136,88,26,1829,5.75,6190.246,3,59,12,3,8,"Acrisols"
3,6.5,302,40.6,697,81,5,27.2,1420,4.5,4457.092,0,16,12,1,8,"Acrisols"
3,6.5,154,11.6,873,74,15,27.2,1420,4.3,4457.092,0,16,12,1,8,"Acrisols"
3,6.5,175,3.65,830,128,78,27.2,1420,4.3,4457.092,0,16,12,1,8,"Acrisols"
3,6.5,114,3.25,873,83,39.5,27.2,1420,4.5,4457.092,0,16,12,1,8,"Acrisols"
3,6.5,127,2.38,785,171,100,27.2,1420,4.2,4457.092,0,16,12,1,8,"Acrisols"
1.18,6.38,113.7,5.1,850,90,10,26.6,985,6.5,4186.614,0,90,12,1,8,"Lixisols"
1.18,6.38,100.4,2.8,850,110,30,26.6,985,6.3,4186.614,0,90,12,1,8,"Lixisols"
-0.6,6.166667,3.4,21.55172,485.6897,332.2414,5,23.91146,1587.5,4.7,7109.273,11,390,12,8,8,"Acrisols"
-0.6,6.166667,9.2,21.55172,485.6897,332.2414,5,23.91146,1587.5,4,7109.273,11,390,12,8,8,"Acrisols"
-0.6,6.166667,6.4,21.55172,485.6897,332.2414,5,23.91146,1587.5,3.96,7109.273,11,390,12,8,8,"Acrisols"
-67.55,5.75,213.76,7.378,912,75,5,26.5,2338,4.7,4261.477,1,86,12,3,8,"Ferralsols"
9.0405,5.285,293,32,523.5,319.8333,2.5,24.76,2798,4.72,8193.816,19,435,12,2,8,"Acrisols"
8.99,5.19,230,31.33333,533.6667,295.6667,10,26.1,5060,4.811667,7479.339,4,365,12,8,8,"Ferralsols"
6.87744,5.13471,513,38.2,710,160,5,26.3,2337,4.85,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,775,36.7,810,110,5,26.3,2337,4.6,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,377,32.6,880,60,13.5,26.3,2337,5.25,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,625,22.1,660,210,15,26.3,2337,4.65,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,334,20.6,740,60,13.5,26.3,2337,5.2,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,563,15.5,770,200,4.5,26.3,2337,4,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,422,15.4,700,190,6.5,26.3,2337,4.9,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,656,14.4,770,160,5,26.3,2337,5.4,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,1050,14.3,610,330,21,26.3,2337,4.8,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,293,14.3,180,120,10,26.3,2337,4.65,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,129,12.2,840,110,4,26.3,2337,5.8,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,573,11.6,660,300,33,26.3,2337,4.55,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,875,10.7,640,270,3.5,26.3,2337,4.1,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,969,10.4,640,250,26.5,26.3,2337,4.6,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,625,10.3,680,270,45,26.3,2337,4.75,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,250,9.7,500,420,16.5,26.3,2337,5.25,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,1109,8.8,680,260,18,26.3,2337,4,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,575,8.3,620,340,59.5,26.3,2337,4.7,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,738,7.8,620,320,100,26.3,2337,4.9,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,938,7.6,550,390,53,26.3,2337,4.95,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,813,7.6,560,380,91,26.3,2337,5,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,725,7.3,660,290,92,26.3,2337,4.9,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,281,7,820,160,23.5,26.3,2337,4.7,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,1172,6.7,520,360,17,26.3,2337,4.1,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,89,6.5,780,160,5,26.3,2337,5.4,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,551,6.1,600,360,95.5,26.3,2337,4.55,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,1141,5.7,650,260,49,26.3,2337,4.2,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,1187,5.3,540,260,57.5,26.3,2337,4.6,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,375,4.9,750,210,42.5,26.3,2337,4.7,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,688,4.7,620,280,93,26.3,2337,4.2,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,413,4.6,520,280,47.5,26.3,2337,4.9,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,1469,4.5,470,400,45.5,26.3,2337,3.9,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,859,4.3,590,340,95,26.3,2337,4.6,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,191,4.3,540,260,47.5,26.3,2337,4.9,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,1281,3.8,440,400,76.5,26.3,2337,4.2,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,522,3.8,620,340,100,26.3,2337,4.8,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,63,3.8,800,150,15,26.3,2337,5.2,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,625,3.7,600,220,100,26.3,2337,4.2,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,94,3.5,860,130,12,26.3,2337,5.6,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,1016,3.4,440,400,100,26.3,2337,4.1,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,563,3.4,640,320,100,26.3,2337,4.7,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,859,3.2,580,340,100,26.3,2337,4.7,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,813,3,520,340,77.5,26.3,2337,4.4,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,368,3,520,280,92.5,26.3,2337,4.9,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,922,2.6,520,400,100,26.3,2337,4.4,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,89,2,820,150,39,26.3,2337,5.6,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,89,1.9,830,160,48,26.3,2337,5,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,134,1.7,750,230,76.5,26.3,2337,5,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,326,1.5,520,280,100,26.3,2337,4.85,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,348,1.2,540,260,100,26.3,2337,4.85,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,168,1.2,280,120,100,26.3,2337,6,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,121,1.2,810,160,99,26.3,2337,5,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,137,1.1,180,300,88.5,26.3,2337,5.15,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,103,0.8,740,220,100,26.3,2337,4,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,107,0.7,740,210,100,26.3,2337,4.5,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,125,0.3,760,100,100,26.3,2337,5.4,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,113,0.3,900,40,100,26.3,2337,4.45,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,113,0.2,920,60,56.5,26.3,2337,5.9,6401.825,0,34,12,1,5,"Acrisols"
6.87744,5.13471,138,0.1,820,120,100,26.3,2337,6,6401.825,0,34,12,1,5,"Acrisols"
8.833333,5.083333,234,30.45244,875,75,7.5,25.64062,2652.25,4.763793,7479.339,5,155,12,8,8,"Andosols"
-61,5.08,89.75,12.2264,900,50,15,20.5,3100,5.2,7085.037,14,956,12,3,5,"Cambisols"
-61,5.08,55.09,21.0273,900,50,15,20.5,3100,5.2,7085.037,14,956,12,3,5,"Cambisols"
-61,5.08,66.38,32.5686,900,50,5,20.5,3100,4.88543,7085.037,14,956,12,3,5,"Cambisols"
-61,5.08,107.01,18.0234,900,50,15,20.5,3100,5.2,7085.037,14,956,12,3,5,"Cambisols"
-61,5.08,88.68,28.8269,900,50,5,20.5,3100,4.88543,7085.037,14,956,12,3,5,"Cambisols"
-61,5.08,76.07,14.6506,900,50,5,20.5,3100,4.88543,7085.037,14,956,12,3,5,"Cambisols"
-61,5.08,61.33,12.648,900,50,15,20.5,3100,5.2,7085.037,14,956,12,3,5,"Cambisols"
-61,5.08,54.68,13.3858,900,50,5,20.5,3100,4.88543,7085.037,14,956,12,3,5,"Cambisols"
6.66046,5.05811,513,38.2,710,160,5,26.7,2510,4.85,6401.825,0,5,12,1,5,"Acrisols"
6.66046,5.05811,775,36.7,810,110,5,26.7,2510,4.6,6401.825,0,5,12,1,5,"Acrisols"
6.66046,5.05811,377,32.6,880,60,13.5,26.7,2510,5.25,6401.825,0,5,12,1,5,"Acrisols"
6.66046,5.05811,625,22.1,660,210,15,26.7,2510,4.65,6401.825,0,5,12,1,5,"Acrisols"
6.66046,5.05811,334,20.6,740,60,13.5,26.7,2510,5.2,6401.825,0,5,12,1,5,"Acrisols"
6.66046,5.05811,563,15.5,770,200,4.5,26.7,2510,4,6401.825,0,5,12,1,5,"Acrisols"
6.66046,5.05811,422,15.4,700,190,6.5,26.7,2510,4.9,6401.825,0,5,12,1,5,"Acrisols"
6.66046,5.05811,656,14.4,770,160,5,26.7,2510,5.4,6401.825,0,5,12,1,5,"Acrisols"
6.66046,5.05811,1050,14.3,610,330,21,26.7,2510,4.8,6401.825,0,5,12,1,5,"Acrisols"
6.66046,5.05811,293,14.3,180,120,10,26.7,2510,4.65,6401.825,0,5,12,1,5,"Acrisols"
6.66046,5.05811,129,12.2,840,110,4,26.7,2510,5.8,6401.825,0,5,12,1,5,"Acrisols"
6.66046,5.05811,573,11.6,660,300,33,26.7,2510,4.55,6401.825,0,5,12,1,5,"Acrisols"
6.66046,5.05811,875,10.7,640,270,3.5,26.7,2510,4.1,6401.825,0,5,12,1,5,"Acrisols"
6.66046,5.05811,969,10.4,640,250,26.5,26.7,2510,4.6,6401.825,0,5,12,1,5,"Acrisols"
6.66046,5.05811,625,10.3,680,270,45,26.7,2510,4.75,6401.825,0,5,12,1,5,"Acrisols"
6.66046,5.05811,250,9.7,500,420,16.5,26.7,2510,5.25,6401.825,0,5,12,1,5,"Acrisols"
6.66046,5.05811,1109,8.8,680,260,18,26.7,2510,4,6401.825,0,5,12,1,5,"Acrisols"
6.66046,5.05811,595,8.3,620,340,59.5,26.7,2510,4.7,6401.825,0,5,12,1,5,"Acrisols"
6.66046,5.05811,738,7.8,620,320,100,26.7,2510,4.9,6401.825,0,5,12,1,5,"Acrisols"
6.66046,5.05811,938,7.6,550,390,53,26.7,2510,4.95,6401.825,0,5,12,1,5,"Acrisols"
6.66046,5.05811,813,7.6,560,380,91,26.7,2510,5,6401.825,0,5,12,1,5,"Acrisols"
6.66046,5.05811,725,7.3,660,290,92,26.7,2510,4.9,6401.825,0,5,12,1,5,"Acrisols"
6.66046,5.05811,281,7,820,160,23.5,26.7,2510,4.7,6401.825,0,5,12,1,5,"Acrisols"
6.66046,5.05811,1172,6.7,520,360,17,26.7,2510,4.1,6401.825,0,5,12,1,5,"Acrisols"
6.66046,5.05811,89,6.5,780,160,5,26.7,2510,5.4,6401.825,0,5,12,1,5,"Acrisols"
6.66046,5.05811,551,6.1,600,360,95.5,26.7,2510,4.55,6401.825,0,5,12,1,5,"Acrisols"
6.66046,5.05811,1141,5.7,650,260,49,26.7,2510,4.2,6401.825,0,5,12,1,5,"Acrisols"
6.66046,5.05811,1187,5.3,540,260,57.5,26.7,2510,4.6,6401.825,0,5,12,1,5,"Acrisols"
6.66046,5.05811,375,4.9,750,210,42.5,26.7,2510,4.7,6401.825,0,5,12,1,5,"Acrisols"
6.66046,5.05811,688,4.7,620,280,93,26.7,2510,4.2,6401.825,0,5,12,1,5,"Acrisols"
6.66046,5.05811,413,4.6,520,280,47.5,26.7,2510,4.9,6401.825,0,5,12,1,5,"Acrisols"
6.66046,5.05811,1469,4.5,470,400,45.5,26.7,2510,3.9,6401.825,0,5,12,1,5,"Acrisols"
