Latitude,Longitude,OlsenP,SOC,MAP,MAT,SAND,CLAY,PH,BEDROCK,SOIL.TYPE,DEPTH,NPP,SLOPE,ELEVATION,BIOMES,Errosion
-32.809055,-54.668026,35.44,33.42000008,1289.998657,16.76136017,466.7302551,251.3032684,5.513443947,8,9,65,7622,1.295134996,188.8468781,6,1
-32.327944,-54.671806,12.3855,14.90100026,1296.41333,17.7347641,367.60495,273.8959656,6.273304939,3,9,65,7498,0.541341204,132.7824097,6,1.399999976
-32.327946,-54.671806,11.43,14.90100026,1296.41333,17.7347641,367.60495,273.8959656,6.273304939,3,9,65,7498,0.541341204,132.7824097,6,1.399999976
-32.327946,-54.671806,12.3855,14.90100026,1296.41333,17.7347641,367.60495,273.8959656,6.273304939,3,9,65,7498,0.541341204,132.7824097,6,1.399999976
-31.71175,-55.823028,3.59,12.40200043,1308.755249,18.16627312,431.259552,264.0793152,5.557008743,1,10,65,6920,0.803429222,146.071106,6,1.200000048
-31.71175,-55.823029,3.59,12.40200043,1308.755249,18.16627312,431.259552,264.0793152,5.557008743,1,10,65,6920,0.803429222,146.071106,6,1.200000048
-31.201583,-55.653194,13.2675,11.25100017,1422.511108,18.20469856,451.3511047,274.5208435,5.361385345,5,12,65,6788,1.413037773,201.0906372,6,1.200000048
-31.201584,-55.653194,13.88,11.25100017,1422.511108,18.20469856,451.3511047,274.5208435,5.361385345,5,12,65,6788,1.413037773,201.0906372,6,1.200000048
-31.201584,-55.653194,13.2675,11.25100017,1422.511108,18.20469856,451.3511047,274.5208435,5.361385345,5,12,65,6788,1.413037773,201.0906372,6,1.200000048
-30.467,-57.586389,24.758,16.0010004,1423.107178,19.87651253,417.8815918,243.7001648,6.067028046,3,10,65,65535,0.298844612,61.41589737,6,1.399999976
-30.466999,-57.586388,22.21,16.0010004,1423.107178,19.87651253,417.8815918,243.7001648,6.067028046,3,10,65,65535,0.298844612,61.41589737,6,1.399999976
-30.466999,-57.586388,24.758,16.0010004,1423.107178,19.87651253,417.8815918,243.7001648,6.067028046,3,10,65,65535,0.298844612,61.41589737,6,1.399999976
-28.747801,19.161501,5.297,3.673999906,114.5913925,20.47359085,796.5866699,87.71756744,7.826550007,8,7,65,65535,3.32988501,733.9100342,10,1
-28.0578,18.08,2.6055,4.659999907,104.2597198,20.52889633,779.7106934,86.00485229,8.925136566,2,7,65,65535,1.284032154,843.9923706,10,1.200000048
-27.893299,18.225,13.0775,1.842000037,130.6091614,18.89333534,788.3615112,79.42223358,8.143116951,1,7,65,65535,1.745796025,1019.256653,10,3.200000048
-28.1644,18.6661,0.572,4.050000012,117.4072189,19.74670792,785.7293091,90.25574493,8.256779671,8,7,65,65535,1.123552635,904.2714233,10,1.200000048
-28.011999,18.637699,7.8235,4.050000012,117.4072189,19.74670792,785.7293091,90.25574493,8.256779671,8,7,65,65535,1.123552635,904.2714233,10,1.399999976
-28.048599,18.7463,4.4835,4.050000012,117.4072189,19.74670792,785.7293091,90.25574493,8.256779671,8,7,65,65535,1.123552635,904.2714233,10,1.200000048
-27.107201,18.625799,8.83,4.293000102,191.9877777,17.90377426,665.5006104,160.1237488,7.822762966,3,7,65,65535,3.160106355,1250.227417,10,1.399999976
-26.740299,17.051701,23.867,4.53700006,99.9936142,19.2033844,751.5936279,95.27910614,8.290154457,3,7,65,65535,1.603304186,1075.342896,10,1.200000048
-26.4194,18.4331,0.23,4.717999995,167.8572235,20.86813354,730.7675781,101.9902954,8.898955345,2,7,65,65535,1.004428807,1023.227722,10,1.399999976
-29.66,30.08,0.64,9.968000054,872.659729,16.75934792,447.5727844,312.2572327,5.911112309,3,5,65,65535,5.609611037,963.9838257,13,1.5
-29.37,30.77,0.64,11.33200049,903.3430786,17.29290009,479.5644531,302.5470581,5.789090633,3,10,65,18885,5.990838907,756.2618408,13,1.5
-23.08556,-49.63111,6.788,14.31699991,1333.368286,20.3218708,431.0221863,374.7557068,5.274990559,2,5,65,65535,2.579803059,554.0925903,13,1.399999976
-25.483101,18.186899,2.802,3.420000076,251.8063965,20.10564613,756.6453247,85.92487335,8.085401535,3,7,65,65535,0.389156312,1112.84729,10,1.5
-25.577801,18.5886,7.956,2.752999961,201.4655609,20.26349258,739.8718262,97.88723755,8.20255661,3,7,65,65535,0.149371831,1058.236206,10,1.5
-24.7502,16.070601,1.96,5.141000152,153.9244385,15.48123264,664.5539551,148.6760101,7.992128372,5,7,65,65535,4.708974087,1355.020142,10,3.200000048
-24.6316,16.6177,2.1645,3.727999926,171.0691681,16.58970642,640.68396,154.8429718,8.548167229,3,7,65,65535,0.774391446,1428.528931,10,1.399999976
-24.372101,16.7645,7.91,4.221999943,181.7533264,17.15871429,650.7229614,156.6537476,8.65944767,3,7,65,65535,0.76496305,1423.177368,10,1.399999976
-24.4511,18.3267,0.299,2.987000048,232.742218,20.48097229,747.0873413,111.3201218,8.334524155,2,13,65,1512,0.15578022,1204.53186,10,1.5
-24.1096,16.2909,1.37,5.619999766,172.3377838,15.82642746,640.3145752,164.2367249,8.085727692,5,7,65,65535,4.690960119,1367.265747,10,1
-23.4529,16.7686,59.44,4.45600003,269.9630432,17.36725044,739.2597046,115.5666275,7.693655491,8,7,65,65535,1.571060978,1620.673584,10,1.399999976
-23.145,16.1755,3.67,6.535999775,212.8505554,18.41707611,637.9035034,173.5135193,7.869558811,8,7,65,65535,4.478692537,1437.135742,10,1
-23.1014,18.933901,1.6875,2.506000102,267.4491577,19.91532707,802.2069092,81.96920776,7.739105225,3,13,65,1706,0.27476071,1330.810181,10,1.5
-23.1194,19.650499,0.722,2.694999874,282.7266541,20.01353455,791.7488403,88.47332001,7.78166008,3,13,65,1918,0.026759816,1280.241333,10,1.5
-23.120701,19.7166,13.7265,2.694999874,282.7266541,20.01353455,791.7488403,88.47332001,7.78166008,3,13,65,1918,0.026759816,1280.241333,10,1.5
-22.243099,16.0065,4.2,3.687999845,228.0180511,20.88406181,685.869873,149.9474945,7.845127583,9,7,65,65535,2.784729171,1281.070435,10,1
-22.530199,18.829399,1.28,3.111000061,314.8513794,19.58869743,786.5145264,101.3132706,7.523816586,5,12,65,65535,0.40254487,1423.953247,10,1
-22.3727,19.185301,0.73,2.5,367.1558228,19.16880035,777.8580322,106.8096695,7.562708855,8,13,65,2894,0.206292606,1473.475708,10,1
-22.481001,19.7208,1.76,2.531999946,351.5366516,19.82302666,791.8111572,101.7728119,7.262218475,8,13,65,2853,0.494287555,1369.272705,10,1
-18.4127,-60.8019,21.629156,9.194999933,957.0675049,25.67928314,547.0236816,261.1141968,5.428026199,5,10,65,6408,0.757560464,337.9472351,12,1.200000048
-18.4127,-60.8019,1.1121548,9.194999933,957.0675049,25.67928314,547.0236816,261.1141968,5.428026199,5,10,65,6408,0.757560464,337.9472351,12,1.200000048
-21.24667,-50.78444,5.396,5.29399991,1171.971924,22.14674568,658.3283081,212.9041443,5.300148964,3,10,65,65535,1.229423137,389.842041,13,1.399999976
-17.93778,-51.64194,2.322,13.40399981,1648.188354,21.94501114,433.9578247,391.2950134,5.314045906,3,5,65,7576,2.313801025,796.6033325,13,1.399999976
-17.93778,-51.64194,4.004,13.40399981,1648.188354,21.94501114,433.9578247,391.2950134,5.314045906,3,5,65,7576,2.313801025,796.6033325,13,1.399999976
-20.3449,15.1202,2.34,4.51700002,252.6966705,21.59397507,686.9012451,145.1741333,7.809482098,6,12,65,1953,1.937484922,1093.633545,9,1
-21.3074,15.6182,11.426,1.375999898,281.3391724,20.69124222,712.762085,135.0561676,7.97252512,9,7,65,65535,2.117005551,1245.072388,9,1
-21.3659,16.048,16.2485,1.497000009,344.9433289,19.728508,695.8418579,157.8395233,7.508995056,9,7,65,2104,1.51704138,1433.947144,10,1
-20.4522,16.701099,9.2825,4.022000134,438.1849976,20.41373825,695.9259033,176.4043732,7.472057343,6,10,65,2274,0.819070535,1454.281372,5,1
-20.452499,16.6856,18.832,4.022000134,438.1849976,20.41373825,695.9259033,176.4043732,7.472057343,6,10,65,2274,0.819070535,1454.281372,5,1
-20.666901,17.4769,2.52,2.459999919,392.2194519,20.11196327,778.2086182,126.4234543,7.101294041,3,12,65,2570,0.580519617,1420.379883,5,1.399999976
-20.5872,17.6672,2.202,2.26699993,377.6194458,20.76279449,826.1981201,100.6108475,7.281858444,3,12,65,2812,0.145518659,1355.342163,10,1
-20.695299,17.589701,3.21,2.26699993,377.6194458,20.76279449,826.1981201,100.6108475,7.281858444,3,12,65,2812,0.145518659,1355.342163,10,1.399999976
-20.690001,17.7819,15.58,2.26699993,377.6194458,20.76279449,826.1981201,100.6108475,7.281858444,3,12,65,2812,0.145518659,1355.342163,10,1
-20.683599,17.958599,1.9465,2.26699993,377.6194458,20.76279449,826.1981201,100.6108475,7.281858444,3,12,65,2812,0.145518659,1355.342163,10,1
-20.753599,18.028099,2.29,2.509999871,404.9744568,20.68082237,818.5524902,104.370636,7.071897984,1,13,65,3004,0.141539264,1363.709595,10,1.399999976
-19.9475,16.4354,0.017,3.968999982,413.074707,21.61856079,707.5255127,171.9632263,7.660179138,6,6,65,3108,0.608357324,1272.96521,5,1
-20.094,16.4539,2.457,4.377999902,373.5119324,21.37470245,672.3945313,188.9972687,7.533513546,6,7,65,65535,1.241957369,1314.397461,12,1
-20.3006,16.9333,1.15,4.022000134,438.1849976,20.41373825,695.9259033,176.4043732,7.472057343,6,10,65,2274,0.819070535,1454.281372,5,1
-20.3008,16.9028,3.48,4.022000134,438.1849976,20.41373825,695.9259033,176.4043732,7.472057343,6,10,65,2274,0.819070535,1454.281372,5,1
-20.2617,17.1136,1.37,3.810000122,455.5366516,19.75063705,687.3744507,177.462204,7.281014919,8,10,65,2881,1.234189474,1477.068726,5,1
-20.1222,17.3361,4.0985,3.810000122,455.5366516,19.75063705,687.3744507,177.462204,7.281014919,8,10,65,2881,1.234189474,1477.068726,5,1
-20.272499,17.078899,4.696,3.810000122,455.5366516,19.75063705,687.3744507,177.462204,7.281014919,8,10,65,2881,1.234189474,1477.068726,5,1
-20.016899,17.160601,2.656,3.810000122,455.5366516,19.75063705,687.3744507,177.462204,7.281014919,8,10,65,2881,1.234189474,1477.068726,5,1
-19.981899,17.8111,0.23,3.926999867,524.901123,20.16430473,647.8009644,204.9663086,7.039673805,6,12,65,65535,1.808389224,1426.04126,10,1.5
-19.996099,17.8023,0.23,3.926999867,524.901123,20.16430473,647.8009644,204.9663086,7.039673805,6,12,65,65535,1.808389224,1426.04126,10,1.5
-19.9673,17.822599,2.925,3.926999867,524.901123,20.16430473,647.8009644,204.9663086,7.039673805,6,12,65,65535,1.808389224,1426.04126,10,1.5
-20.246099,17.932301,0.69,2.400999963,415.6377869,20.70300293,763.449707,132.1823578,7.14779377,3,12,65,2923,0.780516828,1372.161133,10,1.5
-20.0408,17.971399,6.4635,2.400999963,415.6377869,20.70300293,763.449707,132.1823578,7.14779377,3,12,65,2923,0.780516828,1372.161133,10,1.5
-19.951,17.9716,0.92,3.926999867,524.901123,20.16430473,647.8009644,204.9663086,7.039673805,6,12,65,65535,1.808389224,1426.04126,10,1.5
-20.055599,18.750401,8.4515,2.509000003,420.3588867,21.24364853,814.6965332,109.0487976,6.992002964,1,12,65,3312,0.159641961,1289.920532,5,1
-19.8762,17.8231,2.29,3.926999867,524.901123,20.16430473,647.8009644,204.9663086,7.039673805,6,12,65,65535,1.808389224,1426.04126,10,1
-19.6492,17.479401,4.58,4.130000174,496.6491699,20.30659294,651.1195068,208.0696869,7.227261543,8,12,65,3266,0.868570139,1428.30188,5,1
-19.6464,17.4806,2.06,4.130000174,496.6491699,20.30659294,651.1195068,208.0696869,7.227261543,8,12,65,3266,0.868570139,1428.30188,5,1
-19.6769,17.6111,5.5,3.926999867,524.901123,20.16430473,647.8009644,204.9663086,7.039673805,6,12,65,65535,1.808389224,1426.04126,10,1
-19.7317,17.8661,14.66,3.926999867,524.901123,20.16430473,647.8009644,204.9663086,7.039673805,6,12,65,65535,1.808389224,1426.04126,10,1
-19.367001,17.882601,2.2215,3.993999958,519.2680664,21.51988983,666.5596924,205.0876312,7.146301746,6,11,65,65535,1.564180902,1338.969727,12,1
-19.6381,17.8538,6.87,3.926999867,524.901123,20.16430473,647.8009644,204.9663086,7.039673805,6,12,65,65535,1.808389224,1426.04126,10,1
-19.680599,17.611401,1.83,3.926999867,524.901123,20.16430473,647.8009644,204.9663086,7.039673805,6,12,65,65535,1.808389224,1426.04126,10,1
-19.381399,17.635599,1.15,3.993999958,519.2680664,21.51988983,666.5596924,205.0876312,7.146301746,6,11,65,65535,1.564180902,1338.969727,12,1
-19.384701,17.638599,10.77,3.993999958,519.2680664,21.51988983,666.5596924,205.0876312,7.146301746,6,11,65,65535,1.564180902,1338.969727,12,1
-19.649401,17.855301,10.31,3.926999867,524.901123,20.16430473,647.8009644,204.9663086,7.039673805,6,12,65,65535,1.808389224,1426.04126,10,1
-19.678101,17.844,0.23,3.926999867,524.901123,20.16430473,647.8009644,204.9663086,7.039673805,6,12,65,65535,1.808389224,1426.04126,10,1
-19.676701,17.6122,3.6185,3.926999867,524.901123,20.16430473,647.8009644,204.9663086,7.039673805,6,12,65,65535,1.808389224,1426.04126,10,1
-19.733299,17.865601,14.66,3.926999867,524.901123,20.16430473,647.8009644,204.9663086,7.039673805,6,12,65,65535,1.808389224,1426.04126,10,1
-19.766199,17.8652,8.754,3.926999867,524.901123,20.16430473,647.8009644,204.9663086,7.039673805,6,12,65,65535,1.808389224,1426.04126,10,1
-19.7225,17.641399,8.94,3.926999867,524.901123,20.16430473,647.8009644,204.9663086,7.039673805,6,12,65,65535,1.808389224,1426.04126,10,1.399999976
-19.768101,17.880199,0.781,3.926999867,524.901123,20.16430473,647.8009644,204.9663086,7.039673805,6,12,65,65535,1.808389224,1426.04126,10,1
-19.641399,17.855,5.04,3.926999867,524.901123,20.16430473,647.8009644,204.9663086,7.039673805,6,12,65,65535,1.808389224,1426.04126,10,1
-19.854401,18.131599,3.152,3.846000135,462.4302673,21.6048584,753.3729858,139.0171967,7.522828579,1,6,65,2968,0.322570696,1313.088257,5,1.5
-19.6247,17.9408,1.15,3.926999867,524.901123,20.16430473,647.8009644,204.9663086,7.039673805,6,12,65,65535,1.808389224,1426.04126,10,1
-19.625,17.9506,9.85,3.926999867,524.901123,20.16430473,647.8009644,204.9663086,7.039673805,6,12,65,65535,1.808389224,1426.04126,10,1
-19.4843,18.0355,1.431,4.011000097,499.5100098,22.02801895,693.9382935,183.0458832,7.422304153,1,12,65,4122,0.392601137,1280.30896,5,1
-19.6231,17.9403,6.42,3.926999867,524.901123,20.16430473,647.8009644,204.9663086,7.039673805,6,12,65,65535,1.808389224,1426.04126,10,1
-19.7064,17.919201,27.27,3.926999867,524.901123,20.16430473,647.8009644,204.9663086,7.039673805,6,12,65,65535,1.808389224,1426.04126,10,1
-19.7101,17.918301,0.69,3.926999867,524.901123,20.16430473,647.8009644,204.9663086,7.039673805,6,12,65,65535,1.808389224,1426.04126,10,1
-19.752399,17.9634,22.2165,3.926999867,524.901123,20.16430473,647.8009644,204.9663086,7.039673805,6,12,65,65535,1.808389224,1426.04126,10,1
-19.578899,17.945299,16.27,3.926999867,524.901123,20.16430473,647.8009644,204.9663086,7.039673805,6,12,65,65535,1.808389224,1426.04126,10,1
-19.573601,17.938101,23.37,3.926999867,524.901123,20.16430473,647.8009644,204.9663086,7.039673805,6,12,65,65535,1.808389224,1426.04126,10,1
-19.591101,17.9419,0.92,3.926999867,524.901123,20.16430473,647.8009644,204.9663086,7.039673805,6,12,65,65535,1.808389224,1426.04126,10,1
-19.7101,17.918301,7.1,3.926999867,524.901123,20.16430473,647.8009644,204.9663086,7.039673805,6,12,65,65535,1.808389224,1426.04126,10,1
-19.632799,17.942499,9.7855,3.926999867,524.901123,20.16430473,647.8009644,204.9663086,7.039673805,6,12,65,65535,1.808389224,1426.04126,10,1
-19.573601,17.9942,16.96,3.926999867,524.901123,20.16430473,647.8009644,204.9663086,7.039673805,6,12,65,65535,1.808389224,1426.04126,10,1
-19.710501,17.9263,1.6,3.926999867,524.901123,20.16430473,647.8009644,204.9663086,7.039673805,6,12,65,65535,1.808389224,1426.04126,10,1
-19.6735,18.4067,16.1675,3.846000135,462.4302673,21.6048584,753.3729858,139.0171967,7.522828579,1,6,65,2968,0.322570696,1313.088257,5,3.200000048
-19.6374,18.5206,13.658,2.601999938,433.3536072,21.85559464,826.8446045,100.9274368,7.109147549,1,12,65,3655,0.063619789,1247.025513,5,3.200000048
-19.737801,18.865299,12.37,2.601999938,433.3536072,21.85559464,826.8446045,100.9274368,7.109147549,1,12,65,3655,0.063619789,1247.025513,5,3.200000048
-19.327801,17.842699,1.15,3.993999958,519.2680664,21.51988983,666.5596924,205.0876312,7.146301746,6,11,65,65535,1.564180902,1338.969727,12,1
-19.298901,17.868601,10.31,3.993999958,519.2680664,21.51988983,666.5596924,205.0876312,7.146301746,6,11,65,65535,1.564180902,1338.969727,12,1
-19.307301,17.9804,8.48,3.993999958,519.2680664,21.51988983,666.5596924,205.0876312,7.146301746,6,11,65,65535,1.564180902,1338.969727,12,1
-19.0434,17.941999,1.3015,3.993999958,519.2680664,21.51988983,666.5596924,205.0876312,7.146301746,6,11,65,65535,1.564180902,1338.969727,12,3.200000048
-18.844801,18.1131,0.322,2.935000062,513.6074829,22.41749954,802.7185669,113.0360184,7.158061981,1,12,65,4442,0.013816749,1179.518799,5,3.200000048
-18.9265,18.3064,0.7475,2.935000062,513.6074829,22.41749954,802.7185669,113.0360184,7.158061981,1,12,65,4442,0.013816749,1179.518799,5,3.200000048
-19.0254,18.493299,1.03,4.011000097,499.5100098,22.02801895,693.9382935,183.0458832,7.422304153,1,12,65,4122,0.392601137,1280.30896,5,3.200000048
-19.282499,19.2819,10.54,2.511000037,471.894165,22.28871536,812.9658203,103.4846878,6.909241676,2,12,65,3916,0.200264215,1201.088867,5,1.399999976
-19.2897,19.325001,0.92,2.511000037,471.894165,22.28871536,812.9658203,103.4846878,6.909241676,2,12,65,3916,0.200264215,1201.088867,5,1.399999976
-17.858101,19.0075,0.23,4.160000086,573.8691406,22.75358963,836.085144,102.5862961,6.584790707,1,12,65,5207,0.29991953,1132.575806,12,3.200000048
-17.844999,18.9231,2.13,3.876999915,591.6246948,22.75121117,850.1396484,84.60460663,6.597976208,1,12,65,5287,0.195456118,1137.900024,12,3.200000048
-17.867201,18.885,0.62,3.876999915,591.6246948,22.75121117,850.1396484,84.60460663,6.597976208,1,12,65,5287,0.195456118,1137.900024,12,3.200000048
-17.8372,18.753901,1.51,3.876999915,591.6246948,22.75121117,850.1396484,84.60460663,6.597976208,1,12,65,5287,0.195456118,1137.900024,12,3.200000048
-17.8622,18.833099,4.7,3.876999915,591.6246948,22.75121117,850.1396484,84.60460663,6.597976208,1,12,65,5287,0.195456118,1137.900024,12,3.200000048
-17.859,19.0576,0.816,4.160000086,573.8691406,22.75358963,836.085144,102.5862961,6.584790707,1,12,65,5207,0.29991953,1132.575806,12,3.200000048
-17.8951,19.426201,7.13,4.160000086,573.8691406,22.75358963,836.085144,102.5862961,6.584790707,1,12,65,5207,0.29991953,1132.575806,12,3.200000048
-17.8647,19.368299,2.47,4.160000086,573.8691406,22.75358963,836.085144,102.5862961,6.584790707,1,12,65,5207,0.29991953,1132.575806,12,3.200000048
-17.855301,19.2535,1.26,4.160000086,573.8691406,22.75358963,836.085144,102.5862961,6.584790707,1,12,65,5207,0.29991953,1132.575806,12,3.200000048
-17.862801,19.357,14.66,4.160000086,573.8691406,22.75358963,836.085144,102.5862961,6.584790707,1,12,65,5207,0.29991953,1132.575806,12,3.200000048
-17.849001,19.268299,0.55,4.160000086,573.8691406,22.75358963,836.085144,102.5862961,6.584790707,1,12,65,5207,0.29991953,1132.575806,12,3.200000048
-17.8666,19.3183,1.37,4.160000086,573.8691406,22.75358963,836.085144,102.5862961,6.584790707,1,12,65,5207,0.29991953,1132.575806,12,3.200000048
-17.846901,19.176701,4.42,4.160000086,573.8691406,22.75358963,836.085144,102.5862961,6.584790707,1,12,65,5207,0.29991953,1132.575806,12,3.200000048
-17.8416,19.163099,4.38,4.160000086,573.8691406,22.75358963,836.085144,102.5862961,6.584790707,1,12,65,5207,0.29991953,1132.575806,12,3.200000048
-17.856701,19.160801,2.7,4.160000086,573.8691406,22.75358963,836.085144,102.5862961,6.584790707,1,12,65,5207,0.29991953,1132.575806,12,3.200000048
-17.8507,19.1763,1.83,4.160000086,573.8691406,22.75358963,836.085144,102.5862961,6.584790707,1,12,65,5207,0.29991953,1132.575806,12,3.200000048
-17.850599,19.1623,2.2,4.160000086,573.8691406,22.75358963,836.085144,102.5862961,6.584790707,1,12,65,5207,0.29991953,1132.575806,12,3.200000048
-17.8708,19.4053,1.37,4.160000086,573.8691406,22.75358963,836.085144,102.5862961,6.584790707,1,12,65,5207,0.29991953,1132.575806,12,3.200000048
-17.8918,19.600599,1.86,4.368000031,567.2722168,22.9092865,854.5220947,95.89717102,6.673841476,1,12,65,5039,0.267437392,1117.175537,5,3.200000048
-17.878799,19.6196,2.06,4.368000031,567.2722168,22.9092865,854.5220947,95.89717102,6.673841476,1,12,65,5039,0.267437392,1117.175537,5,3.200000048
-17.900801,19.6642,6.92,4.368000031,567.2722168,22.9092865,854.5220947,95.89717102,6.673841476,1,12,65,5039,0.267437392,1117.175537,5,3.200000048
-17.8801,19.638901,5.73,4.368000031,567.2722168,22.9092865,854.5220947,95.89717102,6.673841476,1,12,65,5039,0.267437392,1117.175537,5,3.200000048
-17.8827,19.6539,0.82,4.368000031,567.2722168,22.9092865,854.5220947,95.89717102,6.673841476,1,12,65,5039,0.267437392,1117.175537,5,3.200000048
-17.894199,19.6838,2.09,4.368000031,567.2722168,22.9092865,854.5220947,95.89717102,6.673841476,1,12,65,5039,0.267437392,1117.175537,5,3.200000048
