"x","y","p_avg","ID","SOC","MAP","MAT","SAND","CLAY","PH","BEDROCK","SOIL.TYPE","DEPTH","NPP","SLOPE","ELEVATION","BIOMES","EROIDX","TCEQ","CACO3"
3.9027779,7.5025001,6,7414,8.378999829,1204.589722,26.33504868,719.0233765,125.2093048,6.127367496,8,10,65,65535,0.993556408,235.8227386,12,1,0,90
3.9041667,7.5027776,1,7415,8.378999829,1204.589722,26.33504868,719.0233765,125.2093048,6.127367496,8,10,65,65535,0.993556408,235.8227386,12,1,0,90
3.9041667,7.5027776,4,7416,8.378999829,1204.589722,26.33504868,719.0233765,125.2093048,6.127367496,8,10,65,65535,0.993556408,235.8227386,12,1,0,90
5.316667,13.816667,12,7420,4.469000101,466.4583435,28.59460449,727.321228,144.1726685,6.251949787,3,10,65,65535,0.496509374,299.057373,12,1.39999997615814,44,280
5.316667,13.816667,13,7421,4.469000101,466.4583435,28.59460449,727.321228,144.1726685,6.251949787,3,10,65,65535,0.496509374,299.057373,12,1.39999997615814,44,280
5.316667,13.816667,19,7422,4.469000101,466.4583435,28.59460449,727.321228,144.1726685,6.251949787,3,10,65,65535,0.496509374,299.057373,12,1.39999997615814,44,280
5.4444444,7.4802778,54.7,7423,7.319999933,1464.99585,25.18794823,631.2977905,207.0106812,5.590490818,8,10,65,65535,1.590267047,288.3198547,12,1,0,0
5.5475,7.5594444,4.39,7424,7.994000316,1276.643555,24.56152725,593.6831665,222.631897,5.652608395,8,10,65,65535,1.650792222,399.8831482,12,1,0,0
7.166667,13.483333,8,7432,7.195000052,479.5375061,27.09606171,715.3998413,134.6589203,6.381293774,1,10,65,1068,0.548121547,428.6955566,12,3.20000004768372,0,0
7.166667,13.483333,11,7433,7.195000052,479.5375061,27.09606171,715.3998413,134.6589203,6.381293774,1,10,65,1068,0.548121547,428.6955566,12,3.20000004768372,0,0
7.166667,13.483333,12,7434,7.195000052,479.5375061,27.09606171,715.3998413,134.6589203,6.381293774,1,10,65,1068,0.548121547,428.6955566,12,3.20000004768372,0,0
7.166667,13.483333,20,7435,7.195000052,479.5375061,27.09606171,715.3998413,134.6589203,6.381293774,1,10,65,1068,0.548121547,428.6955566,12,3.20000004768372,0,0
9.2875004,55.7847214,92,7462,16.01600051,824.4447021,7.75110054,686.1888428,102.8973236,5.759862423,1,3,65,65535,0.49284004,60.62805939,6,3.20000004768372,0,0
10.283333,-0.516667,0.7,7471,8.575000167,2082.856689,25.98854446,552.6489258,265.6246948,5.063505173,6,12,65,65535,1.168778061,70.32037354,12,1,0,0
10.2983332,55.4466667,40,7472,5.432978868,636.0258179,8.302290916,569.6583252,146.4857788,6.22971344,1,11,65,65535,0.621993619,37.50127029,6,3.20000004768372,0,0
10.4719448,56.2869453,68,7474,6.635714173,646.5703125,7.756314278,587.1828003,135.529541,6.025903225,1,11,65,65535,0.956172742,38.49206543,6,3.20000004768372,0,0
10.4719448,56.2869453,103,7475,6.635714173,646.5703125,7.756314278,587.1828003,135.529541,6.025903225,1,11,65,65535,0.956172742,38.49206543,6,3.20000004768372,0,0
14.8999996,-5.4499998,8,7480,14.28799987,1327.673584,24.05143547,458.2567139,361.0825195,5.08515501,8,5,65,8411,2.061197841,502.7294006,12,1,0,0
14.8999996,-5.4499998,12,7481,14.28799987,1327.673584,24.05143547,458.2567139,361.0825195,5.08515501,8,5,65,8411,2.061197841,502.7294006,12,1,0,0
14.8999996,-5.4499998,19,7482,14.28799987,1327.673584,24.05143547,458.2567139,361.0825195,5.08515501,8,5,65,8411,2.061197841,502.7294006,12,1,0,0
14.8999996,-5.4499998,20,7483,14.28799987,1327.673584,24.05143547,458.2567139,361.0825195,5.08515501,8,5,65,8411,2.061197841,502.7294006,12,1,0,0
14.8999996,-5.4499998,30,7484,14.28799987,1327.673584,24.05143547,458.2567139,361.0825195,5.08515501,8,5,65,8411,2.061197841,502.7294006,12,1,0,0
14.8999996,-5.4499998,31,7485,14.28799987,1327.673584,24.05143547,458.2567139,361.0825195,5.08515501,8,5,65,8411,2.061197841,502.7294006,12,1,0,0
14.8999996,-5.4499998,35,7486,14.28799987,1327.673584,24.05143547,458.2567139,361.0825195,5.08515501,8,5,65,8411,2.061197841,502.7294006,12,1,0,0
18.0852776,-5.2666669,5,7499,6.488000154,1581.35498,23.66895294,700.5377197,189.0811005,5.06731987,1,12,65,11928,3.248438709,603.0797119,13,3.20000004768372,0,0
18.0852776,-5.2666669,9,7500,6.488000154,1581.35498,23.66895294,700.5377197,189.0811005,5.06731987,1,12,65,11928,3.248438709,603.0797119,13,3.20000004768372,0,0
18.10583305,51.24777985,8.5,7503,19.19800043,578.6622314,8.288942337,595.8453369,101.9696884,5.895083904,1,11,65,5470,0.394418994,181.2448425,6,3.20000004768372,0,0
18.10583305,51.24777985,9.4,7504,19.19800043,578.6622314,8.288942337,595.8453369,101.9696884,5.895083904,1,11,65,5470,0.394418994,181.2448425,6,3.20000004768372,0,0
18.10583305,51.24777985,10.3,7505,19.19800043,578.6622314,8.288942337,595.8453369,101.9696884,5.895083904,1,11,65,5470,0.394418994,181.2448425,6,3.20000004768372,0,0
18.10583305,51.24777985,10.9,7506,19.19800043,578.6622314,8.288942337,595.8453369,101.9696884,5.895083904,1,11,65,5470,0.394418994,181.2448425,6,3.20000004768372,0,0
18.10583305,51.24777985,11.6,7507,19.19800043,578.6622314,8.288942337,595.8453369,101.9696884,5.895083904,1,11,65,5470,0.394418994,181.2448425,6,3.20000004768372,0,0
18.10583305,51.24777985,12,7509,19.19800043,578.6622314,8.288942337,595.8453369,101.9696884,5.895083904,1,11,65,5470,0.394418994,181.2448425,6,3.20000004768372,0,0
18.10583305,51.24777985,15.7,7513,19.19800043,578.6622314,8.288942337,595.8453369,101.9696884,5.895083904,1,11,65,5470,0.394418994,181.2448425,6,3.20000004768372,0,0
18.10583305,51.24777985,17.2,7514,19.19800043,578.6622314,8.288942337,595.8453369,101.9696884,5.895083904,1,11,65,5470,0.394418994,181.2448425,6,3.20000004768372,0,0
18.10583305,51.24777985,17.5,7515,19.19800043,578.6622314,8.288942337,595.8453369,101.9696884,5.895083904,1,11,65,5470,0.394418994,181.2448425,6,3.20000004768372,0,0
18.10583305,51.24777985,18.1,7516,19.19800043,578.6622314,8.288942337,595.8453369,101.9696884,5.895083904,1,11,65,5470,0.394418994,181.2448425,6,3.20000004768372,0,0
18.10583305,51.24777985,18.7,7517,19.19800043,578.6622314,8.288942337,595.8453369,101.9696884,5.895083904,1,11,65,5470,0.394418994,181.2448425,6,3.20000004768372,0,0
18.10583305,51.24777985,19,7518,19.19800043,578.6622314,8.288942337,595.8453369,101.9696884,5.895083904,1,11,65,5470,0.394418994,181.2448425,6,3.20000004768372,0,0
18.10583305,51.24777985,19.2,7519,19.19800043,578.6622314,8.288942337,595.8453369,101.9696884,5.895083904,1,11,65,5470,0.394418994,181.2448425,6,3.20000004768372,0,0
18.10583305,51.24777985,20.8,7520,19.19800043,578.6622314,8.288942337,595.8453369,101.9696884,5.895083904,1,11,65,5470,0.394418994,181.2448425,6,3.20000004768372,0,0
18.10583305,51.24777985,21,7521,19.19800043,578.6622314,8.288942337,595.8453369,101.9696884,5.895083904,1,11,65,5470,0.394418994,181.2448425,6,3.20000004768372,0,0
23.9666672,-6.7666669,8,7718,9.533999562,1488.592529,24.37888527,653.7332764,227.4607086,5.72911787,8,5,65,65535,1.383812278,731.2003784,12,1,0,0
23.9666672,-6.7666669,10,7719,9.533999562,1488.592529,24.37888527,653.7332764,227.4607086,5.72911787,8,5,65,65535,1.383812278,731.2003784,12,1,0,0
23.9666672,-6.7666669,13,7720,9.533999562,1488.592529,24.37888527,653.7332764,227.4607086,5.72911787,8,5,65,65535,1.383812278,731.2003784,12,1,0,0
23.9666672,-6.7666669,19,7721,9.533999562,1488.592529,24.37888527,653.7332764,227.4607086,5.72911787,8,5,65,65535,1.383812278,731.2003784,12,1,0,0
24.0499992,54.8333321,8,7724,12.72300005,619.2247314,6.339589119,569.1357422,122.0304337,5.958848,5,10,65,65535,0.709816298,103.4302826,6,1.20000004768372,0,0
24.0499992,54.8333321,25,7725,12.72300005,619.2247314,6.339589119,569.1357422,122.0304337,5.958848,5,10,65,65535,0.709816298,103.4302826,6,1.20000004768372,0,0
24.2000008,56.3833351,1,7726,11.20300055,594.6772461,6.498010635,464.8125916,159.2477722,6.657667637,5,11,65,4936,0.029535064,41.4080925,6,1.20000004768372,90,0
24.2000008,56.3833351,5,7727,11.20300055,594.6772461,6.498010635,464.8125916,159.2477722,6.657667637,5,11,65,4936,0.029535064,41.4080925,6,1.20000004768372,90,0
27.2166672,58.1333351,12,7748,90.88500023,610.201416,5.371847153,558.0513306,132.4484406,5.832723618,1,9,65,65535,0.116158086,46.51591873,6,3.20000004768372,0,0
28.4075279,-20.427166,6,7751,4.499000013,572.5646973,18.77188492,690.2668457,192.5773926,6.154088497,8,10,65,4150,1.193051834,1294.053833,12,1,0,74
28.4723606,-20.4023895,32,7752,4.499000013,572.5646973,18.77188492,690.2668457,192.5773926,6.154088497,8,10,65,4150,1.193051834,1294.053833,12,1,0,74
29.6583328,30.9527779,1,7754,3.628999889,94.86483765,20.67759705,707.3291016,126.6936722,7.583776474,1,7,65,65535,0.379846491,47.18167496,10,3.20000004768372,139,805
29.8938885,30.8702774,1,7757,3.628999889,94.86483765,20.67759705,707.3291016,126.6936722,7.583776474,1,7,65,65535,0.379846491,47.18167496,10,3.20000004768372,139,805
30.7933331,29.4747219,1,7782,4.914000034,8.87361145,21.48247719,561.2397461,203.0625916,7.57536602,1,7,65,65535,0.74595789,39.80644226,10,3.20000004768372,113,190
30.8702778,29.8938889,1,7783,4.965000153,20.13861084,21.07131195,800.3607788,102.7564621,8.154382706,6,7,65,65535,0.988000685,131.6170197,10,1,45,1040
31.5094452,-17.6780548,2,7807,2.205000073,857.6055298,18.45891953,736.8596191,157.3209381,5.868485451,8,10,65,5650,2.175967621,1312.436768,12,1,0,19
31.5094452,-17.6780548,7,7808,2.205000073,857.6055298,18.45891953,736.8596191,157.3209381,5.868485451,8,10,65,5650,2.175967621,1312.436768,12,1,0,19
31.7652779,-18.0347214,3,7809,3.449999988,831.0499878,17.24682045,674.793457,193.7545776,5.965797901,8,10,65,65535,1.934634586,1430.355591,12,1,0,61
31.7652779,-18.0347214,8,7810,3.449999988,831.0499878,17.24682045,674.793457,193.7545776,5.965797901,8,10,65,65535,1.934634586,1430.355591,12,1,0,61
31.7902775,-17.6627769,7,7811,2.205000073,857.6055298,18.45891953,736.8596191,157.3209381,5.868485451,8,10,65,5650,2.175967621,1312.436768,12,1,0,19
31.7902775,-17.6627769,14,7812,2.205000073,857.6055298,18.45891953,736.8596191,157.3209381,5.868485451,8,10,65,5650,2.175967621,1312.436768,12,1,0,19
31.8238888,-17.6636105,8,7813,2.205000073,857.6055298,18.45891953,736.8596191,157.3209381,5.868485451,8,10,65,5650,2.175967621,1312.436768,12,1,0,19
31.8238888,-17.6636105,24,7814,2.205000073,857.6055298,18.45891953,736.8596191,157.3209381,5.868485451,8,10,65,5650,2.175967621,1312.436768,12,1,0,19
32.231945,-17.2797222,3,7832,2.842000127,683.1691895,20.3410759,676.8757935,199.5532074,6.126011372,8,10,65,5521,2.787915661,939.0346069,12,1,0,19
32.231945,-17.2797222,13,7833,2.842000127,683.1691895,20.3410759,676.8757935,199.5532074,6.126011372,8,10,65,5521,2.787915661,939.0346069,12,1,0,19
32.231945,-17.2797222,32,7834,2.842000127,683.1691895,20.3410759,676.8757935,199.5532074,6.126011372,8,10,65,5521,2.787915661,939.0346069,12,1,0,19
32.231945,-17.2797222,56,7835,2.842000127,683.1691895,20.3410759,676.8757935,199.5532074,6.126011372,8,10,65,5521,2.787915661,939.0346069,12,1,0,19
33.633333,-13.916667,5,7867,14.46099997,888.8024902,19.8352375,679.9746704,209.1417084,6.08914566,8,10,65,65535,1.651908321,1151.275391,12,1,0,90
33.633333,-13.916667,9,7868,14.46099997,888.8024902,19.8352375,679.9746704,209.1417084,6.08914566,8,10,65,65535,1.651908321,1151.275391,12,1,0,90
33.6369705,-13.9843054,11,7869,14.46099997,888.8024902,19.8352375,679.9746704,209.1417084,6.08914566,8,10,65,65535,1.651908321,1151.275391,12,1,0,90
33.6431122,-13.989583,13,7870,14.46099997,888.8024902,19.8352375,679.9746704,209.1417084,6.08914566,8,10,65,65535,1.651908321,1151.275391,12,1,0,90
34.123389,0.498056,8,7885,8.745999932,1581.619141,22.04090881,402.8018494,401.8270569,5.698764801,8,5,65,65535,1.506616389,1239.006104,13,1,0,0
34.123389,0.498056,20,7886,8.745999932,1581.619141,22.04090881,402.8018494,401.8270569,5.698764801,8,5,65,65535,1.506616389,1239.006104,13,1,0,0
34.25,-13.666667,9,7887,11.08299971,986.0574951,22.36529922,608.7766724,254.8707275,6.096076965,8,10,65,65535,2.968369641,799.9730835,12,1,0,270
34.25,-13.666667,16,7888,11.08299971,986.0574951,22.36529922,608.7766724,254.8707275,6.096076965,8,10,65,65535,2.968369641,799.9730835,12,1,0,270
34.2594452,-13.6832781,5,7889,11.08299971,986.0574951,22.36529922,608.7766724,254.8707275,6.096076965,8,10,65,65535,2.968369641,799.9730835,12,1,0,270
34.6169434,0.0011111,2,7916,15.87300062,1831.400024,20.2020359,345.2251587,425.2554626,5.421555042,8,5,65,65535,2.720024628,1492.182251,13,1,0,0
34.6169434,0.0011111,3,7917,15.87300062,1831.400024,20.2020359,345.2251587,425.2554626,5.421555042,8,5,65,65535,2.720024628,1492.182251,13,1,0,0
34.8093872,-16.0736103,59,7927,32.40499973,784.9958496,25.47510529,627.0128174,248.987381,6.563527107,1,12,65,6365,1.64244805,286.4403381,12,3.20000004768372,46,0
34.8093872,-16.0736103,76,7928,32.40499973,784.9958496,25.47510529,627.0128174,248.987381,6.563527107,1,12,65,6365,1.64244805,286.4403381,12,3.20000004768372,46,0
34.8104706,-16.0744991,85,7929,32.40499973,784.9958496,25.47510529,627.0128174,248.987381,6.563527107,1,12,65,6365,1.64244805,286.4403381,12,3.20000004768372,46,0
35.183333,-15.533333,3,7961,11.16299987,1103.909668,21.21320534,640.0808105,245.4773102,5.801359177,8,12,65,65535,2.896131435,745.4291382,12,1,0,270
35.183333,-15.533333,12,7962,11.16299987,1103.909668,21.21320534,640.0808105,245.4773102,5.801359177,8,12,65,65535,2.896131435,745.4291382,12,1,0,270
35.183333,-15.533333,16,7963,11.16299987,1103.909668,21.21320534,640.0808105,245.4773102,5.801359177,8,12,65,65535,2.896131435,745.4291382,12,1,0,270
35.183333,-15.533333,55,7964,11.16299987,1103.909668,21.21320534,640.0808105,245.4773102,5.801359177,8,12,65,65535,2.896131435,745.4291382,12,1,0,270
36.6244431,-1.2402778,1,8147,13.81600022,928.0933228,18.13218307,342.0795288,418.4295959,6.286528111,10,11,65,65535,3.197714481,1751.878418,13,1.39999997615814,0,0
36.6244431,-1.2402778,3,8148,13.81600022,928.0933228,18.13218307,342.0795288,418.4295959,6.286528111,10,11,65,65535,3.197714481,1751.878418,13,1.39999997615814,0,0
36.737778,-1.250222,1,8158,13.81600022,928.0933228,18.13218307,342.0795288,418.4295959,6.286528111,10,11,65,65535,3.197714481,1751.878418,13,1.39999997615814,0,0
37.2388878,-1.5577778,4,8194,11.16799951,639.5830688,19.47292519,502.7471924,338.8317871,6.020648956,8,6,65,6040,3.401413095,1463.494995,12,1,0,0
37.666111,-1.852306,10,8238,7.540000081,696.7641602,22.10123634,527.1209106,331.6448059,6.106426716,8,5,65,65535,2.387793096,1080.558594,12,1,0,0
37.666111,-1.852306,21,8239,7.540000081,696.7641602,22.10123634,527.1209106,331.6448059,6.106426716,8,5,65,65535,2.387793096,1080.558594,12,1,0,0
37.666111,-1.8523057,9,8240,7.540000081,696.7641602,22.10123634,527.1209106,331.6448059,6.106426716,8,5,65,65535,2.387793096,1080.558594,12,1,0,0
39.833333,-3.45,2.5,8902,7.269387841,834.9623413,25.43798828,615.5632935,234.1177521,6.20464325,3,12,65,7727,1.153279506,132.0901031,12,1.39999997615814,0,24
39.833333,-3.45,4.3,8903,7.269387841,834.9623413,25.43798828,615.5632935,234.1177521,6.20464325,3,12,65,7727,1.153279506,132.0901031,12,1.39999997615814,0,24
40.6611389,20.8160278,3.9,9086,13.99999976,168.6744385,23.22232437,573.7440186,180.4358368,7.828723431,8,12,65,65535,9.325029864,1300.22522,10,1,63,700
40.8800278,20.7014444,5,9164,13.99999976,168.6744385,23.22232437,573.7440186,180.4358368,7.828723431,8,12,65,65535,9.325029864,1300.22522,10,1,63,700
41.0647222,20.6377222,2.4,9243,13.99999976,174.234726,24.00577736,765.9100952,89.12017059,8.005605698,8,12,65,65535,4.023821658,1445.734741,10,1,63,747
41.0648333,20.6304167,0.6,9244,13.99999976,174.234726,24.00577736,765.9100952,89.12017059,8.005605698,8,12,65,65535,4.023821658,1445.734741,10,1,63,747
42.0916667,19.5091944,81,9442,13.89199972,219.9244385,24.5445652,752.3840332,97.01226044,8.049265862,8,12,65,65535,3.293186132,1487.44812,10,1,63,747
44.5747223,2.6638889,4,9653,6.535999775,484.9752808,27.92033958,493.3676453,288.1468811,7.429499626,6,12,65,65535,0.086837657,129.6410828,9,1,63,1400
54.6333333,23.7,21,9992,0.063999998,86.2480545,28.30664253,983.8312988,2.484651089,8.087285042,1,13,65,65535,0.215717266,102.6543655,10,1,NA,0
54.8333333,24.05,16.5,9993,1.155999973,80.44123077,27.73293686,877.0333862,71.20635986,8.106887817,1,13,65,65535,0.173178079,60.24073792,10,3.20000004768372,NA,0
54.8833333,23.8333333,55,9994,0.063999998,86.2480545,28.30664253,983.8312988,2.484651089,8.087285042,1,13,65,65535,0.215717266,102.6543655,10,1,NA,0
55.5833333,23.75,10,9997,3.287999928,115.816391,28.87275887,868.7243652,76.36125183,8.174711227,3,7,65,65535,0.370854413,241.1013641,10,1.39999997615814,139,420
55.7,21.5,36,9998,3.768999875,99.60388947,30.1195755,965.6494751,7.576746941,8.121323586,1,12,65,65535,0.626753447,84.06450653,10,3.20000004768372,139,420
56.3833333,24.2,3.8,10001,13.99999976,192.3088837,26.04411888,672.809082,132.0767365,8.280884743,6,12,65,65535,5.416749924,597.8670654,10,1,63,700
56.5027778,23.6708333,39.25,10002,13.67599964,191.3724976,25.95801544,695.5783081,121.5169525,8.248764038,6,12,65,65535,5.086384003,526.2828979,10,1,63,700
56.7666667,24.3166667,8.9,10004,9.394117594,115.4872513,27.49636078,695.8374023,134.6226044,8.028611183,1,12,65,65535,1.92013233,186.4211121,10,3.20000004768372,93,510
76.5135917,39.5303083,10,10079,7.221999764,82.51833344,11.77355671,529.1410522,152.9301147,8.080727577,1,7,65,65535,1.809668793,1390.622925,10,3.20000004768372,162,290
