"p_avg","LONGITUDE","LATITUDE","GEO3major","BEDROCK","BIOME","CLAY","DENSITY","DEPTH","ELEVATION","MANPP","MAPRECIP","MATEMP","PH","SAND","SLOPE","SOC","SOIL.USDA","SOIL.WRB"
578.5,-112.8,49.7,"North America",3,9,315,130,5030,909,63306,382,6,70,315,0,315,16,16
515,-103.85136,49.66985,"North America",3,9,284,115,5009,573,3236,407,4,69,509,0,509,16,16
697.3,-103.85136,49.66985,"North America",3,9,284,115,5009,573,3236,407,4,69,509,0,509,16,16
660,-103.85136,49.66985,"North America",3,9,284,115,5009,573,3236,407,4,69,509,0,509,16,16
513,-103.85136,49.66985,"North America",3,9,284,115,5009,573,3236,407,4,69,509,0,509,16,16
574.2,-103.85136,49.66985,"North America",3,9,284,115,5009,573,3236,407,4,69,509,0,509,16,16
573,-103.85136,49.66985,"North America",3,9,284,115,5009,573,3236,407,4,69,509,0,509,16,16
699.432892,119.7919472,49.61771111,"Asia and the Pacific",3,9,181,110,2038,716,2503,377,-2,70,884,3,884,16,8
66.727605,119.7919472,49.61771111,"Asia and the Pacific",3,9,181,110,2038,716,2503,377,-2,70,884,3,884,16,8
264.44,118.001,49.5681,"Asia and the Pacific",7,9,225,122,4085,554,1961,302,0,74,331,0,331,8,8
455.719557,117.2975,49.53055833,"Asia and the Pacific",7,9,199,122,1662,720,1781,288,-1,74,432,1,432,16,16
39.57935,117.2975,49.53055833,"Asia and the Pacific",7,9,199,122,1662,720,1781,288,-1,74,432,1,432,16,16
590.740741,119.7987667,49.51506667,"Asia and the Pacific",5,9,196,116,2736,643,2575,361,-2,72,557,2,557,8,8
58.865248,119.7987667,49.51506667,"Asia and the Pacific",5,9,196,116,2736,643,2575,361,-2,72,557,2,557,8,8
207.54717,118.2070222,49.49210278,"Asia and the Pacific",9,9,200,124,3395,589,1936,301,0,75,447,1,447,16,16
22.953451,118.2070222,49.49210278,"Asia and the Pacific",9,9,200,124,3395,589,1936,301,0,75,447,1,447,16,16
844.69,119.692,49.4895,"Asia and the Pacific",3,9,183,117,3104,630,2356,353,-2,74,470,1,470,8,16
852.233677,117.1135639,49.48822778,"Asia and the Pacific",7,9,224,121,1800,770,1875,278,-1,74,460,2,460,16,16
95.381883,117.1135639,49.48822778,"Asia and the Pacific",7,9,224,121,1800,770,1875,278,-1,74,460,2,460,16,16
520,13.5166,49.4833,"Europe",9,5,200,111,2002,517,6869,821,7,58,529,3,529,7,7
840,13.5166,49.4833,"Europe",9,5,200,111,2002,517,6869,821,7,58,529,3,529,7,7
670,13.5166,49.4833,"Europe",9,5,200,111,2002,517,6869,821,7,58,529,3,529,7,7
526.4010366,9.493611111,49.44388889,"Europe",6,5,319,130,1947,335,7995,810,9,66,508,2,508,7,7
991.8527098,9.493611111,49.44388889,"Europe",6,5,319,130,1947,335,7995,810,9,66,508,2,508,7,7
856.7745428,9.493611111,49.44388889,"Europe",6,5,319,130,1947,335,7995,810,9,66,508,2,508,7,7
598.579041,120.0636361,49.39552778,"Asia and the Pacific",3,9,198,113,3714,640,2462,369,-2,74,604,1,604,8,8
26.943077,120.0636361,49.39552778,"Asia and the Pacific",3,9,198,113,3714,640,2462,369,-2,74,604,1,604,8,8
285.38,117.097,49.3325,"Asia and the Pacific",7,9,211,123,1788,723,1727,274,0,74,396,2,396,16,16
612.546125,119.9699583,49.33001944,"Asia and the Pacific",3,9,195,117,4058,632,2379,363,-2,74,499,0,499,16,8
56.271777,119.9699583,49.33001944,"Asia and the Pacific",3,9,195,117,4058,632,2379,363,-2,74,499,0,499,16,8
340.782123,116.6778972,49.28649167,"Asia and the Pacific",3,9,255,124,2498,760,1797,254,0,75,675,1,675,16,16
28.976378,116.6778972,49.28649167,"Asia and the Pacific",3,9,255,124,2498,760,1797,254,0,75,675,1,675,16,16
431.481481,119.1865472,49.28044444,"Asia and the Pacific",7,9,191,125,2975,617,2091,328,-1,74,517,1,517,16,16
34.972678,119.1865472,49.28044444,"Asia and the Pacific",7,9,191,125,2975,617,2091,328,-1,74,517,1,517,16,16
763.3,-102.16942,49.22788,"North America",3,9,267,118,3834,570,3688,437,3,70,607,0,607,8,8
633.4,-102.16942,49.22788,"North America",3,9,267,118,3834,570,3688,437,3,70,607,0,607,8,8
490,-102.16942,49.22788,"North America",3,9,267,118,3834,570,3688,437,3,70,607,0,607,8,8
562.6,-102.16942,49.22788,"North America",3,9,267,118,3834,570,3688,437,3,70,607,0,607,8,8
505,-102.16942,49.22788,"North America",3,9,267,118,3834,570,3688,437,3,70,607,0,607,8,8
514,-102.16942,49.22788,"North America",3,9,267,118,3834,570,3688,437,3,70,607,0,607,8,8
610.84,120.36,49.1754,"Asia and the Pacific",7,9,195,112,2129,649,2371,385,-2,73,556,0,556,16,16
360,-110.46667,49.11667,"North America",3,9,277,128,3886,913,2069,335,5,70,289,1,289,16,16
370,-110.46667,49.11667,"North America",3,9,277,128,3886,913,2069,335,5,70,289,1,289,16,16
330,-110.46667,49.11667,"North America",3,9,277,128,3886,913,2069,335,5,70,289,1,289,16,16
320,-110.46667,49.11667,"North America",3,9,277,128,3886,913,2069,335,5,70,289,1,289,16,16
419,-110.45,49.05,"North America",3,9,277,128,3886,913,2069,335,5,70,289,1,289,16,16
168.1155176,8.523611111,49.03694444,"Europe",6,5,291,NA,1877,207,6722,890,10,61,686,3,NA,19,19
260.4514735,8.523611111,49.03694444,"Europe",6,5,291,NA,1877,207,6722,890,10,61,686,3,NA,19,19
513.6875363,8.523611111,49.03694444,"Europe",6,5,291,NA,1877,207,6722,890,10,61,686,3,NA,19,19
520,13.53,48.98,"Europe",8,5,179,86,1304,1096,7223,1319,5,47,1354,5,1354,24,7
840,13.53,48.98,"Europe",8,5,179,86,1304,1096,7223,1319,5,47,1354,5,1354,24,7
670,13.53,48.98,"Europe",8,5,179,86,1304,1096,7223,1319,5,47,1354,5,1354,24,7
415.559772,119.7944278,48.88744167,"Asia and the Pacific",1,9,218,121,4030,647,2549,349,-1,74,367,0,367,8,16
34.935305,119.7944278,48.88744167,"Asia and the Pacific",1,9,218,121,4030,647,2549,349,-1,74,367,0,367,8,16
537.69,116.94,48.8613,"Asia and the Pacific",1,9,230,130,2902,554,1527,238,1,76,441,0,441,16,16
536.585366,118.7044833,48.75731389,"Asia and the Pacific",3,9,183,124,4061,697,2099,301,-1,74,701,0,701,16,16
31.762653,118.7044833,48.75731389,"Asia and the Pacific",3,9,183,124,4061,697,2099,301,-1,74,701,0,701,16,16
646.04,9.370852778,48.70878056,"Europe",5,5,295,127,1745,311,7899,826,9,65,483,2,483,7,7
1051.07,9.114936111,48.68265833,"Europe",5,5,276,110,1606,447,7999,759,9,61,484,3,484,7,7
835.39,9.538611111,48.615,"Europe",5,5,310,117,1894,425,6503,903,9,60,498,2,498,7,7
1251,10.2,48.6,"Europe",6,5,310,100,1923,526,7393,839,8,57,591,2,591,7,7
1124,10.2,48.6,"Europe",6,5,310,100,1923,526,7393,839,8,57,591,2,591,7,7
908,10.2,48.6,"Europe",6,5,310,100,1923,526,7393,839,8,57,591,2,591,7,7
655.17,8.221388889,48.56111111,"Europe",9,5,286,91,1525,716,7751,1736,8,54,978,11,978,7,7
1247.52,8.3528,48.5408,"Europe",3,5,227,80,1446,688,7387,1652,7,52,1038,10,1038,7,7
193.04,117.176,48.5079,"Asia and the Pacific",3,9,236,131,4920,549,1660,243,1,77,375,0,375,16,16
7,-79.3333,48.5,"North America",10,7,229,101,1341,276,35793,875,1,52,547,1,547,24,24
3,-79.3333,48.5,"North America",10,7,229,101,1341,276,35793,875,1,52,547,1,547,24,24
6,-79.3333,48.5,"North America",10,7,229,101,1341,276,35793,875,1,52,547,1,547,24,24
12,-79.3333,48.5,"North America",10,7,229,101,1341,276,35793,875,1,52,547,1,547,24,24
10,-79.3333,48.5,"North America",10,7,229,101,1341,276,35793,875,1,52,547,1,547,24,24
9,-79.3333,48.5,"North America",10,7,229,101,1341,276,35793,875,1,52,547,1,547,24,24
5,-79.3333,48.5,"North America",10,7,229,101,1341,276,35793,875,1,52,547,1,547,24,24
4,-79.3333,48.5,"North America",10,7,229,101,1341,276,35793,875,1,52,547,1,547,24,24
4,-79.3333,48.5,"North America",10,7,229,101,1341,276,35793,875,1,52,547,1,547,24,24
10,-79.3333,48.5,"North America",10,7,229,101,1341,276,35793,875,1,52,547,1,547,24,24
10,-79.3333,48.5,"North America",10,7,229,101,1341,276,35793,875,1,52,547,1,547,24,24
5,-79.3333,48.5,"North America",10,7,229,101,1341,276,35793,875,1,52,547,1,547,24,24
505.982906,119.6475806,48.47791389,"Asia and the Pacific",3,9,231,115,3520,774,2423,358,-1,72,927,1,927,16,16
41.103203,119.6475806,48.47791389,"Asia and the Pacific",3,9,231,115,3520,774,2423,358,-1,72,927,1,927,16,16
300,119.6875,48.46111111,"Asia and the Pacific",3,9,213,117,2542,735,2293,362,-1,72,564,1,564,16,16
210,119.2958333,48.43333333,"Asia and the Pacific",3,9,214,123,3730,714,2124,324,-1,73,868,0,868,16,16
378.640777,118.6032111,48.40504444,"Asia and the Pacific",3,9,166,129,3968,703,2029,292,-1,74,340,1,340,16,16
20.265781,118.6032111,48.40504444,"Asia and the Pacific",3,9,166,129,3968,703,2029,292,-1,74,340,1,340,16,16
222.13,118.001,48.3508,"Asia and the Pacific",3,9,243,133,4597,570,1748,260,0,78,347,0,347,16,16
384.4,7.811944444,48.25555556,"Europe",5,5,281,124,2120,231,6937,962,10,58,560,0,560,19,19
230,118.0344444,48.23611111,"Asia and the Pacific",3,9,239,133,4595,577,1782,257,0,78,438,0,438,16,16
32.457786,118.1006694,48.20292222,"Asia and the Pacific",3,9,267,133,4324,590,1766,259,0,78,337,0,337,16,16
335.80705,118.1006694,48.20292222,"Asia and the Pacific",3,9,267,133,4324,590,1766,259,0,78,337,0,337,16,16
1249,9.8,48.2,"Europe",1,5,227,123,2041,530,6990,822,8,61,418,0,418,7,7
1099,9.8,48.2,"Europe",1,5,227,123,2041,530,6990,822,8,61,418,0,418,7,7
604,9.8,48.2,"Europe",1,5,227,123,2041,530,6990,822,8,61,418,0,418,7,7
392.37,118.473,48.1152,"Asia and the Pacific",3,9,186,129,3308,718,2122,281,0,75,320,1,320,16,16
541.41,32.1,48.07,"Europe",5,9,319,124,2710,159,3341,499,8,71,447,1,447,8,8
620,32.1,48.07,"Europe",5,9,319,124,2710,159,3341,499,8,71,447,1,447,8,8
489.01,32.1,48.07,"Europe",5,9,319,124,2710,159,3341,499,8,71,447,1,447,8,8
457.58,32.1,48.07,"Europe",5,9,319,124,2710,159,3341,499,8,71,447,1,447,8,8
437.49,32.1,48.07,"Europe",5,9,319,124,2710,159,3341,499,8,71,447,1,447,8,8
660,115.01528,48.00472,"Asia and the Pacific",10,9,181,133,1856,778,1683,216,1,78,281,1,281,16,16
510,115.01528,48.00472,"Asia and the Pacific",10,9,181,133,1856,778,1683,216,1,78,281,1,281,16,16
540,115.01528,48.00472,"Asia and the Pacific",10,9,181,133,1856,778,1683,216,1,78,281,1,281,16,16
650,115.01528,48.00472,"Asia and the Pacific",10,9,181,133,1856,778,1683,216,1,78,281,1,281,16,16
570,115.01528,48.00472,"Asia and the Pacific",10,9,181,133,1856,778,1683,216,1,78,281,1,281,16,16
630,115.01528,48.00472,"Asia and the Pacific",10,9,181,133,1856,778,1683,216,1,78,281,1,281,16,16
420,115.01528,48.00472,"Asia and the Pacific",10,9,181,133,1856,778,1683,216,1,78,281,1,281,16,16
540,115.01528,48.00472,"Asia and the Pacific",10,9,181,133,1856,778,1683,216,1,78,281,1,281,16,16
630,115.01528,48.00472,"Asia and the Pacific",10,9,181,133,1856,778,1683,216,1,78,281,1,281,16,16
530,115.01528,48.00472,"Asia and the Pacific",10,9,181,133,1856,778,1683,216,1,78,281,1,281,16,16
260,115.01528,48.00472,"Asia and the Pacific",10,9,181,133,1856,778,1683,216,1,78,281,1,281,16,16
540,115.01528,48.00472,"Asia and the Pacific",10,9,181,133,1856,778,1683,216,1,78,281,1,281,16,16
400,115.01528,48.00472,"Asia and the Pacific",10,9,181,133,1856,778,1683,216,1,78,281,1,281,16,16
390,115.01528,48.00472,"Asia and the Pacific",10,9,181,133,1856,778,1683,216,1,78,281,1,281,16,16
380,115.01528,48.00472,"Asia and the Pacific",10,9,181,133,1856,778,1683,216,1,78,281,1,281,16,16
658,-96,48,"North America",8,9,223,132,7324,346,4658,549,4,70,559,0,559,8,8
530,-96,48,"North America",8,9,223,132,7324,346,4658,549,4,70,559,0,559,8,8
439,-96,48,"North America",8,9,223,132,7324,346,4658,549,4,70,559,0,559,8,8
385,-96,48,"North America",8,9,223,132,7324,346,4658,549,4,70,559,0,559,8,8
368,-96,48,"North America",8,9,223,132,7324,346,4658,549,4,70,559,0,559,8,8
364,-93,48,"North America",3,5,223,108,2701,408,4867,674,3,54,741,1,741,7,7
394.339623,118.7527389,47.88618333,"Asia and the Pacific",3,9,227,131,3892,725,1922,292,-1,77,252,0,252,16,16
36.813187,118.7527389,47.88618333,"Asia and the Pacific",3,9,227,131,3892,725,1922,292,-1,77,252,0,252,16,16
1379,133.62,47.78,"Asia and the Pacific",1,10,316,105,5804,52,4300,621,2,62,760,0,760,13,13
1042,133.62,47.78,"Asia and the Pacific",1,10,316,105,5804,52,4300,621,2,62,760,0,760,13,13
1088,133.62,47.78,"Asia and the Pacific",1,10,316,105,5804,52,4300,621,2,62,760,0,760,13,13
989,133.52,47.75,"Asia and the Pacific",1,10,289,107,6969,53,3626,616,2,63,608,0,608,13,13
641,133.52,47.75,"Asia and the Pacific",1,10,289,107,6969,53,3626,616,2,63,608,0,608,13,13
1014,133.52,47.75,"Asia and the Pacific",1,10,289,107,6969,53,3626,616,2,63,608,0,608,13,13
502.617801,119.2957528,47.65059722,"Asia and the Pacific",3,9,228,123,2595,882,2471,352,-2,72,613,1,613,16,16
36.923077,119.2957528,47.65059722,"Asia and the Pacific",3,9,228,123,2595,882,2471,352,-2,72,613,1,613,16,16
647.78,119.299,47.644,"Asia and the Pacific",3,9,228,123,2595,882,2471,352,-2,72,613,1,613,16,16
853.659,133.6166667,47.58333333,"Asia and the Pacific",1,10,293,107,6531,53,3525,612,2,63,614,0,614,13,21
678.1,133.51667,47.58333,"Asia and the Pacific",1,10,296,111,6761,54,3674,607,2,63,570,0,570,21,21
1500,133.51667,47.58333,"Asia and the Pacific",1,10,296,111,6761,54,3674,607,2,63,570,0,570,21,21
593.8,31.28,47.55,"Europe",5,9,301,127,3103,29,4581,465,10,71,466,0,466,8,8
560.62,31.28,47.55,"Europe",5,9,301,127,3103,29,4581,465,10,71,466,0,466,8,8
490.76,31.28,47.55,"Europe",5,9,301,127,3103,29,4581,465,10,71,466,0,466,8,8
458.45,31.28,47.55,"Europe",5,9,301,127,3103,29,4581,465,10,71,466,0,466,8,8
442.73,31.28,47.55,"Europe",5,9,301,127,3103,29,4581,465,10,71,466,0,466,8,8
811,134.37,47.53,"Asia and the Pacific",1,10,247,110,5772,47,3833,665,2,63,682,0,682,21,21
521,134.37,47.53,"Asia and the Pacific",1,10,247,110,5772,47,3833,665,2,63,682,0,682,21,21
972,120.65,47.367,"Asia and the Pacific",2,6,197,105,820,1345,2384,490,-3,64,762,3,762,7,7
535,120.65,47.367,"Asia and the Pacific",2,6,197,105,820,1345,2384,490,-3,64,762,3,762,7,7
805,120.65,47.367,"Asia and the Pacific",2,6,197,105,820,1345,2384,490,-3,64,762,3,762,7,7
680,133.75,47.25,"Asia and the Pacific",1,10,313,104,5481,51,3960,618,2,63,775,0,775,13,13
427,133.75,47.25,"Asia and the Pacific",1,10,313,104,5481,51,3960,618,2,63,775,0,775,13,13
589,133.75,47.25,"Asia and the Pacific",1,10,313,104,5481,51,3960,618,2,63,775,0,775,13,13
1226.55,-123.442,47.206,"North America",1,6,247,102,2493,121,13929,2026,10,51,849,1,849,7,7
957.66,-123.442,47.206,"North America",1,6,247,102,2493,121,13929,2026,10,51,849,1,849,7,7
572,133.17,47.2,"Asia and the Pacific",1,10,292,108,6036,52,4015,580,2,64,641,0,641,13,13
649.8,128.86944,47.18347,"Asia and the Pacific",9,5,238,100,1387,415,3750,633,1,61,1113,5,1113,7,7
554.6,128.86944,47.18347,"Asia and the Pacific",9,5,238,100,1387,415,3750,633,1,61,1113,5,1113,7,7
528.6,128.86944,47.18347,"Asia and the Pacific",9,5,238,100,1387,415,3750,633,1,61,1113,5,1113,7,7
475.6,128.86944,47.18347,"Asia and the Pacific",9,5,238,100,1387,415,3750,633,1,61,1113,5,1113,7,7
421.8,128.86944,47.18347,"Asia and the Pacific",9,5,238,100,1387,415,3750,633,1,61,1113,5,1113,7,7
405.4,128.86944,47.18347,"Asia and the Pacific",9,5,238,100,1387,415,3750,633,1,61,1113,5,1113,7,7
387.6,128.86944,47.18347,"Asia and the Pacific",9,5,238,100,1387,415,3750,633,1,61,1113,5,1113,7,7
357.4,128.86944,47.18347,"Asia and the Pacific",9,5,238,100,1387,415,3750,633,1,61,1113,5,1113,7,7
356.8,128.86944,47.18347,"Asia and the Pacific",9,5,238,100,1387,415,3750,633,1,61,1113,5,1113,7,7
224,128.86944,47.18347,"Asia and the Pacific",9,5,238,100,1387,415,3750,633,1,61,1113,5,1113,7,7
523.94,35.7,47.08,"Europe",5,9,422,123,3062,69,3941,473,9,70,543,0,543,8,8
576.34,35.7,47.08,"Europe",5,9,422,123,3062,69,3941,473,9,70,543,0,543,8,8
577.65,35.7,47.08,"Europe",5,9,422,123,3062,69,3941,473,9,70,543,0,543,8,8
471.55,35.7,47.08,"Europe",5,9,422,123,3062,69,3941,473,9,70,543,0,543,8,8
471.55,35.7,47.08,"Europe",5,9,422,123,3062,69,3941,473,9,70,543,0,543,8,8
1149,-121.35,47,"North America",2,6,56,93,1290,1362,6674,1734,4,53,990,10,990,24,24
878,-121.35,47,"North America",2,6,56,93,1290,1362,6674,1734,4,53,990,10,990,24,24
340,-82,47,"North America",9,5,137,100,1083,446,6060,846,2,50,357,2,357,NA,24
257,-82,47,"North America",9,5,137,100,1083,446,6060,846,2,50,357,2,357,NA,24
248,-82,47,"North America",9,5,137,100,1083,446,6060,846,2,50,357,2,357,NA,24
239,-82,47,"North America",9,5,137,100,1083,446,6060,846,2,50,357,2,357,NA,24
446,-71,47,"North America",0,5,129,95,1079,171,6370,1304,3,49,1196,5,1196,24,24
912,-68.5,47,"North America",3,5,198,106,946,230,6731,993,3,46,1184,2,1184,24,NA
452,-68.5,47,"North America",3,5,198,106,946,230,6731,993,3,46,1184,2,1184,24,NA
424,-68.5,47,"North America",3,5,198,106,946,230,6731,993,3,46,1184,2,1184,24,NA
1256.088929,129.12,47,"Asia and the Pacific",9,5,223,100,1761,327,2019,625,1,62,1279,6,1279,7,7
1347.234968,129.17,46.95,"Asia and the Pacific",9,5,198,103,1406,471,3186,632,1,62,1239,6,1239,21,21
1099,-68,46.85,"North America",6,5,180,106,935,164,4588,964,4,54,994,2,994,7,7
690,2.71633,46.64117,"Europe",5,5,168,136,1700,248,7029,722,11,60,486,2,486,19,19
860,2.71633,46.64117,"Europe",5,5,168,136,1700,248,7029,722,11,60,486,2,486,19,19
356.521739,119.1841778,46.55843611,"Asia and the Pacific",9,9,213,122,1988,1050,2757,369,-2,71,476,4,476,8,8
34.375024,119.1841778,46.55843611,"Asia and the Pacific",9,9,213,122,1988,1050,2757,369,-2,71,476,4,476,8,8
541.41,30.55,46.53,"Europe",5,9,360,126,3075,66,4210,470,10,72,363,0,363,8,8
493.38,30.55,46.53,"Europe",5,9,360,126,3075,66,4210,470,10,72,363,0,363,8,8
361.52,30.55,46.53,"Europe",5,9,360,126,3075,66,4210,470,10,72,363,0,363,8,8
375.49,30.55,46.53,"Europe",5,9,360,126,3075,66,4210,470,10,72,363,0,363,8,8
384.23,30.55,46.53,"Europe",5,9,360,126,3075,66,4210,470,10,72,363,0,363,8,8
1039,6.5,46.5,"Europe",1,5,267,123,1813,415,22169,1112,10,63,743,0,743,7,7
1186.2,6.5,46.5,"Europe",1,5,267,123,1813,415,22169,1112,10,63,743,0,743,7,7
1023,-118.14697,46.37725,"North America",1,9,182,126,2969,549,3198,459,10,66,300,3,300,16,16
782.72,120.478,46.3482,"Asia and the Pacific",10,9,220,128,2338,693,2269,401,1,71,351,4,351,21,21
252.647504,118.5427194,46.26676111,"Asia and the Pacific",5,9,295,127,2278,855,1633,311,0,79,578,0,578,16,16
25.656878,118.5427194,46.26676111,"Asia and the Pacific",5,9,295,127,2278,855,1633,311,0,79,578,0,578,16,16
532.68,34.7,46.24,"Europe",5,9,407,126,2894,11,3292,396,10,69,319,0,319,16,16
525.25,34.7,46.24,"Europe",5,9,407,126,2894,11,3292,396,10,69,319,0,319,16,16
509.54,34.7,46.24,"Europe",5,9,407,126,2894,11,3292,396,10,69,319,0,319,16,16
470.24,34.7,46.24,"Europe",5,9,407,126,2894,11,3292,396,10,69,319,0,319,16,16
466.75,34.7,46.24,"Europe",5,9,407,126,2894,11,3292,396,10,69,319,0,319,16,16
885,-114.117,46.217,"North America",1,9,217,129,4267,1183,4536,355,7,70,311,1,311,19,19
753,-114.117,46.217,"North America",1,9,217,129,4267,1183,4536,355,7,70,311,1,311,19,19
435,8.65,46.18,"Europe",8,6,198,102,1854,1100,7692,1333,7,52,830,24,830,7,24
206.94864,118.2605389,46.16022778,"Asia and the Pacific",5,9,185,132,1962,937,1751,302,0,78,341,1,341,16,16
24.450952,118.2605389,46.16022778,"Asia and the Pacific",5,9,185,132,1962,937,1751,302,0,78,341,1,341,16,16
28.9,-89,46,"North America",2,5,105,109,1846,537,5062,824,4,50,639,1,639,NA,24
14.5,-89,46,"North America",2,5,105,109,1846,537,5062,824,4,50,639,1,639,NA,24
32.2,-89,46,"North America",2,5,105,109,1846,537,5062,824,4,50,639,1,639,NA,24
400,-89,46,"North America",2,5,105,109,1846,537,5062,824,4,50,639,1,639,NA,24
550,-89,46,"North America",2,5,105,109,1846,537,5062,824,4,50,639,1,639,NA,24
790,-89,46,"North America",2,5,105,109,1846,537,5062,824,4,50,639,1,639,NA,24
305.691057,117.9177028,45.70292222,"Asia and the Pacific",2,9,167,135,1653,865,1817,287,1,78,273,1,273,16,16
20.408163,117.9177028,45.70292222,"Asia and the Pacific",2,9,167,135,1653,865,1817,287,1,78,273,1,273,16,16
329.58,119.731,45.445,"Asia and the Pacific",3,9,135,125,2107,1021,2237,391,1,75,300,5,300,16,16
240,-93.21,45.43,"North America",6,5,114,121,3522,279,5083,744,6,56,462,0,462,19,19
310,-93.21,45.43,"North America",6,5,114,121,3522,279,5083,744,6,56,462,0,462,19,19
29.903978,116.9076972,45.40985833,"Asia and the Pacific",5,9,184,136,1835,895,1530,248,2,79,192,2,192,16,16
237.311385,116.9076972,45.40985833,"Asia and the Pacific",5,9,184,136,1835,895,1530,248,2,79,192,2,192,16,16
1397.54,127.5,45.4,"Asia and the Pacific",9,5,309,104,2186,337,3267,586,3,62,605,4,605,19,19
1426.82,127.5,45.4,"Asia and the Pacific",9,5,309,104,2186,337,3267,586,3,62,605,4,605,19,19
1332.400346,127.55,45.4,"Asia and the Pacific",9,5,260,105,2186,407,1616,595,3,62,990,7,990,19,19
350,127.53333,45.38333,"Asia and the Pacific",9,5,260,105,2186,407,1616,595,3,62,990,7,990,19,19
400,127.53333,45.38333,"Asia and the Pacific",9,5,260,105,2186,407,1616,595,3,62,990,7,990,19,19
400,127.53333,45.38333,"Asia and the Pacific",9,5,260,105,2186,407,1616,595,3,62,990,7,990,19,19
480,127.53333,45.38333,"Asia and the Pacific",9,5,260,105,2186,407,1616,595,3,62,990,7,990,19,19
330,127.53333,45.38333,"Asia and the Pacific",9,5,260,105,2186,407,1616,595,3,62,990,7,990,19,19
450,127.53333,45.38333,"Asia and the Pacific",9,5,260,105,2186,407,1616,595,3,62,990,7,990,19,19
250,127.53333,45.38333,"Asia and the Pacific",9,5,260,105,2186,407,1616,595,3,62,990,7,990,19,19
300,127.53333,45.38333,"Asia and the Pacific",9,5,260,105,2186,407,1616,595,3,62,990,7,990,19,19
400,127.53333,45.38333,"Asia and the Pacific",9,5,260,105,2186,407,1616,595,3,62,990,7,990,19,19
1650,127.5333,45.3833,"Asia and the Pacific",9,5,260,105,2186,407,1616,595,3,62,990,7,990,19,19
2120,127.5333,45.3833,"Asia and the Pacific",9,5,260,105,2186,407,1616,595,3,62,990,7,990,19,19
1940,127.5333,45.3833,"Asia and the Pacific",9,5,260,105,2186,407,1616,595,3,62,990,7,990,19,19
1960,127.5333,45.3833,"Asia and the Pacific",9,5,260,105,2186,407,1616,595,3,62,990,7,990,19,19
1520,127.5333,45.3833,"Asia and the Pacific",9,5,260,105,2186,407,1616,595,3,62,990,7,990,19,19
1490,127.5333,45.3833,"Asia and the Pacific",9,5,260,105,2186,407,1616,595,3,62,990,7,990,19,19
1560,127.5333,45.3833,"Asia and the Pacific",9,5,260,105,2186,407,1616,595,3,62,990,7,990,19,19
1820,127.5333,45.3833,"Asia and the Pacific",9,5,260,105,2186,407,1616,595,3,62,990,7,990,19,19
1549,127.533,45.383,"Asia and the Pacific",9,5,260,105,2186,407,1616,595,3,62,990,7,990,19,19
1379,127.533,45.383,"Asia and the Pacific",9,5,260,105,2186,407,1616,595,3,62,990,7,990,19,19
1420,127.5,45.35,"Asia and the Pacific",9,5,270,104,2264,297,3389,581,3,62,884,3,884,19,21
585.8692,127.57,45.33,"Asia and the Pacific",7,5,277,112,2264,357,3467,593,3,62,731,4,731,19,19
1200,-108.9137,45.29578,"North America",1,9,280,138,3051,1161,4233,346,8,72,272,2,272,6,19
673.34,-122.285,45.196,"North America",2,6,313,104,1609,375,7864,1962,10,53,1839,5,1839,7,19
718,-122.285,45.196,"North America",2,6,313,104,1609,375,7864,1962,10,53,1839,5,1839,7,19
117.8,121.933,45.15,"Asia and the Pacific",1,9,193,137,4538,189,2028,410,6,80,144,0,144,8,8
286.57,118.748,45.0131,"Asia and the Pacific",3,9,196,134,3189,959,2136,349,1,79,203,0,203,16,16
231.6,122.333,45,"Asia and the Pacific",1,9,260,136,5128,163,1551,415,6,80,217,0,217,NA,8
290.4192,116.1266,44.92522,"Asia and the Pacific",5,9,165,140,2226,889,1409,240,2,79,148,1,148,16,16
22.30889,116.1266,44.92522,"Asia and the Pacific",5,9,165,140,2226,889,1409,240,2,79,148,1,148,16,16
90.8,123.683,44.8,"Asia and the Pacific",5,9,201,135,5516,129,1097,460,6,80,147,0,147,8,8
340,123.7333,44.6666,"Asia and the Pacific",1,9,218,131,5193,151,2668,445,6,79,118,0,118,8,8
270,123.7333,44.6666,"Asia and the Pacific",1,9,218,131,5193,151,2668,445,6,79,118,0,118,8,8
310,123.7333,44.6666,"Asia and the Pacific",1,9,218,131,5193,151,2668,445,6,79,118,0,118,8,8
565.68,117.923,44.6597,"Asia and the Pacific",5,9,199,132,1712,1052,1915,324,1,79,370,1,370,16,16
362.8319,117.76,44.63625,"Asia and the Pacific",5,9,186,130,1594,1078,2028,319,1,78,283,3,283,16,16
41.20983,117.76,44.63625,"Asia and the Pacific",5,9,186,130,1594,1078,2028,319,1,78,283,3,283,16,16
358.643,117.0398,44.62189,"Asia and the Pacific",5,9,204,137,2562,1012,1731,282,2,79,315,0,315,16,16
22.67267,117.0398,44.62189,"Asia and the Pacific",5,9,204,137,2562,1012,1731,282,2,79,315,0,315,16,16
1290,-111.8085,44.51707,"North America",3,6,204,106,1775,2252,4637,478,2,62,722,7,722,8,8
381.93,117.176,44.4634,"Asia and the Pacific",2,9,185,136,2718,1066,1915,299,2,78,230,0,230,16,16
335.3383,116.9595,44.42061,"Asia and the Pacific",5,9,152,136,2523,1060,1836,290,2,79,325,0,325,16,16
