"p_avg","LONGITUDE","LATITUDE","CACO3","BEDROCK","BIOME","CLAY","DENSITY","DEPTH","ELEVATION","MANPP","MAPRECIP","MATEMP","PH","SAND","SLOPE","SOC","SOIL.USDA","SOIL.WRB"
61.9,-0.054073,46.837853,0,6,5,240,128,1605,87,7148,731,12,69,507,1,507,7,7
16.1,-0.052766,48.741921,125,6,5,223,130,1338,169,7207,751,10,62,436,1,436,7,7
43,-0.05201,44.733016,773,5,5,281,134,1210,80,6891,939,13,66,574,1,574,19,1
40.7,-0.049516,47.364256,991,6,5,168,125,1665,50,7332,697,12,62,443,1,443,7,7
13.1,-0.049078,47.636295,0,6,5,228,121,1634,67,8733,697,11,61,665,1,665,19,19
22.9,-0.046261,45.405233,1085,5,5,336,132,1369,115,7168,894,12,72,494,2,494,7,7
100.2,-0.04604,48.97818,125,6,5,298,116,1507,56,7325,721,11,63,536,1,536,7,7
18.1,-0.043503,48.687356,125,6,5,223,130,1249,169,7207,751,10,62,436,1,436,19,7
64.6,-0.03512,41.75431,990,6,13,264,132,1893,253,3070,417,15,77,449,2,449,7,7
22.7,-0.03496,41.89983,990,3,13,276,134,1718,400,4394,476,15,77,350,2,350,7,7
42.3,-0.030211,45.8786,0,6,5,322,127,1441,84,6465,860,12,73,482,1,482,19,19
17.7,-0.02946,41.57292,990,6,13,271,134,1691,339,4387,411,15,77,289,2,289,6,6
36.1,-0.02498,40.20803,410,6,13,244,128,843,345,5316,465,15,77,495,3,495,6,19
18.7,-0.02341,46.677489,0,6,5,242,127,1629,153,7867,784,11,65,587,0,587,7,7
79.7,-0.020944,49.125428,150,6,5,317,114,1525,30,8442,711,11,62,510,0,510,7,7
37,-0.019129,46.931821,0,1,5,264,129,1648,67,7257,714,12,68,421,0,421,7,7
66.9,-0.006396,47.966618,0,5,5,215,124,1477,63,7402,696,12,61,431,1,431,19,19
10.4,-0.0049,42.01197,267,3,13,263,130,1650,423,5722,503,15,77,334,1,334,7,7
19.1,-0.00362,48.619363,125,3,5,241,124,1242,220,8062,777,10,60,480,2,480,19,19
28.9,-0.000945,46.280501,0,6,5,304,127,1494,129,7758,893,12,68,516,1,516,19,19
11.6,0.001898,45.282786,1085,6,5,281,127,1445,106,6947,901,12,67,716,2,716,7,7
25.7,0.003931,40.174587,267,6,13,244,128,634,345,5316,465,15,77,495,3,495,6,19
31.9,0.010992,43.231625,0,1,5,244,129,1725,362,12298,1188,12,58,658,1,658,7,7
32,0.011971,48.965078,749,6,5,298,116,1510,56,7325,721,11,63,536,1,536,19,7
21.6,0.012426,46.209198,0,6,5,311,123,1392,150,6693,911,12,68,726,1,726,19,19
40.2,0.014644,47.859744,0,3,5,195,115,1551,59,7685,694,12,61,782,1,782,7,19
27.3,0.016386,43.631814,0,1,5,199,123,1426,140,7816,1328,13,60,824,1,824,7,19
29.4,0.017016,49.074604,784,6,5,317,114,1535,30,8442,711,11,62,510,0,510,19,7
19.1,0.019059,48.929653,749,6,5,262,125,1443,85,7560,728,11,64,425,1,425,19,7
17.3,0.01907,40.97726,611,6,13,256,136,1600,484,2924,433,14,78,312,4,312,17,17
28.4,0.02049,44.61281,0,5,5,239,134,1437,58,8481,936,13,65,582,2,582,7,1
15.6,0.02332,46.01065,0,6,5,314,128,1441,110,6616,883,12,70,491,1,491,17,19
15.1,0.025323,43.868803,0,5,5,206,126,1550,139,7039,1140,13,59,645,1,645,7,7
38.8,0.031149,48.187574,749,6,5,218,125,1408,128,6631,724,11,62,544,2,544,7,19
49.8,0.035275,44.814022,0,5,5,287,132,1312,82,9810,938,13,67,553,2,553,7,19
32.9,0.041175,43.198205,0,1,5,277,127,1752,414,9463,1124,12,59,775,5,775,12,12
21.4,0.042041,47.028168,468,6,5,233,132,1707,72,5999,701,11,66,338,1,338,7,7
68.6,0.044128,48.804918,749,6,5,270,126,1309,145,7018,742,11,62,439,1,439,7,7
20.5,0.05384,41.65405,267,6,13,276,133,1495,288,2611,409,15,76,294,2,294,6,6
16.5,0.05759,41.92726,267,6,13,256,134,1787,309,6016,462,15,76,413,1,413,7,7
54.9,0.057734,47.501093,0,6,5,174,125,1623,68,7332,696,11,61,491,1,491,7,7
70.2,0.058824,45.959566,0,6,5,326,126,1441,96,5878,860,12,72,475,1,475,12,12
133.6,0.06039,40.41707,267,6,13,267,134,924,454,9009,485,14,76,411,5,411,16,6
15.5,0.060951,45.524309,0,6,5,330,131,1489,123,6055,882,12,70,550,2,550,7,7
27.9,0.062858,48.027303,749,6,5,194,123,1503,85,7294,697,11,60,526,1,526,19,19
54.9,0.06464,46.06896,0,6,5,311,129,1392,130,6490,878,12,71,559,1,559,17,17
18.8,0.065838,46.903416,991,6,5,247,131,1756,72,5906,704,12,67,332,0,332,13,13
16.6,0.072295,45.035444,1085,5,5,238,135,1236,62,8922,909,13,65,577,1,577,19,19
19.5,0.073588,46.722796,991,6,5,242,132,1718,112,5741,733,11,69,374,0,374,19,19
21.2,0.073798,46.160504,0,6,5,302,131,1405,147,7020,891,12,68,529,0,529,7,7
23.4,0.074513,46.577774,991,3,5,240,125,1509,149,6771,781,11,63,549,0,549,19,19
19.3,0.07895,42.09306,840,6,13,226,130,1213,470,5192,539,14,77,348,4,348,19,19
101.6,0.082057,48.754063,749,6,5,224,118,1335,170,7618,744,10,62,654,1,654,19,19
85.8,0.086906,46.796131,991,6,5,242,132,1760,112,5741,733,11,69,374,0,374,19,19
18.2,0.089928,43.929543,0,5,5,265,129,1389,141,7876,1083,12,59,774,1,774,19,19
122.7,0.094915,40.347737,267,6,13,267,134,724,454,9009,485,14,76,411,5,411,6,6
14.5,0.09609,41.84015,267,3,13,284,132,1933,259,5451,432,15,77,352,1,352,19,19
22.1,0.099172,43.294687,0,1,5,257,130,1654,311,20378,1227,13,58,618,0,618,7,7
11.6,0.100711,45.019858,1085,5,5,238,135,1215,62,8922,909,13,65,577,1,577,7,19
18.4,0.10081,41.5132,267,6,13,253,133,2377,318,2780,410,15,76,297,2,297,6,6
25.7,0.10127,44.72953,0,5,5,281,132,1227,87,5910,945,13,68,546,2,546,19,7
31.6,0.102263,43.422193,0,1,5,208,126,1733,200,6658,1336,13,60,808,0,808,19,19
29.2,0.104571,46.417339,0,6,5,267,123,1500,142,6767,841,11,66,503,0,503,7,19
23,0.10535,41.93201,267,6,13,256,134,2021,309,6016,462,15,76,413,1,413,7,7
56.7,0.10583,42.07755,840,6,13,226,130,1212,470,5192,539,14,77,348,4,348,19,19
69.1,0.107779,48.212553,749,6,5,245,125,1446,88,7042,694,11,63,497,2,497,19,7
35.5,0.108325,43.386437,0,1,5,224,125,1733,248,6424,1302,13,60,737,0,737,7,7
49.7,0.112986,49.010599,784,3,5,273,119,1491,98,10743,733,11,61,456,2,456,19,19
17.1,0.113376,49.282406,784,3,5,256,115,1294,81,8328,738,11,60,768,1,768,7,7
26.3,0.113888,46.508914,991,3,5,200,121,1474,146,6877,807,11,64,713,1,713,19,19
14.9,0.11596,40.96885,611,6,13,233,136,1579,472,3850,446,14,77,354,3,354,7,6
37.9,0.118849,49.391641,784,1,5,256,NA,1385,36,45518,728,11,62,768,0,NA,7,NA
15.7,0.12277,41.82466,267,6,13,257,134,1933,272,5027,432,15,77,360,2,360,7,7
31.7,0.134371,46.256878,0,6,5,267,125,1418,133,6084,857,12,67,571,0,571,7,7
41.6,0.136833,47.091054,468,6,5,185,119,1779,61,7070,688,11,62,727,1,727,7,7
45.4,0.137976,47.217704,468,6,5,154,123,1662,37,6272,680,12,62,479,1,479,7,7
17.7,0.142666,45.786008,0,6,5,360,126,1500,90,6534,839,12,72,542,1,542,7,7
55.8,0.14313,41.09893,577,6,13,270,133,1147,325,3588,428,15,76,352,3,352,6,6
21.7,0.145408,45.913233,0,6,5,329,125,1521,99,6464,844,12,73,508,1,508,7,7
24,0.148819,47.164811,468,6,5,154,123,1690,37,6272,680,12,62,479,1,479,7,7
28.5,0.15313,41.93673,267,3,13,264,137,2021,295,65535,458,15,77,350,1,350,7,7
25.7,0.154661,46.004803,0,6,5,299,126,1464,123,6248,858,12,70,497,1,497,7,7
14.5,0.15592,48.796888,749,6,5,253,124,1420,181,11035,750,10,60,559,2,559,7,7
78.5,0.159945,48.362313,749,3,5,224,128,1416,156,7862,712,11,61,527,2,527,7,7
15.3,0.163303,43.355387,0,1,5,217,128,1654,240,37674,1285,13,62,642,2,642,7,7
12.5,0.16335,41.57397,267,6,13,274,132,2127,298,3153,411,15,78,289,1,289,6,6
61.9,0.163945,44.66292,0,5,5,248,132,1364,87,8520,952,13,68,555,2,555,7,7
11.8,0.166601,43.482891,0,1,5,227,127,1677,191,6606,1279,13,62,802,2,802,19,7
18,0.166643,45.080606,1085,5,5,215,133,1258,66,7841,915,13,64,650,1,650,7,7
46.6,0.16694,41.70168,267,1,13,274,131,2036,233,5750,409,15,77,398,1,398,17,17
53,0.167678,48.454543,749,6,5,239,123,1349,146,7544,706,10,60,604,1,604,7,7
30.3,0.170378,47.891999,0,1,5,207,122,1524,51,8286,678,11,60,388,1,388,7,7
39,0.17044,48.308831,749,6,5,244,128,1452,88,7083,684,11,63,411,1,411,7,19
19.2,0.174654,45.752694,0,6,5,360,126,1411,90,6534,839,12,72,542,1,542,7,7
18.5,0.176229,48.418121,749,6,5,239,123,1294,146,7544,706,10,60,604,1,604,7,7
14,0.18472,41.74017,267,1,13,274,131,1991,233,5750,409,15,77,398,1,398,17,17
32.5,0.190903,49.035585,784,6,5,244,118,1451,153,7932,746,11,60,638,2,638,19,19
41.8,0.191311,48.201973,749,6,5,217,123,1395,68,7019,676,11,63,452,0,452,19,7
51.9,0.191631,49.307414,784,5,5,292,113,1347,67,8263,730,11,60,574,3,574,7,7
20,0.196709,46.770384,991,6,5,258,132,1576,110,6238,713,11,69,448,1,448,7,7
32.2,0.19965,44.59287,0,5,5,254,137,1243,70,7115,951,13,69,575,2,575,19,7
10.6,0.20429,41.46887,577,6,13,281,132,2749,271,3366,396,15,78,312,1,312,6,7
14.5,0.20598,41.76007,267,1,13,274,131,1991,233,5750,409,15,77,398,1,398,25,17
23.4,0.207798,46.42687,0,6,5,237,126,1421,136,6816,805,11,65,458,1,458,7,7
20.9,0.20997,41.43306,577,6,13,281,132,1540,271,3366,396,15,78,312,1,312,6,7
11.3,0.210568,45.266149,1085,1,5,295,134,1478,81,8005,900,13,69,531,2,531,13,7
36.6,0.212439,40.505247,611,3,13,254,133,804,403,5512,501,15,77,366,2,366,7,6
29.8,0.215291,46.101105,0,6,5,295,124,1438,131,6753,838,12,68,488,1,488,7,7
16.7,0.21715,44.795028,0,5,5,282,134,1295,94,8020,955,13,68,596,2,596,7,7
25.1,0.21952,44.0506,150,6,5,224,134,1388,111,6244,1016,13,63,771,2,771,19,19
55.9,0.22005,44.34142,150,1,5,254,134,1521,57,6117,967,13,67,573,0,573,7,7
25.2,0.221248,43.306503,0,1,5,221,129,1553,275,9322,1245,13,61,681,2,681,12,12
21.8,0.221618,43.451856,0,5,5,269,125,1530,238,10140,1247,13,62,777,2,777,7,7
21.4,0.22205,46.06527,0,6,5,275,125,1438,132,6318,843,12,66,570,1,570,7,7
19.7,0.222486,48.041663,749,6,5,237,114,1414,65,7224,675,11,61,718,1,718,7,7
28.9,0.222538,49.292001,784,6,5,258,113,1347,99,11002,739,11,58,628,2,628,7,7
34.5,0.22466,46.192639,0,6,5,283,121,1487,135,6814,832,12,67,593,0,593,7,7
76.1,0.225626,44.468473,150,5,5,236,132,1554,64,6325,960,13,69,510,2,510,7,7
29.7,0.231013,49.11152,784,3,5,241,111,1481,142,7948,741,11,59,661,2,661,7,7
21.8,0.236903,46.411384,0,6,5,246,122,1421,126,6779,771,11,64,603,1,603,7,7
18.9,0.237318,46.266361,0,6,5,229,122,1416,137,7090,809,12,65,531,1,531,7,7
27.7,0.23742,41.56309,267,6,13,267,133,1847,236,3731,395,15,77,326,2,326,6,6
10.4,0.24203,45.37797,1085,6,5,292,131,1451,119,7652,887,12,68,566,2,566,7,7
10.7,0.24721,43.890133,0,5,5,301,130,1374,136,6331,1079,13,67,729,2,729,7,7
22.6,0.24828,45.4874,1085,6,5,319,128,1416,138,6487,879,12,66,644,2,644,7,7
87.1,0.250711,48.316026,749,6,5,254,129,1440,98,6774,681,11,64,425,1,425,7,19
52.4,0.250928,45.904881,0,6,5,295,123,1467,108,6390,834,12,69,624,1,624,7,7
23.3,0.254794,46.884463,991,6,5,265,127,1715,97,6702,691,11,65,423,1,423,19,19
58.8,0.257579,47.011624,468,6,5,247,130,1748,68,6355,682,11,65,275,1,275,7,7
17.8,0.264421,47.682913,0,1,5,176,118,1523,73,7471,683,11,61,624,1,624,7,7
50.7,0.272609,47.084068,468,6,5,193,128,1857,56,6201,677,12,63,437,1,437,7,7
10.4,0.27711,41.31236,577,6,13,259,136,1247,271,4017,406,15,76,503,3,503,16,7
18.7,0.28054,40.98519,611,6,13,270,136,1537,439,6567,477,14,77,394,4,394,6,17
28.5,0.281755,48.155648,749,1,5,233,122,1378,66,7222,668,11,62,441,1,441,7,7
59.8,0.28732,41.09502,577,6,13,269,137,1476,344,5507,446,15,76,325,3,325,17,17
12.9,0.289213,45.980938,0,6,5,295,123,1486,108,6390,834,12,69,624,1,624,7,7
22.5,0.290963,43.18601,0,1,5,264,127,1496,426,13989,1155,12,59,673,5,673,7,7
69.8,0.294286,47.667476,0,1,5,176,118,1523,73,7471,683,11,61,624,1,624,7,7
66.1,0.294709,48.229306,749,1,5,233,122,1469,66,7222,668,11,62,441,1,441,19,7
36.4,0.294973,47.523143,0,6,5,179,127,1620,84,7866,687,11,61,392,1,392,19,19
16.1,0.296118,43.749538,0,1,5,255,132,1405,152,7330,1122,13,66,593,2,593,7,7
26.7,0.2982,41.78739,267,6,13,250,132,1878,286,6895,434,15,76,392,1,392,25,19
56.4,0.300068,47.776874,0,6,5,168,115,1426,77,6945,686,11,60,720,1,720,7,7
24,0.300268,46.924836,991,6,5,242,131,1715,88,6415,688,11,66,318,1,318,19,19
26.8,0.301076,47.631818,0,1,5,176,118,1523,73,7471,683,11,61,624,1,624,19,7
39,0.310351,48.429986,749,6,5,229,119,1286,156,9303,700,10,61,673,1,673,19,19
12.6,0.31073,41.86123,267,6,13,267,131,1878,414,4646,489,14,77,349,2,349,7,19
23.1,0.311701,47.433399,468,6,5,186,124,1630,98,12239,690,11,62,514,0,514,7,7
76.8,0.318058,48.811138,749,3,5,255,121,1344,266,12527,774,10,59,604,2,604,7,7
27.7,0.324106,47.652011,0,1,5,160,120,1523,93,7559,685,11,60,649,1,649,19,19
31.8,0.325114,48.775554,749,3,5,255,121,1474,266,12527,774,10,59,604,2,604,7,7
90.8,0.325648,49.192276,784,3,5,219,115,1360,149,7799,749,10,62,617,1,617,19,19
14.9,0.32601,41.91727,267,6,13,267,131,1482,414,4646,489,14,77,349,2,349,19,19
18.5,0.329178,43.552914,0,5,5,300,130,1490,211,10009,1181,13,65,758,2,758,7,7
12.2,0.330574,44.442558,150,5,5,269,135,1667,69,6512,961,13,69,530,2,530,7,7
55.7,0.333755,49.011869,784,3,5,216,116,1317,185,7728,749,10,59,660,1,660,7,7
91.5,0.337648,44.243841,150,1,5,241,132,1523,69,6316,968,13,68,581,2,581,NA,NA
26.5,0.341094,43.4814,0,5,5,300,130,1522,211,10009,1181,13,65,758,2,758,7,7
35.4,0.346501,46.530156,991,6,5,235,129,1487,118,65535,694,11,66,368,1,368,7,7
20.8,0.34702,41.93746,267,6,13,267,131,1300,414,4646,489,14,77,349,2,349,19,19
16.5,0.34931,41.46492,577,6,13,257,135,1420,186,7697,376,15,77,327,2,327,19,19
30.3,0.35074,44.3171,150,1,5,246,133,1478,56,6957,961,13,68,485,2,485,7,7
14.2,0.35152,41.75607,267,6,13,291,132,2475,206,7572,394,15,77,391,1,391,7,7
11.1,0.354908,48.198403,749,6,5,221,121,1364,74,7036,666,11,62,450,1,450,7,7
44.5,0.355248,40.501216,611,6,13,285,136,619,137,5401,505,16,77,438,1,438,19,19
115.1,0.356494,48.759841,749,6,5,235,121,1475,266,7717,767,10,60,627,1,627,7,7
28.6,0.360961,43.810141,0,5,5,295,132,1422,145,6105,1083,13,69,651,2,651,7,19
19.4,0.365329,45.262374,1085,6,5,283,134,1503,123,6844,923,13,68,576,2,576,7,7
31.9,0.377828,44.156609,150,6,5,274,134,1436,101,6327,981,13,67,639,2,639,19,19
53.9,0.37843,44.30188,150,1,5,246,133,1478,56,6957,961,13,68,485,2,485,7,7
54.9,0.381898,46.769025,991,3,5,200,131,1494,86,6491,678,11,65,416,1,416,7,7
15.4,0.382648,43.830324,0,5,5,295,132,1422,145,6105,1083,13,69,651,2,651,7,19
16,0.383416,43.376406,0,1,5,264,128,1531,278,7103,1199,13,60,625,1,625,7,7
27.4,0.385033,47.041054,468,6,5,202,129,1815,80,7024,679,11,65,344,1,344,19,19
21.6,0.395008,46.407616,0,6,5,212,127,1520,126,7907,752,11,65,514,1,514,7,13
14.1,0.396858,45.228984,1085,6,5,301,131,1503,150,7214,938,12,67,516,3,516,7,7
25.8,0.404673,46.644159,991,6,5,219,125,1524,105,5736,682,11,64,496,1,496,7,7
11.7,0.41052,41.68907,267,6,13,287,132,2264,267,4950,401,15,77,394,1,394,19,19
12,0.416698,47.587734,0,3,5,186,129,1440,110,6912,691,11,62,363,1,363,19,19
49,0.417544,46.282726,0,6,5,214,129,1349,134,6811,771,12,65,412,1,412,19,7
84.3,0.41871,40.70759,611,3,13,252,132,681,161,6034,533,16,76,433,1,433,6,6
55.2,0.419274,48.8562,749,3,5,226,121,1432,269,7500,768,10,59,579,1,579,19,19
10.3,0.42327,49.39995,784,6,5,173,NA,1449,92,7823,733,11,61,497,1,NA,7,7
40,0.42825,49.09241,784,3,5,228,120,1701,176,7162,751,10,62,508,0,508,19,19
64.4,0.433841,46.91868,991,6,5,245,130,1722,111,6723,685,11,65,395,1,395,7,7
31.8,0.436988,47.753328,0,3,5,181,118,1558,110,6948,685,11,60,674,1,674,19,19
75.4,0.43992,41.65554,267,5,13,284,130,2208,248,7507,380,15,76,419,1,419,19,19
20.4,0.442076,43.472716,0,5,5,229,131,1593,231,6832,1150,13,63,684,2,684,7,7
25.5,0.44252,44.0718,150,6,5,296,135,1509,117,5881,974,13,70,693,2,693,7,7
69.8,0.443621,46.865158,991,6,5,268,127,1710,108,7444,685,11,65,624,1,624,19,19
32.6,0.448303,48.279003,749,6,5,244,125,1385,90,6869,666,11,64,345,1,345,7,7
40.8,0.449983,43.273702,0,1,5,239,125,1436,372,10519,1151,12,60,758,2,758,7,7
10.6,0.452653,46.086448,0,6,5,271,126,1477,160,7139,821,12,65,508,1,508,7,7
31,0.453251,47.391598,468,3,5,214,123,1511,93,7648,682,11,61,498,1,498,7,7
17.2,0.453401,47.101665,468,1,5,214,124,1735,60,6410,672,11,64,568,1,568,19,19
11.1,0.460681,45.452483,1085,6,5,232,128,1365,152,8721,890,12,64,635,2,635,7,7
111.8,0.46802,49.31325,784,3,5,181,121,1313,141,7967,753,10,62,497,1,497,7,7
28.9,0.469048,46.287338,0,6,5,214,129,1466,134,6811,771,12,65,412,1,412,19,7
45.6,0.472494,43.439239,0,5,5,229,131,1631,231,6832,1150,13,63,684,2,684,7,7
38.7,0.472923,46.849638,991,6,5,268,127,1710,108,7444,685,11,65,624,1,624,19,19
32.7,0.4748,42.20419,840,6,13,284,128,1520,686,6856,670,13,73,607,5,607,7,19
28.2,0.476146,47.556688,0,3,5,186,129,1440,110,6912,691,11,62,363,1,363,19,19
120.1,0.4763,41.73174,267,6,13,287,132,2007,267,4950,401,15,77,394,1,394,19,19
13.7,0.47662,44.61938,0,5,5,280,135,1279,90,6372,968,13,70,496,1,496,7,7
37.5,0.478761,48.118574,749,6,5,219,119,1389,98,7047,672,11,62,520,1,520,7,7
72.1,0.479406,46.813964,991,6,5,268,127,1710,108,7444,685,11,65,624,1,624,19,19
43,0.48044,41.55031,267,6,13,280,133,1665,159,6498,366,15,76,346,1,346,7,7
27.8,0.48075,45.7807,0,1,5,287,128,1456,138,7991,846,12,68,587,1,587,7,7
38.9,0.48086,40.76821,611,3,13,252,132,681,161,6034,533,16,76,433,1,433,6,6
47.9,0.481706,48.245694,749,6,5,244,125,1385,90,6869,666,11,64,345,1,345,7,7
126.9,0.482711,46.941131,991,6,5,245,130,1722,111,6723,685,11,65,395,1,395,7,7
14.4,0.48569,49.0789,784,3,5,228,120,1701,176,7162,751,10,62,508,0,508,19,19
47.1,0.488273,44.548193,0,5,5,312,133,1279,107,6816,965,13,70,573,2,573,7,7
23.3,0.48897,42.11466,840,6,13,262,131,1325,723,5226,665,12,73,425,5,425,19,7
15.5,0.491281,47.031816,468,6,5,229,131,1673,61,6320,672,11,65,358,1,358,19,7
19.4,0.492113,46.597568,991,3,5,196,132,1420,119,6561,702,11,64,354,1,354,7,7
24.2,0.498152,44.494262,150,5,5,312,133,1277,107,6816,965,13,70,573,2,573,19,7
26.9,0.499103,44.784808,0,5,5,314,135,1211,101,7001,980,13,68,499,1,499,7,7
74.2,0.504969,48.410719,90,6,5,244,126,1490,174,6493,695,10,62,451,2,451,19,7
20.5,0.507056,44.586204,773,5,5,318,133,1248,102,6720,971,13,71,528,1,528,7,7
13,0.50856,41.680013,577,6,13,266,135,1663,220,6873,375,15,76,375,1,375,19,19
45.4,0.50889,49.38907,0,6,5,195,115,1322,109,7333,733,11,62,709,1,709,7,7
75.1,0.51287,41.80791,577,6,13,288,133,1462,349,6523,447,14,77,377,1,377,7,7
49.6,0.514845,48.502136,0,6,5,236,129,1493,174,7091,695,10,62,495,1,495,19,19
28.4,0.51543,44.387145,773,5,5,300,135,1415,82,6779,953,13,70,550,2,550,7,7
22.6,0.51743,43.31633,0,1,5,202,126,1549,286,7210,1114,12,62,764,1,764,7,7
23.5,0.518288,46.74492,0,1,5,221,125,1574,81,6458,675,12,65,630,1,630,7,7
30.5,0.528656,44.007244,773,5,5,334,134,1445,156,6774,965,13,70,654,3,654,7,19
35.8,0.532208,47.833331,0,3,5,184,122,1488,130,7139,686,11,62,602,2,602,19,19
25.3,0.538849,47.797706,0,3,5,184,122,1488,130,7139,686,11,62,602,2,602,7,19
14.8,0.544218,43.609291,742,5,5,316,132,1508,208,7147,1064,13,70,707,2,707,7,7
31.3,0.545884,46.149165,0,6,5,218,129,1300,166,8812,817,12,65,598,1,598,7,7
102.1,0.547734,48.758361,0,3,5,237,115,1521,267,7251,751,10,58,791,1,791,7,7
44.6,0.54953,46.276393,0,6,5,212,130,1296,137,7379,766,12,66,451,1,451,7,7
46.1,0.55147,44.17275,773,5,5,280,133,1502,116,6063,949,13,70,628,3,628,7,7
3.1125,0.553367,41.85965,577,6,13,288,133,1462,349,6523,447,14,77,377,1,377,7,7
44.8,0.553418,44.463263,773,5,5,300,135,1348,82,6779,953,13,70,550,2,550,7,7
32.5,0.554783,45.950545,0,1,5,226,126,1314,186,10217,854,12,62,557,1,557,7,7
10.3,0.555231,43.846326,742,5,5,302,132,1469,147,5694,982,13,71,870,2,870,7,7
10.2,0.556328,43.991623,742,5,5,334,134,1445,156,6774,965,13,70,654,3,654,19,19
30.2,0.557606,43.374524,0,1,5,202,126,1590,286,7210,1114,12,62,764,1,764,7,7
13.2,0.559468,46.367931,0,6,5,215,127,1478,129,7020,740,12,62,428,0,428,7,7
13.4,0.561258,48.832144,0,3,5,201,123,1511,263,7267,758,10,58,556,1,556,19,19
13,0.561396,44.264306,773,5,5,291,132,1487,90,6864,944,13,69,607,1,607,19,19
46,0.563751,45.153486,0,1,5,243,132,1486,121,7332,948,13,63,525,3,525,7,7
26.9,0.564551,45.298651,0,6,5,287,127,1382,138,7808,921,12,64,655,2,655,7,7
37.9,0.565419,48.089834,90,6,5,210,124,1439,105,7337,670,11,59,519,1,519,7,7
20,0.56737,40.66736,604,3,13,272,133,817,158,9887,553,16,76,351,7,351,19,19
17.8,0.57413,45.988528,0,1,5,226,126,1327,186,10217,854,12,62,557,1,557,7,7
32.2,0.57576,46.423743,0,6,5,215,127,1473,129,7020,740,12,62,428,0,428,7,7
10.4,0.577433,47.293984,0,5,5,211,123,1520,90,7518,676,11,63,485,0,485,19,19
22.3,0.581849,48.725201,0,3,5,190,128,1521,244,6670,730,10,59,506,1,506,7,19
16.3,0.583646,43.213528,0,5,5,269,130,1357,350,9562,1087,12,61,726,2,726,7,7
51.4,0.58814,40.68758,604,3,13,296,131,1459,2,32715,539,17,74,428,0,428,19,19
32.7,0.591621,43.777076,742,1,5,337,135,1436,137,6213,963,13,73,586,2,586,17,7
19.5,0.594263,44.521366,773,6,5,343,131,1326,114,7761,960,13,71,596,2,596,7,7
25,0.59536,41.74319,577,6,13,266,134,1662,241,7779,394,14,76,382,1,382,19,16
12.3,0.598036,47.476744,0,6,5,206,131,1534,97,24754,679,11,60,357,1,357,19,7
14.6,0.598879,46.588934,0,1,5,195,131,1530,114,6164,703,12,63,309,1,309,7,19
5.62,0.59915,41.8391,577,3,13,273,133,1405,337,4647,457,14,76,430,2,430,7,19
12.97,0.599533,41.839283,577,3,13,273,133,1405,337,4647,457,14,76,430,2,430,7,19
84.6,0.599756,48.491584,90,6,5,232,126,1504,165,6724,683,10,60,594,1,594,19,19
12.7,0.60215,44.32245,773,6,5,309,132,1686,149,6585,952,12,69,589,3,589,7,7
125.2,0.60346,40.7436,604,3,13,274,139,1094,35,5606,553,17,74,399,0,399,19,19
55.6,0.605191,45.211604,0,6,5,282,126,1358,163,9167,948,12,61,648,2,648,7,7
85.7,0.608053,47.568171,0,6,5,204,120,1563,118,7065,689,11,59,699,1,699,19,19
12.8,0.608283,44.740296,773,5,5,292,129,1226,119,8382,991,13,65,564,1,564,7,7
19.5,0.609141,43.66974,742,5,5,332,136,1455,157,5881,992,13,72,586,2,586,7,7
28.3,0.610411,43.815083,742,1,5,337,135,1487,137,6213,963,13,73,586,2,586,19,7
40.4,0.61047,48.87161,0,3,5,204,129,1477,207,7053,729,10,63,516,1,516,19,22
40.1,0.61162,47.69531,0,6,5,199,129,1567,112,6343,683,11,63,362,1,362,19,19
26.7,0.618863,48.239368,90,3,5,244,127,1474,136,7773,672,11,62,439,2,439,7,7
11.7,0.61924,41.27257,578,6,13,281,134,1292,265,5142,456,15,78,350,4,350,19,19
14.8,0.62074,45.72072,0,8,5,218,127,1324,234,11581,908,12,61,615,2,615,7,7
56.1,0.621241,49.670153,869,6,5,156,122,1418,136,7472,788,10,63,454,0,454,7,7
12.8,0.622263,46.010924,0,1,5,204,126,1201,205,13035,849,12,61,599,1,599,7,7
12.9,0.62424,40.76382,604,3,13,274,139,1094,35,5606,553,17,74,399,0,399,19,19
26.3,0.62557,49.073,0,6,5,178,124,1353,159,7812,727,10,64,484,1,484,19,19
38,0.628098,43.090518,0,1,5,241,120,1581,470,7405,1091,12,61,978,5,978,7,7
33.1,0.628206,49.634528,869,6,5,156,122,1418,136,7472,788,10,63,454,0,454,7,7
2.085,0.6333,41.879833,577,0,13,314,124,1283,519,8710,542,13,74,468,5,468,19,7
59.5,0.63389,45.7944,0,8,5,247,127,1461,250,10120,905,12,59,678,2,678,7,7
14.9,0.637406,45.323311,0,6,5,304,134,1382,167,6655,940,12,65,518,2,518,7,7
58.4,0.638151,46.664774,0,6,5,209,131,1580,123,6883,697,11,62,409,1,409,7,7
56.8,0.6386,49.581079,869,6,5,174,121,1385,130,7257,773,10,62,512,1,512,7,7
32.5,0.648468,47.933951,0,3,5,202,123,1438,156,6862,694,11,60,617,1,617,7,7
79.8,0.652456,48.350868,90,5,5,206,127,1518,181,7086,692,10,62,432,2,432,19,19
28.3,0.65758,41.49438,578,6,13,306,136,1555,271,3518,417,15,77,296,2,296,6,6
27.1,0.66133,41.78556,577,3,13,273,133,1662,337,4647,457,14,76,430,2,430,16,19
