"x","y","p_avg","SOC","MAP","MAT","SAND","CLAY","PH","BEDROCK","SOIL.TYPE","DEPTH","NPP","SLOPE","ELEVATION","BIOMES","EROIDX","TCEQ","CACO3"
17.91667,52.94385,24.2,59.13400173,522.8902588,8.419475555,705.142395,84.30534363,6.009184837,1,10,65,65535,0.254093815,101.1546936,5,3.20000004768372,0,0
17.92947,53.50303,12.8,36.07000113,574.5650024,7.395422459,724.2404175,84.2716217,5.493041039,1,11,65,6120,0.468878997,137.6846161,6,3.20000004768372,19,0
17.932301,-20.246099,0.69,2.400999963,415.6377869,20.70300293,763.449707,132.1823578,7.14779377,3,12,65,2923,0.780516828,1372.161133,10,1.39999997615814,0,340
17.9343,48.00961,30,13.47800016,575.5411377,9.924676895,353.1530151,238.2727661,7.160549641,1,9,65,65535,0.933866314,166.0785828,5,3.20000004768372,117,476
17.93725,50.57581,35.6,13.39599967,596.6383057,8.482761383,581.9168091,128.3645935,5.952045918,1,12,65,65535,0.37216267,173.6365662,6,3.20000004768372,0,20
17.93727,52.23797,20.8,11.43000007,508.1897278,8.724077225,720.7853394,80.59585571,6.002064705,1,10,65,5138,0.177715499,99.75032806,5,3.20000004768372,0,0
17.938101,-19.573601,23.37,3.926999867,524.901123,20.16430473,647.8009644,204.9663086,7.039673805,6,12,65,65535,1.808389224,1426.04126,10,1,18,300
17.941999,-19.0434,1.3015,3.993999958,519.2680664,21.51988983,666.5596924,205.0876312,7.146301746,6,11,65,65535,1.564180902,1338.969727,12,1,45,342
17.942022,63.472887,12,52.69999981,646.3173218,2.40346837,554.503479,70.98636627,4.643253326,8,3,65,65535,3.310036158,225.4740753,4,1,0,90
17.96947,52.57903,37.6,59.13400173,522.8902588,8.419475555,705.142395,84.30534363,6.009184837,1,10,65,65535,0.254093815,101.1546936,5,3.20000004768372,0,0
17.97285,53.57245,28.5,36.07000113,574.5650024,7.395422459,724.2404175,84.2716217,5.493041039,1,11,65,6120,0.468878997,137.6846161,6,3.20000004768372,19,0
18.00624,48.29367,49.5,13.63199949,571.5202637,9.760708809,311.6477051,249.8624573,6.700024605,1,10,65,65535,1.877014198,218.7788086,7,3.20000004768372,0,180
18.011453,59.246742,13.2,15.74193597,584.1210327,6.307130337,520.7504272,200.5720367,5.103354931,8,6,65,65535,0.701105266,22.95398331,5,1,0,180
18.02398,49.91922,50,9.010999799,729.4953003,8.09502697,359.9478149,175.297287,5.947069168,1,10,65,65535,2.949738384,353.4732056,6,1.39999997615814,0,0
18.04127,64.84826,29,52.69999981,605.8114014,1.158252358,560.1401978,57.71072006,4.674556255,9,3,65,4643,2.027011828,336.8020325,4,1,0,90
18.04154,59.679415,124.8,11.44000053,580.6954956,5.813413143,493.7915649,199.6324768,4.752990246,9,11,65,65535,0.451358452,27.97495842,3,1,0,0
18.04299,40.37288,13.3,9.191358089,577.8179932,16.59926796,430.8565369,262.3609619,7.50436306,6,11,65,65535,0.677795918,59.34101486,7,1,0,150
18.05888,50.62157,11.4,17.63000011,623.9619141,8.257678986,611.4608154,101.1043701,5.583161354,1,3,65,65535,0.535342831,207.562561,6,3.20000004768372,0,0
18.06965,45.95544,18.7,10.7009995,649.1594238,11.03358555,385.6437683,241.1808167,6.870277882,3,11,65,65535,0.797779784,114.8700943,5,1.39999997615814,226,487
18.09072,54.5043,19,113.5850811,645.6140137,7.633508682,600.1026001,114.9881134,5.45938158,1,11,65,65535,1.309204451,61.19787598,6,3.20000004768372,0,0
18.101322,64.045789,11.1,52.69999981,637.4989014,1.150841475,547.1541138,57.82167816,4.726924419,9,3,65,65535,2.475264745,375.1051941,4,1,0,90
18.10428,40.11333,39.2,9.191358089,577.8179932,16.59926796,430.8565369,262.3609619,7.50436306,6,11,65,65535,0.677795918,59.34101486,7,1,0,150
18.10481,45.84419,16,10.7009995,649.1594238,11.03358555,385.6437683,241.1808167,6.870277882,3,11,65,65535,0.797779784,114.8700943,5,1.39999997615814,226,487
18.105833,51.24778,19.68375,19.19800043,578.6622314,8.288942337,595.8453369,101.9696884,5.895083904,1,11,65,5470,0.394418994,181.2448425,6,3.20000004768372,0,0
18.105833,51.24778,9.187875,19.19800043,578.6622314,8.288942337,595.8453369,101.9696884,5.895083904,1,11,65,5470,0.394418994,181.2448425,6,3.20000004768372,0,0
18.105833,51.24778,7.66145,19.19800043,578.6622314,8.288942337,595.8453369,101.9696884,5.895083904,1,11,65,5470,0.394418994,181.2448425,6,3.20000004768372,0,0
18.105833,51.24778,44.61135,19.19800043,578.6622314,8.288942337,595.8453369,101.9696884,5.895083904,1,11,65,5470,0.394418994,181.2448425,6,3.20000004768372,0,0
18.105833,51.24778,16.603425,19.19800043,578.6622314,8.288942337,595.8453369,101.9696884,5.895083904,1,11,65,5470,0.394418994,181.2448425,6,3.20000004768372,0,0
18.105833,51.24778,24.32135,19.19800043,578.6622314,8.288942337,595.8453369,101.9696884,5.895083904,1,11,65,5470,0.394418994,181.2448425,6,3.20000004768372,0,0
18.105833,51.24778,16.160025,19.19800043,578.6622314,8.288942337,595.8453369,101.9696884,5.895083904,1,11,65,5470,0.394418994,181.2448425,6,3.20000004768372,0,0
18.105833,51.24778,58.45485,19.19800043,578.6622314,8.288942337,595.8453369,101.9696884,5.895083904,1,11,65,5470,0.394418994,181.2448425,6,3.20000004768372,0,0
18.105833,51.24778,26.42035,19.19800043,578.6622314,8.288942337,595.8453369,101.9696884,5.895083904,1,11,65,5470,0.394418994,181.2448425,6,3.20000004768372,0,0
18.105833,51.24778,52.33675,19.19800043,578.6622314,8.288942337,595.8453369,101.9696884,5.895083904,1,11,65,5470,0.394418994,181.2448425,6,3.20000004768372,0,0
18.105833,51.24778,30.9679,19.19800043,578.6622314,8.288942337,595.8453369,101.9696884,5.895083904,1,11,65,5470,0.394418994,181.2448425,6,3.20000004768372,0,0
18.105833,51.24778,29.09605,19.19800043,578.6622314,8.288942337,595.8453369,101.9696884,5.895083904,1,11,65,5470,0.394418994,181.2448425,6,3.20000004768372,0,0
18.105833,51.24778,26.99355,19.19800043,578.6622314,8.288942337,595.8453369,101.9696884,5.895083904,1,11,65,5470,0.394418994,181.2448425,6,3.20000004768372,0,0
18.118312,60.00088,24.6,10,601.9639893,5.548127651,497.6208801,190.2517242,4.847559452,9,11,65,65535,0.148835969,17.46892548,3,1,0,0
18.16844,50.27031,63,12.1510005,638.8375244,8.369122505,457.817749,145.39534,6.067706108,1,10,65,65535,0.769409914,237.984024,6,3.20000004768372,19,0
18.17329,54.13742,70.5,23.00899982,664.3719482,7.005975723,625.4625854,96.21500397,5.545532227,1,10,65,65535,0.973297942,153.4331665,6,3.20000004768372,0,0
18.17475,46.81613,27.6,13.54200006,569.2947388,10.68431091,435.5546875,218.7915344,7.208237171,1,9,65,65535,1.377091885,155.021286,5,3.20000004768372,69,161
18.205,54.29796,39,23.00899982,664.3719482,7.005975723,625.4625854,96.21500397,5.545532227,1,10,65,65535,0.973297942,153.4331665,6,3.20000004768372,0,0
18.21828,40.08562,12.3,9.191358089,577.8179932,16.59926796,430.8565369,262.3609619,7.50436306,6,11,65,65535,0.677795918,59.34101486,7,1,0,150
18.22957,51.58541,21.4,22.64800072,525.6325073,8.511738777,701.7352295,80.25687408,5.80907917,1,3,65,5256,0.359714425,137.801239,5,3.20000004768372,0,0
18.24119,52.12677,93.3,71.22300148,512.4177856,8.685659409,729.6886597,77.48939514,5.948628426,1,10,65,65535,0.303504441,103.3596115,0,3.20000004768372,0,0
18.25171,49.61361,11.6,9.010999799,729.4953003,8.09502697,359.9478149,175.297287,5.947069168,1,10,65,65535,2.949738384,353.4732056,6,1.39999997615814,0,0
18.26232,40.06377,95.4,9.191358089,577.8179932,16.59926796,430.8565369,262.3609619,7.50436306,6,11,65,65535,0.677795918,59.34101486,7,1,0,150
18.30382,47.13195,27,34.84600067,556.4761353,10.24613762,413.8346558,225.8096466,6.948521614,6,10,65,65535,1.487932962,210.2341461,5,1,NA,1027
18.30651,52.79097,61.6,43.40199947,523.2438965,8.4264431,698.3076172,91.9463501,6.110919952,1,10,65,65535,0.220890661,90.72483063,5,3.20000004768372,0,0
18.3104,47.99983,61.7,14.48099971,533.4008179,10.28091335,420.7729797,229.6941986,7.192831516,1,9,65,65535,1.428957346,158.056488,5,3.20000004768372,117,296
18.321223,57.291852,23.7,6.401515007,550.4639282,6.890948772,582.8106079,168.1984253,6.110195637,6,11,65,65535,0.25558728,20.40480614,5,1,112,387
18.32447,50.67488,27.5,17.63000011,623.9619141,8.257678986,611.4608154,101.1043701,5.583161354,1,3,65,65535,0.535342831,207.562561,6,3.20000004768372,0,0
18.36355,48.32139,74.5,13.63199949,571.5202637,9.760708809,311.6477051,249.8624573,6.700024605,1,10,65,65535,1.877014198,218.7788086,7,3.20000004768372,0,180
18.36524,49.78603,18.9,9.010999799,729.4953003,8.09502697,359.9478149,175.297287,5.947069168,1,10,65,65535,2.949738384,353.4732056,6,1.39999997615814,0,0
18.4147,-17.3974,0.87,3.731999993,645.9647217,22.49838829,849.5432739,87.10774231,6.362795353,1,10,65,5788,0.243355456,1152.187622,12,3.20000004768372,0,10
18.42266,51.3724,142.9,19.19800043,578.6622314,8.288942337,595.8453369,101.9696884,5.895083904,1,11,65,5470,0.394418994,181.2448425,6,3.20000004768372,0,0
18.42291,51.84278,14.7,22.64800072,525.6325073,8.511738777,701.7352295,80.25687408,5.80907917,1,3,65,5256,0.359714425,137.801239,5,3.20000004768372,0,0
18.432501,-17.4081,1.28,3.731999993,645.9647217,22.49838829,849.5432739,87.10774231,6.362795353,1,10,65,5788,0.243355456,1152.187622,12,3.20000004768372,0,10
18.4416,51.78719,116.7,22.64800072,525.6325073,8.511738777,701.7352295,80.25687408,5.80907917,1,3,65,5256,0.359714425,137.801239,5,3.20000004768372,0,0
18.45245,51.53333,25.5,22.64800072,525.6325073,8.511738777,701.7352295,80.25687408,5.80907917,1,3,65,5256,0.359714425,137.801239,5,3.20000004768372,0,0
18.45247,46.90325,16.4,13.54200006,569.2947388,10.68431091,435.5546875,218.7915344,7.208237171,1,9,65,65535,1.377091885,155.021286,5,3.20000004768372,69,161
18.461,50.48409,52.2,12.1510005,638.8375244,8.369122505,457.817749,145.39534,6.067706108,1,10,65,65535,0.769409914,237.984024,6,3.20000004768372,19,0
18.47107,64.73529,24.6,52.69999981,605.8114014,1.158252358,560.1401978,57.71072006,4.674556255,9,3,65,4643,2.027011828,336.8020325,4,1,0,90
18.53177,64.65931,10.7,52.69999981,579.7694702,1.342530131,549.3016357,65.59300995,4.706972599,9,3,65,5090,2.080240373,290.539978,4,1,0,90
18.53518,53.19092,40.9,10.74800014,556.2811279,7.922484875,661.1674194,99.45542908,5.987504005,1,11,65,65535,0.420990753,81.92974854,6,3.20000004768372,0,0
18.53713,47.42144,23.6,16.11099958,529.7580566,10.62262154,433.3892822,223.8317413,7.356955528,1,9,65,65535,1.379996673,146.2784729,5,3.20000004768372,69,161
18.53939,46.13601,10.8,12.65599966,557.4486084,10.8718462,389.4924316,240.3804779,7.257830143,1,11,65,65535,0.726009851,131.5623016,5,3.20000004768372,117,254
18.549125,63.6222,26.1,52.69999981,676.3480835,1.997629642,561.7393799,60.25230789,4.603446484,9,3,65,65535,2.653516329,242.5577393,4,1,0,90
18.59448,51.97499,77.7,34.29200172,534.4619141,8.422093391,700.1676025,78.09025574,5.731543541,1,10,65,65535,0.335348715,143.9155273,5,3.20000004768372,19,0
18.59648,45.84163,80,8.270999789,613.0161133,11.00775337,348.2729187,262.1338501,7.069550514,3,9,65,65535,0.322327001,97.19152832,5,1.39999997615814,0,250
18.597604,57.617493,19.2,6.499999762,577.1269531,6.906237125,567.447937,179.401535,6.014964581,6,13,65,65535,0.329935481,24.10266304,5,1,112,387
18.61453,46.76368,12.5,16.33200049,535.9533081,10.78921413,477.9933777,209.4756012,7.386568069,1,9,65,65535,0.763245504,124.6353226,5,3.20000004768372,0,161
18.61462,52.53404,14.7,24.78800058,526.0003052,8.253817558,707.8525391,87.5286026,6.125370502,1,12,65,65535,0.20902065,84.8368988,5,3.20000004768372,0,0
18.68847,51.55214,48.8,34.29200172,534.4619141,8.422093391,700.1676025,78.09025574,5.731543541,1,10,65,65535,0.335348715,143.9155273,5,3.20000004768372,19,0
18.73013,52.21816,11,22.00099945,519.8691406,8.465500832,731.3153076,75.77444458,5.969601154,1,10,65,5346,0.238401224,112.2101746,5,3.20000004768372,0,0
18.73858,47.82172,34.6,12.15000033,562.6172485,9.901437759,362.995636,240.2585907,6.672744751,1,12,65,65535,2.981750161,213.1239624,5,3.20000004768372,21,0
18.804325,65.645823,11.5,52.69999981,591.2941895,-0.583583355,534.2555542,69.9252243,4.778005123,7,3,65,65535,2.567468819,463.7511292,4,1.10000002384186,0,0
18.80832,51.86871,31.3,34.29200172,534.4619141,8.422093391,700.1676025,78.09025574,5.731543541,1,10,65,65535,0.335348715,143.9155273,5,3.20000004768372,19,0
18.811735,63.952952,19.5,52.69999981,676.3480835,1.997629642,561.7393799,60.25230789,4.603446484,9,3,65,65535,2.653516329,242.5577393,4,1,0,90
18.81425,46.225,12.9,12.65599966,557.4486084,10.8718462,389.4924316,240.3804779,7.257830143,1,11,65,65535,0.726009851,131.5623016,5,3.20000004768372,117,254
18.82869,52.1204,48.2,22.00099945,519.8691406,8.465500832,731.3153076,75.77444458,5.969601154,1,10,65,5346,0.238401224,112.2101746,5,3.20000004768372,0,0
18.829399,-22.530199,1.28,3.111000061,314.8513794,19.58869743,786.5145264,101.3132706,7.523816586,5,12,65,65535,0.40254487,1423.953247,10,1.20000004768372,0,340
18.82993,63.879175,10,52.69999981,676.3480835,1.997629642,561.7393799,60.25230789,4.603446484,9,3,65,65535,2.653516329,242.5577393,4,1,0,90
18.83581,52.15604,67.2,22.00099945,519.8691406,8.465500832,731.3153076,75.77444458,5.969601154,1,10,65,5346,0.238401224,112.2101746,5,3.20000004768372,0,0
18.84585,52.35424,41.8,22.00099945,519.8691406,8.465500832,731.3153076,75.77444458,5.969601154,1,10,65,5346,0.238401224,112.2101746,5,3.20000004768372,0,0
18.84773,51.92,47.4,34.29200172,534.4619141,8.422093391,700.1676025,78.09025574,5.731543541,1,10,65,65535,0.335348715,143.9155273,5,3.20000004768372,19,0
18.84999,52.22732,18,22.00099945,519.8691406,8.465500832,731.3153076,75.77444458,5.969601154,1,10,65,5346,0.238401224,112.2101746,5,3.20000004768372,0,0
18.895178,65.78674,70.3,52.69999981,591.2941895,-0.583583355,534.2555542,69.9252243,4.778005123,7,3,65,65535,2.567468819,463.7511292,4,1.10000002384186,0,0
18.917008,66.62406,10.2,52.69999981,583.2911377,-1.294199109,543.3537598,71.3048172,4.810229778,9,11,65,65535,3.448456646,507.8572083,2,1,0,90
18.92495,53.32517,27.5,10.74800014,556.2811279,7.922484875,661.1674194,99.45542908,5.987504005,1,11,65,65535,0.420990753,81.92974854,6,3.20000004768372,0,0
18.928371,46.593124,38.4,16.33200049,535.9533081,10.78921413,477.9933777,209.4756012,7.386568069,1,9,65,65535,0.763245504,124.6353226,5,3.20000004768372,0,161
18.92936,51.29875,48.9,12.94700027,575.638916,8.221522331,615.2540894,92.84716034,5.808189392,1,11,65,5407,0.486570381,186.6380005,6,3.20000004768372,0,0
18.942937,63.454583,52.1,51.38249874,690.7367554,3.187338591,570.8934937,81.29330444,4.747659683,8,3,65,65535,2.662981546,106.3710632,0,1,0,0
18.9923,46.96814,44.5,16.33200049,535.9533081,10.78921413,477.9933777,209.4756012,7.386568069,1,9,65,65535,0.763245504,124.6353226,5,3.20000004768372,0,161
19.0036,51.52821,24.5,11.60400033,541.4883423,8.155410767,634.2353516,83.80027771,5.719277859,1,11,65,65535,0.312805332,171.7666473,6,3.20000004768372,0,0
19.00629,52.12503,37.5,50.77100277,525.7116699,8.200345993,716.1980591,77.31963348,5.9679842,1,10,65,65535,0.225364909,114.1458893,5,3.20000004768372,0,0
19.02832,48.99292,38.5,13.80500078,874.0588989,6.056357861,385.2324524,180.6633301,5.705066681,1,9,65,65535,7.053266837,735.8381958,6,3.20000004768372,19,1281
20.94868,52.57716,20.1,13.68700027,489.008606,7.758909702,706.857666,79.23729706,5.830122948,1,10,65,65535,0.286066335,114.4775391,5,3.20000004768372,0,0
20.95004,52.10519,13,21.69399977,503.0941772,8.145555496,729.7255249,71.8671875,5.829313755,1,10,65,65535,0.225038901,97.90242004,5,3.20000004768372,0,0
20.9504,51.50622,96.5,9.315000176,540.5513916,8.026370049,689.1617432,70.94905853,5.609715462,1,10,65,5506,0.369364561,154.2065887,5,3.20000004768372,0,0
20.95431,48.83785,14.3,14.68400002,675.6066895,7.07277441,364.4130249,205.2213135,5.77995491,5,9,65,7027,6.125128038,543.8818359,6,1.20000004768372,0,0
20.9546,65.46192,10.7,52.69999981,641.3585815,1.310775518,548.3699951,61.63367844,4.672048092,8,3,65,65535,2.053781169,211.7955017,4,1,0,90
20.95579,49.09185,12.6,14.43300009,878.2672119,5.923644543,379.3759766,185.0224457,5.522521019,3,11,65,6932,5.4685085,692.3119507,6,1.20000004768372,0,180
20.955955,65.99244,15.1,52.69999981,575.9058228,1.240554333,556.2462769,62.57370377,4.643153191,9,3,65,4534,2.50437351,193.730072,4,1,0,90
20.956052,47.221722,30.3,16.68099999,518.6533203,10.47058296,313.3312683,310.2247314,7.371025085,1,10,65,65535,0.014057776,87.05512238,5,3.20000004768372,28,150
21.09532,54.19756,57.8,52.08300114,603.3630371,7.364702702,591.6676636,127.0385895,5.97468853,1,11,65,65535,0.446362399,74.8296814,6,3.20000004768372,0,0
21.10246,53.76111,34.2,27.64300108,517.0596924,7.250804424,686.7357788,86.83481598,5.48630619,1,11,65,65535,0.379020235,143.4857941,6,3.20000004768372,NA,0
21.94331,60.58308,62.8,19.03939486,628.2944946,4.895166397,495.6838379,204.5003357,4.917175293,8,3,65,65535,0.295022867,22.67931747,4,1,0,0
21.94356,60.78388,34.1,19.03939486,628.2944946,4.895166397,495.6838379,204.5003357,4.917175293,8,3,65,65535,0.295022867,22.67931747,4,1,0,0
21.94842,55.09945,94.5,15.72300076,766.1408081,6.901702404,585.8646851,135.4116669,6.145658016,6,10,65,5971,0.132167519,29.68000412,6,1,0,0
21.95078,51.75296,34.1,13.17100048,507.2994385,7.928438663,703.7980347,67.78561401,5.603863716,1,3,65,5515,0.408156193,150.4901123,6,3.20000004768372,0,0
21.95079,40.00903,40.6,10.37999988,583.3144531,11.58211803,391.1377563,229.3751526,7.131713867,6,10,65,65535,6.991198661,805.4211426,5,1,0,748
21.95231,56.59135,14.2,15.37999988,806.5255737,6.409605503,593.8407593,132.7394562,5.767549038,6,10,65,7327,0.60365869,58.94200897,6,1,0,0
21.95336,48.97084,69.3,12.23799944,673.2905273,8.831911087,318.7907715,228.9856567,6.239850521,1,9,65,65535,2.844414792,226.1437836,5,3.20000004768372,19,0
21.954324,50.770798,19.2,13.02399993,541.8916626,8.030298233,533.3399048,125.1464233,6.004520416,1,11,65,65535,0.551296765,191.804245,6,1,0,60
21.95623,61.42172,11.1,19.52400088,599.8948975,4.627578735,496.267395,177.5895233,4.841412544,9,13,65,65535,0.276537875,26.62843132,3,1,0,0
21.95752,51.11592,28.1,13.57599974,511.1230469,8.087135315,622.4192505,91.07116699,5.77530241,1,10,65,65535,0.622110965,168.298233,6,3.20000004768372,0,0
21.9603,51.67922,60.4,13.17100048,507.2994385,7.928438663,703.7980347,67.78561401,5.603863716,1,3,65,5515,0.408156193,150.4901123,6,3.20000004768372,0,0
21.96251,50.13358,94.3,13.07999969,611.2405396,8.066361427,585.4071655,109.7750549,5.695151806,1,11,65,65535,0.997200552,205.0024719,6,3.20000004768372,0,0
21.96483,53.11528,65.4,33.71000051,493.5016785,7.476792812,721.7904053,81.85457611,5.780080318,1,2,65,65535,0.165211657,120.6316223,6,3.20000004768372,0,0
21.96974,51.82374,94.1,13.17100048,507.2994385,7.928438663,703.7980347,67.78561401,5.603863716,1,3,65,5515,0.408156193,150.4901123,6,3.20000004768372,0,0
21.97311,60.76313,54.8,19.03939486,628.2944946,4.895166397,495.6838379,204.5003357,4.917175293,8,3,65,65535,0.295022867,22.67931747,4,1,0,0
21.97316,61.56644,26.6,64.43571568,637.1304321,4.397904396,549.0617676,135.6340332,4.496716022,9,13,65,65535,0.305546631,37.30197525,0,1,0,225
21.973622,66.65648,57.7,52.69999981,591.2597046,0.355638891,572.1121216,51.97067642,4.5938344,9,3,65,3743,2.074521597,262.9689026,4,1,0,0
21.9738,48.259383,46.3,63.62600327,574.651123,9.535179138,445.2419128,232.137619,6.706565857,1,10,65,65535,0.784835663,135.8809662,5,3.20000004768372,19,0
21.97605,62.57116,82.2,83.69299889,570.4233398,3.870397091,524.4296875,120.7755814,4.775544643,8,3,65,65535,0.466039496,53.01171494,4,1,0,0
21.97669,55.93379,32.2,19.59900022,807.6325073,6.359979153,606.9716187,114.455719,5.609642982,5,10,65,6397,0.314978934,92.19953156,4,1.20000004768372,0,0
21.97803,48.73178,22.4,12.23799944,673.2905273,8.831911087,318.7907715,228.9856567,6.239850521,1,9,65,65535,2.844414792,226.1437836,5,3.20000004768372,19,0
21.97906,48.62255,20.8,12.23799944,673.2905273,8.831911087,318.7907715,228.9856567,6.239850521,1,9,65,65535,2.844414792,226.1437836,5,3.20000004768372,19,0
21.9791,56.98935,13.9,15.37999988,806.5255737,6.409605503,593.8407593,132.7394562,5.767549038,6,10,65,7327,0.60365869,58.94200897,6,1,0,0
21.97957,49.64084,21.4,11.01999998,706.7091675,7.705492973,341.8681335,175.1472168,5.709369659,3,10,65,65535,2.468590654,332.280304,6,1.39999997615814,0,0
21.981103,51.09528,39.3,13.57599974,511.1230469,8.087135315,622.4192505,91.07116699,5.77530241,1,10,65,65535,0.622110965,168.298233,6,3.20000004768372,0,0
21.98278,54.04102,41.7,8.518000245,583.8841553,7.136930466,597.4008789,114.7237778,5.830817699,1,11,65,65535,0.433693813,105.3643188,6,3.20000004768372,0,0
21.98773,40.95407,10.9,9.391999841,604.2988892,10.32297707,384.5639648,223.5926819,6.906941414,6,11,65,65535,8.161281357,845.9869995,7,1,0,0
21.98852,52.2219,59.4,31.23100042,504.7825012,7.718552113,730.5546265,68.04457855,5.596970558,1,10,65,5609,0.347555351,141.7335052,5,3.20000004768372,0,0
21.99007,51.23981,26.1,13.57599974,511.1230469,8.087135315,622.4192505,91.07116699,5.77530241,1,10,65,65535,0.622110965,168.298233,6,3.20000004768372,0,0
21.99405,50.25755,16.6,13.07999969,611.2405396,8.066361427,585.4071655,109.7750549,5.695151806,1,11,65,65535,0.997200552,205.0024719,6,3.20000004768372,0,0
21.99446,51.36663,23.2,13.57599974,511.1230469,8.087135315,622.4192505,91.07116699,5.77530241,1,10,65,65535,0.622110965,168.298233,6,3.20000004768372,0,0
21.99495,53.33051,12.1,33.71000051,493.5016785,7.476792812,721.7904053,81.85457611,5.780080318,1,2,65,65535,0.165211657,120.6316223,6,3.20000004768372,0,0
21.99827,52.47543,29.2,31.23100042,504.7825012,7.718552113,730.5546265,68.04457855,5.596970558,1,10,65,5609,0.347555351,141.7335052,5,3.20000004768372,0,0
22.00034,53.45725,44.2,86.76199913,523.3986206,7.226415634,663.7487793,92.72216797,5.899747849,1,10,65,5854,0.496556583,126.7042847,6,3.20000004768372,0,0
22.00216,50.51126,13.1,13.86700034,540.8227539,7.775571823,534.5280151,107.6675873,5.704587936,1,10,65,65535,0.576432461,214.4814606,6,3.20000004768372,19,0
22.0025,49.62019,31.1,12.26799965,706.5963745,7.632569313,355.3940735,174.7571106,5.592817783,3,10,65,65535,2.487482106,349.0978699,6,1.39999997615814,19,90
22.0026,48.49268,11,24.61600065,634.6219482,9.566084862,482.112854,208.8761902,6.507062912,1,9,65,65535,0.688313699,111.1288452,5,3.20000004768372,0,0
22.00264,60.74236,29.2,58.72600079,650.0266724,4.719367981,519.1818848,176.7136383,4.75442028,2,3,65,65535,0.391593519,50.22777557,4,1.39999997615814,0,0
22.00317,51.83849,62.5,78.83500099,508.0586243,7.707293034,688.7305908,72.87727356,5.73044014,1,3,65,65535,0.318040905,159.3316498,6,3.20000004768372,0,0
22.0034,52.71129,19.9,40.51800251,518.4580688,7.445842743,714.7232666,75.69235229,5.827542305,1,3,65,5537,0.297760547,128.9823914,6,3.20000004768372,0,0
22.00385,47.928666,12.7,31.70400143,589.7197266,9.733902931,617.8243408,154.4618988,6.391686916,1,12,65,65535,0.157485016,134.7324829,5,3.20000004768372,0,300
22.0039,54.22084,17.9,8.288000226,605.7111206,6.726061344,582.7346191,112.295784,5.75126791,1,10,65,5676,0.677594208,153.5298615,6,3.20000004768372,0,0
22.00411,66.911395,50.8,95.24000168,596.2077637,0.603614569,581.1773682,58.17572784,4.650599003,9,3,65,3824,1.914804464,192.5204163,4,1,0,0
22.00669,53.80221,56.6,26.43700123,544.5725098,7.04129982,669.1737671,92.00283051,5.734359741,1,11,65,65535,0.58136812,135.7073212,6,3.20000004768372,0,0
22.008966,48.291916,13.4,24.61600065,634.6219482,9.566084862,482.112854,208.8761902,6.507062912,1,9,65,65535,0.688313699,111.1288452,5,3.20000004768372,0,0
22.01004,49.87397,11.1,12.26799965,706.5963745,7.632569313,355.3940735,174.7571106,5.592817783,3,10,65,65535,2.487482106,349.0978699,6,1.39999997615814,19,90
22.0136,56.36716,12.2,13.86500001,742.6889038,6.247516155,581.1564331,133.4218445,6.023366451,5,10,65,65535,0.345829014,97.06716919,6,1.20000004768372,0,0
22.01399,56.78588,29.9,9.717000127,710.6608276,6.363838196,573.7161255,148.9273224,5.953030586,6,10,65,65535,0.272147807,83.58048248,4,1,0,0
22.016,60.77787,28.2,58.72600079,650.0266724,4.719367981,519.1818848,176.7136383,4.75442028,2,3,65,65535,0.391593519,50.22777557,4,1.39999997615814,0,0
22.01891,39.61697,28,12.85400033,508.7225037,14.37878799,392.3179932,229.8856049,7.259197235,8,12,65,65535,5.746518696,454.0826416,7,1,0,55
22.0247,55.98384,25.7,41.73799992,787.6361084,6.088305473,568.9125366,130.4485474,5.84425211,5,10,65,6145,0.522093552,141.7330322,4,1.20000004768372,0,0
22.13516,61.09631,18,27.34300137,606.5963745,4.390169144,495.3903198,166.8926544,4.789179325,9,3,65,65535,0.338994623,52.14580536,3,1,0,0
22.13544,54.24426,14.8,8.288000226,605.7111206,6.726061344,582.7346191,112.295784,5.75126791,1,10,65,5676,0.677594208,153.5298615,6,3.20000004768372,0,0
22.13563,48.58724,16.1,11.24600053,801.6077881,8.44100666,333.3559265,228.4206696,6.044589996,2,10,65,65535,3.403292318,294.4884644,6,1.39999997615814,0,0
22.15997,47.67469,10,31.70400143,589.7197266,9.733902931,617.8243408,154.4618988,6.391686916,1,12,65,65535,0.157485016,134.7324829,5,3.20000004768372,0,300
22.160183,48.238883,23,24.61600065,634.6219482,9.566084862,482.112854,208.8761902,6.507062912,1,9,65,65535,0.688313699,111.1288452,5,3.20000004768372,0,0
22.16053,51.65851,68.4,78.83500099,508.0586243,7.707293034,688.7305908,72.87727356,5.73044014,1,3,65,65535,0.318040905,159.3316498,6,3.20000004768372,0,0
22.16616,48.71122,24.4,11.24600053,801.6077881,8.44100666,333.3559265,228.4206696,6.044589996,2,10,65,65535,3.403292318,294.4884644,6,1.39999997615814,0,0
22.17142,52.1303,42.8,76.32200241,525.359436,7.514256954,708.1793823,74.47954559,5.803876877,1,10,65,65535,0.249993666,156.3351593,5,3.20000004768372,0,0
22.17224,55.62386,18.9,41.73799992,787.6361084,6.088305473,568.9125366,130.4485474,5.84425211,5,10,65,6145,0.522093552,141.7330322,4,1.20000004768372,0,0
22.174777,67.726797,77.8,52.69999981,519.3300171,-1.175414324,575.5900269,72.51682281,4.671755791,9,3,65,2369,0.966309536,323.6640625,4,1,0,0
