LONGITUDE,LATITUDE,p_avg,SOC,SAND,CLAY,DEPTH,MAT,MAP,PH,NPP,SLOPE,ELEVATION,BIOMES,BEDROCK,SOIL_TYPE,WRB_SOIL_TYPE
33.61488889,67.66355556,56.5,436.3,496.8571429,129.9285714,5,-2.006944469,582.1111111,4.6,2276.672852,12,359,1,13,11,Cambisols
34.67,67.64,551,506.2889,574.7096774,70,45,-0.7,490,4.24,2451.677246,0,170,3,13,11,Cambisols
34.67,67.64,587,503.1796,574.7096774,70,45,-0.7,490,4.33,2451.677246,0,170,3,13,11,Cambisols
34.67,67.64,742,503.0215,574.7096774,70,35,-0.7,490,4.09,2451.677246,0,170,3,13,11,Cambisols
34.67,67.64,688,502.8107,574.7096774,70,25,-0.7,490,3.93,2451.677246,0,170,3,13,11,Cambisols
34.67,67.64,536,502.1256,574.7096774,70,60,-0.7,490,4.32,2451.677246,0,170,3,13,11,Cambisols
34.67,67.64,614,501.3878,574.7096774,70,25,-0.7,490,4.25,2451.677246,0,170,3,13,11,Cambisols
34.67,67.64,464,499.7014,574.7096774,70,80,-0.7,490,4.33,2451.677246,0,170,3,13,11,Cambisols
34.67,67.64,520,496.2759,574.7096774,70,100,-0.7,490,4.37,2451.677246,0,170,3,13,11,Cambisols
34.67,67.64,1285,492.9558,574.7096774,70,45,-0.7,490,4.31,2451.677246,0,170,3,13,11,Cambisols
34.67,67.64,525,492.4288,574.7096774,70,100,-0.7,490,4.43,2451.677246,0,170,3,13,11,Cambisols
34.67,67.64,660,478.1471,574.7096774,70,100,-0.7,490,4.45,2451.677246,0,170,3,13,11,Cambisols
34.67,67.64,1310,435.6709,574.7096774,70,55,-0.7,490,4.51,2451.677246,0,170,3,13,11,Cambisols
34.67,67.64,770,489.4,574.7096774,70,9.5,-0.7,490,3.01,2451.677246,0,170,3,13,11,Cambisols
34.67,67.64,988,521.8,574.7096774,70,3.5,-0.7,490,3.25,2451.677246,0,170,3,13,11,Cambisols
34.67,67.64,129,6.4,574.7096774,70,3,-0.7,490,3.41,2451.677246,0,170,3,13,11,Cambisols
34.67,67.64,171,8.6,574.7096774,70,2.5,-0.7,490,3.36,2451.677246,0,170,3,13,11,Cambisols
34.67,67.64,759,145.6628,574.7096774,70,65,-0.7,490,4.64,2451.677246,0,170,3,13,11,Cambisols
34.67,67.64,671,29.6,574.7096774,70,10,-0.7,490,4.45,2451.677246,0,170,3,13,11,Cambisols
34.67,67.64,653,19,574.7096774,70,9,-0.7,490,4.61,2451.677246,0,170,3,13,11,Cambisols
34.67,67.64,673,8.4,574.7096774,70,100,-0.7,490,5.3,2451.677246,0,170,3,13,11,Cambisols
34.67,67.64,731,20.3,574.7096774,70,34,-0.7,490,4.37,2451.677246,0,170,3,13,11,Cambisols
34.67,67.64,696,16.1,574.7096774,70,50,-0.7,490,4.77,2451.677246,0,170,3,13,11,Cambisols
34.67,67.64,300,5.7,574.7096774,70,24,-0.7,490,3.62,2451.677246,0,170,3,13,11,Cambisols
34.67,67.64,597,3.8,574.7096774,70,39.5,-0.7,490,5,2451.677246,0,170,3,13,11,Cambisols
34.67,67.64,622,10.8,574.7096774,70,22.5,-0.7,490,5.1,2451.677246,0,170,3,13,11,Cambisols
34.67,67.64,634,5.3,574.7096774,70,100,-0.7,490,5.12,2451.677246,0,170,3,13,11,Cambisols
34.67,67.64,667,8.7,574.7096774,70,20.5,-0.7,490,5.3,2451.677246,0,170,3,13,11,Cambisols
34.67,67.64,820,503.1796,574.7096774,70,0.5,-0.7,490,4.53,2451.677246,0,170,3,13,11,Cambisols
34.67,67.64,848,500.65,574.7096774,70,15,-0.7,490,3.93,2451.677246,0,170,3,13,11,Cambisols
34.67,67.64,779,499.596,574.7096774,70,15,-0.7,490,4.41,2451.677246,0,170,3,13,11,Cambisols
34.67,67.64,933,498.4366,574.7096774,70,5,-0.7,490,3.97,2451.677246,0,170,3,13,11,Cambisols
34.67,67.64,951,13.8,574.7096774,70,96,-0.7,490,5.05,2451.677246,0,170,3,13,11,Cambisols
34.67,67.64,130,3,574.7096774,70,16,-0.7,490,3.56,2451.677246,0,170,3,13,11,Cambisols
34.67,67.64,380,17.3383,574.7096774,70,72.5,-0.7,490,4.09,2451.677246,0,170,3,13,11,Cambisols
34.67,67.64,934,14.8614,574.7096774,70,100,-0.7,490,4.14,2451.677246,0,170,3,13,11,Cambisols
34.67,67.64,729,6.4,574.7096774,70,61,-0.7,490,4.82,2451.677246,0,170,3,13,11,Cambisols
34.67,67.64,687,6.4,574.7096774,70,81,-0.7,490,4.85,2451.677246,0,170,3,13,11,Cambisols
34.67,67.64,644,6.4,574.7096774,70,84,-0.7,490,4.79,2451.677246,0,170,3,13,11,Cambisols
34.67,67.64,600,6.4,574.7096774,70,65,-0.7,490,4.75,2451.677246,0,170,3,13,11,Cambisols
34.67,67.64,558,6.4,574.7096774,70,100,-0.7,490,4.72,2451.677246,0,170,3,13,11,Cambisols
-136.9522,66.5199,1286.64,45.33,403.3793103,193.1724138,5,-7.965625014,319.125,4.7,2664.856201,2,314,1,3,1,Cryosols
-136.9522,66.5199,1448.14,42.38,403.3793103,193.1724138,2.5,-7.965625014,319.125,4.16,2664.856201,2,314,1,3,1,Cryosols
-136.9522,66.5199,794.79,43.45,403.3793103,193.1724138,5,-7.965625014,319.125,4.35,2664.856201,2,314,1,3,1,Cryosols
-136.9522,66.5199,1872.28,32.94,403.3793103,193.1724138,5,-7.965625014,319.125,5.38,2664.856201,2,314,1,3,1,Cryosols
-136.9522,66.5199,1112.01,35.96,403.3793103,193.1724138,2.5,-7.965625014,319.125,4.18,2664.856201,2,314,1,3,1,Cryosols
-136.9522,66.5199,1059.27,43.19,403.3793103,193.1724138,5,-7.965625014,319.125,5.91,2664.856201,2,314,1,3,1,Cryosols
-136.9522,66.5199,778.43,37.33,403.3793103,193.1724138,2.5,-7.965625014,319.125,4.7,2664.856201,2,314,1,3,1,Cryosols
-136.9522,66.5199,1438,34.26,403.3793103,193.1724138,5,-7.965625014,319.125,4.44,2664.856201,2,314,1,3,1,Cryosols
-136.9522,66.5199,904.13,34.51,403.3793103,193.1724138,2.5,-7.965625014,319.125,6.64,2664.856201,2,314,1,3,1,Cryosols
-136.9522,66.5199,259.76,4.19,403.3793103,193.1724138,5,-7.965625014,319.125,4.72,2664.856201,2,314,1,3,1,Cryosols
-136.9522,66.5199,1280.08,39.17,403.3793103,193.1724138,2.5,-7.965625014,319.125,3.96,2664.856201,2,314,1,3,1,Cryosols
-136.7166,66.3666,240,9.5,378.7755102,199.2517007,2.5,-4,275,5,2763.392334,14,679,1,5,1,Cambisols
-136.7166,66.3666,220,3.7,378.7755102,199.2517007,7.5,-4,275,5,2763.392334,14,679,1,5,1,Cambisols
-136.7166,66.3666,90,1,378.7755102,199.2517007,20,-4,275,5,2763.392334,14,679,1,5,1,Cambisols
-137.4433,66.163,551.97,38.41,406.2068966,179.7931034,2.5,-7.794791641,331.125,4.49,3084.001221,4,521,1,3,1,Cambisols
-137.4433,66.163,1366,30.64,406.2068966,179.7931034,2.5,-7.794791641,331.125,4.91,3084.001221,4,521,1,3,1,Cambisols
-137.4433,66.163,857.61,14.95,406.2068966,179.7931034,2.5,-7.794791641,331.125,4.56,3084.001221,4,521,1,3,1,Cambisols
-137.4433,66.163,248.2,3.47,406.2068966,179.7931034,5,-7.794791641,331.125,5.43,3084.001221,4,521,1,3,1,Cambisols
-137.4433,66.163,813.9,34.12,406.2068966,179.7931034,2.5,-7.794791641,331.125,4.83,3084.001221,4,521,1,3,1,Cambisols
-137.4433,66.163,183.49,2.63,406.2068966,179.7931034,5,-7.794791641,331.125,5.22,3084.001221,4,521,1,3,1,Cambisols
17.81666667,66.03333333,916.6666667,513,525.5223881,112.9850746,10,-0.390104178,548.375,5.001492537,3025.812012,0,422,0,7,11,Cambisols
-137.6238,66.0272,1077.95,44.1,396.9387755,196.462585,2.5,-7.818055619,331.4444444,4.39,3240.030518,4,436,1,3,1,Cryosols
-137.6238,66.0272,892.62,36.43,396.9387755,196.462585,2.5,-7.818055619,331.4444444,4.59,3240.030518,4,436,1,3,1,Cryosols
-137.6238,66.0272,1201.71,31.89,396.9387755,196.462585,2.5,-7.818055619,331.4444444,4.43,3240.030518,4,436,1,3,1,Cryosols
-137.6238,66.0272,448.3,4.97,396.9387755,196.462585,5,-7.818055619,331.4444444,4.63,3240.030518,4,436,1,3,1,Cryosols
-137.6238,66.0272,847.02,20.39,396.9387755,196.462585,2.5,-7.818055619,331.4444444,4.54,3240.030518,4,436,1,3,1,Cryosols
-137.6238,66.0272,306.28,6.11,396.9387755,196.462585,2.5,-7.818055619,331.4444444,4.38,3240.030518,4,436,1,3,1,Cryosols
25.77888889,65.89083333,110.8,235,730,30,20,2,575,3.9,4612.312988,0,110,3,8,2,Podzols
-14.733,65.083,547.58106,165.0719424,556.1870504,74.02877698,20,3.4,735,6.825,2060.572998,32,366,3,2,4,Podzols
-146.84244,65.03538,1100,20.30162413,434.893617,104.6099291,7.5,-3.4,287,6.4,3309.790771,23,611,1,8,1,Cambisols
-148.39608,64.61736,700,230.5,436.0869565,177.3188406,10,-3.15,269,5.763768116,3802.946045,0,120,1,8,1,Cambisols
-148.39608,64.61736,400,125.1,436.0869565,177.3188406,10,-3.15,269,5.763768116,3802.946045,0,120,1,8,1,Cambisols
100.18,64.28,550,92.19626168,380.6542056,149.6261682,10,-9.1,371,5.36635514,2911.857666,16,175,1,4,11,Cryosols
100.18,64.28,285,92.19626168,380.6542056,149.6261682,10,-9.1,371,5.36635514,2911.857666,16,175,1,4,11,Cryosols
100.18,64.28,273,92.19626168,380.6542056,149.6261682,10,-9.1,371,5.36635514,2911.857666,16,175,1,4,11,Cryosols
20.30777778,64.07611111,664,454,623.0534351,63.4351145,10,2.7,660,3.9,5263.249512,2,124,3,8,3,Podzols
20.30777778,64.07611111,660,454,623.0534351,63.4351145,10,2.546354176,654.75,3.9,5263.249512,2,124,3,8,3,Podzols
20.33638889,64.05472222,654,402,641.3533835,62.85714286,10,2.7,660,4,5263.249512,1,98,3,8,3,Podzols
20.33638889,64.05472222,650,402,641.3533835,62.85714286,10,2.641203666,650.3333333,4,5263.249512,1,98,3,8,3,Podzols
20.60666667,63.99694444,790,395,623.5877863,64.04580153,10,2.787500007,646.75,3.9,5101.326172,2,68,3,15,3,Podzols
20.34,63.90194444,650,405,658.8148148,65.03703704,10,2.878240708,633.7777778,4,5311.481934,0,39,3,8,3,Podzols
20.48111111,63.79638889,732,461,550.9708738,131.4563107,10,2.7,660,3.9,5311.481934,1,10,0,8,3,Podzols
20.48111111,63.79638889,730,461,550.9708738,131.4563107,10,3.555357174,612.8571429,3.9,5311.481934,1,10,0,8,3,Podzols
20.4925,63.79527778,639,344,556.8333333,134.3333333,10,2.7,660,5.5,5311.481934,1,1,0,8,3,Podzols
20.4925,63.79527778,570,455,556.8333333,134.3333333,10,3.59722224,608,4,5311.481934,1,1,0,8,3,Podzols
20.4925,63.79527778,640,344,556.8333333,134.3333333,10,3.59722224,608,5.5,5311.481934,1,1,0,8,3,Podzols
19.96416667,63.66805556,937,456,642.6771654,69.37007874,10,2.7,660,3.9,5458.941895,1,26,3,8,3,Podzols
19.96416667,63.66805556,940,456,642.6771654,69.37007874,10,3.518518491,647.4444444,3.9,5458.941895,1,26,3,8,3,Podzols
30.15,61.03,878.41,59.551,550,120,23,3.8,632,4.5,4133.48584,1,8,3,15,3,Podzols
30.15,61.03,2933.24,30.566,550,120,20.5,3.8,632,5,4133.48584,1,8,3,15,3,Podzols
30.15,61.03,715.77,16.337,550,120,39,3.8,632,4.8,4133.48584,1,8,3,15,3,Podzols
30.15,61.03,3288.35,8.959,550,120,58,3.8,632,4.7,4133.48584,1,8,3,15,3,Podzols
30.15,61.03,596.22,8.432,550,120,59,3.8,632,4.9,4133.48584,1,8,3,15,3,Podzols
30.15,61.03,3444.21,78.523,550,120,13.5,3.8,632,4.5,4133.48584,1,8,3,15,3,Podzols
30.15,61.03,279.29,26.35,550,120,2,3.8,632,4.1,4133.48584,1,8,3,15,3,Podzols
30.15,61.03,318.04,15.81,550,120,3.5,3.8,632,5.2,4133.48584,1,8,3,15,3,Podzols
30.15,61.03,539.04,6.851,550,120,75,3.8,632,5.2,4133.48584,1,8,3,15,3,Podzols
30.15,61.03,3112.17,6.324,550,120,28,3.8,632,4.8,4133.48584,1,8,3,15,3,Podzols
30.15,61.03,2025.56,6.324,550,120,78,3.8,632,4.8,4133.48584,1,8,3,15,3,Podzols
30.15,61.03,222.54,5.4,550,120,100,3.8,632,5.8,4133.48584,1,8,3,15,3,Podzols
30.15,61.03,401.8,4.743,550,120,30,3.8,632,5.5,4133.48584,1,8,3,15,3,Podzols
30.15,61.03,317.71,5.797,550,120,10,3.8,632,4.6,4133.48584,1,8,3,15,3,Podzols
30.15,61.03,220.96,5.797,550,120,12,3.8,632,5.3,4133.48584,1,8,3,15,3,Podzols
30.15,61.03,1656.92,5.27,550,120,4.5,3.8,632,4.1,4133.48584,1,8,3,15,3,Podzols
30.15,61.03,219.63,4.216,550,120,5,3.8,632,4.4,4133.48584,1,8,3,15,3,Podzols
30.15,61.03,536.83,3.689,550,120,5,3.8,632,4.5,4133.48584,1,8,3,15,3,Podzols
30.15,61.03,264.89,2.108,550,120,32,3.8,632,5.4,4133.48584,1,8,3,15,3,Podzols
30.15,61.03,176.95,2.108,550,120,100,3.8,632,6.4,4133.48584,1,8,3,15,3,Podzols
30.15,61.03,263.82,1.581,550,120,60,3.8,632,6.4,4133.48584,1,8,3,15,3,Podzols
30.15,61.03,176.95,1.581,550,120,100,3.8,632,6,4133.48584,1,8,3,15,3,Podzols
30.15,61.03,88.03,1.581,550,120,100,3.8,632,6.1,4133.48584,1,8,3,15,3,Podzols
30.15,61.03,308.41,1.054,550,120,72,3.8,632,5.9,4133.48584,1,8,3,15,3,Podzols
30.15,61.03,219.85,1.054,550,120,90,3.8,632,6.5,4133.48584,1,8,3,15,3,Podzols
-0.90485,60.74163,130,104.41,489.6666667,143,7.5,6.3,1233,6.9,6498.941406,3,21,5,15,13,Podzols
-0.90485,60.74163,200,92.81,489.6666667,143,7.5,6.3,1233,5.374166667,6498.941406,3,21,5,15,13,Podzols
-0.90485,60.74163,270,81.21,489.6666667,143,7.5,6.3,1233,5.374166667,6498.941406,3,21,5,15,13,Podzols
-0.90485,60.74163,80,58,489.6666667,143,7.5,6.3,1233,5.374166667,6498.941406,3,21,5,15,13,Podzols
-0.90485,60.74163,90,52.2,489.6666667,143,7.5,6.3,1233,7,6498.941406,3,21,5,15,13,Podzols
-0.90485,60.74163,90,46.4,489.6666667,143,7.5,6.3,1233,7.7,6498.941406,3,21,5,15,13,Podzols
-0.90485,60.74163,60,17.4,489.6666667,143,7.5,6.3,1233,7.7,6498.941406,3,21,5,15,13,Podzols
-0.90485,60.74163,50,17.4,489.6666667,143,7.5,6.3,1233,7.3,6498.941406,3,21,5,15,13,Podzols
-0.90485,60.74163,200,121.81,489.6666667,143,7.5,6.3,1233,5.374166667,6498.941406,3,21,5,15,13,Podzols
-0.90485,60.74163,120,81.21,489.6666667,143,7.5,6.3,1233,5.374166667,6498.941406,3,21,5,15,13,Podzols
-0.90485,60.74163,140,58,489.6666667,143,7.5,6.3,1233,5.374166667,6498.941406,3,21,5,15,13,Podzols
-0.90485,60.74163,100,87.01,489.6666667,143,7.5,6.3,1233,5.6,6498.941406,3,21,5,15,13,Podzols
-0.90485,60.74163,100,63.81,489.6666667,143,7.5,6.3,1233,5.5,6498.941406,3,21,5,15,13,Podzols
-0.90485,60.74163,70,5.8,489.6666667,143,7.5,6.3,1233,7.7,6498.941406,3,21,5,15,13,Podzols
-0.83997,60.6629,510,284.22,476.6666667,253.3333333,7.5,6.6,1209,5.733333333,6498.941406,0,1,0,15,13,Podzols
-0.83997,60.6629,480,150.81,476.6666667,253.3333333,7.5,6.6,1209,5.733333333,6498.941406,0,1,0,15,13,Podzols
-0.83997,60.6629,340,104.41,476.6666667,253.3333333,7.5,6.6,1209,5.733333333,6498.941406,0,1,0,15,13,Podzols
30.8963,59.8848,901.9,23.2,853,50,8,4.4,628,4.7,4241.736816,0,15,3,3,10,Podzols
30.8963,59.8848,31.79,2.87,893,12,3,4.4,628,4.2,4241.736816,0,15,3,3,10,Podzols
30.8963,59.8848,327.5,36.4,820,66,3,4.4,628,4.7,4241.736816,0,15,3,3,10,Podzols
30.8963,59.8848,219.9,7.68,975,11,0.5,4.4,628,5,4241.736816,0,15,3,3,10,Podzols
30.8963,59.8848,477.1,2.65,906,24,20,4.4,628,4.8,4241.736816,0,15,3,3,10,Podzols
30.8963,59.8848,226.6,0.48,984,6,5.5,4.4,628,6.5,4241.736816,0,15,3,3,10,Podzols
30.8963,59.8848,204.6,4.73,861,52,21.25,4.4,628,5,4241.736816,0,15,3,3,10,Podzols
30.8963,59.8848,246.5,0.29,991,7,25.5,4.4,628,6.9,4241.736816,0,15,3,3,10,Podzols
30.98333333,59.86666667,891.9,452,442.0430108,186.1290323,5,4.2,563,4.4,4241.736816,1,18,3,3,10,Podzols
30.98333333,59.86666667,720.5,238,442.0430108,186.1290323,3.5,4.2,563,5.2,4241.736816,1,18,3,3,10,Podzols
30.98333333,59.86666667,31.79,2.87,893,52,11,4.2,563,4.2,4241.736816,1,18,3,3,10,Podzols
30.98333333,59.86666667,327.5,36.4,820,66,9.5,4.2,563,4.7,4241.736816,1,18,3,3,10,Podzols
-3.08833,58.43833,550,107.89,563.125,137.6041667,10,7.4,808,5.032291667,6796.667969,2,21,5,15,2,Podzols
56.57,57.38,1219.46,93.0155,390.2803738,190,22.5,1.7,604,6.4,4366.380371,0,211,3,5,10,Albeluvisols
56.57,57.38,455.87,72.726,390.2803738,190,55,1.7,604,6.4,4366.380371,0,211,3,5,10,Albeluvisols
56.57,57.38,394.24,60.078,390.2803738,190,100,1.7,604,6.4,4366.380371,0,211,3,5,10,Albeluvisols
56.57,57.38,2374.82,139.2334,390.2803738,190,9,1.7,604,6.4,4366.380371,0,211,3,5,10,Albeluvisols
-2.32181,57.33514,360,92.81,495.9259259,145.0925926,7.5,7.8,811,5.591666667,6829.618164,5,104,5,8,11,Cambisols
-2.38157,57.28687,920,56.1,507.8301887,141.6981132,5,7.9,783,5.59,6829.618164,3,69,5,8,11,Podzols
-2.13213,57.25499,170,34.8,504.2056075,151.3084112,7.5,7.8,818,5.609345794,6829.618164,4,100,5,8,11,Cambisols
54.6,57.2,596.91,13.4385,900,50,23,2.2,590,5,4403.164063,4,197,3,1,10,Albeluvisols
54.6,57.2,467.26,1.7391,900,50,5,2.2,590,5.1,4403.164063,4,197,3,1,10,Albeluvisols
54.6,57.2,459.03,2.5823,900,50,55.5,2.2,590,5.6,4403.164063,4,197,3,1,10,Albeluvisols
54.6,57.2,533.66,0.8959,900,50,88.5,2.2,590,5.7,4403.164063,4,197,3,1,10,Albeluvisols
-3.07456,57.19908,100,17.4,522.0560748,102.8037383,7.5,6.4,876,4.834579439,6449.169434,5,303,5,8,3,Cambisols
-3.07456,57.19908,230,92.81,522.0560748,102.8037383,7.5,6.4,876,4.834579439,6449.169434,5,303,5,8,3,Cambisols
51.36,56.96,549.84,66.6655,452.8571429,160,30,3,582,6,4716.05957,3,103,3,1,12,Albeluvisols
51.36,56.96,397.83,64.294,452.8571429,160,100,3,582,6,4716.05957,3,103,3,1,12,Albeluvisols
51.36,56.96,843.95,63.5035,452.8571429,160,55,3,582,6,4716.05957,3,103,3,1,12,Albeluvisols
51.36,56.96,893.09,63.24,452.8571429,160,75,3,582,6,4716.05957,3,103,3,1,12,Albeluvisols
51.36,56.96,248.08,63.24,452.8571429,160,100,3,582,6,4716.05957,3,103,3,1,12,Albeluvisols
51.36,56.96,2321.27,110.67,452.8571429,160,8,3,582,6,4716.05957,3,103,3,1,12,Albeluvisols
51.36,56.96,861.08,72.726,452.8571429,160,17,3,582,6,4716.05957,3,103,3,1,12,Albeluvisols
-3.15582,56.92737,160,52.2,502.826087,113.2608696,7.5,5.4,1004,4.944565217,6113.422363,19,631,3,8,3,Podzols
-3.15582,56.92737,280,110.21,502.826087,113.2608696,7.5,5.4,1004,4.944565217,6113.422363,19,631,3,8,3,Podzols
8.33,56.54,139.5,30,864.5502646,65.60846561,10,8,870,4.2,6836.837402,3,36,5,1,13,Podzols
85.43,56.3,759.7,109.5283019,426.3207547,154.8113208,5,0.9,566.5,5.213207547,4554.946289,3,234,3,6,9,Albeluvisols
85.43,56.3,676.8,109.5283019,426.3207547,154.8113208,15,0.9,566.5,5.213207547,4554.946289,3,234,3,6,9,Albeluvisols
85.43,56.3,558.9,109.5283019,426.3207547,154.8113208,30,0.9,566.5,5.213207547,4554.946289,3,234,3,6,9,Albeluvisols
85.43,56.3,528.3,109.5283019,426.3207547,154.8113208,100,0.9,566.5,5.213207547,4554.946289,3,234,3,6,9,Albeluvisols
85.43,56.3,489,109.5283019,426.3207547,154.8113208,60,0.9,566.5,5.213207547,4554.946289,3,234,3,6,9,Albeluvisols
85.43,56.3,694.2,109.5283019,426.3207547,154.8113208,5,0.9,566.5,5.213207547,4554.946289,3,234,3,6,9,Albeluvisols
85.43,56.3,624.4,109.5283019,426.3207547,154.8113208,15,0.9,566.5,5.213207547,4554.946289,3,234,3,6,9,Albeluvisols
85.43,56.3,537,109.5283019,426.3207547,154.8113208,100,0.9,566.5,5.213207547,4554.946289,3,234,3,6,9,Albeluvisols
85.43,56.3,493.4,109.5283019,426.3207547,154.8113208,60,0.9,566.5,5.213207547,4554.946289,3,234,3,6,9,Albeluvisols
8.31,56.28,105.4,14,954.8717949,25.64102564,7.5,7.7,843,4.1,7118.349609,1,8,5,1,13,Cambisols
