gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
1418704385	756fa11d-670b-4666-a1bd-05eb3d6ec158	urn:catalog:CUCBA-UDG:MC:MC2007JACVT083:ce1821bb94e0d73d2ec05d84c1500d33	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Zea	Zea mexicana	mexicana	SUBSPECIES	Zea mays subsp. mexicana (Schrad.) Iltis	Zea mays subsp. mexicana raza mesa central (chapala)	(Schrad.) Iltis, 1972	MX	Ojo de Agua	Michoacan de ocampo	PRESENT	2	ff90b050-c256-11db-b71b-b8a03c50a862	20.156944	-102.366111	80.0		764.0	764.0	0.0	0.0	2007-11-19T00:00:00	19	11	2007	5290051	5290049	PRESERVED_SPECIMEN	CUCBA-UDG	MC	MC2007JACVT083		JJSG		CC_BY_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	JACV			2023-01-24T19:30:28.106Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
1418704384	756fa11d-670b-4666-a1bd-05eb3d6ec158	urn:catalog:CUCBA-UDG:MC:MC2007JACVT084:060a02a47c8cc2199785beb8c4ac8e77	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Zea	Zea mexicana	mexicana	SUBSPECIES	Zea mays subsp. mexicana (Schrad.) Iltis	Zea mays subsp. mexicana raza mesa central (chapala)	(Schrad.) Iltis, 1972	MX	Ario de Rayón	Michoacan de ocampo	PRESENT	2	ff90b050-c256-11db-b71b-b8a03c50a862	19.994444	-102.354444	80.0		760.0	760.0	0.0	0.0	2007-12-02T00:00:00	2	12	2007	5290051	5290049	PRESERVED_SPECIMEN	CUCBA-UDG	MC	MC2007JACVT084		JJSG		CC_BY_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	JACV			2023-01-24T19:30:28.075Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
1418704383	756fa11d-670b-4666-a1bd-05eb3d6ec158	urn:catalog:CUCBA-UDG:MC:MC2007JACVT092:1201ac7ef928b1b2aca0d1e94bc0a232	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Zea	Zea mexicana	mexicana	SUBSPECIES	Zea mays subsp. mexicana (Schrad.) Iltis	Zea mays subsp. mexicana raza mesa central (chapala)	(Schrad.) Iltis, 1972	MX	San Antonio Carupo	Michoacan de ocampo	PRESENT	2	ff90b050-c256-11db-b71b-b8a03c50a862	20.0275	-101.918056	80.0		964.5	964.5	0.0	0.0	2007-10-08T00:00:00	8	10	2007	5290051	5290049	PRESERVED_SPECIMEN	CUCBA-UDG	MC	MC2007JACVT092		JJSG		CC_BY_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	JACV			2023-01-24T19:30:28.092Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
1418704380	756fa11d-670b-4666-a1bd-05eb3d6ec158	urn:catalog:CUCBA-UDG:MC:MC2007JACVT008:73f586809d76647f65c8bff38cd3ec03	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Zea	Zea mexicana	mexicana	SUBSPECIES	Zea mays subsp. mexicana (Schrad.) Iltis	Zea mays subsp. mexicana raza mesa central (cuitzeo)	(Schrad.) Iltis, 1972	MX	La Labor	Michoacan de ocampo	PRESENT	2	ff90b050-c256-11db-b71b-b8a03c50a862	19.962222	-101.317778	80.0		924.0	924.0	0.0	0.0	2007-11-13T00:00:00	13	11	2007	5290051	5290049	PRESERVED_SPECIMEN	CUCBA-UDG	MC	MC2007JACVT008		JJSG		CC_BY_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	JACV			2023-01-24T19:30:28.034Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
1418704379	756fa11d-670b-4666-a1bd-05eb3d6ec158	urn:catalog:CUCBA-UDG:MC:MC2007JACVT068:91801256c44fc84abb5c3ff3c1537267	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Zea	Zea mexicana	mexicana	SUBSPECIES	Zea mays subsp. mexicana (Schrad.) Iltis	Zea mays subsp. mexicana raza mesa central (cuitzeo)	(Schrad.) Iltis, 1972	MX	INDAPARAPEO	Michoacan de ocampo	PRESENT	2	ff90b050-c256-11db-b71b-b8a03c50a862	19.803056	-100.950556	80.0		947.5	947.5	0.0	0.0	2007-12-15T00:00:00	15	12	2007	5290051	5290049	PRESERVED_SPECIMEN	CUCBA-UDG	MC	MC2007JACVT068		JJSG		CC_BY_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	JACV			2023-01-24T19:30:28.067Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
1418704360	756fa11d-670b-4666-a1bd-05eb3d6ec158	urn:catalog:CUCBA-UDG:MC:MC2007JACVT030:fbe3f3898f838f675bdab1c0128055ba	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Zea	Zea mexicana	mexicana	SUBSPECIES	Zea mays subsp. mexicana (Schrad.) Iltis	Zea mays subsp. mexicana raza mesa central (chapala)	(Schrad.) Iltis, 1972	MX	Ecuandureo	Michoacan de ocampo	PRESENT	2	ff90b050-c256-11db-b71b-b8a03c50a862	20.145	-102.259167	80.0		774.0	774.0	0.0	0.0	2007-11-23T00:00:00	23	11	2007	5290051	5290049	PRESERVED_SPECIMEN	CUCBA-UDG	MC	MC2007JACVT030		JJSG		CC_BY_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	JACV			2023-01-24T19:30:28.080Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
1418704359	756fa11d-670b-4666-a1bd-05eb3d6ec158	urn:catalog:CUCBA-UDG:MC:MC2007JACVT036:078c8cfc8388a006cb8de6cf63730d0d	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Zea	Zea mexicana	mexicana	SUBSPECIES	Zea mays subsp. mexicana (Schrad.) Iltis	Zea mays subsp. mexicana raza mesa central (cuitzeo)	(Schrad.) Iltis, 1972	MX	San Agustín del Maíz	Michoacan de ocampo	PRESENT	2	ff90b050-c256-11db-b71b-b8a03c50a862	19.904444	-101.160278	80.0		927.5	927.5	0.0	0.0	2007-11-27T00:00:00	27	11	2007	5290051	5290049	PRESERVED_SPECIMEN	CUCBA-UDG	MC	MC2007JACVT036		JJSG		CC_BY_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	JACV			2023-01-24T19:30:28.125Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
1418704358	756fa11d-670b-4666-a1bd-05eb3d6ec158	urn:catalog:CUCBA-UDG:MC:MC2007JACVT028:4760922bd1a16418f0de407471f421de	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Zea	Zea mexicana	mexicana	SUBSPECIES	Zea mays subsp. mexicana (Schrad.) Iltis	Zea mays subsp. mexicana raza mesa central (chapala)	(Schrad.) Iltis, 1972	MX	La Higuera	Michoacan de ocampo	PRESENT	2	ff90b050-c256-11db-b71b-b8a03c50a862	20.160833	-102.086944	80.0		908.0	908.0	0.0	0.0	2007-11-23T00:00:00	23	11	2007	5290051	5290049	PRESERVED_SPECIMEN	CUCBA-UDG	MC	MC2007JACVT028		JJSG		CC_BY_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	JACV			2023-01-24T19:30:28.112Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
1418704353	756fa11d-670b-4666-a1bd-05eb3d6ec158	urn:catalog:CUCBA-UDG:MC:MC2007JACVT034:7e66d4e430e4f7c6c79da114a8f575e0	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Zea	Zea mexicana	mexicana	SUBSPECIES	Zea mays subsp. mexicana (Schrad.) Iltis	Zea mays subsp. mexicana raza mesa central (cuitzeo)	(Schrad.) Iltis, 1972	MX	Rancho Seco	Michoacan de ocampo	PRESENT	2	ff90b050-c256-11db-b71b-b8a03c50a862	20.024167	-101.17	80.0		931.0	931.0	0.0	0.0	2007-11-27T00:00:00	27	11	2007	5290051	5290049	PRESERVED_SPECIMEN	CUCBA-UDG	MC	MC2007JACVT034		JJSG		CC_BY_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	JACV			2023-01-24T19:30:28.075Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
1418704343	756fa11d-670b-4666-a1bd-05eb3d6ec158	urn:catalog:CUCBA-UDG:MC:MC2007JACVT038:239f03921db0f79e337be20043c35ac5	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Zea	Zea mexicana	mexicana	SUBSPECIES	Zea mays subsp. mexicana (Schrad.) Iltis	Zea mays subsp. mexicana raza mesa central (cuitzeo)	(Schrad.) Iltis, 1972	MX	Lázaro Cárdenas	Michoacan de ocampo	PRESENT	2	ff90b050-c256-11db-b71b-b8a03c50a862	19.684167	-101.750556	80.0		1209.5	1209.5	0.0	0.0	2007-11-29T00:00:00	29	11	2007	5290051	5290049	PRESERVED_SPECIMEN	CUCBA-UDG	MC	MC2007JACVT038		JJSG		CC_BY_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	JACV			2023-01-24T19:30:28.099Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
1418704342	756fa11d-670b-4666-a1bd-05eb3d6ec158	urn:catalog:CUCBA-UDG:MC:MC2007JACVT095:e490baa3bf4be3a6461f1e402d818ec3	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Zea	Zea mexicana	mexicana	SUBSPECIES	Zea mays subsp. mexicana (Schrad.) Iltis	Zea mays subsp. mexicana raza mesa central (chapala)	(Schrad.) Iltis, 1972	MX	NO DISPONIBLE	Michoacan de ocampo	PRESENT	2	ff90b050-c256-11db-b71b-b8a03c50a862	20.217778	-102.358889	80.0		832.5	832.5	0.0	0.0	2007-10-08T00:00:00	8	10	2007	5290051	5290049	PRESERVED_SPECIMEN	CUCBA-UDG	MC	MC2007JACVT095		JJSG		CC_BY_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	JACV			2023-01-24T19:30:28.077Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
1418704341	756fa11d-670b-4666-a1bd-05eb3d6ec158	urn:catalog:CUCBA-UDG:MC:MC2007JACVT002:21703a585c4a4fcb5521e1947a5f7ba4	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Zea	Zea mexicana	mexicana	SUBSPECIES	Zea mays subsp. mexicana (Schrad.) Iltis	Zea mays subsp. mexicana raza mesa central (cuitzeo)	(Schrad.) Iltis, 1972	MX	Santa Ana del Arco	Michoacan de ocampo	PRESENT	2	ff90b050-c256-11db-b71b-b8a03c50a862	19.823056	-101.139167	80.0		942.0	942.0	0.0	0.0	2007-11-13T00:00:00	13	11	2007	5290051	5290049	PRESERVED_SPECIMEN	CUCBA-UDG	MC	MC2007JACVT002		JJSG		CC_BY_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	JACV			2023-01-24T19:30:28.034Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
1418704340	756fa11d-670b-4666-a1bd-05eb3d6ec158	urn:catalog:CUCBA-UDG:MC:MC2007JACVT085:e77fdbb01eff86530939d8d48d62c2e5	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Zea	Zea mexicana	mexicana	SUBSPECIES	Zea mays subsp. mexicana (Schrad.) Iltis	Zea mays subsp. mexicana raza mesa central (chapala)	(Schrad.) Iltis, 1972	MX	Los Zarquillos	Michoacan de ocampo	PRESENT	2	ff90b050-c256-11db-b71b-b8a03c50a862	20.049444	-102.53	80.0		797.5	797.5	0.0	0.0	2007-12-09T00:00:00	9	12	2007	5290051	5290049	PRESERVED_SPECIMEN	CUCBA-UDG	MC	MC2007JACVT085		JJSG		CC_BY_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	JACV			2023-01-24T19:30:28.097Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
1418704338	756fa11d-670b-4666-a1bd-05eb3d6ec158	urn:catalog:CUCBA-UDG:MC:MC2007JACVT014:4b1b5d8b5c3992ce9e4a2dd8fc366347	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Zea	Zea mexicana	mexicana	SUBSPECIES	Zea mays subsp. mexicana (Schrad.) Iltis	Zea mays subsp. mexicana raza mesa central (cuitzeo)	(Schrad.) Iltis, 1972	MX	Botello	Michoacan de ocampo	PRESENT	2	ff90b050-c256-11db-b71b-b8a03c50a862	19.966389	-101.671389	80.0		1045.5	1045.5	0.0	0.0	2007-11-15T00:00:00	15	11	2007	5290051	5290049	PRESERVED_SPECIMEN	CUCBA-UDG	MC	MC2007JACVT014		JJSG		CC_BY_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	JACV			2023-01-24T19:30:28.092Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
1418704337	756fa11d-670b-4666-a1bd-05eb3d6ec158	urn:catalog:CUCBA-UDG:MC:MC2007JACVT037:79878a5a2c2e0ed16820943db1a515eb	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Zea	Zea mexicana	mexicana	SUBSPECIES	Zea mays subsp. mexicana (Schrad.) Iltis	Zea mays subsp. mexicana raza mesa central (cuitzeo)	(Schrad.) Iltis, 1972	MX	SAN JOSE COAPA	Michoacan de ocampo	PRESENT	2	ff90b050-c256-11db-b71b-b8a03c50a862	19.584722	-101.425	90.0		925.0	925.0	0.0	0.0	2007-11-29T00:00:00	29	11	2007	5290051	5290049	PRESERVED_SPECIMEN	CUCBA-UDG	MC	MC2007JACVT037		JJSG		CC_BY_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	JACV			2023-01-24T19:30:28.128Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
1418704334	756fa11d-670b-4666-a1bd-05eb3d6ec158	urn:catalog:CUCBA-UDG:MC:MC2007JACVT035:1c379b66d5363dca0a4b7b2d4ad58882	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Zea	Zea mexicana	mexicana	SUBSPECIES	Zea mays subsp. mexicana (Schrad.) Iltis	Zea mays subsp. mexicana raza mesa central (cuitzeo)	(Schrad.) Iltis, 1972	MX	La Quemada	Michoacan de ocampo	PRESENT	2	ff90b050-c256-11db-b71b-b8a03c50a862	20.095556	-101.434444	80.0		931.5	931.5	0.0	0.0	2007-11-27T00:00:00	27	11	2007	5290051	5290049	PRESERVED_SPECIMEN	CUCBA-UDG	MC	MC2007JACVT035		JJSG		CC_BY_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	JACV			2023-01-24T19:30:28.120Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
1418704333	756fa11d-670b-4666-a1bd-05eb3d6ec158	urn:catalog:CUCBA-UDG:MC:MC2007JACVT019:aeebd26857585639582ca2738e7a99f0	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Zea	Zea mexicana	mexicana	SUBSPECIES	Zea mays subsp. mexicana (Schrad.) Iltis	Zea mays subsp. mexicana raza mesa central (cuitzeo)	(Schrad.) Iltis, 1972	MX	Tanimireche	Michoacan de ocampo	PRESENT	2	ff90b050-c256-11db-b71b-b8a03c50a862	19.877778	-101.399722	80.0		1061.0	1061.0	0.0	0.0	2007-11-16T00:00:00	16	11	2007	5290051	5290049	PRESERVED_SPECIMEN	CUCBA-UDG	MC	MC2007JACVT019		JJSG		CC_BY_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	JACV			2023-01-24T19:30:28.114Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
1418704326	756fa11d-670b-4666-a1bd-05eb3d6ec158	urn:catalog:CUCBA-UDG:MC:MC2007JACVT001:569994b3f432f6281385fdf2b09e577e	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Zea	Zea mexicana	mexicana	SUBSPECIES	Zea mays subsp. mexicana (Schrad.) Iltis	Zea mays subsp. mexicana raza mesa central (cuitzeo)	(Schrad.) Iltis, 1972	MX	Santa Ana del Arco	Michoacan de ocampo	PRESENT	2	ff90b050-c256-11db-b71b-b8a03c50a862	19.823056	-101.139167	80.0		942.0	942.0	0.0	0.0	2007-11-13T00:00:00	13	11	2007	5290051	5290049	PRESERVED_SPECIMEN	CUCBA-UDG	MC	MC2007JACVT001		JJSG		CC_BY_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	JACV			2023-01-24T19:30:28.094Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
1418704322	756fa11d-670b-4666-a1bd-05eb3d6ec158	urn:catalog:CUCBA-UDG:MC:MC2007JACVT027:18333533c0ea0f7aa15b52d92bbbee69	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Zea	Zea mexicana	mexicana	SUBSPECIES	Zea mays subsp. mexicana (Schrad.) Iltis	Zea mays subsp. mexicana raza mesa central (cuitzeo)	(Schrad.) Iltis, 1972	MX	Torrecillas	Michoacan de ocampo	PRESENT	2	ff90b050-c256-11db-b71b-b8a03c50a862	20.088889	-101.989167	80.0		1037.0	1037.0	0.0	0.0	2007-11-23T00:00:00	23	11	2007	5290051	5290049	PRESERVED_SPECIMEN	CUCBA-UDG	MC	MC2007JACVT027		JJSG		CC_BY_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	JACV			2023-01-24T19:30:28.083Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
1418704311	756fa11d-670b-4666-a1bd-05eb3d6ec158	urn:catalog:CUCBA-UDG:MC:MC2007JACVT069:2bad67e5a20d1c1616e2872139f4a23e	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Zea	Zea mexicana	mexicana	SUBSPECIES	Zea mays subsp. mexicana (Schrad.) Iltis	Zea mays subsp. mexicana raza mesa central (cuitzeo)	(Schrad.) Iltis, 1972	MX	Las Trojes	Michoacan de ocampo	PRESENT	2	ff90b050-c256-11db-b71b-b8a03c50a862	19.895278	-101.070278	80.0		911.5	911.5	0.0	0.0	2007-12-15T00:00:00	15	12	2007	5290051	5290049	PRESERVED_SPECIMEN	CUCBA-UDG	MC	MC2007JACVT069		JJSG		CC_BY_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	JACV			2023-01-24T19:30:28.071Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
1418704309	756fa11d-670b-4666-a1bd-05eb3d6ec158	urn:catalog:CUCBA-UDG:MC:MC2007JACVT012:7fd8775caaca62f58010ea7dfb97d39d	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Zea	Zea mexicana	mexicana	SUBSPECIES	Zea mays subsp. mexicana (Schrad.) Iltis	Zea mays subsp. mexicana raza mesa central (cuitzeo)	(Schrad.) Iltis, 1972	MX	La Estancia	Michoacan de ocampo	PRESENT	2	ff90b050-c256-11db-b71b-b8a03c50a862	19.994167	-101.289167	80.0		925.0	925.0	0.0	0.0	2007-11-15T00:00:00	15	11	2007	5290051	5290049	PRESERVED_SPECIMEN	CUCBA-UDG	MC	MC2007JACVT012		JJSG		CC_BY_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	JACV			2023-01-24T19:30:28.085Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
1418704306	756fa11d-670b-4666-a1bd-05eb3d6ec158	urn:catalog:CUCBA-UDG:MC:MC2007JACVT018:0bcc567b90c951debb5cae28c06cc7fb	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Zea	Zea mexicana	mexicana	SUBSPECIES	Zea mays subsp. mexicana (Schrad.) Iltis	Zea mays subsp. mexicana raza mesa central (cuitzeo)	(Schrad.) Iltis, 1972	MX	Chapitiro	Michoacan de ocampo	PRESENT	2	ff90b050-c256-11db-b71b-b8a03c50a862	19.933056	-101.723611	80.0		1006.0	1006.0	0.0	0.0	2007-11-16T00:00:00	16	11	2007	5290051	5290049	PRESERVED_SPECIMEN	CUCBA-UDG	MC	MC2007JACVT018		JJSG		CC_BY_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	JACV			2023-01-24T19:30:28.114Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
1418704303	756fa11d-670b-4666-a1bd-05eb3d6ec158	urn:catalog:CUCBA-UDG:MC:MC2007JACVT089:fb8987209143a8271675b71cec471b90	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Zea	Zea mexicana	mexicana	SUBSPECIES	Zea mays subsp. mexicana (Schrad.) Iltis	Zea mays subsp. mexicana raza mesa central (chapala)	(Schrad.) Iltis, 1972	MX	La Esperanza	Michoacan de ocampo	PRESENT	2	ff90b050-c256-11db-b71b-b8a03c50a862	20.028611	-102.390833	80.0		785.0	785.0	0.0	0.0	2007-12-12T00:00:00	12	12	2007	5290051	5290049	PRESERVED_SPECIMEN	CUCBA-UDG	MC	MC2007JACVT089		JJSG		CC_BY_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	JACV			2023-01-24T19:30:28.070Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
