"","LONGITUDE","LATITUDE","BEDROCK","BIOME","CLAY","DENSITY","DEPTH","ELEVATION","MANPP","MAPRECIP","MATEMP","PH","SAND","SLOPE","SOC","SOIL.USDA","SOIL.WRB"
"1585",-77.2,35.5,1,9,199,133,1515,12,10208,1265,16,48,699,0,699,1,1
"1586",-77.1,35.5,1,9,227,134,1579,8,6954,1270,16,49,640,0,640,1,1
"1587",-77,35.5,1,9,194,133,1585,10,7599,1278,16,47,943,0,943,3,3
"1588",-76.9,35.5,1,9,202,132,1796,13,6865,1286,16,47,944,1,944,1,1
"1589",-76.8,35.5,1,9,224,132,2058,9,7926,1288,16,49,797,0,797,1,1
"1590",-76.7,35.5,1,9,223,125,2266,6,14255,1295,16,50,938,0,938,1,1
"1591",-76.6,35.5,49,9,173,129,1725,3,65535,1299,16,49,1024,0,1024,3,1
"1592",-76.5,35.5,50,50,170,132,1756,4,65193,1308,16,50,733,0,733,1,3
"1593",-76.4,35.5,1,9,198,127,1469,5,7615,1315,16,48,1038,0,1038,19,1
"1594",-76.3,35.5,1,9,221,130,1433,3,64042,1327,16,47,801,0,801,3,3
"1595",-76.2,35.5,1,9,202,130,1452,2,65535,1334,17,46,799,0,799,19,19
"1596",-76.1,35.5,1,9,190,130,1731,2,6324,1343,17,49,909,0,909,19,19
"1597",-76,35.5,1,9,185,128,1193,1,7963,1352,17,50,705,0,705,19,19
"1604",-84.2,35.6,5,5,267,129,1888,270,7968,1332,14,55,503,2,503,19,19
"1605",-84.1,35.6,6,5,292,135,1846,295,8720,1338,14,56,515,2,515,19,19
"1606",-84,35.6,6,5,310,130,1752,357,7946,1371,14,55,436,2,436,19,19
"1607",-83.9,35.6,3,5,308,121,1757,500,7924,1421,13,53,600,6,600,1,19
"1608",-83.8,35.6,3,5,300,115,1761,618,7756,1459,13,51,598,8,598,1,1
"1609",-83.7,35.6,3,5,266,114,1646,653,7903,1483,12,50,725,9,725,3,1
"1610",-83.6,35.6,3,5,251,111,1521,912,7648,1569,11,49,800,12,800,3,3
"1611",-83.5,35.6,3,5,214,89,1284,1423,8363,1775,9,44,1102,15,1102,7,7
"1612",-83.4,35.6,8,5,227,87,1514,1341,7674,1728,9,43,1482,15,1482,7,7
"1613",-83.3,35.6,8,5,192,86,1676,1347,7791,1701,9,43,1428,13,1428,7,7
"1614",-83.2,35.6,3,5,185,93,1577,1307,7297,1672,10,44,1064,14,1064,7,7
"1615",-83.1,35.6,8,5,196,99,1439,1084,7752,1527,11,46,826,11,826,3,3
"1616",-83,35.6,8,5,209,114,1501,935,7635,1405,11,51,611,11,611,1,3
"1617",-82.9,35.6,8,5,195,114,1427,958,8922,1400,11,50,628,12,628,7,1
"1618",-82.8,35.6,8,5,181,98,1375,973,7557,1404,11,51,855,11,855,1,7
"1619",-82.7,35.6,8,5,209,122,1291,763,11481,1271,12,54,506,5,506,1,1
"1620",-82.6,35.6,8,5,214,130,1437,665,10372,1206,13,55,412,3,412,1,1
"1621",-82.5,35.6,8,5,191,117,1738,741,10559,1292,12,51,659,7,659,7,7
"1622",-82.4,35.6,8,5,205,114,1604,815,8464,1343,12,50,738,9,738,7,7
"1623",-82.3,35.6,8,5,187,100,1594,813,7611,1354,12,49,742,9,742,7,7
"1624",-82.2,35.6,8,5,209,119,1847,542,12229,1296,13,50,552,7,552,1,1
"1625",-82.1,35.6,8,5,213,131,1902,467,7788,1305,14,52,479,3,479,1,1
"1626",-82,35.6,8,5,228,119,1953,442,6580,1317,14,53,718,3,718,1,1
"1627",-81.9,35.6,8,5,222,121,1921,406,7946,1308,14,54,512,2,512,1,1
"1628",-81.8,35.6,8,5,221,130,1954,400,7757,1309,14,54,538,4,538,1,1
"1629",-81.7,35.6,8,5,225,113,1788,579,7507,1340,13,52,700,8,700,1,1
"1630",-81.6,35.6,8,5,207,119,1709,490,7999,1315,14,51,590,5,590,1,1
"1631",-81.5,35.6,8,5,192,131,1482,345,9587,1248,14,54,429,2,429,1,1
"1632",-81.4,35.6,8,5,209,129,1508,305,10049,1227,14,54,404,2,404,1,1
"1633",-81.3,35.6,8,5,192,128,1429,275,7872,1208,15,54,409,1,409,1,1
"1634",-81.2,35.6,8,5,209,127,1441,287,7836,1201,15,53,396,1,396,1,1
"1635",-81.1,35.6,8,5,207,130,1485,293,8617,1192,15,54,399,1,399,1,1
"1636",-81,35.6,9,5,215,128,1578,263,8349,1172,15,54,425,1,425,1,1
"1637",-80.9,35.6,8,5,228,124,1537,253,7286,1161,15,53,531,1,531,1,1
"1638",-80.8,35.6,9,5,237,130,1466,260,8434,1157,15,54,378,1,378,1,1
"1639",-80.7,35.6,9,5,231,129,1525,250,7534,1149,15,54,453,1,453,1,1
"1640",-80.6,35.6,8,5,313,132,1482,243,7586,1143,15,55,410,1,410,1,1
"1641",-80.5,35.6,8,5,359,133,1279,237,6980,1136,15,55,405,1,405,19,1
"1642",-80.4,35.6,8,5,280,133,1353,218,7923,1142,15,52,448,1,448,1,1
"1643",-80.3,35.6,3,5,301,132,1260,203,11166,1149,15,54,426,1,426,1,1
"1644",-80.2,35.6,3,5,247,129,1205,206,7783,1158,15,53,460,1,460,1,1
"1645",-80.1,35.6,3,5,207,130,1195,200,10147,1160,15,53,438,1,438,1,1
"1646",-80,35.6,3,5,192,134,1360,170,9614,1154,15,52,404,2,404,1,1
"1647",-79.9,35.6,8,5,195,130,1527,205,7538,1164,15,50,474,1,474,1,1
"1648",-79.8,35.6,8,5,191,132,1386,227,7258,1173,15,50,395,2,395,1,1
"1649",-79.7,35.6,8,5,133,136,1126,184,7818,1168,15,51,391,1,391,1,1
"1650",-79.6,35.6,8,5,133,136,1065,151,8271,1166,15,51,390,1,390,1,1
"1651",-79.5,35.6,8,5,132,136,1142,155,8464,1177,15,50,342,1,342,1,1
"1652",-79.4,35.6,8,5,137,135,1083,139,10654,1178,15,51,448,1,448,1,1
"1653",-79.3,35.6,8,5,122,133,968,120,8820,1175,15,50,455,1,455,1,1
"1654",-79.2,35.6,8,5,132,129,911,105,7573,1171,15,50,484,1,484,1,1
"1655",-79.1,35.6,3,5,147,132,865,84,9487,1164,15,50,465,1,465,19,19
"1656",-79,35.6,3,5,164,134,940,77,8979,1161,15,49,436,1,436,3,3
"1657",-78.9,35.6,3,5,187,134,1107,100,7818,1165,15,48,423,1,423,1,3
"1658",-78.8,35.6,1,9,124,135,1210,120,7029,1171,15,50,426,1,426,1,1
"1659",-78.7,35.6,8,5,133,132,1269,108,7638,1171,15,50,468,1,468,1,1
"1660",-78.6,35.6,1,9,136,133,1182,98,7898,1175,15,50,489,1,489,1,1
"1661",-78.5,35.6,9,5,127,135,1238,84,7706,1178,15,50,435,1,435,1,1
"1662",-78.4,35.6,8,5,113,134,1227,72,7373,1191,15,50,448,1,448,1,1
"1663",-78.3,35.6,1,9,98,135,1219,64,7951,1195,15,49,433,1,433,1,1
"1664",-78.2,35.6,1,9,131,134,1394,60,7618,1197,16,49,384,0,384,1,1
"1665",-78.1,35.6,8,9,102,137,1576,53,7284,1199,16,50,415,0,415,1,1
"1666",-78,35.6,1,9,104,136,1757,40,7355,1200,16,50,475,0,475,1,1
"1667",-77.9,35.6,1,9,95,137,1697,31,7470,1203,16,50,682,0,682,1,1
"1668",-77.8,35.6,1,9,103,137,1779,30,7713,1206,16,50,732,0,732,1,1
"1669",-77.7,35.6,1,9,104,139,1866,33,7860,1212,16,49,509,0,509,1,1
"1670",-77.6,35.6,1,9,101,136,1904,28,7360,1214,16,48,609,0,609,1,1
"1671",-77.5,35.6,1,9,119,139,1773,26,7264,1219,16,48,663,0,663,1,1
"1672",-77.4,35.6,1,9,152,137,1528,23,7393,1228,16,48,716,0,716,1,1
"1673",-77.3,35.6,1,9,171,133,1582,9,7059,1239,16,49,740,0,740,1,1
"1674",-77.2,35.6,1,9,199,131,1570,9,7495,1247,16,48,802,0,802,1,1
"1675",-77.1,35.6,1,9,163,132,1560,12,7475,1254,16,47,980,0,980,1,1
"1676",-77,35.6,1,9,198,133,1493,19,6638,1263,16,47,805,0,805,1,1
"1677",-76.9,35.6,1,9,192,134,1778,21,6756,1270,16,46,834,0,834,3,3
"1678",-76.8,35.6,1,9,179,133,2301,9,6675,1274,16,47,949,0,949,1,3
"1679",-76.7,35.6,1,9,183,125,2517,5,6615,1278,16,50,881,0,881,1,1
"1680",-76.6,35.6,1,9,189,130,2385,5,5017,1285,16,48,1185,0,1185,1,1
"1681",-76.5,35.6,1,9,199,121,2262,5,6557,1291,16,48,1022,0,1022,3,1
"1682",-76.4,35.6,1,9,183,124,2375,7,8534,1301,16,48,1037,0,1037,3,3
"1683",-76.3,35.6,1,9,187,131,1759,5,7463,1312,16,49,1210,0,1210,19,19
"1684",-76.2,35.6,1,9,208,131,2145,3,9880,1319,16,49,972,0,972,1,1
"1685",-76.1,35.6,1,9,206,131,1709,5,7924,1331,16,50,906,0,906,1,1
"1686",-76,35.6,1,9,183,131,2113,6,15436,1341,16,48,874,0,874,3,3
"1687",-75.9,35.6,1,9,198,128,1229,4,19402,1347,16,47,954,0,954,3,3
"1688",-75.8,35.6,1,9,190,127,1266,5,16813,1357,16,48,934,0,934,19,3
"1692",-84.3,35.7,6,5,299,128,2168,284,8045,1314,14,56,449,2,449,1,1
"1693",-84.2,35.7,6,5,351,133,2023,289,9729,1300,14,57,450,2,450,1,1
"1694",-84.1,35.7,6,5,309,132,1995,301,8027,1291,14,56,481,2,481,1,1
"1695",-84,35.7,6,5,295,131,1883,312,7809,1292,14,56,477,1,477,19,1
"1696",-83.9,35.7,5,5,273,131,1752,329,8305,1309,14,55,485,2,485,19,19
"1697",-83.8,35.7,3,5,282,128,1772,374,9365,1327,14,54,468,6,468,1,19
"1698",-83.7,35.7,3,5,286,120,1825,466,7781,1351,13,53,526,7,526,1,1
"1699",-83.6,35.7,6,5,284,124,1787,558,8342,1401,13,52,506,8,506,1,1
"1700",-83.5,35.7,3,5,242,128,1594,686,7667,1424,12,50,552,8,552,1,1
"1701",-83.4,35.7,3,5,268,119,1431,790,7640,1439,12,49,573,11,573,1,1
"1702",-83.3,35.7,3,5,225,106,1144,1360,8476,1674,10,48,922,15,922,3,3
"1703",-83.2,35.7,8,5,212,94,1278,1364,7807,1659,9,46,967,16,967,3,3
"1704",-83.1,35.7,3,5,204,113,1371,1057,7593,1464,11,47,793,13,793,7,7
"1705",-83,35.7,9,5,200,104,1375,891,7430,1338,11,48,745,11,745,3,7
"1706",-82.9,35.7,8,5,201,94,1420,1037,7675,1409,11,48,957,12,957,3,3
"1707",-82.8,35.7,8,5,194,109,1340,913,7576,1331,11,51,669,10,669,3,3
"1708",-82.7,35.7,8,5,202,125,1438,697,8735,1181,12,54,559,3,559,1,3
"1709",-82.6,35.7,8,5,220,131,1430,633,8441,1137,13,55,517,3,517,1,1
"1710",-82.5,35.7,8,5,218,111,1718,1001,7678,1374,11,54,911,13,911,1,1
"1711",-82.4,35.7,8,5,164,84,1676,1271,7204,1508,10,49,1199,15,1199,7,7
"1712",-82.3,35.7,8,5,159,78,1684,1288,7504,1516,10,46,1366,15,1366,7,7
"1713",-82.2,35.7,8,5,197,89,1876,885,7898,1366,12,46,1046,13,1046,3,3
"1714",-82.1,35.7,8,5,207,114,1954,566,7858,1302,13,49,645,11,645,1,1
"1715",-82,35.7,8,5,214,117,1959,423,7799,1288,14,52,562,3,562,1,1
"1717",-81.8,35.7,8,5,218,129,1783,366,7975,1272,14,53,563,2,563,1,1
"1718",-81.7,35.7,8,5,223,129,1773,357,7983,1264,14,52,574,2,574,1,1
"1719",-81.6,35.7,8,5,220,124,1792,392,9068,1275,14,53,471,3,471,1,1
"1720",-81.5,35.7,8,5,205,126,1562,352,8489,1250,14,53,451,2,451,1,1
"1721",-81.4,35.7,8,5,194,125,1529,325,7712,1234,15,53,555,2,555,1,1
"1722",-81.3,35.7,8,5,202,130,1477,305,57594,1220,15,54,431,2,431,1,1
"1723",-81.2,35.7,8,5,187,132,1382,292,17474,1206,15,54,375,1,375,1,1
"1724",-81.1,35.7,8,5,213,124,1518,274,8340,1191,14,54,513,2,513,1,1
"1725",-81,35.7,8,5,204,129,1447,270,7226,1178,14,54,403,1,403,1,1
"1726",-80.9,35.7,8,5,209,129,1446,270,8534,1167,14,53,412,1,412,1,1
"1727",-80.8,35.7,8,5,219,131,1415,258,7515,1156,15,53,364,1,364,1,1
"1728",-80.7,35.7,8,5,235,133,1369,239,8355,1147,15,54,384,1,384,1,1
"1729",-80.6,35.7,4,5,319,134,1342,225,6654,1137,15,55,372,1,372,1,1
"1730",-80.5,35.7,9,5,341,135,1221,232,7763,1128,15,55,402,1,402,1,1
"1731",-80.4,35.7,8,5,298,135,1330,210,7557,1130,15,55,430,1,430,1,1
"1732",-80.3,35.7,8,5,300,134,1343,213,8840,1140,15,54,367,1,367,1,1
"1733",-80.2,35.7,3,5,266,132,1240,226,8743,1148,15,54,427,1,427,1,1
"1734",-80.1,35.7,3,5,251,131,1416,225,8967,1151,15,53,442,1,442,1,1
"1735",-80,35.7,8,5,219,134,1172,188,9271,1143,15,52,388,2,388,1,1
"1736",-79.9,35.7,3,5,200,129,1481,180,10043,1146,15,52,448,2,448,1,1
"1737",-79.8,35.7,8,5,210,133,1438,223,65535,1160,15,51,414,2,414,1,1
"1738",-79.7,35.7,3,5,156,136,1121,192,8896,1161,15,50,398,1,398,1,1
"1739",-79.6,35.7,8,5,174,136,1059,166,7774,1164,15,50,404,1,404,1,1
"1740",-79.5,35.7,8,5,182,135,1298,182,10248,1178,15,51,383,1,383,1,1
"1741",-79.4,35.7,8,5,179,138,1171,172,8409,1182,15,51,436,2,436,1,1
"1742",-79.3,35.7,8,5,156,134,1133,147,8884,1176,15,50,378,1,378,1,1
"1743",-79.2,35.7,8,5,145,132,1048,133,9136,1173,15,50,505,1,505,1,1
"1744",-79.1,35.7,8,5,134,132,1058,102,7984,1164,15,49,522,2,522,1,1
"1747",-78.8,35.7,1,5,151,127,1002,125,8701,1159,15,51,439,1,439,1,1
"1748",-78.7,35.7,8,5,157,130,996,118,8908,1159,15,50,471,1,471,1,1
"1749",-78.6,35.7,8,5,122,131,1025,98,43415,1162,15,50,432,1,432,19,1
"1750",-78.5,35.7,1,5,118,136,1147,88,7722,1167,15,51,434,1,434,1,19
"1751",-78.4,35.7,9,5,119,136,1142,86,7469,1181,15,51,494,1,494,1,1
"1752",-78.3,35.7,8,5,103,137,1095,77,7292,1184,15,50,466,1,466,1,1
"1753",-78.2,35.7,8,5,139,136,1333,67,7925,1185,15,50,418,1,418,1,1
"1754",-78.1,35.7,1,9,132,135,1528,54,7453,1183,16,50,450,0,450,1,1
"1755",-78,35.7,1,9,127,135,1487,43,7242,1183,16,50,455,0,455,1,1
"1756",-77.9,35.7,1,9,137,136,1496,37,19944,1185,16,50,506,1,506,1,1
"1757",-77.8,35.7,1,9,101,138,1667,35,8558,1187,16,50,498,0,498,1,1
"1758",-77.7,35.7,1,9,117,140,1757,38,7537,1191,16,50,524,0,524,1,1
"1759",-77.6,35.7,1,9,108,139,1763,31,7864,1195,16,50,603,0,603,1,1
"1760",-77.5,35.7,1,9,106,138,1722,24,7884,1200,16,49,629,0,629,1,1
"1761",-77.4,35.7,1,9,130,138,1615,14,7609,1208,16,48,733,0,733,1,1
"1762",-77.3,35.7,1,9,142,134,1644,16,7524,1222,16,48,948,0,948,1,1
"1763",-77.2,35.7,1,9,167,133,1478,15,7202,1230,16,48,869,0,869,1,1
"1764",-77.1,35.7,1,9,161,133,1342,18,11288,1238,16,48,729,0,729,1,1
"1765",-77,35.7,1,9,195,136,1298,19,8601,1245,16,48,973,1,973,1,1
"1766",-76.9,35.7,1,9,184,137,1380,23,7754,1255,16,48,752,0,752,1,1
"1767",-76.8,35.7,1,9,178,134,1846,19,7650,1259,16,46,913,0,913,3,1
"1768",-76.7,35.7,1,9,189,131,2899,6,5447,1262,16,48,784,0,784,1,3
"1769",-76.6,35.7,1,9,194,129,2980,6,6805,1271,16,49,795,0,795,1,1
"1770",-76.5,35.7,1,9,157,130,2338,6,13159,1277,16,47,970,0,970,19,1
"1771",-76.4,35.7,1,9,182,125,2093,7,14785,1285,16,45,689,0,689,19,19
"1772",-76.3,35.7,1,9,172,130,2614,6,15975,1299,16,46,1047,0,1047,3,3
"1773",-76.2,35.7,1,9,195,126,2243,4,8352,1305,16,48,867,0,867,19,19
"1774",-76.1,35.7,1,9,175,133,1725,2,9670,1314,16,47,1001,0,1001,3,3
"1776",-75.9,35.7,1,9,189,130,1605,9,16651,1336,16,45,885,0,885,3,3
"1777",-75.8,35.7,1,9,196,131,1687,7,16249,1342,16,46,924,0,924,3,3
"1781",-84.3,35.8,6,5,263,133,2008,274,8153,1277,14,55,430,2,430,1,1
"1782",-84.2,35.8,6,5,270,133,1912,271,8065,1254,14,56,470,2,470,19,1
"1783",-84.1,35.8,6,5,257,131,1795,276,8891,1242,14,55,496,2,496,19,1
"1784",-84,35.8,6,5,299,129,1651,279,28534,1236,14,56,540,2,540,3,1
"1785",-83.9,35.8,6,5,265,131,1814,282,8015,1241,14,56,456,1,456,3,19
"1786",-83.8,35.8,6,5,231,133,1630,303,8166,1265,14,55,457,2,457,1,19
"1787",-83.7,35.8,5,5,223,133,1350,405,7890,1304,14,54,497,6,497,1,1
"1788",-83.6,35.8,3,5,243,125,1381,394,8000,1291,14,53,550,5,550,1,1
"1789",-83.5,35.8,3,5,242,126,1646,411,8001,1265,14,56,508,4,508,1,1
"1790",-83.4,35.8,3,5,267,127,1514,478,7739,1269,13,55,500,6,500,3,1
"1791",-83.3,35.8,3,5,261,124,1453,536,7876,1262,13,54,530,5,530,3,3
"1792",-83.2,35.8,3,5,268,126,1531,586,7873,1259,13,54,562,8,562,1,3
"1793",-83.1,35.8,3,5,242,122,1309,703,7680,1266,12,53,678,10,678,3,7
"1794",-83,35.8,3,5,189,107,1440,939,7787,1338,11,50,691,10,691,3,7
"1795",-82.9,35.8,9,5,185,105,1359,952,7602,1328,11,49,848,11,848,3,3
"1796",-82.8,35.8,8,5,225,119,1403,842,7710,1245,12,51,626,11,626,3,3
"1797",-82.7,35.8,8,5,220,127,1500,691,7763,1148,12,54,677,5,677,3,3
"1798",-82.6,35.8,8,5,228,129,1562,651,9565,1119,12,53,479,3,479,3,1
"1799",-82.5,35.8,8,5,239,121,1718,801,7688,1236,12,52,585,10,585,3,1
"1800",-82.4,35.8,8,5,178,100,1675,1179,7492,1433,10,48,918,14,918,3,7
"1801",-82.3,35.8,8,5,179,85,1669,1275,7594,1493,10,46,1221,15,1221,7,7
"1802",-82.2,35.8,8,5,197,113,1666,966,7434,1372,11,45,753,10,753,3,3
"1803",-82.1,35.8,8,5,208,112,1765,740,7750,1310,12,48,664,10,664,3,1
"1804",-82,35.8,3,5,225,124,1820,566,7740,1290,13,50,577,6,577,1,1
"1805",-81.9,35.8,8,5,203,110,1870,501,8187,1283,13,50,638,2,638,1,1
"1806",-81.8,35.8,8,5,202,126,1951,395,8044,1262,14,51,540,2,540,1,1
"1807",-81.7,35.8,8,5,191,129,1859,354,9571,1249,14,53,559,2,559,1,1
"1808",-81.6,35.8,8,5,199,129,1720,349,7805,1245,14,55,537,2,537,1,1
"1809",-81.5,35.8,8,5,193,130,1555,348,7588,1244,14,54,477,2,477,1,1
"1810",-81.4,35.8,8,5,192,131,1448,328,8588,1234,14,53,396,2,396,1,1
"1811",-81.3,35.8,8,5,196,131,1448,324,7707,1228,14,53,423,1,423,1,1
"1812",-81.2,35.8,8,5,202,132,1450,305,8529,1216,14,54,399,1,399,1,1
"1813",-81.1,35.8,8,5,195,128,1509,295,10084,1202,14,54,461,2,461,1,1
"1814",-81,35.8,8,5,182,130,1487,291,8612,1190,14,54,419,1,419,1,1
"1815",-80.9,35.8,8,5,191,129,1339,275,65535,1174,14,55,381,1,381,1,1
"1816",-80.8,35.8,8,5,206,129,1402,261,10441,1161,15,54,359,1,359,1,1
"1817",-80.7,35.8,8,5,250,129,1415,248,8479,1153,14,53,391,1,391,1,1
"1818",-80.6,35.8,8,5,253,130,1262,230,7608,1144,15,55,455,1,455,1,1
"1819",-80.5,35.8,8,5,308,134,1324,222,7645,1135,15,54,425,1,425,1,1
"1820",-80.4,35.8,9,5,308,133,1375,232,7645,1135,15,55,423,1,423,1,1
"1821",-80.3,35.8,8,5,286,130,1304,228,8413,1137,15,55,455,1,455,1,1
"1822",-80.2,35.8,8,5,271,133,1316,237,8448,1142,15,54,384,1,384,1,1
"1823",-80.1,35.8,3,5,232,132,1436,233,7622,1141,15,52,437,1,437,1,1
"1824",-80,35.8,8,5,209,133,1396,205,8994,1136,15,53,422,2,422,1,1
"1825",-79.9,35.8,8,5,203,133,1550,206,7472,1139,15,54,437,1,437,1,1
"1826",-79.8,35.8,8,5,183,134,1515,216,8269,1147,15,53,351,1,351,1,1
"1827",-79.7,35.8,8,5,168,137,1632,214,7578,1154,15,52,391,2,391,1,1
"1828",-79.6,35.8,8,5,162,137,1496,198,7389,1161,15,52,429,1,429,1,1
"1829",-79.5,35.8,8,5,174,135,1336,207,8240,1172,15,52,421,1,421,1,1
"1830",-79.4,35.8,10,5,208,138,1314,181,7756,1175,15,51,419,1,419,1,1
"1831",-79.3,35.8,8,5,187,134,1087,162,8165,1172,15,51,398,1,398,1,1
"1832",-79.2,35.8,8,5,175,130,1100,148,7596,1172,15,50,397,1,397,1,1
"1833",-79.1,35.8,8,5,183,133,1114,118,8661,1167,15,50,422,2,422,1,1
"1836",-78.8,35.8,3,5,160,131,1023,127,65535,1145,16,49,485,1,485,1,1
"1837",-78.7,35.8,8,5,157,131,1052,127,65535,1147,16,50,460,1,460,1,1
"1838",-78.6,35.8,8,5,158,128,982,90,65535,1147,16,51,475,1,475,1,1
"1839",-78.5,35.8,9,5,144,134,1036,78,8341,1154,15,52,402,1,402,1,19
"1840",-78.4,35.8,9,5,148,131,1128,93,7659,1171,15,50,536,1,536,1,1
"1841",-78.3,35.8,8,5,130,134,1149,85,7735,1173,15,50,438,1,438,1,1
"1842",-78.2,35.8,8,5,125,135,1153,75,7668,1170,15,50,429,1,429,1,1
"1843",-78.1,35.8,1,9,130,134,1369,66,6404,1166,15,50,539,0,539,1,1
"1844",-78,35.8,1,9,116,135,1314,52,7499,1164,16,50,481,0,481,1,1
"1845",-77.9,35.8,1,9,146,133,1384,44,7947,1164,16,50,595,0,595,1,1
"1846",-77.8,35.8,1,9,111,135,1376,38,7741,1167,16,49,622,0,622,1,1
"1847",-77.7,35.8,1,9,112,138,1460,33,7840,1171,16,50,559,0,559,1,1
"1848",-77.6,35.8,1,9,109,137,1473,29,7448,1177,16,50,565,0,565,1,1
"1849",-77.5,35.8,1,9,141,138,1714,17,7561,1179,16,49,746,0,746,1,1
"1850",-77.4,35.8,1,9,107,136,1834,18,8043,1190,16,48,661,0,661,1,1
"1851",-77.3,35.8,1,9,112,135,1820,21,7732,1209,16,48,839,0,839,1,1
"1852",-77.2,35.8,1,9,121,134,1907,21,7457,1215,16,48,801,0,801,1,1
"1853",-77.1,35.8,1,9,112,131,1810,18,7349,1222,16,48,846,0,846,1,1
"1854",-77,35.8,1,9,194,133,1499,13,8716,1228,16,46,895,0,895,3,1
"1855",-76.9,35.8,1,9,224,135,1615,15,8452,1237,16,47,859,0,859,3,1
"1856",-76.8,35.8,1,9,184,135,1769,17,8406,1245,16,48,806,0,806,1,1
"1857",-76.7,35.8,1,9,171,135,1907,11,8890,1251,16,48,885,0,885,1,3
"1858",-76.6,35.8,1,9,184,136,2224,6,7404,1257,16,49,899,0,899,1,1
"1859",-76.5,35.8,1,9,188,126,2800,5,7339,1262,16,49,815,0,815,1,1
"1860",-76.4,35.8,1,9,146,131,2823,2,44763,1271,16,48,733,0,733,1,19
"1861",-76.3,35.8,1,9,164,130,2676,6,9684,1287,16,47,894,0,894,1,3
"1862",-76.2,35.8,1,9,145,130,3203,5,6043,1294,16,46,914,0,914,19,19
"1863",-76.1,35.8,1,9,167,133,2160,2,8437,1301,16,45,1116,0,1116,3,3
"1865",-75.9,35.8,1,9,199,133,2036,10,10373,1321,16,46,874,0,874,3,3
"1866",-75.8,35.8,1,9,195,132,2010,8,17013,1330,16,47,806,0,806,3,3
"1870",-84.3,35.9,6,5,261,123,1850,291,7755,1247,14,56,512,3,512,1,1
"1871",-84.2,35.9,6,5,237,128,1856,293,8737,1224,14,56,503,2,503,3,19
"1872",-84.1,35.9,6,5,255,130,1705,285,7407,1212,14,56,414,2,414,19,19
"1874",-83.9,35.9,5,5,250,130,1651,286,10689,1217,14,56,397,2,397,19,3
"1875",-83.8,35.9,6,5,254,132,1484,308,10479,1232,14,55,481,2,481,1,3
"1876",-83.7,35.9,6,5,229,130,1600,315,8093,1235,14,56,444,2,444,1,1
"1877",-83.6,35.9,5,5,243,132,1501,310,10438,1231,14,56,401,2,401,1,1
"1878",-83.5,35.9,5,5,243,134,1456,329,8164,1215,14,55,515,2,515,1,1
"1879",-83.4,35.9,6,5,264,132,1524,399,8212,1224,14,54,424,5,424,1,3
"1881",-83.2,35.9,6,5,232,133,1499,431,8968,1182,13,55,457,3,457,1,1
"1882",-83.1,35.9,3,5,253,124,1384,552,7973,1188,13,54,520,7,520,19,3
"1883",-83,35.9,3,5,257,127,1411,574,8094,1178,13,53,503,6,503,1,3
"1884",-82.9,35.9,3,5,233,125,1438,641,7832,1182,12,52,600,9,600,1,3
"1885",-82.8,35.9,3,5,234,124,1469,658,7731,1149,12,52,679,9,679,3,3
"1886",-82.7,35.9,9,5,245,125,1542,698,7540,1150,12,54,642,8,642,3,3
"1887",-82.6,35.9,8,5,222,120,1682,813,7522,1200,12,52,596,9,596,3,3
"1888",-82.5,35.9,8,5,232,110,1729,900,7837,1259,11,50,803,8,803,7,3
"1889",-82.4,35.9,8,5,239,131,1759,931,9467,1307,11,49,502,10,502,3,3
"1890",-82.3,35.9,8,5,177,117,1884,945,7601,1333,11,48,638,12,638,3,7
"1891",-82.2,35.9,8,5,198,128,1906,882,7695,1311,11,48,530,6,530,3,3
"1892",-82.1,35.9,8,5,184,121,1789,914,7452,1312,11,48,654,7,654,7,3
"1893",-82,35.9,8,5,227,115,1735,809,8595,1303,12,48,583,5,583,7,3
"1894",-81.9,35.9,3,5,204,98,1745,756,7967,1305,12,47,827,10,827,3,1
"1895",-81.8,35.9,8,5,205,108,1824,549,7810,1276,13,47,826,4,826,1,1
"1896",-81.7,35.9,8,5,191,115,1825,400,7842,1249,14,50,672,3,672,1,1
"1897",-81.6,35.9,8,5,193,125,1772,373,8329,1242,14,53,506,2,506,3,1
"1898",-81.5,35.9,8,5,201,123,1802,398,7943,1257,14,52,486,2,486,1,1
"1899",-81.4,35.9,8,5,188,127,1665,388,10340,1253,14,51,502,2,502,1,1
"1900",-81.3,35.9,8,5,187,126,1516,357,7853,1247,14,52,571,2,571,1,1
"1901",-81.2,35.9,8,5,201,129,1389,338,7846,1233,14,54,487,2,487,1,1
"1902",-81.1,35.9,8,5,178,131,1431,328,7744,1221,14,54,447,1,447,1,1
"1903",-81,35.9,8,5,168,134,1398,301,7645,1201,14,54,420,2,420,1,1
"1904",-80.9,35.9,8,5,168,133,1377,277,10333,1183,14,54,377,1,377,1,1
"1905",-80.8,35.9,8,5,190,130,1463,260,7315,1170,14,55,401,1,401,1,1
"1906",-80.7,35.9,8,5,236,129,1441,248,7852,1160,14,55,457,1,457,1,1
"1907",-80.6,35.9,8,5,232,130,1351,236,7057,1152,14,54,431,1,431,1,1
"1908",-80.5,35.9,8,5,263,135,1259,233,10014,1146,14,54,425,1,425,1,1
"1909",-80.4,35.9,9,5,281,130,1312,231,7564,1133,15,54,408,1,408,1,1
"1910",-80.3,35.9,9,5,258,132,1317,242,7904,1135,15,54,352,1,352,1,1
